E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,9.90418,0,9.90418
1.33426,9.99116,0.0874317,9.90373
2.66851,10.1101,0.207745,9.90235
4.00277,10.2913,0.391255,9.90005
5.33703,10.5446,0.647792,9.89684
6.67128,10.9571,1.06437,9.89272
8.00554,12.1057,2.21805,9.88768
9.33979,12.9475,3.06574,9.88173
10.6741,14.5446,4.66972,9.87488
12.0083,17.4155,7.54839,9.86712
13.3426,17.2534,7.39495,9.85847
14.6768,18.5729,8.72396,9.84892
16.0111,21.8251,11.9866,9.83848
17.3453,24.3386,14.5114,9.82717
18.6796,29.3187,19.5037,9.81497
20.0138,33.9652,24.1633,9.80191
21.3481,39.3185,29.5305,9.78798
22.6824,41.539,31.7658,9.7732
24.0166,48.1708,38.4132,9.75757
25.3509,52.1517,42.4106,9.74111
26.6851,54.7463,45.0225,9.72381
28.0194,61.6075,51.9018,9.70569
29.3536,67.4529,57.7661,9.68676
30.6879,72.615,62.948,9.66703
32.0222,77.7513,68.1048,9.64651
33.3564,83.6079,73.9827,9.6252
34.6907,83.3347,73.7316,9.60313
36.0249,79.9673,70.387,9.5803
37.3592,78.712,69.1553,9.55672
38.6934,75.3029,65.7705,9.53241
40.0277,73.4958,63.9884,9.50737
41.3619,74.5418,65.0602,9.48162
42.6962,67.102,57.6468,9.45518
44.0305,67.3335,57.9055,9.42805
45.3647,64.6802,55.2799,9.40024
46.699,64.1971,54.8254,9.37178
48.0332,64.5284,55.1857,9.34267
49.3675,66.4443,57.1314,9.31293
50.7017,67.018,57.7354,9.28257
52.036,61.8576,52.606,9.25161
53.3703,65.899,56.679,9.22006
54.7045,62.5828,53.3949,9.18793
56.0388,62.5963,53.4411,9.15524
57.373,61.3629,52.2409,9.122
58.7073,59.31,50.2218,9.08823
60.0415,60.225,51.1711,9.05394
61.3758,63.4582,54.439,9.01914
62.71,59.6836,50.6997,8.98386
64.0443,61.3373,52.3892,8.9481
65.3786,62.3039,53.392,8.91188
66.7128,62.8723,53.9971,8.87522
68.0471,64.0263,55.1881,8.83812
69.3813,63.8365,55.0359,8.80061
70.7156,62.523,53.7603,8.76269
72.0498,61.6161,52.8917,8.72439
73.3841,64.4742,55.7885,8.68572
74.7184,66.2577,57.6111,8.64668
76.0526,62.6471,54.0398,8.6073
77.3869,64.5374,55.9698,8.56759
78.7211,65.3793,56.8517,8.52757
80.0554,65.4116,56.9244,8.48724
81.3896,67.3274,58.8807,8.44662
82.7239,64.0473,55.6416,8.40573
84.0582,65.9776,57.613,8.36458
85.3924,65.5666,57.2434,8.32318
86.7267,65.3398,57.0582,8.28155
88.0609,62.1096,53.8699,8.23969
89.3952,63.4411,55.2435,8.19763
90.7294,64.1066,55.9513,8.15537
92.0637,63.8848,55.7719,8.11292
93.3979,63.1196,55.0493,8.07031
94.7322,62.4716,54.444,8.02754
96.0665,62.4051,54.4205,7.98462
97.4007,61.3315,53.3899,7.94157
98.735,62.7553,54.8569,7.89839
100.069,61.2426,53.3875,7.85511
101.403,63.3085,55.4968,7.81172
102.738,63.9786,56.2103,7.76825
