Time (ns),Water after lsq fit to Water
0.0000000,0.0000000
0.0000050,0.0034271
0.0000100,0.0065407
0.0000150,0.0092271
0.0000200,0.0116816
0.0000250,0.0139503
0.0000300,0.0159477
0.0000350,0.0176494
0.0000400,0.0192174
0.0000450,0.0207681
0.0000500,0.0222948
0.0000550,0.0237729
0.0000600,0.0252631
0.0000650,0.0267750
0.0000700,0.0282354
0.0000750,0.0296008
0.0000800,0.0309144
0.0000850,0.0322004
0.0000900,0.0334318
0.0000950,0.0345997
0.0001000,0.3398887
0.0001050,0.3399618
0.0001100,0.3400444
0.0001150,0.3401343
0.0001200,0.3402340
0.0001250,0.3403454
0.0001300,0.3404659
0.0001350,0.3405949
0.0001400,0.3407365
0.0001450,0.3408913
0.0001500,0.3410551
0.0001550,0.3412243
0.0001600,0.3413995
0.0001650,0.3415786
0.0001700,0.3417538
0.0001750,0.3419199
0.0001800,0.3420783
0.0001850,0.3422313
0.0001900,0.3423783
0.0001950,0.3425216
0.0002000,0.2447756
0.0002050,0.2449517
0.0002100,0.2451293
0.0002150,0.2453052
0.0002200,0.2454801
0.0002250,0.2456534
0.0002300,0.2458223
0.0002350,0.2459897
0.0002400,0.2461598
0.0002450,0.2463329
0.0002500,0.2465061
0.0002550,0.2466807
0.0002600,0.2468591
0.0002650,0.2470392
0.0002700,0.2472130
0.0002750,0.2473764
0.0002800,0.2475266
0.0002850,0.2476603
0.0002900,0.2477719
0.0002950,0.2478610
0.0003000,0.3426613
0.0003050,0.3427145
0.0003100,0.3427665
0.0003150,0.3428173
0.0003200,0.3428676
0.0003250,0.3429188
0.0003300,0.3429710
0.0003350,0.3430252
0.0003400,0.3430811
0.0003450,0.3431373
0.0003500,0.3431935
0.0003550,0.3432521
0.0003600,0.3433153
0.0003650,0.3433836
0.0003700,0.3434543
0.0003750,0.3435256
0.0003800,0.3435949
0.0003850,0.3436620
0.0003900,0.3437283
0.0003950,0.3437983
0.0004000,0.4182439
0.0004050,0.4183188
0.0004100,0.4183954
0.0004150,0.4184738
0.0004200,0.4185539
0.0004250,0.4186358
0.0004300,0.4187176
0.0004350,0.4187983
0.0004400,0.4188773
0.0004450,0.4189565
0.0004500,0.4190369
0.0004550,0.4191175
0.0004600,0.4191970
0.0004650,0.4192746
0.0004700,0.4193494
0.0004750,0.4194202
0.0004800,0.4194842
0.0004850,0.4195430
0.0004900,0.4195984
0.0004950,0.4196526
0.0005000,0.4202364
0.0005050,0.4202614
0.0005100,0.4202998
0.0005150,0.4203499
0.0005200,0.4204089
0.0005250,0.4204756
0.0005300,0.4205470
0.0005350,0.4206205
0.0005400,0.4206925
0.0005450,0.4207627
0.0005500,0.4208300
0.0005550,0.4208921
0.0005600,0.4209484
0.0005650,0.4209982
0.0005700,0.4210407
0.0005750,0.4210758
0.0005800,0.4211023
0.0005850,0.4211194
0.0005900,0.4211250
0.0005950,0.4211191
0.0006000,0.2482922
0.0006050,0.2482260
0.0006100,0.2481671
0.0006150,0.2481158
0.0006200,0.2480719
0.0006250,0.2480358
0.0006300,0.2480070
0.0006350,0.2479847
0.0006400,0.2479667
0.0006450,0.2479513
0.0006500,0.2479371
0.0006550,0.2479237
0.0006600,0.2479109
0.0006650,0.2479001
0.0006700,0.2478940
0.0006750,0.2478946
0.0006800,0.2479030
0.0006850,0.2479200
0.0006900,0.2479437
0.0006950,0.2479718
0.0007000,0.3448458
0.0007050,0.3448181
0.0007100,0.3447841
0.0007150,0.3447423
0.0007200,0.3446957
0.0007250,0.3446489
0.0007300,0.3446068
0.0007350,0.3445723
0.0007400,0.3445475
0.0007450,0.3445330
0.0007500,0.3445280
0.0007550,0.3445326
0.0007600,0.3445469
0.0007650,0.3445716
0.0007700,0.3446075
0.0007750,0.3446544
0.0007800,0.3447119
0.0007850,0.3447801
0.0007900,0.3448569
0.0007950,0.3449397
0.0008000,0.4820011
0.0008050,0.4820603
0.0008100,0.4821170
0.0008150,0.4821659
0.0008200,0.4822044
0.0008250,0.4822298
0.0008300,0.4822389
0.0008350,0.4822312
0.0008400,0.4822083
0.0008450,0.4821729
0.0008500,0.4821258
0.0008550,0.4820681
0.0008600,0.4820016
0.0008650,0.4819293
0.0008700,0.4818544
0.0008750,0.4817804
0.0008800,0.4817109
0.0008850,0.4816468
0.0008900,0.4815873
0.0008950,0.4815335
0.0009000,0.4801272
0.0009050,0.4801308
0.0009100,0.4801447
0.0009150,0.4801662
0.0009200,0.4801936
0.0009250,0.4802245
0.0009300,0.4802577
0.0009350,0.4802913
0.0009400,0.4803235
0.0009450,0.4803547
0.0009500,0.4803845
0.0009550,0.4804122
0.0009600,0.4804365
0.0009650,0.4804586
0.0009700,0.4804816
0.0009750,0.4805065
0.0009800,0.4805337
0.0009850,0.4805610
0.0009900,0.4805871
0.0009950,0.4806141
0.0010000,0.4797372
0.0010050,0.4797315
0.0010100,0.4797338
0.0010150,0.4797459
0.0010200,0.4797703
0.0010250,0.4798091
0.0010300,0.4798603
0.0010350,0.4799187
0.0010400,0.4799796
0.0010450,0.4800406
0.0010500,0.4800988
0.0010550,0.4801545
0.0010600,0.4802080
0.0010650,0.4802605
0.0010700,0.4803143
0.0010750,0.4803705
0.0010800,0.4804287
0.0010850,0.4804862
0.0010900,0.4805409
0.0010950,0.4805939
0.0011000,0.3422361
0.0011050,0.3422873
0.0011100,0.3423452
0.0011150,0.3424076
0.0011200,0.3424743
0.0011250,0.3425449
0.0011300,0.3426197
0.0011350,0.3426992
0.0011400,0.3427842
0.0011450,0.3428747
0.0011500,0.3429682
0.0011550,0.3430607
0.0011600,0.3431486
0.0011650,0.3432285
0.0011700,0.3432978
0.0011750,0.3433533
0.0011800,0.3433938
0.0011850,0.3434187
0.0011900,0.3434287
0.0011950,0.3434256
0.0012000,0.3434703
0.0012050,0.3434391
0.0012100,0.3434085
0.0012150,0.3433773
0.0012200,0.3433451
0.0012250,0.3433131
0.0012300,0.3432808
0.0012350,0.3432491
0.0012400,0.3432213
0.0012450,0.3432007
0.0012500,0.3431870
0.0012550,0.3431799
0.0012600,0.3431779
0.0012650,0.3431781
0.0012700,0.3431776
0.0012750,0.3431766
0.0012800,0.3431782
0.0012850,0.3431841
0.0012900,0.3431947
0.0012950,0.3432139
0.0013000,0.2459938
0.0013050,0.2460754
0.0013100,0.2461580
0.0013150,0.2462401
0.0013200,0.2463208
0.0013250,0.2463973
0.0013300,0.2464661
0.0013350,0.2465264
0.0013400,0.2465770
0.0013450,0.2466165
0.0013500,0.2466413
0.0013550,0.2466527
0.0013600,0.2466539
0.0013650,0.2466487
0.0013700,0.2466386
0.0013750,0.2466273
0.0013800,0.2466197
0.0013850,0.2466227
0.0013900,0.2466379
0.0013950,0.2466651
0.0014000,0.4186020
0.0014050,0.4186208
0.0014100,0.4186437
0.0014150,0.4186733
0.0014200,0.4187089
0.0014250,0.4187458
0.0014300,0.4187813
0.0014350,0.4188186
0.0014400,0.4188608
0.0014450,0.4189081
0.0014500,0.4189606
0.0014550,0.4190240
0.0014600,0.4191010
0.0014650,0.4191884
0.0014700,0.4192833
0.0014750,0.4193865
0.0014800,0.4194936
0.0014850,0.4195952
0.0014900,0.4196859
0.0014950,0.4197677
0.0015000,0.3432172
0.0015050,0.3432349
0.0015100,0.3432622
0.0015150,0.3433014
