Time (ps),Temperature
0.000000,251.830429
1.000000,248.454895
2.000000,248.948685
3.000000,249.638641
4.000000,248.783432
5.000000,246.013000
6.000000,250.552216
7.000000,248.055405
8.000000,251.240967
9.000000,253.931641
10.000000,250.350586
