Time (ps),Radius (nm)
0,1.58216
4,1.58286
8,1.58184
12,1.58252
16,1.58328
20,1.58309
24,1.58208
28,1.58254
32,1.58285
36,1.584
40,1.58266
44,1.58325
48,1.58274
52,1.58307
56,1.58226
60,1.58286
64,1.58297
68,1.58186
72,1.58231
76,1.58323
80,1.5823
84,1.58202
88,1.58265
92,1.58247
96,1.5816
100,1.58314
104,1.58273
108,1.58263
112,1.58277
116,1.58236
120,1.58338
124,1.58248
128,1.58267
132,1.58295
136,1.58286
140,1.58199
144,1.58364
148,1.58267
152,1.5821
156,1.58346
160,1.58256
164,1.58264
168,1.58257
172,1.5829
176,1.58207
180,1.58299
184,1.58222
188,1.58321
192,1.58284
196,1.58239
200,1.58212
204,1.5821
208,1.58321
212,1.58261
216,1.58286
220,1.58273
224,1.58208
228,1.58201
232,1.58191
236,1.58347
240,1.58246
244,1.58239
248,1.58262
252,1.58361
256,1.58284
260,1.58197
264,1.58244
268,1.58315
272,1.58332
276,1.58271
280,1.58388
284,1.58352
288,1.58306
292,1.58268
296,1.58221
300,1.58366
304,1.5832
308,1.58288
312,1.5832
316,1.58303
320,1.58294
324,1.58197
328,1.58271
332,1.58342
336,1.58254
340,1.58229
344,1.58339
348,1.58237
352,1.58219
356,1.58282
360,1.58263
364,1.58299
368,1.58266
372,1.58184
376,1.58193
380,1.58207
384,1.58297
388,1.58211
392,1.58278
396,1.5814
400,1.5819
404,1.58196
408,1.58209
412,1.58216
416,1.58158
420,1.58224
424,1.58173
428,1.58273
432,1.58156
436,1.58176
440,1.58224
444,1.58165
448,1.58231
452,1.58285
456,1.58165
460,1.58235
464,1.58287
468,1.58191
472,1.58195
476,1.58229
480,1.58156
484,1.58201
488,1.58245
492,1.58191
496,1.5821
500,1.58138
504,1.58161
508,1.58225
512,1.58235
516,1.58188
520,1.58153
524,1.58168
528,1.58244
532,1.58239
536,1.58252
540,1.58256
544,1.58227
548,1.5817
552,1.5817
556,1.58263
560,1.58178
564,1.5832
568,1.58143
572,1.58192
576,1.58181
580,1.58165
584,1.58257
588,1.58243
592,1.58142
596,1.58231
600,1.58252
604,1.58215
608,1.58137
612,1.58309
616,1.58212
620,1.58189
624,1.58216
628,1.58214
632,1.58148
636,1.58117
640,1.58237
644,1.58198
648,1.5823
652,1.58197
656,1.58321
660,1.58213
664,1.58238
668,1.58309
672,1.58204
676,1.58213
680,1.58316
684,1.5827
688,1.58297
692,1.58295
696,1.58253
700,1.58234
704,1.5823
708,1.58283
712,1.58228
716,1.58296
720,1.58262
724,1.58237
728,1.58232
732,1.58266
736,1.58245
740,1.58262
744,1.58323
748,1.5827
752,1.58145
756,1.58174
760,1.5827
764,1.58258
768,1.58245
772,1.5825
776,1.58229
780,1.58251
784,1.58224
788,1.58275
792,1.58229
796,1.58211
800,1.5827
804,1.58191
808,1.58309
812,1.58174
816,1.58306
820,1.5823
824,1.58249
828,1.58273
832,1.58284
836,1.58272
840,1.58273
844,1.58255
848,1.58248
852,1.58282
856,1.58212
860,1.58196
864,1.58256
868,1.58258
872,1.58218
876,1.58247
880,1.58206
884,1.58252
888,1.58255
892,1.58229
896,1.58282
900,1.58251
904,1.58192
908,1.58176
912,1.58241
916,1.58224
920,1.58304
924,1.58247
928,1.58255
932,1.58258
936,1.58211
940,1.58228
944,1.58352
948,1.58221
952,1.58271
956,1.58297
960,1.58262
964,1.58263
968,1.58317
972,1.58233
976,1.58217
980,1.58349
984,1.58199
988,1.58315
992,1.58298
996,1.58277
1000,1.58239
1004,1.58231
1008,1.58279
1012,1.58226
1016,1.58219
1020,1.58332
1024,1.58248
1028,1.58244
1032,1.58316
1036,1.58239
1040,1.58277
1044,1.58178
1048,1.583
1052,1.58261
1056,1.58132
1060,1.58186
1064,1.58268
1068,1.58175
1072,1.58264
1076,1.58202
1080,1.5824
1084,1.58246
1088,1.58211
1092,1.58336
1096,1.5817
1100,1.58272
1104,1.58235
1108,1.58179
1112,1.58275
1116,1.58239
1120,1.5825
1124,1.58194
1128,1.5828
1132,1.58251
1136,1.58224
1140,1.58299
1144,1.58211
1148,1.5828
1152,1.58226
1156,1.5823
1160,1.58259
1164,1.58269
1168,1.58261
1172,1.58175
1176,1.58233
1180,1.583
1184,1.58268
1188,1.58262
1192,1.58227
1196,1.5831
1200,1.58283
1204,1.58169
1208,1.58286
1212,1.5826
1216,1.58269
1220,1.58244
1224,1.58225
1228,1.58336
1232,1.58263
1236,1.58264
1240,1.58336
1244,1.58258
1248,1.58316
1252,1.58285
1256,1.5824
1260,1.58242
1264,1.58316
1268,1.58218
1272,1.58253
1276,1.58171
1280,1.58291
1284,1.58196
1288,1.58245
1292,1.58243
1296,1.58238
1300,1.58161
1304,1.58236
1308,1.58282
1312,1.58206
1316,1.58206
1320,1.58218
1324,1.58302
1328,1.58266
1332,1.58277
1336,1.58215
1340,1.58189
1344,1.58285
1348,1.58289
1352,1.58225
1356,1.5824
1360,1.58356
1364,1.58217
1368,1.58223
1372,1.58282
1376,1.58315
1380,1.58318
1384,1.58301
1388,1.58244
1392,1.58282
1396,1.58271
1400,1.5818
1404,1.58145
1408,1.58272
1412,1.5831
1416,1.58271
1420,1.58258
1424,1.58242
1428,1.58316
1432,1.58122
1436,1.58213
1440,1.5824
1444,1.58192
1448,1.5829
1452,1.58263
1456,1.58276
1460,1.58209
1464,1.58143
1468,1.58282
1472,1.58294
1476,1.5821
1480,1.58262
1484,1.5821
1488,1.58225
1492,1.58224
1496,1.58313
1500,1.58268
1504,1.58225
1508,1.5827
1512,1.58194
1516,1.58187
1520,1.58297
1524,1.58301
1528,1.58216
1532,1.58273
1536,1.58227
1540,1.58256
1544,1.58263
1548,1.58273
1552,1.58338
1556,1.58228
1560,1.58174
1564,1.5826
1568,1.58231
1572,1.58303
1576,1.58244
1580,1.58239
1584,1.58258
1588,1.58296
1592,1.58294
1596,1.58324
1600,1.5816
1604,1.58205
1608,1.58215
1612,1.5826
1616,1.58233
1620,1.58187
1624,1.58217
1628,1.58277
1632,1.58267
1636,1.58356
1640,1.58235
1644,1.58137
1648,1.58159
1652,1.58295
1656,1.58268
1660,1.58206
1664,1.58255
1668,1.58227
1672,1.58202
1676,1.58173
1680,1.58267
1684,1.58211
1688,1.58222
1692,1.58317
1696,1.58247
1700,1.58248
1704,1.58277
1708,1.58271
1712,1.58234
1716,1.58191
1720,1.58271
1724,1.58308
1728,1.58279
1732,1.58193
1736,1.58215
1740,1.58309
1744,1.58332
1748,1.58216
1752,1.58168
1756,1.58282
1760,1.58251
1764,1.58235
1768,1.58256
1772,1.5825
1776,1.58295
1780,1.5833
1784,1.58166
1788,1.58185
1792,1.58313
1796,1.58205
1800,1.58207
1804,1.58255
1808,1.5824
1812,1.58227
1816,1.58168
1820,1.58286
1824,1.58228
1828,1.58272
1832,1.58221
1836,1.5825
1840,1.58209
1844,1.58253
1848,1.58241
1852,1.58202
1856,1.58265
1860,1.58282
1864,1.58252
1868,1.58185
1872,1.58244
1876,1.58243
1880,1.58306
1884,1.58275
1888,1.58239
1892,1.58154
1896,1.58253
1900,1.58294
1904,1.58341
1908,1.58189
1912,1.58309
1916,1.58179
1920,1.58259
1924,1.58328
1928,1.58199
1932,1.58206
1936,1.58244
1940,1.58364
1944,1.58236
1948,1.58235
1952,1.58198
1956,1.58258
1960,1.58295
1964,1.58254
1968,1.58315
1972,1.58242
1976,1.58378
1980,1.58244
1984,1.58263
1988,1.58325
1992,1.58311
1996,1.58346
2000,1.58282
2004,1.58314
2008,1.58279
2012,1.58219
2016,1.58238
2020,1.58296
2024,1.58296
2028,1.58186
2032,1.5828
2036,1.58277
2040,1.58334
2044,1.58257
2048,1.58211
2052,1.58272
2056,1.58258
2060,1.58251
2064,1.58241
2068,1.58204
2072,1.5831
2076,1.58245
2080,1.58249
2084,1.58279
2088,1.58239
2092,1.58261
2096,1.58255
2100,1.58267
2104,1.58159
2108,1.58274
2112,1.58253
2116,1.58247
2120,1.5819
2124,1.58176
2128,1.5821
2132,1.58283
2136,1.58232
2140,1.58278
2144,1.58205
2148,1.58225
2152,1.58214
2156,1.58234
2160,1.58269
2164,1.58156
2168,1.58208
2172,1.58341
2176,1.58303
2180,1.58195
2184,1.58225
2188,1.58291
2192,1.58223
2196,1.58286
2200,1.58226
2204,1.58288
