Time (ps),Temperature
0.000000,199.689941
1.000000,202.591583
2.000000,199.551285
3.000000,200.890701
4.000000,199.028168
5.000000,198.187149
6.000000,196.625732
7.000000,198.986664
8.000000,199.974945
9.000000,198.400253
10.000000,202.123566
