E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,9.76204,0,9.76204
1.33426,9.84883,0.0873059,9.76152
2.66851,9.97214,0.21219,9.75995
4.00277,10.1189,0.361569,9.75734
5.33703,10.3402,0.586473,9.75368
6.67128,10.5751,0.82616,9.74898
8.00554,11.1141,1.37087,9.74324
9.33979,12.1893,2.45287,9.73647
10.6741,14.2209,4.49227,9.72867
12.0083,13.4474,3.72757,9.71985
13.3426,14.6032,4.89322,9.71
14.6768,17.4852,7.78603,9.69914
16.0111,18.2491,8.56186,9.68728
17.3453,22.6099,12.9355,9.67441
18.6796,30.2889,20.6284,9.66056
20.0138,33.8876,24.2418,9.64572
21.3481,38.1133,28.4834,9.62992
22.6824,41.8104,32.1972,9.61314
24.0166,47.8928,38.2974,9.59542
25.3509,50.6968,41.1201,9.57675
26.6851,58.0933,48.5361,9.55715
28.0194,64.3643,54.8277,9.53664
29.3536,72.5927,63.0774,9.51521
30.6879,73.8576,64.3647,9.4929
32.0222,76.9398,67.4701,9.4697
33.3564,76.3663,66.9206,9.44564
34.6907,83.5495,74.1288,9.42072
36.0249,79.932,70.537,9.39497
37.3592,77.932,68.5637,9.36839
38.6934,82.9254,73.5844,9.34101
40.0277,72.1494,62.8366,9.31283
41.3619,72.7171,63.4333,9.28387
42.6962,68.8431,59.589,9.25416
44.0305,68.9562,59.7325,9.2237
45.3647,66.8167,57.6242,9.19251
46.699,67.0033,57.8427,9.16061
48.0332,66.2334,57.1054,9.12801
49.3675,64.9887,55.894,9.09474
50.7017,63.4665,54.4057,9.06081
52.036,61.3001,52.2739,9.02623
53.3703,63.5146,54.5236,8.99103
54.7045,62.9898,54.0346,8.95523
56.0388,59.4883,50.5695,8.91883
57.373,57.9468,49.0649,8.88186
58.7073,57.9852,49.1409,8.84434
60.0415,60.1272,51.3209,8.80629
61.3758,58.1943,49.4266,8.76771
62.71,62.5144,53.7857,8.72864
64.0443,59.6893,51.0003,8.68908
65.3786,60.4712,51.8221,8.64905
66.7128,60.8778,52.2692,8.60859
68.0471,62.3856,53.8179,8.56769
69.3813,63.5161,54.9897,8.52638
70.7156,62.633,54.1483,8.48467
72.0498,64.5901,56.1475,8.44259
73.3841,64.58,56.1799,8.40015
74.7184,61.5201,53.1627,8.35737
76.0526,65.8427,57.5284,8.31426
77.3869,65.6386,57.3678,8.27084
78.7211,65.4396,57.2124,8.22714
80.0554,66.1564,57.9733,8.18315
81.3896,66.6083,58.4694,8.13891
82.7239,61.0093,52.9149,8.09442
84.0582,63.2868,55.2371,8.0497
85.3924,62.9361,54.9313,8.00477
86.7267,62.9494,54.9897,7.95965
88.0609,63.0989,55.1845,7.91434
89.3952,62.9466,55.0777,7.86887
90.7294,63.8584,56.0351,7.82324
92.0637,63.3111,55.5336,7.77747
93.3979,64.7076,56.976,7.73158
94.7322,62.9614,55.2758,7.68558
96.0665,62.885,55.2455,7.63949
97.4007,61.2835,53.6902,7.59331
98.735,61.6774,54.1303,7.54706
100.069,59.6311,52.1304,7.50075
101.403,61.1654,53.711,7.4544
102.738,62.6088,55.2008,7.40801
104.072,60.8121,53.4505,7.3616
105.406,62.9505,55.6354,7.31518
106.741,61.7591,54.4904,7.26877
108.075,62.7241,55.5017,7.22236
109.409,61.807,54.631,7.17598
110.743,61.5318,54.4022,7.12964
112.078,63.0612,55.9779,7.08333
113.412,63.2047,56.1676,7.03708
114.746,62.2361,55.2452,6.9909
116.08,62.1017,55.1569,6.94478
117.415,64.0411,57.1424,6.89875
118.749,62.1952,55.3424,6.85281
120.083,62.4363,55.6293,6.80697
121.417,62.8482,56.087,6.76123
122.752,63.7597,57.0441,6.71561
124.086,60.2265,53.5564,6.67012
125.42,61.4482,54.8235,6.62475
126.754,60.5502,53.9707,6.57952
128.089,60.5647,54.0303,6.53444
129.423,61.3086,54.8191,6.48951
130.757,60.6236,54.1788,6.44473
132.091,59.6861,53.286,6.40012
133.426,59.7155,53.3598,6.35568
134.76,61.9975,55.6861,6.31141
136.094,61.6785,55.4112,6.26733
137.428,59.8086,53.5852,6.22343
138.763,61.8713,55.6916,6.17972
140.097,61.2996,55.1634,6.13621
141.431,60.5891,54.4962,6.0929
142.765,62.8027,56.7529,6.04979
144.1,63.9881,57.9812,6.00689
145.434,61.5869,55.6227,5.96421
146.768,61.4748,55.553,5.92175
148.102,64.0313,58.1518,5.8795
149.437,62.8396,57.0021,5.83748
150.771,64.0445,58.2488,5.79569
152.105,60.9033,55.1492,5.75413
153.439,62.2163,56.5035,5.7128
154.774,62.8177,57.146,5.67171
156.108,61.8086,56.1778,5.63085
157.442,63.3203,57.7301,5.59024
158.777,63.0115,57.4617,5.54987
160.111,63.3419,57.8322,5.50975
161.445,64.9499,59.48,5.46987
162.779,64.285,58.8548,5.43024
164.114,64.9003,59.5094,5.39087
165.448,65.0809,59.7292,5.35174
166.782,63.4708,58.158,5.31287
168.116,64.7858,59.5116,5.27426
169.451,64.8867,59.6508,5.2359
170.785,65.3016,60.1038,5.1978
172.119,65.1665,60.0066,5.15996
173.453,65.3431,60.2207,5.12237
174.788,63.6895,58.6045,5.08505
176.122,66.1721,61.1241,5.04798
177.456,65.9689,60.9577,5.01118
178.79,66.673,61.6984,4.97464
180.125,67.1081,62.1698,4.93835
181.459,66.3875,61.4852,4.90233
182.793,66.0228,61.1563,4.86658
184.127,69.0981,64.267,4.83108
185.462,67.9141,63.1183,4.79584
186.796,68.668,63.9072,4.76087
188.13,66.9608,62.2346,4.72616
189.464,68.6031,63.9114,4.69171
190.799,67.3595,62.7019,4.65751
192.133,69.2123,64.5888,4.62358
193.467,68.452,63.8621,4.58991
194.801,69.796,65.2395,4.5565
196.136,69.7768,65.2535,4.52334
197.47,67.4712,62.9807,4.49044
198.804,69.8177,65.3599,4.4578
200.138,70.1047,65.6793,4.42542
201.473,67.8676,63.4743,4.39329
202.807,70.1681,65.8067,4.36142
204.141,71.1196,66.7899,4.32979
205.475,71.3916,67.0932,4.29843
206.81,72.0535,67.7862,4.26731
208.144,71.123,66.8866,4.23644
209.478,71.2572,67.0513,4.20582
210.813,72.2795,68.104,4.17545
212.147,73.1913,69.046,4.14533
213.481,73.6531,69.5377,4.11545
214.815,74.4449,70.359,4.08581
216.15,73.9579,69.9015,4.05642
217.484,73.0575,69.0302,4.02727
218.818,72.9311,68.9327,3.99837
220.152,74.11,70.1403,3.9697
221.487,73.5373,69.5961,3.94126
222.821,74.9646,71.0515,3.91307
224.155,74.3045,70.4194,3.88511
225.489,77.9235,74.0661,3.85738
226.824,74.7387,70.9088,3.82988
228.158,76.0729,72.2702,3.80262
229.492,77.3063,73.5307,3.77558
230.826,76.5031,72.7544,3.74877
232.161,77.1825,73.4603,3.72219
233.495,79.4801,75.7843,3.69583
234.829,78.7127,75.043,3.66969
236.163,77.5053,73.8615,3.64378
237.498,79.0828,75.4647,3.61808
238.832,79.3158,75.7232,3.59261
240.166,78.5847,75.0173,3.56735
241.5,82.1599,78.6176,3.5423
242.835,80.0308,76.5133,3.51747
244.169,81.6288,78.136,3.49285
245.503,80.4645,76.9961,3.46844
246.837,80.3462,76.9019,3.44424
248.172,80.1261,76.7059,3.42024
249.506,81.3358,77.9393,3.39645
250.84,80.4252,77.0523,3.37287
252.174,81.3077,77.9582,3.34949
253.509,82.1054,78.7791,3.3263
254.843,82.4725,79.1692,3.30332
256.177,83.8242,80.5436,3.28053
257.511,84.8296,81.5717,3.25794
258.846,83.8823,80.6468,3.23554
260.18,84.013,80.7997,3.21334
261.514,84.921,81.7297,3.19133
262.849,85.5382,82.3687,3.1695
264.183,84.4313,81.2834,3.14786
265.517,84.3072,81.1808,3.12641
266.851,85.1922,82.087,3.10515
268.186,83.5767,80.4926,3.08406
269.52,83.6003,80.5371,3.06316
270.854,85.3194,82.277,3.04244
272.188,88.2968,85.2749,3.0219
273.523,84.5979,81.5964,3.00153
274.857,86.456,83.4746,2.98134
276.191,86.8817,83.9204,2.96132
