Fe3O4 nanoparticle r=2.000000

3228 atoms

3 atom types

0 44.929414 xlo xhi
0 44.929414 ylo yhi
0 44.929414 zlo zhi

Masses

1  55.845000
2  55.845000
3  15.999400

Atoms

1       1 1  1.530    8.8414    8.8414   17.2384
2       1 1  1.530    8.8414    8.8414   25.6354
3       1 1  1.530    8.8414   17.2384    8.8414
4       1 1  1.530    8.8414   17.2384   17.2384
5       1 1  1.530    8.8414   17.2384   25.6354
6       1 1  1.530    8.8414   17.2384   34.0324
7       1 1  1.530    8.8414   25.6354    8.8414
8       1 1  1.530    8.8414   25.6354   17.2384
9       1 1  1.530    8.8414   25.6354   25.6354
10      1 1  1.530    8.8414   25.6354   34.0324
11      1 1  1.530    8.8414   34.0324   17.2384
12      1 1  1.530    8.8414   34.0324   25.6354
13      1 1  1.530   17.2384    8.8414    8.8414
14      1 1  1.530   17.2384    8.8414   17.2384
15      1 1  1.530   17.2384    8.8414   25.6354
16      1 1  1.530   17.2384    8.8414   34.0324
17      1 1  1.530   17.2384   17.2384    8.8414
18      1 1  1.530   17.2384   17.2384   17.2384
19      1 1  1.530   17.2384   17.2384   25.6354
20      1 1  1.530   17.2384   17.2384   34.0324
21      1 1  1.530   17.2384   25.6354    8.8414
22      1 1  1.530   17.2384   25.6354   17.2384
23      1 1  1.530   17.2384   25.6354   25.6354
24      1 1  1.530   17.2384   25.6354   34.0324
25      1 1  1.530   17.2384   25.6354   42.4294
26      1 1  1.530   17.2384   34.0324    8.8414
27      1 1  1.530   17.2384   34.0324   17.2384
28      1 1  1.530   17.2384   34.0324   25.6354
29      1 1  1.530   17.2384   34.0324   34.0324
30      1 1  1.530   17.2384   42.4294   17.2384
31      1 1  1.530   25.6354    8.8414    8.8414
32      1 1  1.530   25.6354    8.8414   17.2384
33      1 1  1.530   25.6354    8.8414   25.6354
34      1 1  1.530   25.6354    8.8414   34.0324
35      1 1  1.530   25.6354   17.2384    8.8414
36      1 1  1.530   25.6354   17.2384   17.2384
37      1 1  1.530   25.6354   17.2384   25.6354
38      1 1  1.530   25.6354   17.2384   34.0324
39      1 1  1.530   25.6354   25.6354    8.8414
40      1 1  1.530   25.6354   25.6354   17.2384
41      1 1  1.530   25.6354   25.6354   25.6354
42      1 1  1.530   25.6354   25.6354   34.0324
43      1 1  1.530   25.6354   34.0324    8.8414
44      1 1  1.530   25.6354   34.0324   17.2384
45      1 1  1.530   25.6354   34.0324   25.6354
46      1 1  1.530   25.6354   34.0324   34.0324
47      1 1  1.530   34.0324    8.8414   17.2384
48      1 1  1.530   34.0324    8.8414   25.6354
49      1 1  1.530   34.0324   17.2384    8.8414
50      1 1  1.530   34.0324   17.2384   17.2384
51      1 1  1.530   34.0324   17.2384   25.6354
52      1 1  1.530   34.0324   17.2384   34.0324
53      1 1  1.530   34.0324   25.6354    8.8414
54      1 1  1.530   34.0324   25.6354   17.2384
55      1 1  1.530   34.0324   25.6354   25.6354
56      1 1  1.530   34.0324   25.6354   34.0324
57      1 1  1.530   34.0324   34.0324   17.2384
58      1 1  1.530   34.0324   34.0324   25.6354
59      1 1  1.530   42.4294   17.2384   17.2384
60      1 1  1.530    8.8414   13.0399   13.0399
61      1 1  1.530    8.8414   13.0399   21.4369
62      1 1  1.530    8.8414   13.0399   29.8339
63      1 1  1.530    8.8414   21.4369   13.0399
64      1 1  1.530    8.8414   21.4369   21.4369
65      1 1  1.530    8.8414   21.4369   29.8339
66      1 1  1.530    8.8414   29.8339   13.0399
67      1 1  1.530    8.8414   29.8339   21.4369
68      1 1  1.530    8.8414   29.8339   29.8339
69      1 1  1.530   17.2384    4.6429   13.0399
70      1 1  1.530   17.2384    4.6429   21.4369
71      1 1  1.530   17.2384    4.6429   29.8339
72      1 1  1.530   17.2384   13.0399    4.6429
73      1 1  1.530   17.2384   13.0399   13.0399
74      1 1  1.530   17.2384   13.0399   21.4369
75      1 1  1.530   17.2384   13.0399   29.8339
76      1 1  1.530   17.2384   13.0399   38.2309
77      1 1  1.530   17.2384   21.4369    4.6429
78      1 1  1.530   17.2384   21.4369   13.0399
79      1 1  1.530   17.2384   21.4369   21.4369
80      1 1  1.530   17.2384   21.4369   29.8339
81      1 1  1.530   17.2384   21.4369   38.2309
82      1 1  1.530   17.2384   29.8339    4.6429
83      1 1  1.530   17.2384   29.8339   13.0399
84      1 1  1.530   17.2384   29.8339   21.4369
85      1 1  1.530   17.2384   29.8339   29.8339
86      1 1  1.530   17.2384   29.8339   38.2309
87      1 1  1.530   17.2384   38.2309   13.0399
88      1 1  1.530   17.2384   38.2309   21.4369
89      1 1  1.530   17.2384   38.2309   29.8339
90      1 1  1.530   25.6354    4.6429   13.0399
91      1 1  1.530   25.6354    4.6429   21.4369
92      1 1  1.530   25.6354    4.6429   29.8339
93      1 1  1.530   25.6354   13.0399    4.6429
94      1 1  1.530   25.6354   13.0399   13.0399
95      1 1  1.530   25.6354   13.0399   21.4369
96      1 1  1.530   25.6354   13.0399   29.8339
97      1 1  1.530   25.6354   13.0399   38.2309
98      1 1  1.530   25.6354   21.4369    4.6429
99      1 1  1.530   25.6354   21.4369   13.0399
100     1 1  1.530   25.6354   21.4369   21.4369
101     1 1  1.530   25.6354   21.4369   29.8339
102     1 1  1.530   25.6354   21.4369   38.2309
103     1 1  1.530   25.6354   29.8339    4.6429
104     1 1  1.530   25.6354   29.8339   13.0399
105     1 1  1.530   25.6354   29.8339   21.4369
106     1 1  1.530   25.6354   29.8339   29.8339
107     1 1  1.530   25.6354   29.8339   38.2309
108     1 1  1.530   25.6354   38.2309   13.0399
109     1 1  1.530   25.6354   38.2309   21.4369
110     1 1  1.530   25.6354   38.2309   29.8339
111     1 1  1.530   34.0324   13.0399   13.0399
112     1 1  1.530   34.0324   13.0399   21.4369
113     1 1  1.530   34.0324   13.0399   29.8339
114     1 1  1.530   34.0324   21.4369   13.0399
115     1 1  1.530   34.0324   21.4369   21.4369
116     1 1  1.530   34.0324   21.4369   29.8339
117     1 1  1.530   34.0324   29.8339   13.0399
118     1 1  1.530   34.0324   29.8339   21.4369
119     1 1  1.530   34.0324   29.8339   29.8339
120     1 1  1.530    4.6429   17.2384   13.0399
121     1 1  1.530    4.6429   17.2384   21.4369
122     1 1  1.530    4.6429   17.2384   29.8339
123     1 1  1.530    4.6429   25.6354   13.0399
124     1 1  1.530    4.6429   25.6354   21.4369
125     1 1  1.530    4.6429   25.6354   29.8339
126     1 1  1.530   13.0399    8.8414   13.0399
127     1 1  1.530   13.0399    8.8414   21.4369
128     1 1  1.530   13.0399    8.8414   29.8339
129     1 1  1.530   13.0399   17.2384    4.6429
130     1 1  1.530   13.0399   17.2384   13.0399
131     1 1  1.530   13.0399   17.2384   21.4369
132     1 1  1.530   13.0399   17.2384   29.8339
133     1 1  1.530   13.0399   17.2384   38.2309
134     1 1  1.530   13.0399   25.6354    4.6429
