E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,23.2177,0,23.2177
1.33426,24.4696,1.25366,23.216
2.66851,25.7786,2.56781,23.2108
4.00277,26.8407,3.63853,23.2022
5.33703,27.2589,4.06881,23.1901
6.67128,28.2275,5.05285,23.1746
8.00554,28.8649,5.70913,23.1557
9.33979,31.3739,8.24049,23.1334
10.6741,33.5333,10.4255,23.1077
12.0083,33.1342,10.0554,23.0787
13.3426,34.8187,11.7723,23.0464
14.6768,37.0144,14.0037,23.0107
16.0111,38.9278,15.956,22.9718
17.3453,41.69,18.7604,22.9296
18.6796,49.3741,26.4899,22.8842
20.0138,55.4447,32.609,22.8357
21.3481,60.4032,37.6191,22.784
22.6824,60.2752,37.5459,22.7293
24.0166,66.7933,44.1218,22.6715
25.3509,71.3618,48.751,22.6108
26.6851,74.5912,52.044,22.5471
28.0194,79.3175,56.8369,22.4806
29.3536,88.2147,65.8035,22.4112
30.6879,90.641,68.302,22.339
32.0222,100.627,78.3624,22.2642
33.3564,99.4289,77.2422,22.1867
34.6907,98.535,76.4285,22.1066
36.0249,95.2062,73.1823,22.0239
37.3592,99.2089,77.2701,21.9388
38.6934,94.6713,72.82,21.8513
40.0277,94.3099,72.5484,21.7615
41.3619,92.6456,70.9763,21.6693
42.6962,85.7973,64.2222,21.575
44.0305,84.7695,63.2909,21.4786
45.3647,83.2998,61.9198,21.38
46.699,81.7968,60.5173,21.2795
48.0332,81.649,60.4719,21.177
49.3675,83.3062,62.2335,21.0727
50.7017,81.1316,60.165,20.9666
52.036,78.6132,57.7544,20.8588
53.3703,76.8351,56.0859,20.7493
54.7045,77.9476,57.3094,20.6382
56.0388,73.8307,53.3052,20.5256
57.373,74.686,54.2745,20.4115
58.7073,73.3786,53.0824,20.2961
60.0415,72.379,52.1996,20.1794
61.3758,71.0491,50.9877,20.0614
62.71,75.1779,55.2356,19.9422
64.0443,73.2198,53.3978,19.822
65.3786,74.1436,54.4429,19.7007
66.7128,74.4059,54.8275,19.5784
68.0471,74.9349,55.4797,19.4552
69.3813,77.2855,57.9544,19.3311
70.7156,75.369,56.1628,19.2063
72.0498,75.8183,56.7376,19.0807
73.3841,75.8293,56.8748,18.9545
74.7184,75.6106,56.783,18.8276
76.0526,75.0291,56.3289,18.7002
77.3869,76.5622,57.9899,18.5723
78.7211,76.0834,57.6395,18.4439
80.0554,77.5185,59.2033,18.3152
81.3896,77.7282,59.542,18.1861
82.7239,76.9516,58.8948,18.0568
84.0582,75.5962,57.669,17.9272
85.3924,71.7473,53.9499,17.7974
86.7267,72.4986,54.8311,17.6675
88.0609,73.7546,56.217,17.5376
89.3952,75.1361,57.7286,17.4075
90.7294,73.7623,56.4848,17.2775
92.0637,71.9767,54.8292,17.1475
93.3979,72.1525,55.1349,17.0176
94.7322,74.2968,57.4089,16.8879
96.0665,71.3224,54.5641,16.7582
97.4007,71.5986,54.9697,16.6288
98.735,69.9212,53.4215,16.4997
100.069,72.2798,55.909,16.3708
101.403,70.9644,54.7222,16.2422
102.738,73.5098,57.3958,16.114
104.072,72.2125,56.2264,15.9861
105.406,73.7211,57.8625,15.8586
106.741,72.1543,56.4227,15.7316
108.075,70.4318,54.8268,15.605
109.409,72.5016,57.0226,15.4789
110.743,72.0269,56.6736,15.3534
112.078,74.0386,58.8102,15.2283
113.412,72.9106,57.8067,15.1038
114.746,73.7888,58.8088,14.9799
116.08,71.4066,56.5499,14.8566
117.415,74.5022,59.7682,14.734
118.749,73.2272,58.6152,14.6119
120.083,72.4533,57.9628,14.4906
121.417,70.6233,56.2534,14.3699
122.752,72.5951,58.3452,14.2499
124.086,70.2845,56.1539,14.1306
125.42,70.9815,56.9695,14.012
126.754,72.1536,58.2594,13.8941
128.089,72.5054,58.7283,13.7771
129.423,70.7763,57.1156,13.6607
130.757,70.2993,56.7541,13.5452
132.091,72.1759,58.7455,13.4304
133.426,69.9979,56.6814,13.3164
134.76,71.7651,58.5618,13.2033
136.094,70.3479,57.257,13.0909
137.428,72.8019,59.8225,12.9794
138.763,70.285,57.4164,12.8686
140.097,72.5668,59.8081,12.7587
141.431,70.7364,58.0867,12.6497
142.765,70.7575,58.216,12.5415
144.1,71.4108,58.9767,12.4341
145.434,73.457,61.1294,12.3276
146.768,70.1064,57.8845,12.2219
148.102,72.5279,60.4108,12.1171
149.437,71.1104,59.0973,12.0131
150.771,70.4435,58.5334,11.91
152.105,72.8012,60.9934,11.8078
153.439,71.1319,59.4255,11.7064
154.774,72.0927,60.4867,11.6059
156.108,74.7014,63.1951,11.5063
157.442,73.0499,61.6424,11.4075
158.777,73.035,61.7254,11.3096
160.111,73.0189,61.8064,11.2125
161.445,71.3848,60.2685,11.1163
162.779,73.1797,62.1587,11.021
164.114,73.5091,62.5826,10.9265
165.448,74.0707,63.2378,10.8329
166.782,73.2965,62.5564,10.7401
168.116,72.8431,62.195,10.6482
169.451,72.8945,62.3374,10.5571
170.785,72.5934,62.1265,10.4669
172.119,73.7784,63.4009,10.3775
173.453,74.7603,64.4714,10.2889
174.788,73.3762,63.175,10.2012
176.122,75.5447,65.4304,10.1143
177.456,73.0732,63.045,10.0282
178.79,76.3541,66.4111,9.94294
180.125,75.0981,65.2396,9.8585
181.459,75.9729,66.198,9.77486
182.793,76.0553,66.3632,9.69204
184.127,77.0151,67.4051,9.61001
185.462,77.4121,67.8833,9.52878
186.796,75.3404,65.8921,9.44834
188.13,76.1381,66.7694,9.36868
