E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,331.661,0,331.661
0.162714,338.722,7.06603,331.656
0.325428,339.737,8.09732,331.64
0.488143,339.409,7.79677,331.613
0.650857,345.588,14.0128,331.575
0.813571,341.094,9.56801,331.526
0.976285,340.296,8.82976,331.467
1.139,340.323,8.92685,331.396
1.30171,339.098,7.78245,331.316
1.46443,338.377,7.1533,331.224
1.62714,340.118,8.99693,331.121
1.78986,337.81,6.80199,331.008
1.95257,340.131,9.24686,330.884
2.11528,344.971,14.2213,330.75
2.278,344.821,14.2166,330.605
2.44071,342.182,11.7333,330.449
2.60343,341.388,11.1053,330.283
2.76614,344.349,14.2429,330.106
2.92886,341.309,11.3907,329.918
3.09157,339.743,10.0223,329.72
3.25428,343.106,13.5935,329.512
3.417,341.147,11.8531,329.293
3.57971,343.206,14.1415,329.064
3.74243,339.702,10.8772,328.825
3.90514,341.585,13.0099,328.575
4.06785,342.756,14.4408,328.315
4.23057,339.084,11.0388,328.045
4.39328,341.723,13.9582,327.765
4.556,342.901,15.4256,327.475
4.71871,342.096,14.9208,327.175
4.88143,341.942,15.0775,326.865
5.04414,340.004,13.4597,326.545
5.20685,343.045,16.8301,326.215
5.36957,338.482,12.6069,325.875
5.53228,340.513,14.9871,325.525
5.695,340.941,15.7742,325.166
5.85771,341.57,16.772,324.798
6.02043,341.98,17.5607,324.42
6.18314,340.38,16.3483,324.032
6.34585,341.712,18.0766,323.635
6.50857,341.435,18.2064,323.229
6.67128,339.176,16.3625,322.813
6.834,342.903,20.514,322.389
6.99671,339.444,17.4893,321.955
7.15942,340.898,19.386,321.512
7.32214,342.896,21.8355,321.06
7.48485,341.318,20.7184,320.6
7.64757,343.36,23.2292,320.131
7.81028,346.261,26.608,319.653
7.973,341.635,22.4689,319.166
8.13571,343.144,24.4726,318.671
8.29842,341.958,23.7901,318.168
8.46114,345.08,27.4239,317.656
8.62385,349.207,32.0708,317.136
8.78657,345.045,28.4368,316.608
8.94928,345.428,29.3563,316.072
9.11199,342.797,27.2698,315.527
9.27471,344.381,29.4061,314.975
9.43742,344.462,30.0464,314.415
9.60014,347.232,33.3841,313.848
9.76285,350.604,37.331,313.273
9.92557,347.324,34.6337,312.69
10.0883,346.611,34.5109,312.1
10.251,347.937,36.4352,311.502
10.4137,349.641,38.7436,310.898
10.5764,351.424,41.1382,310.286
10.7391,344.359,34.6921,309.667
10.9019,345.327,36.286,309.041
11.0646,345.817,37.4082,308.409
11.2273,346.067,38.2979,307.769
11.39,352.387,45.2638,307.123
11.5527,347.287,40.8164,306.471
11.7154,345.711,39.8987,305.812
11.8781,347.3,42.1527,305.147
12.0409,347.119,42.6435,304.475
12.2036,349.882,46.0841,303.798
12.3663,346.557,43.4425,303.114
12.529,348.197,45.7719,302.425
12.6917,346.472,44.743,301.729
12.8544,347.307,46.2786,301.028
13.0171,348.659,48.337,300.322
13.1798,352.939,53.3293,299.609
13.3426,350.562,51.6703,298.892
13.5053,349.401,51.2324,298.169
13.668,349.595,52.1546,297.441
13.8307,351.359,54.6512,296.708
13.9934,347.47,51.501,295.969
14.1561,354.572,59.3459,295.226
14.3188,354.528,60.0499,294.478
14.4816,351.248,57.5225,293.726
14.6443,351.184,58.2155,292.968
14.807,352.649,60.4423,292.206
14.9697,352.394,60.9532,291.44
15.1324,352.472,61.8023,290.67
15.2951,351.59,61.6951,289.895
15.4578,352.904,63.7872,289.116
15.6206,353.744,65.4107,288.334
15.7833,352.87,65.3227,287.547
15.946,350.131,63.3748,286.757
16.1087,354.869,68.9067,285.962
16.2714,354.867,69.7024,285.165
16.4341,354.934,70.5704,284.363
16.5968,356.847,73.2881,283.559
16.7596,355.84,73.0899,282.75
16.9223,354.543,72.6034,281.939
17.085,353.723,72.5986,281.125
17.2477,356.292,75.9843,280.307
17.4104,362.372,82.8848,279.487
17.5731,359.522,80.8586,278.664
17.7358,357.116,79.2786,277.838
17.8986,358.641,81.6314,277.009
18.0613,361.363,85.1851,276.178
18.224,364.898,89.5532,275.344
18.3867,363.697,89.1883,274.508
18.5494,362.813,89.1428,273.67
18.7121,359.321,86.4922,272.829
18.8748,362.978,90.9911,271.987
19.0376,365.844,94.7019,271.142
19.2003,363.609,93.314,270.295
19.363,364.638,95.1918,269.447
19.5257,363.659,95.0623,268.596
