Time (ns),System after lsq fit to System
0.0000000,0.0000000
0.0000820,0.0336761
0.0001640,0.3269450
0.0002460,0.3586431
0.0003280,0.3945728
0.0004100,0.3994662
0.0004920,0.4004378
0.0005740,0.3858544
0.0006560,0.3701029
0.0007380,0.3814983
0.0008200,0.3813744
0.0009020,0.3966650
0.0009840,0.3975270
0.0010660,0.3786176
0.0011480,0.4084269
0.0012300,0.4027258
0.0013120,0.3902214
0.0013940,0.3907565
0.0014760,0.3989331
0.0015580,0.4281343
0.0016400,0.4111236
0.0017220,0.4003918
0.0018040,0.4223716
0.0018860,0.4235982
0.0019680,0.4147813
0.0020500,0.3992634
0.0021320,0.4277639
0.0022140,0.4135638
0.0022960,0.4143659
0.0023780,0.4400839
0.0024600,0.4156649
0.0025420,0.4013852
0.0026240,0.4193062
0.0027060,0.4426294
0.0027880,0.4431964
0.0028700,0.4337362
0.0029520,0.4488652
0.0030340,0.4588469
0.0031160,0.4596659
0.0031980,0.4603277
0.0032800,0.4438584
0.0033620,0.4233030
0.0034440,0.4562014
0.0035260,0.4536862
0.0036080,0.4501310
0.0036900,0.4506459
0.0037720,0.4275125
0.0038540,0.4675953
0.0039360,0.4316107
0.0040180,0.4346596
0.0041000,0.4307669
0.0041820,0.4310616
0.0042640,0.4387043
0.0043460,0.4424648
0.0044280,0.4516383
0.0045100,0.4252061
0.0045920,0.4257486
0.0046740,0.4683979
0.0047560,0.4519382
0.0048380,0.4450186
0.0049200,0.4517408
0.0050020,0.4415777
0.0050840,0.4422768
0.0051660,0.4260181
0.0052480,0.4399560
0.0053300,0.4707736
0.0054120,0.4670953
0.0054940,0.4675069
0.0055760,0.4616865
0.0056580,0.4777566
0.0057400,0.4984125
0.0058220,0.4710657
0.0059040,0.4621352
0.0059860,0.4631180
0.0060680,0.4540885
0.0061500,0.4576990
0.0062320,0.4701947
0.0063140,0.4535629
0.0063960,0.4541828
0.0064780,0.4639805
0.0065600,0.4443420
0.0066420,0.4534976
0.0067240,0.4757346
0.0068060,0.4793266
0.0068880,0.4798689
0.0069700,0.4926294
0.0070520,0.4633907
0.0071340,0.4881360
0.0072160,0.4735030
0.0072980,0.4745425
0.0073800,0.4589773
0.0074620,0.4712865
0.0075440,0.4737931
0.0076260,0.4775087
0.0077080,0.4873098
0.0077900,0.4877499
0.0078720,0.4751938
0.0079540,0.4926503
0.0080360,0.5129027
0.0081180,0.4902809
0.0082000,0.4870953
0.0082820,0.4878568
0.0083640,0.4986355
0.0084460,0.4956534
0.0085280,0.4937564
0.0086100,0.4937716
0.0086920,0.4944143
0.0087740,0.4974641
0.0088560,0.5010200
0.0089380,0.5335695
0.0090200,0.5208882
0.0091020,0.5319976
0.0091840,0.5327194
0.0092660,0.5015137
0.0093480,0.4985771
0.0094300,0.5161706
0.0095120,0.5159290
0.0095940,0.5163352
0.0096760,0.5162415
0.0097580,0.4959070
0.0098400,0.4960837
0.0099220,0.4896751
0.0100040,0.5106137
0.0100860,0.5113844
0.0101680,0.4953473
0.0102500,0.5074817
0.0103320,0.5170809
0.0104140,0.5143575
0.0104960,0.5147056
0.0105780,0.5306751
0.0106600,0.5268493
0.0107420,0.5151944
0.0108240,0.5214939
0.0109060,0.5154220
0.0109880,0.5162657
0.0110700,0.5114868
0.0111520,0.5117757
0.0112340,0.5012684
0.0113160,0.5035668
0.0113980,0.5045190
0.0114800,0.5245842
0.0115620,0.5082333
0.0116440,0.5220060
0.0117260,0.5235544
0.0118080,0.5387008
0.0118900,0.5392862
0.0119720,0.5380049
0.0120540,0.5195131
0.0121360,0.5227332
0.0122180,0.5296211
0.0123000,0.5258617
0.0123820,0.5259640
0.0124640,0.5159367
0.0125460,0.5134252
0.0126280,0.5183706
0.0127100,0.5283367
0.0127920,0.5289302
