Time (ps),Temperature
0.000000,299.364319
2.000000,303.641418
4.000000,300.988739
6.000000,301.989532
8.000000,295.524628
10.000000,300.226074
12.000000,299.359100
14.000000,298.381073
16.000000,304.240845
18.000000,299.086243
20.000000,301.112427
22.000000,300.168915
24.000000,299.817017
26.000000,299.648651
28.000000,298.504974
30.000000,300.387573
32.000000,298.069153
34.000000,302.236908
36.000000,297.455536
38.000000,297.190582
40.000000,299.932892
42.000000,299.639618
44.000000,301.276764
46.000000,299.289429
48.000000,297.068573
50.000000,296.519562
