Time (ps),Radius (nm)
0.5,1.56512
1.5,1.56564
2.5,1.56498
3.5,1.56594
4.5,1.56445
5.5,1.56569
6.5,1.56519
7.5,1.56441
8.5,1.5658
9.5,1.56534
10.5,1.56468
11.5,1.56595
12.5,1.56545
13.5,1.56491
14.5,1.56553
15.5,1.56552
16.5,1.56548
17.5,1.56573
18.5,1.56522
19.5,1.56554
20.5,1.56567
21.5,1.56533
22.5,1.5659
23.5,1.56516
24.5,1.56517
25.5,1.56621
26.5,1.56481
27.5,1.5658
28.5,1.56582
29.5,1.5645
30.5,1.56604
31.5,1.56519
32.5,1.56545
33.5,1.56544
34.5,1.56548
35.5,1.56559
36.5,1.56535
37.5,1.56596
38.5,1.56493
39.5,1.56556
40.5,1.56571
41.5,1.56458
42.5,1.56607
43.5,1.56518
44.5,1.56571
45.5,1.56581
46.5,1.56514
47.5,1.56545
48.5,1.56572
49.5,1.56531
50.5,1.56562
51.5,1.56529
52.5,1.56548
53.5,1.56541
54.5,1.56534
55.5,1.56599
56.5,1.56552
57.5,1.56497
58.5,1.56572
59.5,1.56507
60.5,1.5653
61.5,1.5656
62.5,1.5653
63.5,1.56543
64.5,1.5657
65.5,1.56525
66.5,1.56554
67.5,1.5655
68.5,1.56542
69.5,1.56551
70.5,1.56542
71.5,1.56547
72.5,1.56568
73.5,1.56532
74.5,1.56536
75.5,1.56522
76.5,1.5654
77.5,1.56567
78.5,1.56551
79.5,1.5658
80.5,1.56488
81.5,1.56619
82.5,1.56524
83.5,1.56488
84.5,1.56658
85.5,1.56487
86.5,1.56546
87.5,1.56564
88.5,1.56501
89.5,1.56612
90.5,1.56477
91.5,1.56599
92.5,1.5651
93.5,1.56516
94.5,1.56624
95.5,1.56476
96.5,1.56538
97.5,1.56572
98.5,1.56449
99.5,1.56551
100.5,1.56555
101.5,1.56516
102.5,1.56573
103.5,1.56583
104.5,1.5652
105.5,1.56523
106.5,1.5655
107.5,1.56533
108.5,1.56558
109.5,1.56554
110.5,1.56535
111.5,1.56554
112.5,1.5657
113.5,1.56537
114.5,1.56553
115.5,1.56538
116.5,1.56538
117.5,1.56569
118.5,1.56539
119.5,1.5656
120.5,1.56556
121.5,1.56563
122.5,1.56479
123.5,1.56639
124.5,1.56545
125.5,1.56488
126.5,1.56582
127.5,1.56531
128.5,1.56511
129.5,1.56563
130.5,1.56591
131.5,1.56602
132.5,1.56465
133.5,1.56606
134.5,1.56564
135.5,1.56512
136.5,1.56545
137.5,1.56554
138.5,1.56552
139.5,1.56579
140.5,1.56563
141.5,1.56521
142.5,1.5653
143.5,1.56543
144.5,1.56538
145.5,1.56548
