1, 2,      0.00000000,      0.00000000,      0.00000000,   -954.77227710,      0.00000000,      0.00000000
2, 2,      0.80000000,      0.00000000,      0.00000000,    954.77227710,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -954.77227710,      0.00000000,      0.00000000
2, 2,      0.80000000,      0.00000000,      0.00000000,    954.77227710,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -792.40896567,      0.00000000,      0.00000000
2, 2,      0.90000000,      0.00000000,      0.00000000,    792.40896567,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -657.20484467,      0.00000000,      0.00000000
2, 2,      1.00000000,      0.00000000,      0.00000000,    657.20484467,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -544.61009658,      0.00000000,      0.00000000
2, 2,      1.10000000,      0.00000000,      0.00000000,    544.61009658,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -450.79771731,      0.00000000,      0.00000000
2, 2,      1.20000000,      0.00000000,      0.00000000,    450.79771731,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -372.54523825,      0.00000000,      0.00000000
2, 2,      1.30000000,      0.00000000,      0.00000000,    372.54523825,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -307.13042394,      0.00000000,      0.00000000
2, 2,      1.40000000,      0.00000000,      0.00000000,    307.13042394,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -252.24293725,      0.00000000,      0.00000000
2, 2,      1.50000000,      0.00000000,      0.00000000,    252.24293725,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -205.91359510,      0.00000000,      0.00000000
2, 2,      1.60000000,      0.00000000,      0.00000000,    205.91359510,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -166.46398079,      0.00000000,      0.00000000
2, 2,      1.70000000,      0.00000000,      0.00000000,    166.46398079,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -132.48055349,      0.00000000,      0.00000000
2, 2,      1.80000000,      0.00000000,      0.00000000,    132.48055349,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,   -102.81695758,      0.00000000,      0.00000000
2, 2,      1.90000000,      0.00000000,      0.00000000,    102.81695758,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,    -76.62249100,      0.00000000,      0.00000000
2, 2,      2.00000000,      0.00000000,      0.00000000,     76.62249100,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,    -53.37971907,      0.00000000,      0.00000000
2, 2,      2.10000000,      0.00000000,      0.00000000,     53.37971907,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,    -32.91072568,      0.00000000,      0.00000000
2, 2,      2.20000000,      0.00000000,      0.00000000,     32.91072568,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,    -15.29418333,      0.00000000,      0.00000000
2, 2,      2.30000000,      0.00000000,      0.00000000,     15.29418333,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,     -0.65712676,      0.00000000,      0.00000000
2, 2,      2.40000000,      0.00000000,      0.00000000,      0.65712676,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,     11.10574327,      0.00000000,      0.00000000
2, 2,      2.50000000,      0.00000000,      0.00000000,    -11.10574327,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,     20.50735713,      0.00000000,      0.00000000
2, 2,      2.60000000,      0.00000000,      0.00000000,    -20.50735713,      0.00000000,      0.00000000
1, 2,      0.00000000,      0.00000000,      0.00000000,     28.32031556,      0.00000000,      0.00000000
