E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,40.8173,0,40.8173
0.162714,40.7845,-0.0323664,40.8168
0.325428,41.2632,0.447771,40.8155
0.488143,39.5707,-1.24242,40.8132
0.650857,40.53,-0.279946,40.81
0.813571,40.0486,-0.757265,40.8058
0.976285,40.2874,-0.513379,40.8008
1.139,41.6674,0.87251,40.7949
1.30171,40.4241,-0.363907,40.788
1.46443,40.731,-0.0492187,40.7802
1.62714,41.0544,0.282888,40.7715
1.78986,40.9091,0.147176,40.7619
1.95257,40.998,0.2466,40.7514
2.11528,41.2464,0.506375,40.74
2.278,41.0769,0.349183,40.7277
2.44071,41.0059,0.291392,40.7145
2.60343,40.7276,0.0272229,40.7004
2.76614,40.9087,0.223338,40.6853
2.92886,40.8088,0.139397,40.6694
3.09157,41.4712,0.818603,40.6526
3.25428,40.6985,0.0636078,40.6349
3.417,40.8621,0.245842,40.6163
3.57971,40.5571,-0.0396752,40.5968
3.74243,41.582,1.00557,40.5764
3.90514,41.2917,0.736515,40.5552
4.06785,41.1364,0.603346,40.533
4.23057,41.6681,1.15814,40.51
4.39328,41.7703,1.28422,40.4861
4.556,41.5198,1.05846,40.4613
4.71871,41.4416,1.0059,40.4357
4.88143,41.6526,1.24346,40.4092
5.04414,41.7871,1.40528,40.3818
5.20685,41.488,1.13438,40.3536
5.36957,41.5168,1.19226,40.3245
5.53228,42.3633,2.06873,40.2946
5.695,41.4859,1.22209,40.2638
5.85771,41.8917,1.65956,40.2322
6.02043,41.9297,1.72999,40.1997
6.18314,41.1891,1.02266,40.1664
6.34585,41.9676,1.83528,40.1323
6.50857,42.0777,1.98035,40.0974
6.67128,42.2902,2.22861,40.0616
6.834,41.9607,1.93566,40.025
6.99671,42.3,2.31238,39.9876
7.15942,41.9424,1.99297,39.9494
7.32214,42.1641,2.25373,39.9104
7.48485,41.9344,2.06385,39.8706
7.64757,42.275,2.44502,39.83
7.81028,42.794,3.00538,39.7886
7.973,43.0219,3.2755,39.7464
8.13571,42.4577,2.7542,39.7035
8.29842,42.7737,3.114,39.6597
8.46114,42.623,3.00779,39.6153
8.62385,42.6426,3.07259,39.57
8.78657,42.5871,3.06313,39.524
8.94928,43.2531,3.77591,39.4772
9.11199,43.5722,4.14244,39.4297
9.27471,43.3265,3.94503,39.3815
9.43742,43.3695,4.03701,39.3325
9.60014,43.156,3.87319,39.2828
9.76285,43.1541,3.92169,39.2324
9.92557,43.7036,4.52232,39.1813
10.0883,43.7074,4.578,39.1294
10.251,43.8638,4.78688,39.0769
10.4137,44.193,5.16937,39.0236
10.5764,44.6708,5.7011,38.9697
10.7391,44.177,5.26188,38.9151
10.9019,43.8285,4.96871,38.8598
11.0646,44.2582,5.45435,38.8038
11.2273,43.8016,5.05442,38.7472
11.39,43.854,5.16404,38.6899
11.5527,44.332,5.70005,38.632
11.7154,43.5725,4.99908,38.5734
11.8781,43.709,5.19478,38.5142
12.0409,45.4676,7.01325,38.4543
12.2036,45.3699,6.97604,38.3938
12.3663,44.6311,6.2984,38.3328
12.529,44.3208,6.04974,38.271
12.6917,44.7436,6.53484,38.2087
12.8544,45.6548,7.50898,38.1458
13.0171,44.7725,6.69019,38.0823
13.1798,45.5971,7.57885,38.0182
13.3426,45.4039,7.45036,37.9536
13.5053,45.4982,7.60989,37.8884
13.668,45.8485,8.02598,37.8226
13.8307,45.5315,7.77525,37.7562
13.9934,46.0733,8.38401,37.6893
14.1561,45.3457,7.72383,37.6219
14.3188,46.152,8.59812,37.5539
14.4816,45.9406,8.45519,37.4854
14.6443,46.3478,8.93146,37.4164
14.807,46.4779,9.13108,37.3468
14.9697,47.3705,10.0937,37.2768
15.1324,48.0759,10.8696,37.2063
15.2951,46.4379,9.3027,37.1352
15.4578,46.5838,9.52008,37.0637
15.6206,47.2131,10.2214,36.9917
15.7833,47.5915,10.6722,36.9193
15.946,46.4228,9.57644,36.8463
16.1087,47.4765,10.7036,36.773
16.2714,47.5291,10.8299,36.6991
16.4341,47.917,11.2922,36.6248
16.5968,47.4056,10.8555,36.5501
16.7596,48.3078,11.8328,36.475
16.9223,48.9977,12.5982,36.3995
17.085,48.1575,11.834,36.3235
17.2477,48.761,12.5138,36.2471
17.4104,48.2998,12.1295,36.1703
17.5731,48.958,12.8648,36.0932
17.7358,49.3969,13.3813,36.0156
17.8986,48.8067,12.869,35.9377
18.0613,48.1699,12.3105,35.8594
18.224,48.9677,13.187,35.7807
18.3867,49.1379,13.4361,35.7017
18.5494,49.5571,13.9347,35.6223
18.7121,49.6299,14.0872,35.5426
18.8748,50.1249,14.6623,35.4626
19.0376,49.7188,14.3366,35.3822
19.2003,49.9758,14.6743,35.3015
19.363,50.175,14.9545,35.2205
19.5257,51.451,16.3118,35.1392
19.6884,50.3692,15.3116,35.0576
19.8511,50.6796,15.704,34.9757
20.0138,49.7527,14.8592,34.8935
20.1766,50.1489,15.338,34.811
20.3393,51.1837,16.4555,34.7282
20.502,51.2695,16.6243,34.6452
20.6647,51.2985,16.7365,34.5619
20.8274,52.3114,17.8331,34.4784
20.9901,51.2565,16.8619,34.3946
21.1528,52.2814,17.9709,34.3106
21.3156,52.9041,18.6778,34.2263
21.4783,51.9386,17.7967,34.1418
21.641,53.1628,19.1057,34.0571
21.8037,51.9412,17.969,33.9722
21.9664,52.7163,18.8292,33.887
22.1291,52.1,18.2983,33.8017
22.2918,53.5264,19.8102,33.7162
22.4546,52.1695,18.5391,33.6304
22.6173,53.1726,19.6281,33.5445
22.78,53.7812,20.3227,33.4584
22.9427,53.545,20.1728,33.3722
23.1054,53.7262,20.4404,33.2858
23.2681,54.3199,21.1207,33.1992
23.4308,53.5388,20.4264,33.1124
23.5936,54.1659,21.1404,33.0256
23.7563,54.6147,21.6762,32.9385
23.919,54.0734,21.222,32.8514
24.0817,54.9604,22.1964,32.7641
24.2444,53.8559,21.1792,32.6767
24.4071,54.1468,21.5577,32.5891
24.5698,54.8394,22.338,32.5015
24.7326,55.7339,23.3202,32.4137
24.8953,55.4329,23.107,32.3259
25.058,55.4637,23.2258,32.2379
25.2207,55.3488,23.199,32.1499
25.3834,54.5652,22.5035,32.0617
25.5461,54.7105,22.737,31.9735
25.7088,54.9715,23.0863,31.8852
25.8716,55.208,23.4111,31.7969
26.0343,55.1553,23.4468,31.7084
26.197,54.8122,23.1923,31.62
26.3597,55.7351,24.2037,31.5314
26.5224,57.0352,25.5924,31.4428
26.6851,55.4102,24.056,31.3542
26.8478,56.3598,25.0942,31.2656
27.0106,56.0536,24.8767,31.1769
27.1733,56.1457,25.0576,31.0881
27.336,56.2882,25.2888,30.9994
27.4987,56.7586,25.848,30.9106
27.6614,56.1042,25.2824,30.8218
27.8241,56.876,26.143,30.733
27.9868,56.8878,26.2436,30.6442
28.1496,57.163,26.6076,30.5554
28.3123,57.1728,26.7063,30.4666
28.475,57.2317,26.8539,30.3778
28.6377,56.3837,26.0947,30.289
28.8004,57.0026,26.8024,30.2002
28.9631,58.6081,28.4966,30.1115
29.1258,56.996,26.9732,30.0227
29.2886,57.8581,27.924,29.934
29.4513,57.1554,27.31,29.8454
29.614,58.1889,28.4321,29.7567
29.7767,56.4831,26.815,29.6682
29.9394,58.4589,28.8793,29.5796
30.1021,57.9275,28.4364,29.4911
30.2648,58.0756,28.6729,29.4027
30.4276,58.0406,28.7263,29.3143
30.5903,58.5759,29.3499,29.226
30.753,58.687,29.5493,29.1377
30.9157,57.638,28.5885,29.0495
31.0784,57.9386,28.9772,28.9614
31.2411,57.9985,29.1252,28.8733
31.4038,58.1328,29.3475,28.7854
31.5666,58.9361,30.2386,28.6975
31.7293,58.1597,29.55,28.6097
31.892,58.0511,29.5292,28.522
32.0547,58.779,30.3447,28.4343
32.2174,59.4994,31.1526,28.3468
32.3801,58.9098,30.6504,28.2594
32.5428,58.1704,29.9983,28.1721
32.7056,58.5898,30.5049,28.0848
32.8683,58.7257,30.728,27.9977
33.031,58.288,30.3773,27.9107
33.1937,58.9037,31.0799,27.8238
33.3564,59.2908,31.5538,27.737
33.5191,58.9926,31.3422,27.6504
33.6818,58.4981,30.9342,27.5638
33.8446,58.965,31.4876,27.4774
34.0073,58.9781,31.587,27.3912
34.17,59.6575,32.3525,27.305
34.3327,57.7397,30.5207,27.219
34.4954,60.7391,33.606,27.1331
34.6581,58.7308,31.6835,27.0473
34.8208,58.9861,32.0243,26.9617
34.9836,58.481,31.6048,26.8763
35.1463,59.2622,32.4713,26.791
35.309,60.1667,33.4609,26.7058
35.4717,60.2208,33.6001,26.6208
35.6344,58.7444,32.2085,26.5359
35.7971,59.1017,32.6505,26.4512
35.9598,59.6366,33.27,26.3666
36.1226,59.4513,33.169,26.2822
36.2853,59.6895,33.4915,26.198
36.448,59.7696,33.6557,26.1139
36.6107,58.4006,32.3706,26.03
36.7734,58.5537,32.6074,25.9463
36.9361,58.7035,32.8408,25.8627
37.0988,59.0935,33.3141,25.7793
37.2616,58.1155,32.4195,25.6961
37.4243,59.3612,33.7482,25.613
37.587,58.8825,33.3523,25.5302
37.7497,58.8088,33.3613,25.4475
37.9124,59.0804,33.7155,25.365
38.0751,58.1121,32.8295,25.2826
38.2378,58.2994,33.0989,25.2005
38.4005,59.5753,34.4568,25.1185
38.5633,59.3612,34.3244,25.0367
38.726,59.0991,34.144,24.9551
38.8887,59.8523,34.9786,24.8737
39.0514,59.7115,34.919,24.7925
39.2141,59.6565,34.945,24.7115
39.3768,60.9532,36.3225,24.6307
39.5395,59.7493,35.1992,24.5501
39.7023,60.0219,35.5523,24.4696
39.865,59.5567,35.1673,24.3894
40.0277,59.6638,35.3544,24.3094
40.1904,60.3303,36.1007,24.2295
40.3531,60.6841,36.5341,24.1499
40.5158,60.5324,36.4619,24.0705
40.6785,60.1308,36.1395,23.9913
40.8413,60.31,36.3977,23.9123
41.004,59.3523,35.5188,23.8334
41.1667,60.5944,36.8395,23.7548
41.3294,58.7899,35.1134,23.6764
41.4921,60.0495,36.4512,23.5983
41.6548,59.1488,35.6285,23.5203
41.8175,59.1576,35.7151,23.4425
41.9803,58.9521,35.5871,23.365
42.143,60.3515,37.0639,23.2876
42.3057,59.4968,36.2862,23.2105
42.4684,59.709,36.5754,23.1336
42.6311,59.249,36.1921,23.0569
42.7938,60.343,37.3625,22.9804
42.9565,59.3915,36.4873,22.9042
43.1193,60.3963,37.5681,22.8281
43.282,59.5594,36.8071,22.7523
43.4447,59.2205,36.5438,22.6767
43.6074,59.5544,36.9531,22.6013
43.7701,59.4018,36.8756,22.5262
43.9328,59.9217,37.4705,22.4512
44.0955,58.9725,36.596,22.3765
44.2583,59.1264,36.8244,22.302
44.421,58.2583,36.0305,22.2277
44.5837,58.3888,36.2352,22.1537
44.7464,59.435,37.3551,22.0799
44.9091,59.9961,37.9899,22.0063
45.0718,59.5634,37.6306,21.9329
45.2345,58.593,36.7333,21.8597
45.3973,59.2342,37.4474,21.7868
45.56,58.2233,36.5092,21.7141
45.7227,57.6017,35.9601,21.6416
45.8854,60.2662,38.6968,21.5694
46.0481,60.5061,39.0088,21.4973
46.2108,59.6154,38.1899,21.4255
46.3735,60.0813,38.7273,21.354
46.5363,59.3961,38.1134,21.2826
46.699,59.2869,38.0754,21.2115
46.8617,58.5837,37.443,21.1406
47.0244,58.5928,37.5228,21.07
47.1871,58.5728,37.5733,20.9996
47.3498,60.2994,39.37,20.9293
47.5125,59.4309,38.5715,20.8594
47.6753,60.4386,39.649,20.7896
47.838,59.0053,38.2852,20.7201
48.0007,59.4588,38.808,20.6508
48.1634,59.3013,38.7195,20.5818
48.3261,58.8233,38.3104,20.5129
48.4888,58.6598,38.2154,20.4443
48.6515,59.2677,38.8918,20.376
48.8143,59.324,39.0162,20.3078
48.977,59.0795,38.8396,20.2399
49.1397,57.7021,37.5299,20.1722
49.3024,58.5814,38.4766,20.1048
49.4651,58.1471,38.1096,20.0376
49.6278,59.058,39.0875,19.9706
49.7905,58.3309,38.4271,19.9038
49.9533,59.0731,39.2358,19.8372
50.116,58.1103,38.3394,19.7709
50.2787,58.3213,38.6164,19.7049
50.4414,58.2633,38.6243,19.639
50.6041,57.686,38.1127,19.5734
50.7668,58.5132,39.0052,19.508
50.9295,57.708,38.2652,19.4428
51.0923,57.969,38.5911,19.3779
51.255,57.9049,38.5918,19.3131
51.4177,58.8099,39.5613,19.2487
51.5804,58.7303,39.546,19.1844
51.7431,58.3871,39.2667,19.1204
51.9058,57.2387,38.1822,19.0565
52.0685,59.3726,40.3796,18.993
52.2313,58.2308,39.3012,18.9296
52.394,57.8203,38.9538,18.8665
52.5567,58.0299,39.2263,18.8036
52.7194,58.498,39.7571,18.7409
52.8821,57.5022,38.8238,18.6784
53.0448,56.9767,38.3605,18.6162
53.2075,57.5124,38.9582,18.5542
53.3703,57.1165,38.624,18.4924
53.533,58.9747,40.5439,18.4308
53.6957,58.2119,39.8424,18.3695
53.8584,57.6452,39.3368,18.3084
54.0211,58.0455,39.798,18.2475
54.1838,58.1813,39.9945,18.1868
54.3465,57.6207,39.4943,18.1264
54.5093,57.9206,39.8545,18.0661
54.672,58.1488,40.1427,18.0061
54.8347,57.6726,39.7263,17.9463
54.9974,57.5087,39.6219,17.8868
55.1601,58.0236,40.1961,17.8274
55.3228,56.9121,39.1438,17.7683
55.4855,57.0651,39.3557,17.7094
55.6483,57.6598,40.0091,17.6507
55.811,57.866,40.2737,17.5922
55.9737,58.1813,40.6473,17.534
56.1364,57.7776,40.3016,17.4759
56.2991,57.7864,40.3683,17.4181
56.4618,57.3298,39.9693,17.3605
56.6245,57.2803,39.9772,17.3031
56.7873,57.4748,40.2289,17.2459
56.95,58.1105,40.9216,17.1889
57.1127,57.3975,40.2653,17.1322
57.2754,56.6402,39.5645,17.0757
57.4381,56.9732,39.9538,17.0193
57.6008,57.8585,40.8953,16.9632
57.7635,56.8046,39.8973,16.9073
57.9263,56.5745,39.7229,16.8516
58.089,57.9305,41.1344,16.7961
58.2517,57.4066,40.6658,16.7409
58.4144,56.5303,39.8445,16.6858
58.5771,56.7862,40.1552,16.6309
58.7398,57.1512,40.5749,16.5763
58.9025,56.7937,40.2718,16.5219
59.0653,56.9498,40.4821,16.4676
59.228,57.3426,40.929,16.4136
59.3907,56.5137,40.1539,16.3598
59.5534,56.8795,40.5733,16.3062
59.7161,56.2484,39.9956,16.2528
59.8788,55.8006,39.601,16.1996
60.0415,56.4025,40.2559,16.1466
60.2043,56.2562,40.1624,16.0938
60.367,57.0622,41.021,16.0412
60.5297,55.9387,39.9499,15.9888
60.6924,56.2997,40.363,15.9366
60.8551,55.9455,40.0608,15.8846
61.0178,56.2741,40.4412,15.8328
61.1805,56.8708,41.0895,15.7813
61.3433,55.7345,40.0046,15.7299
61.506,56.9911,41.3124,15.6787
61.6687,55.6095,39.9818,15.6277
61.8314,57.0119,41.435,15.5769
61.9941,55.8014,40.2751,15.5263
62.1568,57.1857,41.7098,15.4759
62.3195,55.9553,40.5297,15.4257
62.4823,55.4222,40.0466,15.3757
62.645,56.1051,40.7792,15.3259
62.8077,55.1166,39.8404,15.2762
62.9704,56.3059,41.0791,15.2268
63.1331,56.9699,41.7923,15.1776
63.2958,55.7004,40.5719,15.1285
63.4585,56.4905,41.4108,15.0797
63.6212,55.8703,40.8394,15.031
63.784,57.0562,42.0737,14.9825
63.9467,55.4191,40.4849,14.9342
64.1094,55.9521,41.0659,14.8861
64.2721,54.9446,40.1064,14.8382
64.4348,55.5324,40.7419,14.7905
64.5975,56.6265,41.8835,14.7429
64.7602,55.5408,40.8453,14.6956
64.923,56.1241,41.4756,14.6484
65.0857,55.3238,40.7224,14.6014
65.2484,55.8178,41.2632,14.5546
65.4111,55.6203,41.1122,14.508
65.5738,56.4035,41.9419,14.4616
65.7365,55.7699,41.3545,14.4153
65.8992,55.1834,40.8141,14.3693
66.062,55.1279,40.8045,14.3234
66.2247,54.107,39.8293,14.2777
66.3874,54.7907,40.5585,14.2322
66.5501,55.1657,40.9789,14.1868
66.7128,54.7456,40.604,14.1416
66.8755,54.4349,40.3383,14.0966
67.0382,54.4106,40.3588,14.0518
67.201,55.5128,41.5056,14.0072
67.3637,53.7472,39.7845,13.9627
67.5264,54.0384,40.12,13.9184
67.6891,54.2814,40.4071,13.8743
67.8518,54.5308,40.7004,13.8304
68.0145,54.0063,40.2197,13.7866
68.1772,55.0967,41.3537,13.743
68.34,54.2686,40.5691,13.6996
68.5027,54.6892,41.0329,13.6563
68.6654,54.6023,40.989,13.6132
68.8281,53.8717,40.3014,13.5703
68.9908,54.5735,41.0459,13.5276
69.1535,53.9396,40.4546,13.485
69.3162,54.7589,41.3163,13.4426
69.479,53.5026,40.1022,13.4003
69.6417,54.4673,41.1091,13.3583
69.8044,54.8821,41.5658,13.3163
69.9671,54.6041,41.3295,13.2746
70.1298,54.5118,41.2788,13.233
70.2925,54.199,41.0074,13.1916
70.4552,54.6228,41.4725,13.1503
70.618,53.8328,40.7235,13.1093
70.7807,54.4076,41.3392,13.0683
70.9434,53.968,40.9404,13.0276
71.1061,52.6835,39.6965,12.987
71.2688,54.2665,41.32,12.9465
71.4315,54.0119,41.1057,12.9062
71.5942,55.0435,42.1774,12.8661
71.757,53.8929,41.0668,12.8261
71.9197,53.3197,40.5334,12.7863
72.0824,53.7943,41.0477,12.7467
72.2451,52.8775,40.1703,12.7072
72.4078,54.2153,41.5475,12.6678
72.5705,53.0237,40.3951,12.6286
72.7332,53.9529,41.3633,12.5896
72.896,52.6058,40.0551,12.5507
73.0587,53.2703,40.7583,12.512
73.2214,53.6636,41.1902,12.4734
73.3841,53.6802,41.2452,12.435
73.5468,53.3861,40.9894,12.3967
73.7095,53.3003,40.9416,12.3586
73.8722,53.1888,40.8682,12.3207
74.035,52.5054,40.2226,12.2828
74.1977,52.5195,40.2743,12.2452
74.3604,52.3152,40.1075,12.2076
74.5231,53.2339,41.0636,12.1703
74.6858,53.1655,41.0324,12.133
74.8485,53.04,40.9441,12.096
75.0112,52.8487,40.7897,12.059
75.174,52.9707,40.9485,12.0222
75.3367,52.7763,40.7907,11.9856
75.4994,51.9811,40.032,11.9491
75.6621,52.5591,40.6463,11.9128
75.8248,53.0959,41.2194,11.8765
75.9875,51.9683,40.1278,11.8405
76.1502,52.7392,40.9347,11.8045
76.313,52.0589,40.2901,11.7688
76.4757,52.5844,40.8513,11.7331
76.6384,51.856,40.1584,11.6976
76.8011,51.5648,39.9026,11.6622
76.9638,51.4903,39.8633,11.627
77.1265,52.871,41.2791,11.5919
77.2892,52.9136,41.3566,11.557
77.452,51.2549,39.7328,11.5222
77.6147,51.5962,40.1088,11.4875
77.7774,51.9183,40.4654,11.4529
77.9401,51.995,40.5765,11.4185
78.1028,51.6729,40.2887,11.3843
78.2655,51.9641,40.614,11.3501
78.4282,51.9355,40.6194,11.3161
78.591,50.9606,39.6784,11.2822
78.7537,52.0766,40.8281,11.2485
78.9164,50.8259,39.611,11.2149
79.0791,51.0008,39.8194,11.1814
79.2418,51.2818,40.1337,11.1481
79.4045,50.6714,39.5565,11.1149
79.5672,51.3301,40.2484,11.0818
79.73,51.9604,40.9116,11.0488
79.8927,51.0657,40.0497,11.016
80.0554,51.0543,40.071,10.9833
80.2181,51.0634,40.1126,10.9507
80.3808,50.4623,39.544,10.9183
80.5435,51.2249,40.3389,10.886
80.7062,51.9265,41.0727,10.8538
80.869,51.3249,40.5032,10.8217
81.0317,50.8211,40.0314,10.7898
81.1944,51.0282,40.2702,10.758
81.3571,50.7568,40.0305,10.7263
