Time (ns),Water after lsq fit to Water
0.0000000,0.0000000
0.0000820,0.0549895
0.0001640,0.4848972
0.0002460,0.6373333
0.0003280,0.8299827
0.0004100,0.8906848
0.0004920,0.8925066
0.0005740,0.9586312
0.0006560,0.8655748
0.0007380,0.8987438
0.0008200,0.8975754
0.0009020,0.9848616
0.0009840,0.9834899
0.0010660,0.9789247
0.0011480,1.0607626
0.0012300,1.0844497
0.0013120,1.1115098
0.0013940,1.1120509
0.0014760,1.1148735
0.0015580,1.1410135
0.0016400,1.2118001
0.0017220,1.1182715
0.0018040,1.0930810
0.0018860,1.0969615
0.0019680,1.0434440
0.0020500,1.1487201
0.0021320,1.1007512
0.0022140,1.1014212
0.0022960,1.1019176
0.0023780,1.1500962
0.0024600,1.1753960
0.0025420,1.1783526
0.0026240,1.1555720
0.0027060,1.1553667
0.0027880,1.1569084
0.0028700,1.1338103
0.0029520,1.1330977
0.0030340,1.1091425
0.0031160,1.1568080
0.0031980,1.1579528
0.0032800,1.1587071
0.0033620,1.1587855
0.0034440,1.2480271
0.0035260,1.3017972
0.0036080,1.3853202
0.0036900,1.3886428
0.0037720,1.3060756
0.0038540,1.3077670
0.0039360,1.3158000
0.0040180,1.3126148
0.0041000,1.3134265
0.0041820,1.3138812
0.0042640,1.3324263
0.0043460,1.3135618
0.0044280,1.2903387
0.0045100,1.3518714
0.0045920,1.3537513
0.0046740,1.3538419
0.0047560,1.3357083
0.0048380,1.3747643
0.0049200,1.3146895
0.0050020,1.3727002
0.0050840,1.3729288
0.0051660,1.4107299
0.0052480,1.4308353
0.0053300,1.4310137
0.0054120,1.3972638
0.0054940,1.3983591
0.0055760,1.3979286
0.0056580,1.3970677
0.0057400,1.4585774
0.0058220,1.4007622
0.0059040,1.4204269
0.0059860,1.4216557
0.0060680,1.4022603
0.0061500,1.4029876
0.0062320,1.4200649
0.0063140,1.4079869
0.0063960,1.4109676
0.0064780,1.4266008
0.0065600,1.3895512
0.0066420,1.4294969
0.0067240,1.4084127
0.0068060,1.4101214
0.0068880,1.4114047
0.0069700,1.4541722
0.0070520,1.3958486
0.0071340,1.3988740
0.0072160,1.4383430
0.0072980,1.4385081
0.0073800,1.4754512
0.0074620,1.4554282
0.0075440,1.4687902
0.0076260,1.4510551
0.0077080,1.5049359
0.0077900,1.5059276
0.0078720,1.5058833
0.0079540,1.5262208
0.0080360,1.4902766
0.0081180,1.4156097
0.0082000,1.4547074
0.0082820,1.4559431
0.0083640,1.4788078
0.0084460,1.4453686
0.0085280,1.4379211
0.0086100,1.4573874
0.0086920,1.4587713
0.0087740,1.4394536
0.0088560,1.4420381
0.0089380,1.4936357
0.0090200,1.4461578
0.0091020,1.5264671
0.0091840,1.5267459
0.0092660,1.4924186
0.0093480,1.5293270
0.0094300,1.5231502
0.0095120,1.5027924
0.0095940,1.5015163
0.0096760,1.5006062
0.0097580,1.5171677
0.0098400,1.4870600
0.0099220,1.5099192
0.0100040,1.5190073
0.0100860,1.5203953
0.0101680,1.5421582
0.0102500,1.5753528
0.0103320,1.5903657
0.0104140,1.5786115
0.0104960,1.5805954
0.0105780,1.5673781
0.0106600,1.5669514
0.0107420,1.5685908
0.0108240,1.5476567
0.0109060,1.6097728
0.0109880,1.6096525
0.0110700,1.6781043
0.0111520,1.6635937
0.0112340,1.6640573
0.0113160,1.6514077
0.0113980,1.6533336
0.0114800,1.6402123
0.0115620,1.6594775
0.0116440,1.6269790
0.0117260,1.6090612
0.0118080,1.6121586
0.0118900,1.6136063
0.0119720,1.5791802
0.0120540,1.6286122
0.0121360,1.6109616
0.0122180,1.5714659
0.0123000,1.5891293
0.0123820,1.5902517
0.0124640,1.6062355
0.0125460,1.5966196
0.0126280,1.6142797
0.0127100,1.6146042
0.0127920,1.6161418
0.0128740,1.6504398
0.0129560,1.6675724
0.0130380,1.6394914
0.0131200,1.6707431
0.0132020,1.6800952
0.0132840,1.6802265
0.0133660,1.6635901
0.0134480,1.6461211
0.0135300,1.6180129
0.0136120,1.6362957
0.0136940,1.6376100
0.0137760,1.6390971
0.0138580,1.6410432
0.0139400,1.6405809
0.0140220,1.6578785
0.0141040,1.7009885
0.0141860,1.7006036
0.0142680,1.7302007
0.0143500,1.7103818
0.0144320,1.6669484
0.0145140,1.6960959
0.0145960,1.6964710
0.0146780,1.7142684
0.0147600,1.7308523
0.0148420,1.7721853
0.0149240,1.7806602
0.0150060,1.7971861
0.0150880,1.7978659
0.0151700,1.8202393
0.0152520,1.8367949
0.0153340,1.8172361
0.0154160,1.7747021
0.0154980,1.7762878
0.0155800,1.7460552
0.0156620,1.7767550
0.0157440,1.7784137
0.0158260,1.7665445
0.0159080,1.7673290
0.0159900,1.7668990
0.0160720,1.7966950
0.0161540,1.8131518
0.0162360,1.8295813
0.0163180,1.8281694
0.0164000,1.8439424
0.0164820,1.8459314
0.0165640,1.8334465
0.0166460,1.8312785
0.0167280,1.8220111
0.0168100,1.8647330
0.0168920,1.8656927
0.0169740,1.8627597
0.0170560,1.8718009
0.0171380,1.8884504
0.0172200,1.8515154
0.0173020,1.8518636
0.0173840,1.8540544
0.0174660,1.8391279
0.0175480,1.8690702
0.0176300,1.8311960
0.0177120,1.8045470
0.0177940,1.8050076
0.0178760,1.8064840
0.0179580,1.8337839
0.0180400,1.8365617
0.0181220,1.8491532
0.0182040,1.8621820
0.0182860,1.8616207
0.0183680,1.8506554
