E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,13.2708,0,13.2708
1.33426,14.4561,1.18772,13.2684
2.66851,15.6338,2.37253,13.2613
4.00277,16.4989,3.24948,13.2495
5.33703,16.6634,3.4305,13.2329
6.67128,17.2858,4.07416,13.2117
8.00554,17.2504,4.06454,13.1858
9.33979,17.5224,4.36702,13.1554
10.6741,19.2413,6.12079,13.1205
12.0083,18.3574,5.27624,13.0811
13.3426,19.8216,6.78413,13.0374
14.6768,18.6902,5.70075,12.9895
16.0111,19.8333,6.89597,12.9373
17.3453,19.6248,6.7437,12.8811
18.6796,20.0479,7.22688,12.821
20.0138,21.4032,8.64621,12.757
21.3481,20.7709,8.08162,12.6893
22.6824,20.0045,7.38647,12.6181
24.0166,19.6585,7.11513,12.5433
25.3509,20.1974,7.73205,12.4653
26.6851,20.7269,8.34282,12.3841
28.0194,19.4093,7.10948,12.2999
29.3536,19.7564,7.54366,12.2127
30.6879,19.1778,7.05494,12.1229
32.0222,19.7733,7.74287,12.0304
33.3564,18.2577,6.32216,11.9355
34.6907,19.0311,7.19281,11.8383
36.0249,18.3153,6.5763,11.739
37.3592,18.4027,6.76511,11.6376
38.6934,17.9076,6.3732,11.5344
40.0277,16.4417,5.01219,11.4295
41.3619,16.8596,5.53657,11.323
42.6962,16.3567,5.1416,11.2151
44.0305,16.1765,5.07055,11.1059
45.3647,16.0211,5.0255,10.9956
46.699,15.7253,4.8411,10.8842
48.0332,16.125,5.35311,10.7719
49.3675,14.6603,4.00151,10.6588
50.7017,15.1562,4.61103,10.5451
52.036,15.0373,4.60642,10.4309
53.3703,14.8706,4.55435,10.3162
54.7045,14.6089,4.40769,10.2012
56.0388,14.1306,4.04457,10.0861
57.373,14.3024,4.33166,9.97076
58.7073,13.3235,3.46801,9.85545
60.0415,12.9954,3.25519,9.74021
61.3758,13.4543,3.82913,9.62514
62.71,13.3161,3.80577,9.51031
64.0443,12.7149,3.31913,9.39581
65.3786,13.2712,3.98953,9.28171
66.7128,12.2101,3.04203,9.16808
68.0471,11.9958,2.94086,9.05498
69.3813,12.438,3.4955,8.94249
70.7156,12.5829,3.75222,8.83065
72.0498,11.8132,3.09363,8.71952
73.3841,12.0054,3.39625,8.60915
74.7184,11.5051,3.00548,8.49959
76.0526,11.7317,3.34082,8.39089
77.3869,11.7663,3.48327,8.28308
78.7211,11.4334,3.25722,8.17621
80.0554,11.8289,3.7586,8.07029
81.3896,11.163,3.19758,7.96538
82.7239,11.0571,3.19563,7.86149
84.0582,10.9332,3.1745,7.75865
85.3924,10.9169,3.25997,7.65688
86.7267,10.7986,3.24237,7.55621
88.0609,11.054,3.5973,7.45666
89.3952,10.5412,3.18296,7.35823
90.7294,10.9089,3.648,7.26094
92.0637,10.6477,3.4829,7.16481
93.3979,10.7788,3.70897,7.06984
94.7322,10.9082,3.9322,6.97604
96.0665,10.5603,3.67688,6.88342
97.4007,10.2669,3.47493,6.79198
98.735,10.2573,3.5556,6.70173
100.069,10.5279,3.91528,6.61266
101.403,10.3646,3.83986,6.52479
102.738,9.74937,3.31128,6.4381
104.072,10.1128,3.76021,6.35259
105.406,10.04,3.77171,6.26826
106.741,10.1932,4.00805,6.18512
108.075,9.96092,3.85778,6.10314
109.409,9.92673,3.9044,6.02233
110.743,9.88391,3.94123,5.94268
112.078,9.83329,3.96911,5.86418
113.412,9.82748,4.04065,5.78683
114.746,10.0273,4.31665,5.71061
116.08,9.78752,4.15201,5.63551
117.415,9.77133,4.2098,5.56153
118.749,9.62461,4.13595,5.48865
120.083,9.5517,4.13483,5.41687
121.417,9.25659,3.91042,5.34617
122.752,9.79901,4.52247,5.27654
124.086,9.52187,4.31391,5.20797
125.42,9.5851,4.44466,5.14044
126.754,9.16682,4.09287,5.07395
128.089,9.38891,4.38043,5.00848
129.423,9.40634,4.46232,4.94402
130.757,9.31805,4.4375,4.88055
132.091,9.53644,4.71837,4.81807
133.426,9.43873,4.68218,4.75655
134.76,9.18708,4.49109,4.696
136.094,9.18495,4.54857,4.63638
137.428,9.24,4.6623,4.57769
138.763,9.67145,5.15153,4.51992
140.097,9.11659,4.65353,4.46306
141.431,9.2499,4.84282,4.40708
142.765,8.90446,4.55248,4.35197
144.1,8.89775,4.60002,4.29773
145.434,9.21393,4.96958,4.24434
146.768,8.89966,4.70787,4.19179
148.102,8.99501,4.85495,4.14006
149.437,9.02135,4.93221,4.08914
150.771,9.01078,4.97177,4.03901
152.105,9.03815,5.04848,3.98967
153.439,9.0591,5.118,3.9411
154.774,8.85057,4.95727,3.8933
156.108,8.7659,4.91967,3.84623
157.442,8.85864,5.05873,3.79991
158.777,8.85174,5.09743,3.7543
160.111,8.63389,4.92448,3.70941
161.445,8.8158,5.15059,3.66521
162.779,8.88092,5.25921,3.62171
164.114,8.56187,4.983,3.57887
165.448,8.75347,5.21677,3.5367
166.782,8.58514,5.08996,3.49519
168.116,8.60176,5.14745,3.45431
169.451,8.31962,4.90555,3.41407
170.785,8.28443,4.90999,3.37444
172.119,8.42152,5.08609,3.33542
173.453,8.47469,5.17769,3.29701
174.788,8.24738,4.9882,3.25918
176.122,8.28925,5.06732,3.22193
177.456,8.22049,5.03525,3.18524
178.79,8.054,4.90488,3.14912
180.125,8.05051,4.93697,3.11354
181.459,8.00434,4.92583,3.07851
182.793,8.16784,5.12383,3.044
184.127,8.16923,5.15921,3.01001
185.462,7.89409,4.91755,2.97654
186.796,7.98398,5.04041,2.94357
188.13,8.06384,5.15275,2.91109
189.464,7.79805,4.91896,2.8791
190.799,7.93698,5.0894,2.84758
192.133,8.18271,5.36618,2.81653
193.467,7.82452,5.03858,2.78595
194.801,7.69859,4.94278,2.75581
196.136,7.72874,5.00262,2.72612
197.47,7.78628,5.08941,2.69687
198.804,7.46149,4.79344,2.66804
200.138,7.70445,5.06481,2.63964
201.473,7.39932,4.78767,2.61165
202.807,7.50717,4.9231,2.58407
204.141,7.56397,5.00709,2.55689
205.475,7.30813,4.77803,2.5301
206.81,7.29796,4.79426,2.5037
208.144,7.17061,4.69294,2.47767
209.478,7.34702,4.895,2.45203
210.813,7.36501,4.93827,2.42674
212.147,7.27539,4.87357,2.40182
213.481,7.19897,4.82171,2.37725
214.815,7.43994,5.08691,2.35303
216.15,7.00329,4.67413,2.32916
217.484,7.16899,4.86338,2.30562
218.818,7.10344,4.82104,2.28241
220.152,7.10274,4.84322,2.25952
221.487,7.22586,4.9889,2.23695
222.821,6.92612,4.71142,2.2147
224.155,7.04236,4.84961,2.19276
225.489,6.73051,4.55939,2.17112
226.824,6.91964,4.76986,2.14978
228.158,6.72057,4.59184,2.12873
229.492,6.87014,4.76217,2.10797
230.826,6.73949,4.652,2.08749
232.161,6.9212,4.85391,2.06729
233.495,6.88433,4.83696,2.04737
234.829,6.60139,4.57368,2.02771
236.163,6.71917,4.71085,2.00832
237.498,6.62097,4.63177,1.98919
238.832,6.64071,4.67039,1.97032
240.166,6.73956,4.78786,1.9517
241.5,6.71814,4.78481,1.93333
242.835,6.70197,4.78677,1.9152
244.169,6.62686,4.72955,1.89731
245.503,6.55249,4.67283,1.87965
246.837,6.57306,4.71083,1.86223
248.172,6.57996,4.73492,1.84504
249.506,6.57783,4.74976,1.82807
250.84,6.56146,4.75014,1.81132
252.174,6.43597,4.64118,1.79479
253.509,6.44099,4.66252,1.77847
254.843,6.3992,4.63684,1.76236
256.177,6.41183,4.66536,1.74646
257.511,6.45871,4.72795,1.73077
258.846,6.40082,4.68555,1.71527
260.18,6.33932,4.63935,1.69997
261.514,6.29779,4.61292,1.68487
262.849,6.53063,4.86067,1.66995
264.183,6.30886,4.65364,1.65522
265.517,6.40863,4.76795,1.64068
266.851,6.46054,4.83422,1.62632
268.186,6.43609,4.82395,1.61214
269.52,6.46545,4.86731,1.59814
270.854,6.29717,4.71286,1.5843
272.188,6.38933,4.81868,1.57064
273.523,6.28834,4.73119,1.55715
274.857,6.26349,4.71967,1.54382
276.191,6.27356,4.7429,1.53066
277.525,6.37589,4.85823,1.51766
278.86,6.35787,4.85306,1.50481
280.194,6.35767,4.86554,1.49212
281.528,6.35737,4.87779,1.47958
282.862,6.32258,4.85539,1.4672
284.197,6.37193,4.91697,1.45496
285.531,6.30749,4.86462,1.44287
286.865,6.32136,4.89044,1.43092
288.199,6.3709,4.95178,1.41912
289.534,6.21969,4.81223,1.40745
290.868,6.36003,4.96411,1.39593
292.202,6.31275,4.92822,1.38453
293.536,6.18771,4.81443,1.37327
294.871,6.20473,4.84258,1.36215
296.205,6.216,4.86485,1.35115
297.539,6.29301,4.95273,1.34028
298.873,6.33752,5.00798,1.32954
300.208,6.10733,4.78841,1.31892
301.542,6.17218,4.86376,1.30842
302.876,6.3538,5.05576,1.29804
304.21,6.10268,4.81489,1.28778
305.545,6.15716,4.87952,1.27764
306.879,6.22776,4.96014,1.26761
308.213,6.06111,4.80341,1.2577
309.547,6.17049,4.92259,1.2479
310.882,6.17267,4.93446,1.23821
312.216,6.10538,4.87675,1.22863
313.55,5.96237,4.74322,1.21915
314.885,6.05186,4.84208,1.20978
316.219,6.24951,5.049,1.20051
317.553,6.07691,4.88556,1.19135
318.887,6.05128,4.869,1.18229
320.222,6.20636,5.03303,1.17333
321.556,6.10071,4.93625,1.16446
322.89,6.03328,4.87759,1.15569
324.224,6.12612,4.9791,1.14702
325.559,6.14516,5.00671,1.13844
326.893,6.00763,4.87768,1.12996
328.227,6.17055,5.04899,1.12157
329.561,6.02598,4.91271,1.11326
330.896,6.06078,4.95573,1.10505
332.23,6.13529,5.03837,1.09692
333.564,6.00578,4.9169,1.08888
334.898,6.19501,5.11408,1.08093
336.233,6.1583,5.08524,1.07306
337.567,6.15089,5.08562,1.06527
338.901,6.04686,4.98929,1.05757
340.235,6.15151,5.10156,1.04995
341.57,5.92173,4.87933,1.0424
342.904,6.166,5.13107,1.03494
344.238,6.01194,4.98439,1.02755
345.572,6.03251,5.01227,1.02024
346.907,6.0167,5.00369,1.01301
348.241,5.93182,4.92597,1.00585
349.575,5.99594,4.99718,0.998758
350.909,5.96967,4.97793,0.991744
352.244,5.83144,4.84664,0.984802
353.578,5.95307,4.97514,0.97793
354.912,5.90657,4.93544,0.971128
356.246,5.89948,4.93509,0.964395
357.581,6.01923,5.0615,0.95773
358.915,5.94678,4.99565,0.951132
360.249,5.90627,4.96167,0.9446
361.583,5.89355,4.95541,0.938133
362.918,6.02708,5.09535,0.931732
364.252,5.97465,5.04926,0.925393
365.586,5.8866,4.96748,0.919118
366.921,6.00559,5.09268,0.912905
368.255,5.92912,5.02237,0.906752
369.589,6.04933,5.14867,0.900661
370.923,5.78097,4.88635,0.894629
372.258,5.87799,4.98933,0.888656
373.592,5.86388,4.98114,0.882741
374.926,5.87391,4.99703,0.876884
376.26,5.87939,5.00831,0.871083
377.595,5.82049,4.95515,0.865339
378.929,5.85855,4.9989,0.85965
380.263,5.81467,4.96066,0.854015
381.597,5.88155,5.03312,0.848435
382.932,5.83602,4.99311,0.842908
384.266,5.76567,4.92823,0.837433
385.6,5.79892,4.96691,0.83201
386.934,5.74686,4.92023,0.826639
388.269,5.87952,5.0582,0.821318
389.603,5.83429,5.01825,0.816048
390.937,5.82353,5.0127,0.810827
392.271,5.72949,4.92384,0.805655
393.606,5.75152,4.95098,0.800531
394.94,5.75281,4.95735,0.795455
396.274,5.74944,4.95902,0.790426
397.608,5.80404,5.0186,0.785443
398.943,5.57304,4.79254,0.780506
400.277,5.80798,5.03237,0.775615
401.611,5.72097,4.9502,0.770769
402.945,5.60005,4.83409,0.765967
404.28,5.79373,5.03252,0.761209
405.614,5.84551,5.08902,0.756495
406.948,5.81951,5.06769,0.751823
408.282,5.62891,4.88171,0.747193
409.617,5.87445,5.13185,0.742605
410.951,5.71447,4.97641,0.738059
412.285,5.6235,4.88994,0.733553
413.619,5.86431,5.13522,0.729088
414.954,5.61076,4.88609,0.724662
416.288,5.67667,4.95639,0.720276
417.622,5.69234,4.97641,0.715929
418.957,5.6634,4.95178,0.71162
420.291,5.75378,5.04643,0.70735
421.625,5.74934,5.04622,0.703117
422.959,5.73486,5.03594,0.698921
424.294,5.7115,5.01674,0.694762
425.628,5.68474,4.9941,0.690639
426.962,5.72654,5.03999,0.686552
428.296,5.67792,4.99542,0.682501
429.631,5.73304,5.05456,0.678485
430.965,5.74053,5.06602,0.674503
432.299,5.67793,5.00737,0.670556
433.633,5.61412,4.94748,0.666643
434.968,5.56255,4.89978,0.662763
436.302,5.60311,4.94419,0.658917
437.636,5.59215,4.93704,0.655103
438.97,5.68065,5.02933,0.651322
440.305,5.59258,4.94501,0.647573
441.639,5.6579,5.01405,0.643856
442.973,5.50651,4.86634,0.64017
444.307,5.58834,4.95183,0.636515
445.642,5.63141,4.99852,0.63289
446.976,5.5826,4.95331,0.629297
448.31,5.54982,4.92409,0.625733
449.644,5.45317,4.83097,0.622198
450.979,5.58638,4.96769,0.618694
452.313,5.51535,4.90013,0.615218
453.647,5.39569,4.78392,0.611771
454.981,5.5821,4.97375,0.608352
456.316,5.57258,4.96762,0.604962
457.65,5.54335,4.94175,0.601599
458.984,5.46473,4.86646,0.598264
460.318,5.5799,4.98494,0.594956
461.653,5.47158,4.8799,0.591675
462.987,5.47855,4.89013,0.588421
464.321,5.5218,4.93661,0.585193
465.655,5.44728,4.86529,0.581991
466.99,5.6334,5.05459,0.578815
468.324,5.469,4.89333,0.575664
469.658,5.50344,4.9309,0.572539
470.993,5.48231,4.91287,0.569439
472.327,5.48451,4.91815,0.566363
473.661,5.51227,4.94896,0.563312
474.995,5.44032,4.88004,0.560285
476.33,5.38732,4.83003,0.557283
477.664,5.5696,5.0153,0.554304
478.998,5.54921,4.99787,0.551348
480.332,5.5587,5.01028,0.548416
481.667,5.46979,4.92428,0.545506
483.001,5.35715,4.81453,0.54262
484.335,5.41963,4.87987,0.539755
485.669,5.42373,4.88682,0.536914
487.004,5.52362,4.98953,0.534094
488.338,5.48514,4.95385,0.531296
489.672,5.47826,4.94974,0.52852
