Time (ps),Temperature
0.000000,49.467987
1.000000,49.271423
2.000000,49.995171
3.000000,49.828312
4.000000,49.845654
5.000000,49.418953
6.000000,50.399334
7.000000,49.797253
8.000000,49.674274
9.000000,49.962013
10.000000,50.037163
