Time (ps),Temperature
0.000000,197.004227
1.000000,198.814941
2.000000,201.168732
3.000000,201.880539
4.000000,200.037247
5.000000,198.303772
6.000000,199.836563
7.000000,199.603256
8.000000,203.264191
9.000000,200.785339
10.000000,201.423264
