E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,20.4106,0,20.4106
1.33426,22.1544,1.74915,20.4053
2.66851,22.0715,1.68219,20.3893
4.00277,22.1379,1.77512,20.3628
5.33703,21.3799,1.0541,20.3258
6.67128,21.9306,1.65216,20.2785
8.00554,22.1361,1.9152,20.2209
9.33979,21.9717,1.81846,20.1532
10.6741,22.3299,2.25418,20.0757
12.0083,22.541,2.55236,19.9886
13.3426,22.8033,2.91115,19.8922
14.6768,22.785,2.99833,19.7867
16.0111,22.2141,2.54175,19.6723
17.3453,22.5908,3.04116,19.5496
18.6796,22.3016,2.88285,19.4187
20.0138,22.7232,3.44308,19.2801
21.3481,21.36,2.22594,19.1341
22.6824,21.1571,2.176,18.9811
24.0166,21.5512,2.72979,18.8214
25.3509,20.2517,1.59619,18.6555
26.6851,20.6366,2.15272,18.4838
28.0194,19.4003,1.09357,18.3067
29.3536,19.6401,1.51556,18.1245
30.6879,19.4502,1.5125,17.9377
32.0222,18.7485,1.00176,17.7467
33.3564,18.1533,0.601512,17.5518
34.6907,17.7859,0.432438,17.3535
36.0249,17.8593,0.707201,17.1521
37.3592,17.434,0.486038,16.948
38.6934,17.8637,1.12228,16.7415
40.0277,16.8877,0.354708,16.533
41.3619,16.2832,-0.0396134,16.3228
42.6962,15.9542,-0.157009,16.1112
44.0305,16.5957,0.697038,15.8987
45.3647,15.5119,-0.173438,15.6853
46.699,16.2297,0.75815,15.4715
48.0332,15.2188,-0.0387156,15.2576
49.3675,15.1927,0.149041,15.0436
50.7017,14.8122,-0.0177398,14.83
52.036,15.0046,0.387684,14.6169
53.3703,14.2723,-0.132181,14.4045
54.7045,14.3456,0.152496,14.1931
56.0388,13.8616,-0.121211,13.9828
57.373,13.3353,-0.438469,13.7737
58.7073,14.1469,0.580756,13.5662
60.0415,13.1952,-0.165076,13.3602
61.3758,12.7977,-0.358264,13.156
62.71,13.1194,0.16577,12.9537
64.0443,12.9097,0.156446,12.7533
65.3786,12.4537,-0.101278,12.555
66.7128,12.6329,0.274063,12.3588
68.0471,12.4445,0.279492,12.165
69.3813,12.9608,0.987371,11.9734
70.7156,12.3742,0.589909,11.7843
72.0498,12.5142,0.916632,11.5975
73.3841,12.1004,0.687112,11.4133
74.7184,11.889,0.657334,11.2317
76.0526,11.5855,0.532986,11.0526
77.3869,11.3644,0.488308,10.8761
78.7211,11.521,0.818811,10.7022
80.0554,11.3296,0.798636,10.5309
81.3896,11.4869,1.12459,10.3623
82.7239,10.9597,0.763237,10.1964
84.0582,10.9889,0.955727,10.0331
85.3924,11.2483,1.37575,9.87253
86.7267,10.9847,1.27015,9.71456
88.0609,10.7356,1.17632,9.55924
89.3952,11.2161,1.80955,9.40655
90.7294,10.9359,1.67943,9.25647
92.0637,10.5509,1.44196,9.10898
93.3979,10.8509,1.88683,8.96407
94.7322,10.7481,1.92643,8.82171
96.0665,10.8535,2.17168,8.68187
97.4007,10.8044,2.2599,8.54453
98.735,10.8067,2.397,8.40967
100.069,10.6158,2.33852,8.27724
101.403,10.4657,2.31848,8.14723
102.738,10.8676,2.848,8.01959
104.072,10.3945,2.50017,7.89431
105.406,10.3613,2.59002,7.77133
106.741,10.4482,2.79758,7.65063
108.075,10.2965,2.76428,7.53217
109.409,10.4176,3.00166,7.41592
110.743,10.181,2.87917,7.30185
112.078,9.9468,2.7569,7.1899
113.412,10.2065,3.12641,7.08006
114.746,9.91703,2.94474,6.97229
116.08,9.91534,3.04881,6.86654
117.415,9.88891,3.12613,6.76278
118.749,9.79828,3.1373,6.66098
120.083,9.67452,3.11342,6.5611
121.417,9.88895,3.42585,6.4631
122.752,10.0769,3.7099,6.36695
124.086,9.84353,3.57091,6.27262
125.42,9.66518,3.48511,6.18006
126.754,9.72061,3.63136,6.08925
128.089,9.48156,3.48141,6.00015
129.423,9.80084,3.8881,5.91273
130.757,9.42143,3.59448,5.82695
132.091,9.87071,4.12792,5.74278
133.426,9.63878,3.97858,5.6602
134.76,9.0383,3.45914,5.57915
136.094,9.19992,3.70029,5.49963
137.428,9.25912,3.83754,5.42158
138.763,9.40599,4.06099,5.345
140.097,9.17746,3.90763,5.26983
141.431,8.96875,3.77269,5.19606
142.765,9.61174,4.48808,5.12366
144.1,9.15176,4.09917,5.0526
145.434,9.0952,4.11235,4.98284
146.768,8.98804,4.07367,4.91437
148.102,8.89433,4.04717,4.84716
149.437,8.88787,4.1067,4.78117
150.771,8.81813,4.10174,4.71639
152.105,8.87826,4.22546,4.65279
153.439,8.81212,4.22177,4.59035
154.774,8.66788,4.13885,4.52903
156.108,8.84936,4.38054,4.46882
157.442,8.75561,4.34592,4.40969
158.777,8.73724,4.38562,4.35162
160.111,8.45926,4.16466,4.2946
161.445,8.57429,4.3357,4.23859
162.779,8.73887,4.5553,4.18357
164.114,8.50605,4.37652,4.12953
165.448,8.55757,4.48113,4.07644
166.782,8.50812,4.48383,4.02429
168.116,8.4526,4.47955,3.97305
169.451,8.25405,4.33134,3.9227
170.785,8.37107,4.49783,3.87324
172.119,8.39092,4.56629,3.82463
173.453,8.47415,4.69729,3.77686
174.788,8.25282,4.5229,3.72991
176.122,8.32434,4.64056,3.68378
177.456,8.3229,4.68447,3.63843
178.79,8.20183,4.60798,3.59385
180.125,8.17407,4.62404,3.55003
181.459,8.20026,4.6933,3.50695
182.793,7.97406,4.50945,3.4646
184.127,7.9343,4.51133,3.42296
185.462,7.94997,4.56795,3.38202
186.796,7.97011,4.62835,3.34176
188.13,8.04423,4.74206,3.30217
189.464,7.85043,4.5872,3.26323
190.799,7.81972,4.59478,3.22494
192.133,8.14893,4.96166,3.18728
193.467,7.72237,4.57214,3.15023
194.801,7.71533,4.60155,3.11378
196.136,7.61551,4.53758,3.07793
197.47,7.90114,4.85849,3.04265
198.804,7.76448,4.75653,3.00795
200.138,7.71599,4.74219,2.9738
201.473,7.57341,4.63322,2.9402
202.807,7.56595,4.65882,2.90713
204.141,7.48581,4.61122,2.87459
205.475,7.50253,4.65997,2.84256
206.81,7.54266,4.73163,2.81103
208.144,7.48245,4.70245,2.78
209.478,7.49282,4.74337,2.74946
210.813,7.54022,4.82083,2.71939
212.147,7.49886,4.80908,2.68978
213.481,7.43251,4.77188,2.66063
214.815,7.29045,4.65851,2.63193
216.15,7.31306,4.70938,2.60367
217.484,7.34805,4.7722,2.57584
218.818,7.16316,4.61472,2.54844
220.152,7.23408,4.71264,2.52145
221.487,7.16182,4.66696,2.49486
222.821,7.05742,4.58875,2.46867
224.155,7.09235,4.64947,2.44288
225.489,7.23193,4.81446,2.41747
226.824,7.10206,4.70962,2.39244
