Time (ns),System after lsq fit to System
0.0000000,0.0000000
0.0000820,0.0285707
0.0001640,0.3224927
0.0002460,0.3788735
0.0003280,0.4064926
0.0004100,0.4420226
0.0004920,0.4428021
0.0005740,0.4115934
0.0006560,0.3814319
0.0007380,0.4114573
0.0008200,0.4185444
0.0009020,0.4042911
0.0009840,0.4045748
0.0010660,0.4077038
0.0011480,0.4181419
0.0012300,0.3987020
0.0013120,0.3989005
0.0013940,0.3998724
0.0014760,0.4002735
0.0015580,0.3997593
0.0016400,0.3729033
0.0017220,0.4082842
0.0018040,0.4150499
0.0018860,0.4156447
0.0019680,0.4204174
0.0020500,0.4205778
0.0021320,0.4306612
0.0022140,0.4058242
0.0022960,0.4063483
0.0023780,0.4127053
0.0024600,0.4747064
0.0025420,0.4582903
0.0026240,0.4452552
0.0027060,0.4641728
0.0027880,0.4646032
0.0028700,0.4269089
0.0029520,0.4472470
0.0030340,0.4770423
0.0031160,0.4519389
0.0031980,0.4521403
0.0032800,0.4652260
0.0033620,0.4550147
0.0034440,0.4200732
0.0035260,0.4236069
0.0036080,0.4409158
0.0036900,0.4412627
0.0037720,0.4614142
0.0038540,0.4454049
0.0039360,0.4479688
0.0040180,0.4553774
0.0041000,0.4959274
0.0041820,0.4963535
0.0042640,0.4496112
0.0043460,0.4389149
0.0044280,0.4685319
0.0045100,0.4647202
0.0045920,0.4650689
0.0046740,0.4440300
0.0047560,0.4604952
0.0048380,0.4638624
0.0049200,0.4765191
0.0050020,0.5006849
0.0050840,0.5012339
0.0051660,0.4649611
0.0052480,0.4778136
0.0053300,0.4830080
0.0054120,0.4765082
0.0054940,0.4768859
0.0055760,0.4646913
0.0056580,0.4866396
0.0057400,0.5137917
0.0058220,0.5071644
0.0059040,0.4887835
0.0059860,0.4890552
0.0060680,0.5101748
0.0061500,0.4732007
0.0062320,0.4733915
0.0063140,0.4604566
0.0063960,0.4605282
0.0064780,0.4699136
0.0065600,0.4835155
0.0066420,0.5011285
0.0067240,0.5042295
0.0068060,0.4802943
0.0068880,0.4807807
0.0069700,0.4936623
0.0070520,0.5002905
0.0071340,0.5047303
0.0072160,0.4707953
0.0072980,0.4709541
0.0073800,0.4707429
0.0074620,0.4762049
0.0075440,0.4918649
0.0076260,0.4796073
0.0077080,0.4831829
0.0077900,0.4836044
0.0078720,0.4763503
0.0079540,0.4638091
0.0080360,0.4770856
0.0081180,0.4762781
0.0082000,0.4961547
0.0082820,0.4966066
0.0083640,0.5026258
0.0084460,0.4890115
0.0085280,0.5033341
0.0086100,0.4711664
0.0086920,0.4718476
0.0087740,0.4848982
0.0088560,0.4788912
0.0089380,0.5146634
0.0090200,0.4880723
0.0091020,0.4785597
0.0091840,0.4791130
0.0092660,0.4881494
0.0093480,0.5049078
0.0094300,0.5138817
0.0095120,0.4888095
0.0095940,0.4888220
0.0096760,0.5453051
0.0097580,0.5111270
0.0098400,0.5113541
0.0099220,0.5055225
0.0100040,0.4998766
0.0100860,0.5004680
0.0101680,0.5059399
0.0102500,0.5119251
0.0103320,0.5145617
0.0104140,0.5063829
0.0104960,0.5065582
0.0105780,0.5030731
0.0106600,0.4937248
0.0107420,0.4714546
0.0108240,0.5112671
0.0109060,0.5197512
0.0109880,0.5202585
0.0110700,0.5031551
0.0111520,0.5037566
0.0112340,0.4978833
0.0113160,0.4947204
0.0113980,0.4949864
0.0114800,0.5197970
0.0115620,0.5026922
0.0116440,0.4992924
0.0117260,0.5139750
0.0118080,0.5229185
0.0118900,0.5231970
0.0119720,0.5219462
0.0120540,0.5350654
0.0121360,0.5233783
0.0122180,0.5292951
0.0123000,0.5004833
0.0123820,0.5007741
0.0124640,0.4953269
0.0125460,0.5097129
0.0126280,0.5426744
0.0127100,0.5023537
0.0127920,0.5028339
0.0128740,0.4930995
0.0129560,0.5314783
0.0130380,0.5321737
0.0131200,0.4979417
0.0132020,0.5037176
0.0132840,0.5043204
0.0133660,0.5046018
0.0134480,0.5019070
0.0135300,0.5141096
0.0136120,0.5136669
0.0136940,0.5138636
0.0137760,0.5275752
0.0138580,0.5183288
0.0139400,0.5410310
0.0140220,0.5325575
0.0141040,0.5186012
0.0141860,0.5191558
0.0142680,0.5127264
0.0143500,0.5125595
0.0144320,0.5332542
0.0145140,0.5081934
0.0145960,0.5085146
0.0146780,0.5175147
0.0147600,0.5052222
0.0148420,0.4902066
0.0149240,0.4837054
0.0150060,0.5192585
0.0150880,0.5195963
0.0151700,0.5159811
0.0152520,0.5192780
0.0153340,0.5337997
0.0154160,0.5306068
0.0154980,0.5310116
0.0155800,0.5255918
0.0156620,0.5250302
0.0157440,0.5289510
0.0158260,0.5294728
0.0159080,0.5127164
0.0159900,0.5131535
