E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,18.0878,0,18.0878
1.33426,18.2927,0.206047,18.0866
2.66851,19.6037,1.52056,18.0832
4.00277,19.9602,1.88279,18.0774
5.33703,21.4889,3.41962,18.0693
6.67128,22.0318,3.97291,18.0589
8.00554,23.1979,5.15166,18.0462
9.33979,24.5299,6.49865,18.0312
10.6741,27.5221,9.50812,18.014
12.0083,27.5618,9.5673,17.9945
13.3426,29.4353,11.4626,17.9727
14.6768,32.6919,14.7432,17.9488
16.0111,33.7679,15.8453,17.9226
17.3453,39.2991,21.4049,17.8942
18.6796,47.3713,29.5076,17.8636
20.0138,51.7203,33.8893,17.8309
21.3481,56.2463,38.4501,17.7961
22.6824,59.9543,42.195,17.7592
24.0166,66.6942,48.974,17.7202
25.3509,69.9258,52.2466,17.6792
26.6851,76.9333,59.2972,17.6362
28.0194,82.7244,65.1332,17.5911
29.3536,91.0875,73.5433,17.5442
30.6879,93.0833,75.588,17.4953
32.0222,96.3348,78.8903,17.4445
33.3564,94.7056,77.3137,17.3919
34.6907,101.289,83.9517,17.3374
36.0249,98.1404,80.8592,17.2812
37.3592,95.4255,78.2022,17.2233
38.6934,100.76,83.5962,17.1637
40.0277,89.488,72.3856,17.1024
41.3619,89.8429,72.8035,17.0394
42.6962,85.0137,68.0387,16.9749
44.0305,86.0457,69.1368,16.9089
45.3647,83.4138,66.5724,16.8414
46.699,82.9692,66.1968,16.7724
48.0332,82.3384,65.6364,16.702
49.3675,79.9722,63.342,16.6302
50.7017,78.4798,61.9227,16.5571
52.036,76.162,59.6792,16.4827
53.3703,78.2777,61.8705,16.4071
54.7045,77.2714,60.9411,16.3303
56.0388,73.8135,57.5612,16.2523
57.373,71.4505,55.2772,16.1732
58.7073,71.9026,55.8095,16.0931
60.0415,73.822,57.8101,16.0119
61.3758,71.6263,55.6965,15.9298
62.71,75.5874,59.7407,15.8467
64.0443,73.1931,57.4304,15.7627
65.3786,73.2942,57.6164,15.6778
66.7128,73.7824,58.1902,15.5922
68.0471,74.6953,59.1895,15.5057
69.3813,75.9927,60.5741,15.4186
70.7156,74.9301,59.5994,15.3307
72.0498,76.866,61.6238,15.2422
73.3841,76.6882,61.535,15.1531
74.7184,73.4911,58.4277,15.0634
76.0526,77.7853,62.8121,14.9732
77.3869,77.574,62.6915,14.8825
78.7211,77.0309,62.2396,14.7914
80.0554,77.4041,62.7043,14.6998
81.3896,78.1258,63.518,14.6078
82.7239,72.2053,57.6898,14.5155
84.0582,74.3192,59.8963,14.4229
85.3924,73.7063,59.3763,14.33
86.7267,73.9171,59.6803,14.2368
88.0609,73.8532,59.7097,14.1434
89.3952,73.6848,59.6349,14.0499
90.7294,74.8877,60.9315,13.9562
92.0637,73.672,59.8096,13.8624
93.3979,75.4269,61.6585,13.7685
94.7322,73.3206,59.6461,13.6745
96.0665,73.1033,59.5228,13.5805
97.4007,71.346,57.8594,13.4865
98.735,72.0883,58.6957,13.3925
100.069,69.8363,56.5376,13.2986
101.403,71.3083,58.1036,13.2048
102.738,72.376,59.265,13.111
104.072,70.9005,57.8831,13.0174
105.406,73.1966,60.2727,12.9239
106.741,71.6358,58.8052,12.8306
108.075,72.2125,59.4751,12.7374
109.409,71.9301,59.2856,12.6445
110.743,71.347,58.7952,12.5518
112.078,72.8184,60.359,12.4594
113.412,73.0066,60.6394,12.3672
114.746,71.9768,59.7015,12.2753
116.08,72.2777,60.094,12.1837
117.415,73.7561,61.6637,12.0925
118.749,71.8221,59.8205,12.0015
120.083,72.208,60.297,11.911
121.417,72.3765,60.5558,11.8208
122.752,73.3285,61.5975,11.731
124.086,69.3474,57.7059,11.6415
