Time (ps),Temperature
0.000000,149.941559
1.000000,150.084427
2.000000,148.932693
3.000000,149.929291
4.000000,148.774704
5.000000,151.064865
6.000000,149.002853
7.000000,151.080200
8.000000,152.005096
9.000000,151.150620
10.000000,150.266190
