Time (ns),non-Water after lsq fit to non-Water
0.0000000,0.0000000
0.0000820,0.0188645
0.0001640,0.2711353
0.0002460,0.2766726
0.0003280,0.2988247
0.0004100,0.2881063
0.0004920,0.2885384
0.0005740,0.3043958
0.0006560,0.3145395
0.0007380,0.3042384
0.0008200,0.2991172
0.0009020,0.2825098
0.0009840,0.2828591
0.0010660,0.2937691
0.0011480,0.3141087
0.0012300,0.3381278
0.0013120,0.3287820
0.0013940,0.3291291
0.0014760,0.3194684
0.0015580,0.3039782
0.0016400,0.2824714
0.0017220,0.2711016
0.0018040,0.2768009
0.0018860,0.2771593
0.0019680,0.2713120
0.0020500,0.2650393
0.0021320,0.2651379
0.0022140,0.2710939
0.0022960,0.2712934
0.0023780,0.2827262
0.0024600,0.2713747
0.0025420,0.2987779
0.0026240,0.3090360
0.0027060,0.3332846
0.0027880,0.3335929
0.0028700,0.3521580
0.0029520,0.3092309
0.0030340,0.2879649
0.0031160,0.3040177
0.0031980,0.3042819
0.0032800,0.2989091
0.0033620,0.2879959
0.0034440,0.3290584
0.0035260,0.3190448
0.0036080,0.2932332
0.0036900,0.2936176
0.0037720,0.2939306
0.0038540,0.2469502
0.0039360,0.2336430
0.0040180,0.2878586
0.0041000,0.2590361
0.0041820,0.2594194
0.0042640,0.2988240
0.0043460,0.3383161
0.0044280,0.3191453
0.0045100,0.2987137
0.0045920,0.2988793
0.0046740,0.3290927
0.0047560,0.3141732
0.0048380,0.3192943
0.0049200,0.3239981
0.0050020,0.3382730
0.0050840,0.3386881
0.0051660,0.3146098
0.0052480,0.3191944
0.0053300,0.2712725
0.0054120,0.2591594
0.0054940,0.2593848
0.0055760,0.2771789
0.0056580,0.2987505
0.0057400,0.2935780
0.0058220,0.2709684
0.0059040,0.2877964
0.0059860,0.2882916
0.0060680,0.2826654
0.0061500,0.2712950
0.0062320,0.3143496
0.0063140,0.3289181
0.0063960,0.3291763
0.0064780,0.3480056
0.0065600,0.3386060
0.0066420,0.3385212
0.0067240,0.2766337
0.0068060,0.3334861
0.0068880,0.3338088
0.0069700,0.3093009
0.0070520,0.2989485
0.0071340,0.2770635
0.0072160,0.2714077
0.0072980,0.2716713
0.0073800,0.2595158
0.0074620,0.2593718
0.0075440,0.2711057
0.0076260,0.2767961
0.0077080,0.3038776
0.0077900,0.3039113
0.0078720,0.3241767
0.0079540,0.3141426
0.0080360,0.2880281
0.0081180,0.2709100
0.0082000,0.3191425
0.0082820,0.3195258
0.0083640,0.3041620
0.0084460,0.3143834
0.0085280,0.3039469
0.0086100,0.2711274
0.0086920,0.2714331
0.0087740,0.2939114
0.0088560,0.2936805
0.0089380,0.2712792
0.0090200,0.2466836
0.0091020,0.2402872
0.0091840,0.2406367
0.0092660,0.2826066
0.0093480,0.2767492
0.0094300,0.2986104
0.0095120,0.2824826
0.0095940,0.2826629
0.0096760,0.3193313
0.0097580,0.3244020
0.0098400,0.3038357
0.0099220,0.2985986
0.0100040,0.2877207
0.0100860,0.2879720
0.0101680,0.2880878
0.0102500,0.2826169
0.0103320,0.2768258
0.0104140,0.2769058
0.0104960,0.2772130
0.0105780,0.2882720
0.0106600,0.2712852
0.0107420,0.2882101
0.0108240,0.2935762
0.0109060,0.2986169
0.0109880,0.2989714
0.0110700,0.3094374
0.0111520,0.3145804
0.0112340,0.2824412
0.0113160,0.2934313
0.0113980,0.2937967
0.0114800,0.2770323
0.0115620,0.3041964
0.0116440,0.2591937
0.0117260,0.2984116
0.0118080,0.2649859
0.0118900,0.2650628
0.0119720,0.2767817
0.0120540,0.2768695
0.0121360,0.2466633
0.0122180,0.2768718
0.0123000,0.2709852
0.0123820,0.2711584
0.0124640,0.2825462
0.0125460,0.2769470
0.0126280,0.2466218
0.0127100,0.2590840
0.0127920,0.2593316
0.0128740,0.2938209
0.0129560,0.2935197
0.0130380,0.3038362
0.0131200,0.3090237
0.0132020,0.2529583
0.0132840,0.2531775
0.0133660,0.2468372
0.0134480,0.2879447
0.0135300,0.2878749
0.0136120,0.3141507
0.0136940,0.3144526
0.0137760,0.2711453
0.0138580,0.2529371
0.0139400,0.2649160
0.0140220,0.2879229
0.0141040,0.2878262
0.0141860,0.2882713
0.0142680,0.2771348
0.0143500,0.2768449
0.0144320,0.2769400
0.0145140,0.3039794
0.0145960,0.3041647
0.0146780,0.3195268
0.0147600,0.3091022
0.0148420,0.2712549
0.0149240,0.3141564
0.0150060,0.2986722
0.0150880,0.2989854
0.0151700,0.2770759
0.0152520,0.2714682
0.0153340,0.2596654
0.0154160,0.2711059
0.0154980,0.2714924
0.0155800,0.2337692
0.0156620,0.2712054
0.0157440,0.2767667
0.0158260,0.2825662
0.0159080,0.3142914
0.0159900,0.3144509
0.0160720,0.2882432
0.0161540,0.2769090
0.0162360,0.3144468
0.0163180,0.2881463
0.0164000,0.3192462
0.0164820,0.3196471
0.0165640,0.3193886
0.0166460,0.3092662
0.0167280,0.3091351
0.0168100,0.2987994
0.0168920,0.2991632
0.0169740,0.2771389
0.0170560,0.3041372
0.0171380,0.2768568
0.0172200,0.3140508
0.0173020,0.3038868
0.0173840,0.3041801
0.0174660,0.2881690
0.0175480,0.3091334
0.0176300,0.2880784
0.0177120,0.2710456
0.0177940,0.2713442
0.0178760,0.2469389
0.0179580,0.2881733
0.0180400,0.3041439
0.0181220,0.3142696
0.0182040,0.3141299
0.0182860,0.3145052
0.0183680,0.3041681
0.0184500,0.3240657
0.0185320,0.3141290
0.0186140,0.3288403
0.0186960,0.3293934
0.0187780,0.3044118
0.0188600,0.2713909
0.0189420,0.2826047
0.0190240,0.2823858
0.0191060,0.2823784
0.0191880,0.2825337
0.0192700,0.3040029
0.0193520,0.2826161
0.0194340,0.2825921
0.0195160,0.3091620
0.0195980,0.3094138
0.0196800,0.3041955
0.0197620,0.3243648
0.0198440,0.2710007
0.0199260,0.2987951
0.0200080,0.2934142
0.0200900,0.2937572
0.0201720,0.3193975
0.0202540,0.3521195
0.0203360,0.3193000
0.0204180,0.2986438
0.0205000,0.2878033
0.0205820,0.2879716
0.0206640,0.3337377
0.0207460,0.2710749
0.0208280,0.2881756
0.0209100,0.2651125
0.0209920,0.2653923
0.0210740,0.2989201
0.0211560,0.2882628
0.0212380,0.2878016
0.0213200,0.2825770
0.0214020,0.2402331
0.0214840,0.2402800
0.0215660,0.2827963
0.0216480,0.2337667
0.0217300,0.2529878
0.0218120,0.2710589
0.0218940,0.2714872
0.0219760,0.2828643
0.0220580,0.3043589
0.0221400,0.2825871
0.0222220,0.2933543
0.0223040,0.3239513
0.0223860,0.3242933
0.0224680,0.2882918
0.0225500,0.2770706
0.0226320,0.2879740
0.0227140,0.2650557
0.0227960,0.2653873
0.0228780,0.2883080
0.0229600,0.2880631
0.0230420,0.2591043
0.0231240,0.2650581
0.0232060,0.2932151
0.0232880,0.2935012
0.0233700,0.3039045
0.0234520,0.3192943
0.0235340,0.3142971
0.0236160,0.3090359
0.0236980,0.3096664
0.0237800,0.2654647
0.0238620,0.2936225
0.0239440,0.2935537
0.0240260,0.2880890
0.0241080,0.3089717
0.0241900,0.3095193
0.0242720,0.2825771
0.0243540,0.2823335
0.0244360,0.2708075
0.0245180,0.2651754
0.0246000,0.2824764
