Time (ns),System after lsq fit to System
0.0009000,0.2311988
0.0009050,0.2312001
0.0009100,0.2312045
0.0009150,0.2312114
0.0009200,0.2312198
0.0009250,0.2312279
0.0009300,0.2312343
0.0009350,0.2312380
0.0009400,0.2312384
0.0009450,0.2312364
0.0009500,0.2312332
0.0009550,0.2312309
0.0009600,0.2312312
0.0009650,0.2312350
0.0009700,0.2312428
0.0009750,0.2312543
0.0009800,0.2312683
0.0009850,0.2312830
0.0009900,0.2312971
0.0009950,0.2313106
0.0010000,0.2436899
0.0010050,0.2436959
0.0010100,0.2437060
0.0010150,0.2437199
0.0010200,0.2437368
0.0010250,0.2437550
0.0010300,0.2437729
0.0010350,0.2437899
0.0010400,0.2438070
0.0010450,0.2438265
0.0010500,0.2438504
0.0010550,0.2438795
0.0010600,0.2439127
0.0010650,0.2439472
0.0010700,0.2439791
0.0010750,0.2440050
0.0010800,0.2440238
0.0010850,0.2440368
0.0010900,0.2440460
0.0010950,0.2440534
0.0011000,0.2473454
0.0011050,0.2473422
0.0011100,0.2473410
0.0011150,0.2473408
0.0011200,0.2473419
0.0011250,0.2473448
0.0011300,0.2473499
0.0011350,0.2473572
0.0011400,0.2473663
0.0011450,0.2473776
0.0011500,0.2473914
0.0011550,0.2474075
0.0011600,0.2474244
0.0011650,0.2474408
0.0011700,0.2474564
0.0011750,0.2474717
0.0011800,0.2474878
0.0011850,0.2475047
0.0011900,0.2475217
0.0011950,0.2475381
0.0012000,0.2364968
0.0012050,0.2365220
0.0012100,0.2365492
0.0012150,0.2365767
0.0012200,0.2366013
0.0012250,0.2366206
0.0012300,0.2366344
0.0012350,0.2366447
0.0012400,0.2366546
0.0012450,0.2366668
0.0012500,0.2366813
0.0012550,0.2366974
0.0012600,0.2367135
0.0012650,0.2367273
0.0012700,0.2367359
0.0012750,0.2367372
0.0012800,0.2367313
0.0012850,0.2367203
0.0012900,0.2367084
0.0012950,0.2367010
0.0013000,0.2161421
0.0013050,0.2161423
0.0013100,0.2161509
0.0013150,0.2161642
0.0013200,0.2161783
0.0013250,0.2161907
0.0013300,0.2162031
0.0013350,0.2162200
0.0013400,0.2162447
0.0013450,0.2162769
0.0013500,0.2163128
0.0013550,0.2163468
0.0013600,0.2163728
0.0013650,0.2163872
0.0013700,0.2163898
0.0013750,0.2163838
0.0013800,0.2163750
0.0013850,0.2163681
0.0013900,0.2163649
0.0013950,0.2163648
0.0014000,0.2105351
0.0014050,0.2105358
0.0014100,0.2105349
0.0014150,0.2105335
0.0014200,0.2105326
0.0014250,0.2105327
0.0014300,0.2105342
0.0014350,0.2105377
0.0014400,0.2105429
0.0014450,0.2105489
0.0014500,0.2105546
0.0014550,0.2105610
0.0014600,0.2105688
0.0014650,0.2105798
0.0014700,0.2105961
0.0014750,0.2106200
0.0014800,0.2106513
0.0014850,0.2106867
0.0014900,0.2107220
0.0014950,0.2107537
0.0015000,0.1970738
0.0015050,0.1970915
0.0015100,0.1971059
0.0015150,0.1971175
0.0015200,0.1971280
0.0015250,0.1971398
0.0015300,0.1971548
0.0015350,0.1971712
0.0015400,0.1971861
0.0015450,0.1971965
0.0015500,0.1972010
0.0015550,0.1972014
0.0015600,0.1972012
0.0015650,0.1972038
0.0015700,0.1972086
0.0015750,0.1972129
0.0015800,0.1972135
0.0015850,0.1972087
0.0015900,0.1971986
0.0015950,0.1971840
0.0016000,0.2161827
0.0016050,0.2161695
0.0016100,0.2161632
0.0016150,0.2161625
0.0016200,0.2161643
0.0016250,0.2161649
0.0016300,0.2161616
0.0016350,0.2161528
0.0016400,0.2161402
0.0016450,0.2161283
0.0016500,0.2161216
0.0016550,0.2161221
0.0016600,0.2161287
0.0016650,0.2161392
0.0016700,0.2161518
0.0016750,0.2161656
0.0016800,0.2161796
0.0016850,0.2161930
0.0016900,0.2162057
0.0016950,0.2162176
0.0017000,0.2235657
0.0017050,0.2235645
0.0017100,0.2235669
0.0017150,0.2235709
0.0017200,0.2235735
0.0017250,0.2235725
0.0017300,0.2235671
0.0017350,0.2235591
0.0017400,0.2235521
0.0017450,0.2235501
0.0017500,0.2235551
0.0017550,0.2235663
0.0017600,0.2235803
0.0017650,0.2235935
0.0017700,0.2236025
0.0017750,0.2236053
0.0017800,0.2236023
0.0017850,0.2235956
0.0017900,0.2235876
0.0017950,0.2235798
0.0018000,0.2320469
0.0018050,0.2320353
0.0018100,0.2320213
0.0018150,0.2320067
0.0018200,0.2319951
0.0018250,0.2319913
0.0018300,0.2319983
0.0018350,0.2320171
0.0018400,0.2320467
0.0018450,0.2320839
0.0018500,0.2321244
0.0018550,0.2321647
0.0018600,0.2322025
0.0018650,0.2322365
0.0018700,0.2322655
0.0018750,0.2322898
0.0018800,0.2323095
0.0018850,0.2323246
0.0018900,0.2323343
0.0018950,0.2323382
0.0019000,0.2018791
0.0019050,0.2018737
0.0019100,0.2018687
0.0019150,0.2018660
0.0019200,0.2018674
0.0019250,0.2018737
0.0019300,0.2018844
0.0019350,0.2018978
0.0019400,0.2019120
0.0019450,0.2019255
0.0019500,0.2019373
0.0019550,0.2019466
0.0019600,0.2019531
0.0019650,0.2019567
0.0019700,0.2019577
0.0019750,0.2019571
0.0019800,0.2019563
0.0019850,0.2019566
0.0019900,0.2019589
0.0019950,0.2019631
0.0020000,0.2196660
0.0020050,0.2196665
0.0020100,0.2196759
0.0020150,0.2196930
0.0020200,0.2197143
0.0020250,0.2197363
0.0020300,0.2197559
0.0020350,0.2197716
0.0020400,0.2197833
0.0020450,0.2197922
0.0020500,0.2198005
0.0020550,0.2198096
0.0020600,0.2198202
0.0020650,0.2198315
0.0020700,0.2198418
0.0020750,0.2198503
0.0020800,0.2198579
0.0020850,0.2198673
0.0020900,0.2198805
0.0020950,0.2198981
0.0021000,0.2122205
0.0021050,0.2122300
0.0021100,0.2122433
0.0021150,0.2122610
0.0021200,0.2122836
0.0021250,0.2123115
0.0021300,0.2123441
0.0021350,0.2123804
0.0021400,0.2124188
0.0021450,0.2124574
0.0021500,0.2124947
0.0021550,0.2125294
0.0021600,0.2125617
0.0021650,0.2125923
0.0021700,0.2126213
0.0021750,0.2126478
0.0021800,0.2126705
0.0021850,0.2126890
0.0021900,0.2127031
0.0021950,0.2127130
0.0022000,0.2131577
0.0022050,0.2131493
0.0022100,0.2131455
0.0022150,0.2131450
0.0022200,0.2131472
0.0022250,0.2131521
0.0022300,0.2131606
0.0022350,0.2131733
0.0022400,0.2131896
0.0022450,0.2132078
0.0022500,0.2132262
0.0022550,0.2132439
0.0022600,0.2132616
0.0022650,0.2132802
0.0022700,0.2133004
0.0022750,0.2133224
0.0022800,0.2133461
0.0022850,0.2133709
0.0022900,0.2133948
0.0022950,0.2134161
0.0023000,0.2038734
0.0023050,0.2038778
0.0023100,0.2038883
0.0023150,0.2039066
0.0023200,0.2039321
0.0023250,0.2039609
0.0023300,0.2039873
0.0023350,0.2040074
0.0023400,0.2040212
0.0023450,0.2040326
0.0023500,0.2040458
0.0023550,0.2040639
0.0023600,0.2040875
0.0023650,0.2041146
0.0023700,0.2041422
0.0023750,0.2041665
0.0023800,0.2041857
0.0023850,0.2041994
0.0023900,0.2042088
0.0023950,0.2042175
0.0024000,0.1655271
0.0024050,0.1655282
0.0024100,0.1655305
0.0024150,0.1655336
0.0024200,0.1655371
0.0024250,0.1655408
0.0024300,0.1655447
0.0024350,0.1655489
0.0024400,0.1655530
0.0024450,0.1655578
0.0024500,0.1655637
0.0024550,0.1655714
0.0024600,0.1655814
0.0024650,0.1655940
0.0024700,0.1656097
0.0024750,0.1656276
0.0024800,0.1656467
0.0024850,0.1656650
0.0024900,0.1656815
0.0024950,0.1656953
0.0025000,0.2222455
0.0025050,0.2222375
0.0025100,0.2222301
0.0025150,0.2222247
0.0025200,0.2222229
0.0025250,0.2222262
0.0025300,0.2222355
0.0025350,0.2222502
0.0025400,0.2222681
0.0025450,0.2222865
0.0025500,0.2223035
0.0025550,0.2223190
0.0025600,0.2223339
0.0025650,0.2223486
0.0025700,0.2223636
0.0025750,0.2223785
0.0025800,0.2223927
0.0025850,0.2224043
0.0025900,0.2224121
0.0025950,0.2224162
0.0026000,0.2530103
0.0026050,0.2530097
0.0026100,0.2530215
0.0026150,0.2530445
0.0026200,0.2530755
0.0026250,0.2531099
0.0026300,0.2531433
0.0026350,0.2531722
0.0026400,0.2531945
0.0026450,0.2532104
0.0026500,0.2532218
0.0026550,0.2532310
0.0026600,0.2532393
0.0026650,0.2532475
0.0026700,0.2532566
0.0026750,0.2532669
0.0026800,0.2532793
0.0026850,0.2532949
0.0026900,0.2533148
0.0026950,0.2533392
0.0027000,0.2198354
0.0027050,0.2198463
0.0027100,0.2198588
0.0027150,0.2198726
0.0027200,0.2198872
0.0027250,0.2199016
0.0027300,0.2199146
0.0027350,0.2199254
0.0027400,0.2199339
0.0027450,0.2199407
0.0027500,0.2199466
0.0027550,0.2199517
0.0027600,0.2199562
0.0027650,0.2199615
0.0027700,0.2199687
0.0027750,0.2199783
0.0027800,0.2199894
0.0027850,0.2200012
0.0027900,0.2200127
0.0027950,0.2200229
0.0028000,0.2199174
0.0028050,0.2199281
0.0028100,0.2199422
0.0028150,0.2199586
0.0028200,0.2199759
0.0028250,0.2199941
0.0028300,0.2200134
0.0028350,0.2200330
0.0028400,0.2200519
0.0028450,0.2200698
0.0028500,0.2200865
0.0028550,0.2201024
0.0028600,0.2201168
0.0028650,0.2201292
0.0028700,0.2201393
0.0028750,0.2201471
0.0028800,0.2201528
0.0028850,0.2201571
0.0028900,0.2201616
0.0028950,0.2201678
0.0029000,0.2334945
0.0029050,0.2334925
0.0029100,0.2334951
0.0029150,0.2335002
0.0029200,0.2335066
0.0029250,0.2335133
0.0029300,0.2335198
0.0029350,0.2335265
0.0029400,0.2335345
0.0029450,0.2335443
0.0029500,0.2335556
0.0029550,0.2335669
0.0029600,0.2335764
0.0029650,0.2335828
0.0029700,0.2335853
0.0029750,0.2335844
0.0029800,0.2335816
0.0029850,0.2335795
0.0029900,0.2335800
0.0029950,0.2335844
0.0030000,0.2058010
0.0030050,0.2057987
0.0030100,0.2057983
0.0030150,0.2058010
0.0030200,0.2058087
0.0030250,0.2058228
0.0030300,0.2058434
0.0030350,0.2058689
0.0030400,0.2058979
0.0030450,0.2059287
0.0030500,0.2059597
0.0030550,0.2059894
0.0030600,0.2060164
0.0030650,0.2060398
0.0030700,0.2060584
0.0030750,0.2060720
0.0030800,0.2060814
0.0030850,0.2060880
0.0030900,0.2060934
0.0030950,0.2060982
0.0031000,0.2092553
0.0031050,0.2092537
0.0031100,0.2092562
0.0031150,0.2092630
0.0031200,0.2092741
0.0031250,0.2092883
0.0031300,0.2093030
0.0031350,0.2093153
0.0031400,0.2093240
0.0031450,0.2093289
0.0031500,0.2093309
0.0031550,0.2093314
0.0031600,0.2093318
0.0031650,0.2093328
0.0031700,0.2093340
0.0031750,0.2093350
0.0031800,0.2093352
0.0031850,0.2093337
0.0031900,0.2093299
0.0031950,0.2093243
0.0032000,0.1885957
0.0032050,0.1885911
0.0032100,0.1885857
0.0032150,0.1885786
0.0032200,0.1885686
0.0032250,0.1885557
0.0032300,0.1885412
0.0032350,0.1885277
0.0032400,0.1885178
0.0032450,0.1885137
0.0032500,0.1885164
0.0032550,0.1885261
0.0032600,0.1885411
0.0032650,0.1885589
0.0032700,0.1885764
0.0032750,0.1885909
0.0032800,0.1886012
0.0032850,0.1886072
0.0032900,0.1886096
0.0032950,0.1886099
0.0033000,0.2051786
0.0033050,0.2051757
0.0033100,0.2051761
0.0033150,0.2051788
0.0033200,0.2051827
0.0033250,0.2051874
0.0033300,0.2051930
0.0033350,0.2051996
0.0033400,0.2052076
0.0033450,0.2052164
0.0033500,0.2052245
0.0033550,0.2052301
0.0033600,0.2052328
0.0033650,0.2052334
0.0033700,0.2052328
0.0033750,0.2052309
0.0033800,0.2052279
0.0033850,0.2052233
0.0033900,0.2052170
0.0033950,0.2052086
0.0034000,0.2121077
0.0034050,0.2121051
0.0034100,0.2121060
0.0034150,0.2121102
0.0034200,0.2121176
0.0034250,0.2121282
0.0034300,0.2121409
0.0034350,0.2121547
0.0034400,0.2121687
0.0034450,0.2121829
0.0034500,0.2121979
0.0034550,0.2122139
0.0034600,0.2122302
0.0034650,0.2122454
0.0034700,0.2122584
0.0034750,0.2122692
0.0034800,0.2122784
0.0034850,0.2122864
0.0034900,0.2122939
0.0034950,0.2123016
0.0035000,0.2056870
0.0035050,0.2056883
0.0035100,0.2056905
0.0035150,0.2056950
0.0035200,0.2057020
0.0035250,0.2057110
0.0035300,0.2057208
0.0035350,0.2057297
0.0035400,0.2057359
0.0035450,0.2057388
0.0035500,0.2057389
0.0035550,0.2057377
0.0035600,0.2057364
0.0035650,0.2057359
0.0035700,0.2057366
0.0035750,0.2057387
0.0035800,0.2057421
0.0035850,0.2057463
0.0035900,0.2057509
0.0035950,0.2057563
0.0036000,0.2255409
0.0036050,0.2255348
0.0036100,0.2255332
0.0036150,0.2255345
0.0036200,0.2255362
0.0036250,0.2255362
0.0036300,0.2255347
0.0036350,0.2255338
0.0036400,0.2255360
0.0036450,0.2255416
0.0036500,0.2255494
0.0036550,0.2255568
0.0036600,0.2255618
0.0036650,0.2255628
0.0036700,0.2255601
0.0036750,0.2255552
0.0036800,0.2255510
0.0036850,0.2255492
0.0036900,0.2255507
0.0036950,0.2255555
0.0037000,0.2042121
0.0037050,0.2042247
0.0037100,0.2042401
0.0037150,0.2042588
0.0037200,0.2042806
0.0037250,0.2043044
0.0037300,0.2043292
0.0037350,0.2043542
0.0037400,0.2043787
0.0037450,0.2044020
0.0037500,0.2044238
0.0037550,0.2044442
0.0037600,0.2044635
0.0037650,0.2044816
0.0037700,0.2044980
0.0037750,0.2045115
0.0037800,0.2045212
0.0037850,0.2045271
0.0037900,0.2045310
0.0037950,0.2045351
0.0038000,0.2016695
0.0038050,0.2016559
0.0038100,0.2016448
0.0038150,0.2016353
0.0038200,0.2016264
0.0038250,0.2016190
0.0038300,0.2016157
0.0038350,0.2016184
0.0038400,0.2016274
0.0038450,0.2016416
0.0038500,0.2016591
0.0038550,0.2016776
0.0038600,0.2016953
0.0038650,0.2017121
0.0038700,0.2017292
0.0038750,0.2017478
0.0038800,0.2017692
0.0038850,0.2017941
0.0038900,0.2018220
0.0038950,0.2018513
0.0039000,0.2172259
0.0039050,0.2172326
0.0039100,0.2172449
0.0039150,0.2172598
0.0039200,0.2172747
0.0039250,0.2172899
0.0039300,0.2173071
0.0039350,0.2173275
0.0039400,0.2173515
0.0039450,0.2173790
0.0039500,0.2174092
0.0039550,0.2174406
0.0039600,0.2174713
0.0039650,0.2175007
0.0039700,0.2175293
0.0039750,0.2175573
0.0039800,0.2175842
0.0039850,0.2176095
0.0039900,0.2176324
0.0039950,0.2176524
0.0040000,0.1961974
0.0040050,0.1961995
0.0040100,0.1962002
0.0040150,0.1962013
0.0040200,0.1962046
0.0040250,0.1962114
0.0040300,0.1962230
0.0040350,0.1962395
0.0040400,0.1962595
0.0040450,0.1962802
0.0040500,0.1962987
0.0040550,0.1963138
0.0040600,0.1963254
0.0040650,0.1963342
0.0040700,0.1963410
0.0040750,0.1963463
0.0040800,0.1963507
0.0040850,0.1963552
0.0040900,0.1963602
0.0040950,0.1963655
0.0041000,0.2369157
0.0041050,0.2369032
0.0041100,0.2368976
0.0041150,0.2368988
0.0041200,0.2369059
0.0041250,0.2369178
0.0041300,0.2369352
0.0041350,0.2369595
0.0041400,0.2369905
0.0041450,0.2370250
0.0041500,0.2370590
0.0041550,0.2370901
0.0041600,0.2371177
0.0041650,0.2371422
0.0041700,0.2371642
0.0041750,0.2371838
0.0041800,0.2372001
0.0041850,0.2372124
0.0041900,0.2372202
0.0041950,0.2372240
0.0042000,0.2153727
0.0042050,0.2153719
0.0042100,0.2153750
0.0042150,0.2153832
0.0042200,0.2153953
0.0042250,0.2154080
0.0042300,0.2154184
0.0042350,0.2154247
0.0042400,0.2154265
0.0042450,0.2154254
0.0042500,0.2154241
0.0042550,0.2154243
0.0042600,0.2154272
0.0042650,0.2154338
0.0042700,0.2154439
0.0042750,0.2154560
0.0042800,0.2154680
0.0042850,0.2154790
0.0042900,0.2154900
0.0042950,0.2155036
0.0043000,0.2128996
0.0043050,0.2129043
0.0043100,0.2129171
0.0043150,0.2129352
0.0043200,0.2129559
0.0043250,0.2129765
0.0043300,0.2129947
0.0043350,0.2130090
0.0043400,0.2130191
0.0043450,0.2130275
0.0043500,0.2130383
0.0043550,0.2130545
0.0043600,0.2130763
0.0043650,0.2130999
0.0043700,0.2131214
0.0043750,0.2131394
0.0043800,0.2131557
0.0043850,0.2131742
0.0043900,0.2131972
0.0043950,0.2132248
0.0044000,0.2351620
0.0044050,0.2351718
0.0044100,0.2351792
0.0044150,0.2351837
0.0044200,0.2351857
0.0044250,0.2351858
0.0044300,0.2351862
0.0044350,0.2351894
0.0044400,0.2351960
0.0044450,0.2352034
0.0044500,0.2352075
0.0044550,0.2352053
0.0044600,0.2351966
0.0044650,0.2351844
0.0044700,0.2351725
0.0044750,0.2351640
0.0044800,0.2351608
0.0044850,0.2351633
0.0044900,0.2351708
0.0044950,0.2351826
0.0045000,0.2236375
0.0045050,0.2236222
0.0045100,0.2236075
0.0045150,0.2235954
0.0045200,0.2235880
0.0045250,0.2235864
0.0045300,0.2235903
0.0045350,0.2235974
0.0045400,0.2236041
0.0045450,0.2236078
0.0045500,0.2236082
0.0045550,0.2236072
0.0045600,0.2236074
0.0045650,0.2236106
0.0045700,0.2236174
0.0045750,0.2236273
0.0045800,0.2236386
0.0045850,0.2236488
0.0045900,0.2236562
0.0045950,0.2236614
0.0046000,0.2166831
0.0046050,0.2166809
0.0046100,0.2166861
0.0046150,0.2166976
0.0046200,0.2167131
0.0046250,0.2167294
0.0046300,0.2167436
0.0046350,0.2167536
0.0046400,0.2167587
0.0046450,0.2167597
0.0046500,0.2167578
0.0046550,0.2167541
0.0046600,0.2167491
0.0046650,0.2167432
0.0046700,0.2167370
0.0046750,0.2167306
0.0046800,0.2167236
0.0046850,0.2167156
0.0046900,0.2167066
0.0046950,0.2166978
0.0047000,0.2409479
0.0047050,0.2409402
0.0047100,0.2409387
0.0047150,0.2409446
0.0047200,0.2409574
0.0047250,0.2409747
0.0047300,0.2409940
0.0047350,0.2410135
0.0047400,0.2410332
0.0047450,0.2410533
0.0047500,0.2410742
0.0047550,0.2410966
0.0047600,0.2411213
0.0047650,0.2411481
0.0047700,0.2411756
0.0047750,0.2412021
0.0047800,0.2412261
0.0047850,0.2412463
0.0047900,0.2412627
0.0047950,0.2412775
0.0048000,0.2173134
0.0048050,0.2173242
0.0048100,0.2173367
0.0048150,0.2173481
0.0048200,0.2173569
0.0048250,0.2173646
0.0048300,0.2173736
0.0048350,0.2173866
0.0048400,0.2174051
0.0048450,0.2174299
0.0048500,0.2174606
0.0048550,0.2174949
0.0048600,0.2175305
0.0048650,0.2175658
0.0048700,0.2176000
0.0048750,0.2176326
0.0048800,0.2176633
0.0048850,0.2176919
0.0048900,0.2177180
0.0048950,0.2177409
0.0049000,0.2020361
0.0049050,0.2020511
0.0049100,0.2020622
0.0049150,0.2020693
0.0049200,0.2020732
0.0049250,0.2020765
0.0049300,0.2020812
0.0049350,0.2020877
0.0049400,0.2020952
0.0049450,0.2021026
0.0049500,0.2021096
0.0049550,0.2021172
0.0049600,0.2021269
0.0049650,0.2021404
0.0049700,0.2021589
0.0049750,0.2021822
0.0049800,0.2022084
0.0049850,0.2022355
0.0049900,0.2022608
0.0049950,0.2022820
0.0050000,0.2371986
0.0050050,0.2372044
0.0050100,0.2372102
0.0050150,0.2372142
0.0050200,0.2372166
0.0050250,0.2372200
0.0050300,0.2372275
0.0050350,0.2372409
0.0050400,0.2372607
0.0050450,0.2372867
0.0050500,0.2373175
0.0050550,0.2373510
0.0050600,0.2373846
0.0050650,0.2374156
0.0050700,0.2374416
0.0050750,0.2374623
0.0050800,0.2374790
0.0050850,0.2374945
0.0050900,0.2375113
0.0050950,0.2375297
0.0051000,0.1964912
0.0051050,0.1964956
0.0051100,0.1964981
0.0051150,0.1964975
0.0051200,0.1964950
0.0051250,0.1964935
0.0051300,0.1964961
0.0051350,0.1965056
0.0051400,0.1965223
0.0051450,0.1965443
0.0051500,0.1965676
0.0051550,0.1965881
0.0051600,0.1966018
0.0051650,0.1966072
0.0051700,0.1966059
0.0051750,0.1966018
0.0051800,0.1965989
0.0051850,0.1966008
0.0051900,0.1966098
0.0051950,0.1966257
0.0052000,0.1742781
0.0052050,0.1742914
0.0052100,0.1743047
0.0052150,0.1743153
0.0052200,0.1743215
0.0052250,0.1743221
0.0052300,0.1743168
0.0052350,0.1743054
0.0052400,0.1742883
0.0052450,0.1742667
0.0052500,0.1742426
0.0052550,0.1742178
0.0052600,0.1741947
0.0052650,0.1741760
0.0052700,0.1741646
0.0052750,0.1741617
0.0052800,0.1741663
0.0052850,0.1741760
0.0052900,0.1741886
0.0052950,0.1742024
0.0053000,0.2463661
0.0053050,0.2463633
0.0053100,0.2463646
0.0053150,0.2463709
0.0053200,0.2463815
0.0053250,0.2463946
0.0053300,0.2464082
0.0053350,0.2464218
0.0053400,0.2464356
0.0053450,0.2464506
0.0053500,0.2464672
0.0053550,0.2464861
0.0053600,0.2465084
0.0053650,0.2465344
0.0053700,0.2465628
0.0053750,0.2465911
0.0053800,0.2466172
0.0053850,0.2466400
0.0053900,0.2466594
0.0053950,0.2466765
0.0054000,0.2388741
0.0054050,0.2389001
0.0054100,0.2389257
0.0054150,0.2389490
0.0054200,0.2389687
0.0054250,0.2389854
0.0054300,0.2390009
0.0054350,0.2390170
0.0054400,0.2390339
0.0054450,0.2390512
0.0054500,0.2390689
0.0054550,0.2390872
0.0054600,0.2391060
0.0054650,0.2391251
0.0054700,0.2391441
0.0054750,0.2391635
0.0054800,0.2391832
0.0054850,0.2392029
0.0054900,0.2392218
0.0054950,0.2392393
0.0055000,0.2505073
0.0055050,0.2505063
0.0055100,0.2505094
0.0055150,0.2505180
0.0055200,0.2505303
0.0055250,0.2505423
0.0055300,0.2505501
0.0055350,0.2505519
0.0055400,0.2505493
0.0055450,0.2505462
0.0055500,0.2505464
0.0055550,0.2505527
0.0055600,0.2505672
0.0055650,0.2505915
0.0055700,0.2506258
0.0055750,0.2506680
0.0055800,0.2507122
0.0055850,0.2507522
0.0055900,0.2507852
0.0055950,0.2508132
0.0056000,0.2330473
0.0056050,0.2330433
0.0056100,0.2330492
0.0056150,0.2330657
0.0056200,0.2330907
0.0056250,0.2331195
0.0056300,0.2331466
0.0056350,0.2331687
0.0056400,0.2331879
0.0056450,0.2332096
0.0056500,0.2332386
0.0056550,0.2332754
0.0056600,0.2333157
0.0056650,0.2333534
0.0056700,0.2333843
0.0056750,0.2334076
0.0056800,0.2334245
0.0056850,0.2334367
0.0056900,0.2334448
0.0056950,0.2334492
0.0057000,0.2210848
0.0057050,0.2210778
0.0057100,0.2210745
0.0057150,0.2210754
0.0057200,0.2210788
0.0057250,0.2210831
0.0057300,0.2210896
0.0057350,0.2211011
0.0057400,0.2211189
0.0057450,0.2211421
0.0057500,0.2211695
0.0057550,0.2211999
0.0057600,0.2212311
0.0057650,0.2212605
0.0057700,0.2212852
0.0057750,0.2213037
0.0057800,0.2213163
0.0057850,0.2213246
0.0057900,0.2213317
0.0057950,0.2213395
0.0058000,0.2333360
0.0058050,0.2333392
0.0058100,0.2333461
0.0058150,0.2333561
