E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,11.3994,0,11.3994
1.33426,11.4835,0.0848102,11.3987
2.66851,11.601,0.204404,11.3966
4.00277,11.7159,0.322873,11.393
5.33703,11.915,0.526864,11.3881
6.67128,12.2709,0.889048,11.3818
8.00554,12.4613,1.08716,11.3741
9.33979,13.1366,1.77157,11.365
10.6741,20.0222,8.6676,11.3546
12.0083,13.4664,2.12367,11.3427
13.3426,15.287,3.95748,11.3295
14.6768,17.2644,5.94945,11.315
16.0111,21.8074,10.5084,11.299
17.3453,23.792,12.5102,11.2818
18.6796,25.8801,14.6169,11.2633
20.0138,34.4776,23.2342,11.2434
21.3481,39.6805,28.4583,11.2222
22.6824,49.7449,38.5451,11.1998
24.0166,53.2292,42.0531,11.1761
25.3509,65.5894,54.4382,11.1512
26.6851,58.6912,47.5662,11.125
28.0194,77.8452,66.7476,11.0976
29.3536,94.8213,83.7522,11.069
30.6879,90.7737,79.7344,11.0393
32.0222,91.6461,80.6377,11.0084
33.3564,90.5382,79.5618,10.9764
34.6907,98.7131,87.7699,10.9432
36.0249,102.96,92.0509,10.909
37.3592,96.3497,85.476,10.8737
38.6934,97.6122,86.7748,10.8374
40.0277,91.0915,80.2915,10.8
41.3619,89.1337,78.372,10.7617
42.6962,88.273,77.5506,10.7224
44.0305,81.1925,70.5104,10.6821
45.3647,82.2454,71.6045,10.6409
46.699,80.7362,70.1374,10.5988
48.0332,87.1762,76.6203,10.5559
49.3675,82.4702,71.9582,10.512
50.7017,84.4724,74.005,10.4674
52.036,71.7177,61.2958,10.422
53.3703,78.8178,68.442,10.3758
54.7045,77.9443,67.6155,10.3288
56.0388,75.7921,65.511,10.2811
57.373,73.0964,62.8636,10.2328
58.7073,76.371,66.1873,10.1837
60.0415,72.8642,62.7301,10.134
61.3758,72.8939,62.8102,10.0837
62.71,75.7348,65.702,10.0329
64.0443,73.021,63.0396,9.98139
65.3786,70.8155,60.8861,9.92939
66.7128,80.2426,70.3657,9.87688
68.0471,76.3143,66.4904,9.82387
69.3813,75.633,65.8626,9.7704
70.7156,73.9336,64.2172,9.71648
72.0498,77.7496,68.0874,9.66214
73.3841,74.4359,64.8284,9.60741
74.7184,75.1985,65.6462,9.55231
76.0526,78.6649,69.168,9.49687
77.3869,77.3051,67.864,9.4411
78.7211,74.6655,65.2804,9.38502
80.0554,76.8778,67.5491,9.32867
81.3896,76.3584,67.0864,9.27206
82.7239,72.0058,62.7906,9.21521
84.0582,77.1756,68.0174,9.15815
85.3924,71.9339,62.833,9.1009
86.7267,72.5913,63.5478,9.04347
88.0609,72.2905,63.3046,8.98589
89.3952,73.0006,64.0724,8.92817
90.7294,70.4383,61.5679,8.87034
92.0637,73.1874,64.375,8.81242
93.3979,69.9907,61.2363,8.75441
94.7322,72.9879,64.2915,8.69635
96.0665,70.5396,61.9013,8.63825
97.4007,70.1633,61.5832,8.58012
98.735,69.2977,60.7757,8.52198
100.069,67.5847,59.1208,8.46385
101.403,70.218,61.8122,8.40574
102.738,69.9115,61.5639,8.34767
104.072,70.1533,61.8636,8.28965
105.406,68.4556,60.2239,8.23171
106.741,68.3447,60.1708,8.17384
108.075,68.6039,60.4879,8.11607
109.409,70.7491,62.6907,8.0584
110.743,70.2405,62.2396,8.00086
112.078,70.2979,62.3544,7.94345
113.412,70.544,62.6578,7.88619
114.746,70.5786,62.7495,7.82908
116.08,71.9026,64.1305,7.77214
117.415,70.437,62.7216,7.71538
118.749,71.3405,63.6817,7.65881
120.083,72.2207,64.6182,7.60244
121.417,69.0079,61.4616,7.54627
122.752,69.9269,62.4366,7.49032
124.086,70.5532,63.1186,7.4346
125.42,69.522,62.1429,7.37911
126.754,69.0651,61.7412,7.32386
128.089,70.0946,62.8257,7.26886
129.423,68.4078,61.1937,7.21412
130.757,68.3744,61.2147,7.15964
132.091,68.9134,61.8079,7.10543
133.426,67.5571,60.5056,7.0515
134.76,66.0736,59.0758,6.99785
136.094,71.0934,64.1489,6.94449
137.428,69.1264,62.235,6.89142
138.763,67.7768,60.9382,6.83866
140.097,68.389,61.6028,6.78619
141.431,68.1769,61.4429,6.73404
142.765,68.3001,61.6179,6.6822
144.1,70.3428,63.7121,6.63067
145.434,68.8432,62.2637,6.57946
146.768,68.1303,61.6018,6.52858
148.102,69.3022,62.8242,6.47803
149.437,71.7945,65.3668,6.4278
150.771,75.4542,69.0763,6.37791
152.105,72.1817,65.8533,6.32835
153.439,73.3121,67.033,6.27913
