E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,10.225,0,10.225
1.33426,10.2391,0.015199,10.2239
2.66851,10.2759,0.0551949,10.2207
4.00277,10.2984,0.0828839,10.2155
5.33703,10.3675,0.159298,10.2082
6.67128,10.4574,0.258691,10.1987
8.00554,10.6139,0.426682,10.1872
9.33979,10.9557,0.78199,10.1737
10.6741,16.7709,6.6128,10.1581
12.0083,12.4912,2.35073,10.1405
13.3426,11.3503,1.22942,10.1209
14.6768,11.9403,1.84102,10.0993
16.0111,16.174,6.09828,10.0758
17.3453,22.9483,12.898,10.0503
18.6796,18.9321,8.9091,10.023
20.0138,27.4514,17.4577,9.99375
21.3481,33.3961,23.4334,9.96272
22.6824,39.9222,29.9923,9.92989
24.0166,42.4239,32.5286,9.89531
25.3509,56.9698,47.1108,9.85901
26.6851,53.5362,43.7152,9.82104
28.0194,73.9781,64.1966,9.78143
29.3536,86.3164,76.5761,9.74023
30.6879,75.8843,66.1869,9.69749
32.0222,77.4212,67.7679,9.65325
33.3564,87.131,77.5234,9.60755
34.6907,89.4607,79.9003,9.56045
36.0249,74.915,65.403,9.51198
37.3592,82.2819,72.8197,9.4622
38.6934,82.2153,72.8041,9.41116
40.0277,67.086,57.7271,9.3589
41.3619,79.9936,70.6882,9.30548
42.6962,63.3046,54.0537,9.25095
44.0305,62.954,53.7586,9.19535
45.3647,55.4013,46.2626,9.13873
46.699,55.1396,46.0585,9.08115
48.0332,62.9842,53.9616,9.02265
49.3675,62.2808,53.3175,8.96328
50.7017,65.5497,56.6466,8.9031
52.036,60.746,51.9039,8.84215
53.3703,57.4738,48.6933,8.78047
54.7045,54.7004,45.9823,8.71812
56.0388,62.0577,53.4025,8.65514
57.373,56.8511,48.2596,8.59158
58.7073,58.4046,49.8771,8.52749
60.0415,57.0437,48.5808,8.4629
61.3758,58.4467,50.0489,8.39787
62.71,60.9642,52.6318,8.33243
64.0443,64.5653,56.2986,8.26663
65.3786,64.8842,56.6837,8.2005
66.7128,64.7012,56.5671,8.1341
68.0471,59.5486,51.4811,8.06745
69.3813,63.1583,55.1577,8.0006
70.7156,60.1069,52.1733,7.93358
72.0498,62.0189,54.1524,7.86643
73.3841,61.3626,53.5634,7.79919
74.7184,61.6686,53.9368,7.73188
76.0526,64.4813,56.8167,7.66454
77.3869,65.126,57.5288,7.5972
78.7211,67.1099,59.58,7.5299
80.0554,69.1656,61.7029,7.46266
81.3896,61.486,54.0905,7.3955
82.7239,65.2289,57.9004,7.32847
84.0582,64.3754,57.1138,7.26158
85.3924,66.499,59.3041,7.19486
86.7267,69.05,61.9217,7.12833
88.0609,63.8212,56.7591,7.06201
89.3952,62.4339,55.438,6.99594
