Time (ns),Water after lsq fit to Water
0.0000000,0.0000000
0.0000820,0.0244462
0.0001640,0.3403596
0.0002460,0.5891474
0.0003280,0.2432767
0.0004100,0.4171671
0.0004920,0.4170244
0.0005740,0.4813229
0.0006560,0.4159998
0.0007380,0.4800981
0.0008200,0.4801640
0.0009020,0.5870108
0.0009840,0.5872292
0.0010660,0.4162542
0.0011480,0.4160332
0.0012300,0.4805646
0.0013120,0.5364890
0.0013940,0.5380272
0.0014760,0.4173347
0.0015580,0.3416956
0.0016400,0.4162158
0.0017220,0.5358884
0.0018040,0.5351342
0.0018860,0.5354735
0.0019680,0.4165769
0.0020500,0.4160692
0.0021320,0.4803369
0.0022140,0.5366612
0.0022960,0.5365493
0.0023780,0.4804746
0.0024600,0.4164559
0.0025420,0.4807840
0.0026240,0.4162707
0.0027060,0.4788942
0.0027880,0.4795978
0.0028700,0.4812782
0.0029520,0.3414677
0.0030340,0.4798262
0.0031160,0.4164201
0.0031980,0.4162126
0.0032800,0.5373407
0.0033620,0.4794820
0.0034440,0.4800219
0.0035260,0.4164500
0.0036080,0.4807795
0.0036900,0.4812595
0.0037720,0.4162662
0.0038540,0.5365538
0.0039360,0.4795848
0.0040180,0.4802375
0.0041000,0.4798336
0.0041820,0.4806962
0.0042640,0.4176560
0.0043460,0.2428932
0.0044280,0.3406310
0.0045100,0.3408989
0.0045920,0.3407259
0.0046740,0.5355916
0.0047560,0.5358925
0.0048380,0.4797086
0.0049200,0.4162859
0.0050020,0.3408800
0.0050840,0.3419636
0.0051660,0.4172190
0.0052480,0.4168218
0.0053300,0.5359950
0.0054120,0.6337550
0.0054940,0.6339532
0.0055760,0.4797080
0.0056580,0.3393864
0.0057400,0.4793406
0.0058220,0.4799374
0.0059040,0.3412240
0.0059860,0.3415674
0.0060680,0.3412510
0.0061500,0.4163204
0.0062320,0.4799771
0.0063140,0.5369441
0.0063960,0.5374660
0.0064780,0.4808283
0.0065600,0.3413733
0.0066420,0.4803481
0.0067240,0.4154626
0.0068060,0.4798810
0.0068880,0.4796441
0.0069700,0.5358898
0.0070520,0.5872880
0.0071340,0.5372656
0.0072160,0.4803859
0.0072980,0.4814132
0.0073800,0.3410541
0.0074620,0.4163266
0.0075440,0.4160169
0.0076260,0.4162428
0.0077080,0.3394814
0.0077900,0.3404067
0.0078720,0.3401504
0.0079540,0.5868283
0.0080360,0.5876528
0.0081180,0.5371909
0.0082000,0.4799125
0.0082820,0.4806856
0.0083640,0.4803310
0.0084460,0.5874250
0.0085280,0.5879127
0.0086100,0.5365209
0.0086920,0.5381120
0.0087740,0.3414524
0.0088560,0.3417851
0.0089380,0.4163958
0.0090200,0.5367320
0.0091020,0.5364318
0.0091840,0.5370896
0.0092660,0.4805576
0.0093480,0.4808945
0.0094300,0.4158157
0.0095120,0.5870865
0.0095940,0.5874087
0.0096760,0.5375974
0.0097580,0.4170989
0.0098400,0.4159286
0.0099220,0.4159082
0.0100040,0.4168133
0.0100860,0.4168386
0.0101680,0.5361429
0.0102500,0.5361039
0.0103320,0.4800296
0.0104140,0.4806189
0.0104960,0.4806337
0.0105780,0.4810587
0.0106600,0.5372353
0.0107420,0.4802620
0.0108240,0.3413087
0.0109060,0.3414162
0.0109880,0.3408113
0.0110700,0.4160903
0.0111520,0.4162582
0.0112340,0.5371179
0.0113160,0.5362319
0.0113980,0.5378396
0.0114800,0.3416881
0.0115620,0.5377848
0.0116440,0.5878744
0.0117260,0.4803444
0.0118080,0.4798165
0.0118900,0.4786953
0.0119720,0.5352060
0.0120540,0.5356729
0.0121360,0.4812864
0.0122180,0.4176601
0.0123000,0.4170884
0.0123820,0.4161142
0.0124640,0.4799307
0.0125460,0.5361301
0.0126280,0.4812937
0.0127100,0.4169449
0.0127920,0.4169852
0.0128740,0.4807127
0.0129560,0.5366815
0.0130380,0.5372743
0.0131200,0.3406883
0.0132020,0.5356487
0.0132840,0.5369584
0.0133660,0.4157511
0.0134480,0.4809608
0.0135300,0.3407999
0.0136120,0.4168046
0.0136940,0.4162232
0.0137760,0.4804196
0.0138580,0.5879204
0.0139400,0.4810295
0.0140220,0.3413516
0.0141040,0.4168495
0.0141860,0.4163997
0.0142680,0.4804585
0.0143500,0.4808773
0.0144320,0.5366291
0.0145140,0.4152813
0.0145960,0.4146618
0.0146780,0.4151976
0.0147600,0.5367547
0.0148420,0.4165425
0.0149240,0.4802437
0.0150060,0.4169479
0.0150880,0.4174122
0.0151700,0.4813809
0.0152520,0.4796490
0.0153340,0.4156257
0.0154160,0.5870084
0.0154980,0.5884869
0.0155800,0.4803357
0.0156620,0.5880726
0.0157440,0.4817722
0.0158260,0.3407094
0.0159080,0.3413761
0.0159900,0.3411530
0.0160720,0.4173635
0.0161540,0.4171147
0.0162360,0.4806987
0.0163180,0.4161302
0.0164000,0.5362795
0.0164820,0.5367909
0.0165640,0.5360504
0.0166460,0.5357862
0.0167280,0.5357490
0.0168100,0.4804144
0.0168920,0.4813455
0.0169740,0.5378353
0.0170560,0.2418258
0.0171380,0.5362166
0.0172200,0.5865915
0.0173020,0.5358162
0.0173840,0.5368684
0.0174660,0.3401140
0.0175480,0.4805569
0.0176300,0.4798784
0.0177120,0.4167794
0.0177940,0.4175480
0.0178760,0.3394101
0.0179580,0.4153331
0.0180400,0.4792659
0.0181220,0.4793932
0.0182040,0.4801259
0.0182860,0.4795114
0.0183680,0.5875608
0.0184500,0.3407714
0.0185320,0.4811677
0.0186140,0.3413025
0.0186960,0.3412239
0.0187780,0.5881139
0.0188600,0.4791297
0.0189420,0.5866745
0.0190240,0.4801939
0.0191060,0.5361667
0.0191880,0.5374905
0.0192700,0.3411033
0.0193520,0.4804239
0.0194340,0.4160192
0.0195160,0.4797272
0.0195980,0.4795569
0.0196800,0.4799410
0.0197620,0.4165652
0.0198440,0.4805054
0.0199260,0.4167966
0.0200080,0.4163933
0.0200900,0.4160602
0.0201720,0.5346016
0.0202540,0.5880595
0.0203360,0.5371356
0.0204180,0.4177099
0.0205000,0.4172431
0.0205820,0.4169862
0.0206640,0.5376338
0.0207460,0.4154748
0.0208280,0.4155982
0.0209100,0.4793834
0.0209920,0.4793500
0.0210740,0.4800744
0.0211560,0.5372083
0.0212380,0.4809812
0.0213200,0.3419432
0.0214020,0.4167721
0.0214840,0.4166333
0.0215660,0.4785643
0.0216480,0.4155858
0.0217300,0.4789658
0.0218120,0.4154890
0.0218940,0.4162546
0.0219760,0.4817442
0.0220580,0.5374573
0.0221400,0.4173170
0.0222220,0.4170136
0.0223040,0.4805299
0.0223860,0.4802800
0.0224680,0.4805870
0.0225500,0.5365634
0.0226320,0.5357546
0.0227140,0.4166602
0.0227960,0.4174811
0.0228780,0.2421254
0.0229600,0.4166068
0.0230420,0.4155543
0.0231240,0.4802745
0.0232060,0.5361135
0.0232880,0.5369580
0.0233700,0.4807662
0.0234520,0.5373761
0.0235340,0.4808348
0.0236160,0.5373041
0.0236980,0.5376261
0.0237800,0.4175035
0.0238620,0.3408878
0.0239440,0.3400873
0.0240260,0.4160551
0.0241080,0.4799349
0.0241900,0.4798151
0.0242720,0.5880760
0.0243540,0.5370844
0.0244360,0.3405104
0.0245180,0.4800759
0.0246000,0.4807418
0.0246820,0.4811434
0.0247640,0.4805181
0.0248460,0.5371157
0.0249280,0.4803047
0.0250100,0.3402723
0.0250920,0.3396914
0.0251740,0.3400368
0.0252560,0.5366776
0.0253380,0.4163855
0.0254200,0.4176738
0.0255020,0.3414171
0.0255840,0.3420700
0.0256660,0.4167672
0.0257480,0.4165816
0.0258300,0.4805549
0.0259120,0.6340512
0.0259940,0.6346112
0.0260760,0.5872157
0.0261580,0.4806255
0.0262400,0.4164242
0.0263220,0.3400078
0.0264040,0.4132668
0.0264860,0.4141267
0.0265680,0.5340144
0.0266500,0.5869733
0.0267320,0.5873620
0.0268140,0.4805977
0.0268960,0.4816140
0.0269780,0.3413404
0.0270600,0.3410850
0.0271420,0.4804309
0.0272240,0.4802020
0.0273060,0.5361452
0.0273880,0.5366445
0.0274700,0.5358165
0.0275520,0.4163819
0.0276340,0.4166454
0.0277160,0.4802714
0.0277980,0.4814368
