E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,37.2917,0,37.2917
0.162714,36.6465,-0.644711,37.2912
0.325428,37.9832,0.693614,37.2896
0.488143,36.488,-0.798955,37.287
0.650857,37.0367,-0.246547,37.2833
0.813571,38.6133,1.33471,37.2785
0.976285,37.6134,0.340626,37.2727
1.139,37.4495,0.183624,37.2659
1.30171,37.6062,0.348144,37.258
1.46443,36.4907,-0.75835,37.2491
1.62714,38.7533,1.51421,37.2391
1.78986,37.7033,0.47523,37.228
1.95257,37.809,0.593019,37.216
2.11528,37.7997,0.596816,37.2028
2.278,38.3469,1.15826,37.1887
2.44071,37.6465,0.472995,37.1735
2.60343,37.3825,0.225265,37.1573
2.76614,37.8764,0.736379,37.14
2.92886,37.8109,0.689221,37.1217
3.09157,38.8435,1.74116,37.1024
3.25428,38.4881,1.40606,37.0821
3.417,38.8378,1.77712,37.0607
3.57971,37.8541,0.815814,37.0383
3.74243,37.5339,0.518923,37.0149
3.90514,38.8223,1.83173,36.9905
4.06785,37.8155,0.850351,36.9652
4.23057,38.1085,1.16977,36.9388
4.39328,38.2027,1.29137,36.9114
4.556,38.5635,1.68054,36.883
4.71871,37.6658,0.812207,36.8536
4.88143,38.1167,1.29341,36.8233
5.04414,38.6487,1.85674,36.7919
5.20685,37.8575,1.09787,36.7597
5.36957,39.9107,3.18431,36.7264
5.53228,37.5858,0.893647,36.6922
5.695,39.3764,2.71937,36.657
5.85771,37.6289,1.00805,36.6209
6.02043,39.6443,3.06051,36.5838
6.18314,37.0112,0.465458,36.5458
6.34585,38.3011,1.79426,36.5068
6.50857,38.0433,1.57634,36.467
6.67128,38.3498,1.92356,36.4262
6.834,37.9649,1.5804,36.3845
6.99671,37.7171,1.37515,36.3419
7.15942,37.7321,1.43367,36.2984
7.32214,37.6113,1.3573,36.254
7.48485,38.086,1.87722,36.2087
7.64757,37.8101,1.64756,36.1626
7.81028,39.446,3.33049,36.1155
7.973,36.7321,0.664448,36.0677
8.13571,37.9345,1.91559,36.0189
8.29842,37.3012,1.33189,35.9693
8.46114,38.9841,3.0652,35.9189
8.62385,37.7114,1.84384,35.8676
8.78657,38.472,2.65649,35.8155
8.94928,37.6375,1.87493,35.7626
9.11199,38.4129,2.70404,35.7088
9.27471,38.1049,2.45058,35.6543
