Fe3O4 nanoparticle r=4.000000

25578 atoms

3 atom types

0 81.870750 xlo xhi
0 79.858829 ylo yhi
0 81.870750 zlo zhi

Masses

1  55.845000
2  55.845000
3  15.999400

Atoms

1       1 1  1.530    8.3533   23.1354   33.5443
2       1 1  1.530    8.3533   23.1354   41.9413
3       1 1  1.530    8.3533   23.1354   50.3383
4       1 1  1.530    8.3533   31.5324   25.1473
5       1 1  1.530    8.3533   31.5324   33.5443
6       1 1  1.530    8.3533   31.5324   41.9413
7       1 1  1.530    8.3533   31.5324   50.3383
8       1 1  1.530    8.3533   31.5324   58.7353
9       1 1  1.530    8.3533   39.9294   25.1473
10      1 1  1.530    8.3533   39.9294   33.5443
11      1 1  1.530    8.3533   39.9294   41.9413
12      1 1  1.530    8.3533   39.9294   50.3383
13      1 1  1.530    8.3533   39.9294   58.7353
14      1 1  1.530    8.3533   48.3264   25.1473
15      1 1  1.530    8.3533   48.3264   33.5443
16      1 1  1.530    8.3533   48.3264   41.9413
17      1 1  1.530    8.3533   48.3264   50.3383
18      1 1  1.530    8.3533   48.3264   58.7353
19      1 1  1.530    8.3533   56.7234   33.5443
20      1 1  1.530    8.3533   56.7234   41.9413
21      1 1  1.530    8.3533   56.7234   50.3383
22      1 1  1.530   16.7503   14.7384   25.1473
23      1 1  1.530   16.7503   14.7384   33.5443
24      1 1  1.530   16.7503   14.7384   41.9413
25      1 1  1.530   16.7503   14.7384   50.3383
26      1 1  1.530   16.7503   14.7384   58.7353
27      1 1  1.530   16.7503   23.1354   16.7503
28      1 1  1.530   16.7503   23.1354   25.1473
29      1 1  1.530   16.7503   23.1354   33.5443
30      1 1  1.530   16.7503   23.1354   41.9413
31      1 1  1.530   16.7503   23.1354   50.3383
32      1 1  1.530   16.7503   23.1354   58.7353
33      1 1  1.530   16.7503   23.1354   67.1323
34      1 1  1.530   16.7503   31.5324   16.7503
35      1 1  1.530   16.7503   31.5324   25.1473
36      1 1  1.530   16.7503   31.5324   33.5443
37      1 1  1.530   16.7503   31.5324   41.9413
38      1 1  1.530   16.7503   31.5324   50.3383
39      1 1  1.530   16.7503   31.5324   58.7353
40      1 1  1.530   16.7503   31.5324   67.1323
41      1 1  1.530   16.7503   39.9294   16.7503
42      1 1  1.530   16.7503   39.9294   25.1473
43      1 1  1.530   16.7503   39.9294   33.5443
44      1 1  1.530   16.7503   39.9294   41.9413
45      1 1  1.530   16.7503   39.9294   50.3383
46      1 1  1.530   16.7503   39.9294   58.7353
47      1 1  1.530   16.7503   39.9294   67.1323
