Time (ns),non-Water after lsq fit to non-Water
0.0000000,0.0000000
0.0000820,0.0154839
0.0001640,0.3289001
0.0002460,0.3984973
0.0003280,0.4023631
0.0004100,0.4327329
0.0004920,0.4330900
0.0005740,0.4363407
0.0006560,0.4327234
0.0007380,0.4540876
0.0008200,0.4176859
0.0009020,0.4140004
0.0009840,0.4142328
0.0010660,0.3821610
0.0011480,0.3904289
0.0012300,0.4100864
0.0013120,0.3903170
0.0013940,0.3905560
0.0014760,0.3984820
0.0015580,0.4471430
0.0016400,0.4363489
0.0017220,0.4139740
0.0018040,0.4253083
0.0018860,0.4255136
0.0019680,0.4105011
0.0020500,0.3945522
0.0021320,0.4290445
0.0022140,0.4214549
0.0022960,0.4217830
0.0023780,0.4179893
0.0024600,0.3903659
0.0025420,0.3821633
0.0026240,0.3943527
0.0027060,0.3862573
0.0027880,0.3865000
0.0028700,0.3944353
0.0029520,0.4178592
0.0030340,0.4215669
0.0031160,0.4214311
0.0031980,0.4217573
0.0032800,0.4064819
0.0033620,0.4217141
0.0034440,0.3863527
0.0035260,0.3983160
0.0036080,0.3943349
0.0036900,0.3945948
0.0037720,0.4103541
0.0038540,0.4141483
0.0039360,0.4290363
0.0040180,0.4022713
0.0041000,0.4287770
0.0041820,0.4291537
0.0042640,0.3944499
0.0043460,0.3985441
0.0044280,0.4139509
0.0045100,0.3983271
0.0045920,0.3986339
0.0046740,0.3985244
0.0047560,0.4101015
0.0048380,0.4100672
0.0049200,0.4176423
0.0050020,0.4060689
0.0050840,0.4063717
0.0051660,0.4102563
0.0052480,0.4103389
0.0053300,0.4062529
0.0054120,0.4023153
0.0054940,0.4024619
0.0055760,0.4329076
0.0056580,0.4215967
0.0057400,0.4139640
0.0058220,0.3863346
0.0059040,0.3653400
0.0059860,0.3656597
0.0060680,0.3385631
0.0061500,0.3652624
0.0062320,0.4176421
0.0063140,0.4251760
0.0063960,0.4253258
0.0064780,0.4436131
0.0065600,0.4400869
0.0066420,0.4177383
0.0067240,0.4062458
0.0068060,0.3472633
0.0068880,0.3476069
0.0069700,0.3983412
0.0070520,0.4023929
0.0071340,0.4178687
0.0072160,0.4101368
0.0072980,0.4104348
0.0073800,0.4026504
0.0074620,0.4253174
0.0075440,0.4024161
0.0076260,0.4023533
0.0077080,0.3779590
0.0077900,0.3780792
0.0078720,0.4025249
0.0079540,0.3781566
0.0080360,0.3778945
0.0081180,0.4214080
0.0082000,0.3902264
0.0082820,0.3905605
0.0083640,0.4063576
0.0084460,0.3983616
0.0085280,0.3780287
0.0086100,0.4251685
0.0086920,0.4254662
0.0087740,0.4545180
0.0088560,0.4252922
0.0089380,0.4362809
0.0090200,0.4215349
0.0091020,0.4289243
0.0091840,0.4291964
0.0092660,0.4328481
0.0093480,0.3985227
0.0094300,0.3943207
0.0095120,0.4022208
0.0095940,0.4026025
0.0096760,0.3906964
0.0097580,0.3943469
0.0098400,0.4291609
0.0099220,0.3942404
0.0100040,0.4397853
0.0100860,0.4400941
0.0101680,0.4064060
0.0102500,0.4177673
0.0103320,0.4434276
0.0104140,0.3982456
0.0104960,0.3986915
0.0105780,0.4102583
0.0106600,0.3946142
0.0107420,0.4063652
0.0108240,0.4434245
0.0109060,0.4540380
0.0109880,0.4544275
0.0110700,0.4025814
0.0111520,0.3740586
0.0112340,0.3609671
0.0113160,0.4063905
0.0113980,0.4066137
0.0114800,0.3864696
0.0115620,0.4290211
0.0116440,0.4503443
0.0117260,0.4212285
0.0118080,0.4137513
0.0118900,0.4140381
0.0119720,0.4064483
0.0120540,0.3905791
0.0121360,0.3781493
0.0122180,0.4253414
0.0123000,0.4252300
0.0123820,0.4255413
0.0124640,0.4291091
0.0125460,0.4216385
0.0126280,0.4176165
0.0127100,0.4176046
0.0127920,0.4178753
0.0128740,0.4254375
0.0129560,0.4026167
0.0130380,0.3945865
0.0131200,0.4060796
0.0132020,0.3941617
0.0132840,0.3944940
0.0133660,0.3984413
0.0134480,0.4062667
0.0135300,0.4099245
0.0136120,0.4137036
0.0136940,0.4139356
0.0137760,0.4065558
0.0138580,0.4066130
0.0139400,0.3865127
0.0140220,0.4100239
0.0141040,0.4214720
0.0141860,0.4217089
0.0142680,0.4104034
0.0143500,0.3984782
0.0144320,0.4214656
0.0145140,0.4022299
0.0145960,0.4025398
0.0146780,0.4065757
0.0147600,0.3781829
0.0148420,0.4327607
0.0149240,0.4060956
0.0150060,0.4099914
0.0150880,0.4103446
0.0151700,0.3738532
0.0152520,0.4102828
0.0153340,0.4061753
0.0154160,0.4215455
0.0154980,0.4219304
0.0155800,0.3782397
0.0156620,0.3740224
0.0157440,0.3696133
0.0158260,0.3943442
0.0159080,0.4099755
0.0159900,0.4101902
0.0160720,0.4252432
0.0161540,0.4290111
0.0162360,0.4101066
0.0163180,0.4138625
0.0164000,0.4361902
0.0164820,0.4365229
0.0165640,0.3986857
0.0166460,0.3943411
0.0167280,0.4101694
0.0168100,0.3943463
0.0168920,0.3946026
0.0169740,0.3943287
0.0170560,0.3863414
0.0171380,0.3943720
0.0172200,0.4288924
0.0173020,0.4251694
0.0173840,0.4255578
0.0174660,0.3780487
0.0175480,0.4064406
0.0176300,0.3781416
0.0177120,0.3943187
0.0177940,0.3944952
0.0178760,0.4063171
0.0179580,0.4253786
0.0180400,0.3983697
0.0181220,0.4022370
0.0182040,0.4021784
0.0182860,0.4024073
0.0183680,0.3944946
0.0184500,0.4254140
0.0185320,0.4216140
0.0186140,0.3778508
0.0186960,0.3780767
0.0187780,0.4101898
0.0188600,0.4326086
0.0189420,0.4060932
0.0190240,0.4398202
0.0191060,0.4060461
0.0191880,0.4063863
0.0192700,0.4363660
0.0193520,0.3821893
0.0194340,0.3780470
0.0195160,0.3822010
0.0195980,0.3824389
0.0196800,0.4105108
0.0197620,0.4103956
0.0198440,0.4022509
0.0199260,0.4099987
0.0200080,0.4138115
0.0200900,0.4140225
0.0201720,0.4102938
0.0202540,0.3983258
0.0203360,0.4470198
0.0204180,0.3738243
0.0205000,0.3943694
0.0205820,0.3946096
0.0206640,0.4101503
0.0207460,0.4102834
0.0208280,0.3904174
0.0209100,0.3737200
0.0209920,0.3739168
0.0210740,0.3780131
0.0211560,0.4101967
0.0212380,0.4139139
0.0213200,0.3820065
0.0214020,0.4139150
0.0214840,0.4140468
0.0215660,0.4400197
0.0216480,0.4472045
0.0217300,0.3863332
0.0218120,0.3695260
0.0218940,0.3698264
0.0219760,0.4181140
0.0220580,0.3905936
0.0221400,0.4215532
0.0222220,0.3861886
0.0223040,0.3820472
0.0223860,0.3823552
0.0224680,0.4100148
0.0225500,0.4436441
0.0226320,0.3903111
0.0227140,0.3944510
0.0227960,0.3945938
0.0228780,0.3821204
0.0229600,0.4023087
0.0230420,0.4289707
0.0231240,0.4360741
0.0232060,0.4325686
0.0232880,0.4327867
0.0233700,0.4472209
0.0234520,0.4026394
0.0235340,0.4102738
0.0236160,0.4177848
0.0236980,0.4180982
0.0237800,0.3863935
0.0238620,0.4141469
0.0239440,0.3904854
0.0240260,0.3780507
0.0241080,0.3943428
0.0241900,0.3947741
0.0242720,0.3696316
0.0243540,0.4060507
0.0244360,0.4100771
0.0245180,0.3984169
0.0246000,0.4176297
0.0246820,0.4178733
0.0247640,0.4255323
0.0248460,0.3697120
0.0249280,0.3863194
0.0250100,0.3820857
0.0250920,0.3822840
0.0251740,0.3697809
0.0252560,0.4024604
0.0253380,0.4139675
0.0254200,0.4325741
0.0255020,0.4176833
0.0255840,0.4178629
0.0256660,0.4400407
0.0257480,0.4139885
0.0258300,0.4214908
0.0259120,0.4251909
0.0259940,0.4255903
0.0260760,0.4178888
0.0261580,0.4139310
0.0262400,0.3903758
0.0263220,0.3475714
0.0264040,0.3696054
0.0264860,0.3698606
0.0265680,0.3566710
0.0266500,0.3566102
0.0267320,0.4062303
0.0268140,0.3901885
0.0268960,0.3906096
0.0269780,0.4216701
0.0270600,0.4290986
0.0271420,0.3984283
0.0272240,0.4061753
0.0273060,0.4060729
0.0273880,0.4063107
0.0274700,0.4102495
0.0275520,0.4141054
0.0276340,0.3983384
0.0277160,0.4435484
0.0277980,0.4439560
0.0278800,0.4329017
0.0279620,0.4141130
0.0280440,0.3780331
0.0281260,0.3863884
0.0282080,0.4022381
0.0282900,0.4026372
0.0283720,0.3697186
0.0284540,0.3694956
0.0285360,0.3861715
0.0286180,0.3902892
0.0287000,0.3862293
0.0287820,0.3863612
0.0288640,0.4215907
0.0289460,0.3652427
0.0290280,0.3984127
0.0291100,0.3737404
0.0291920,0.3738746
0.0292740,0.4140831
0.0293560,0.4178374
0.0294380,0.4138828
0.0295200,0.4138121
0.0296020,0.4398023
0.0296840,0.4402117
0.0297660,0.4024460
0.0298480,0.3904720
0.0299300,0.4176710
0.0300120,0.4024524
0.0300940,0.4027247
0.0301760,0.4103855
0.0302580,0.3863930
0.0303400,0.3863661
0.0304220,0.4291015
0.0305040,0.4138951
0.0305860,0.4142933
0.0306680,0.3905499
0.0307500,0.3945386
0.0308320,0.3903150
0.0309140,0.4325101
0.0309960,0.4327242
0.0310780,0.4436544
0.0311600,0.4216919
0.0312420,0.3984250
0.0313240,0.4062046
0.0314060,0.3903958
0.0314880,0.3906808
0.0315700,0.3738843
0.0316520,0.3904973
0.0317340,0.3983210
0.0318160,0.4324792
0.0318980,0.4328172
0.0319800,0.4024517
0.0320620,0.4327177
0.0321440,0.4216363
0.0322260,0.3779803
0.0323080,0.3903402
0.0323900,0.3905658
0.0324720,0.3822380
0.0325540,0.4326108
0.0326360,0.4102342
0.0327180,0.3820721
0.0328000,0.4022329
0.0328820,0.4024691
0.0329640,0.4178434
0.0330460,0.4290940
0.0331280,0.4100842
0.0332100,0.3942695
0.0332920,0.3945682
0.0333740,0.4103752
0.0334560,0.4139032
0.0335380,0.3943383
0.0336200,0.4362959
0.0337020,0.4175311
0.0337840,0.4176987
0.0338660,0.4505983
0.0339480,0.4435333
0.0340300,0.4362145
0.0341120,0.4021950
0.0341940,0.4026033
0.0342760,0.4103497
0.0343580,0.4100974
0.0344400,0.3904550
0.0345220,0.3565052
0.0346040,0.3608072
0.0346860,0.3610649
0.0347680,0.4103977
0.0348500,0.4216471
0.0349320,0.4101112
0.0350140,0.4061284
0.0350960,0.4063755
0.0351780,0.4140807
0.0352600,0.4609943
0.0353420,0.4212608
0.0354240,0.4137071
0.0355060,0.4100170
0.0355880,0.4103755
0.0356700,0.4181191
0.0357520,0.3822979
0.0358340,0.3738361
0.0359160,0.3819978
0.0359980,0.3821560
0.0360800,0.4142685
0.0361620,0.3695193
0.0362440,0.4325457
0.0363260,0.4288869
0.0364080,0.3903303
0.0364900,0.3907156
0.0365720,0.3522242
0.0366540,0.3739813
0.0367360,0.3563552
0.0368180,0.3941945
0.0369000,0.4250681
0.0369820,0.4254071
0.0370640,0.4365386
0.0371460,0.4471922
0.0372280,0.4362616
0.0373100,0.3983392
0.0373920,0.3985303
0.0374740,0.4063518
0.0375560,0.3781186
0.0376380,0.3695029
0.0377200,0.3695668
0.0378020,0.4100909
0.0378840,0.4103495
0.0379660,0.4177459
0.0380480,0.4023583
0.0381300,0.3944369
0.0382120,0.4177554
0.0382940,0.4180774
0.0383760,0.4103055
0.0384580,0.3944415
0.0385400,0.3780439
0.0386220,0.3904353
0.0387040,0.3862495
0.0387860,0.3865774
0.0388680,0.3822454
0.0389500,0.3944870
