E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,258.845,0,258.845
0.162714,260.362,1.5255,258.836
0.325428,254.978,-3.83215,258.81
0.488143,254.776,-3.99015,258.767
0.650857,254.959,-3.74636,258.706
0.813571,255.836,-2.79123,258.627
0.976285,252.574,-5.95703,258.532
1.139,256.03,-2.38859,258.418
1.30171,257.854,-0.434385,258.288
1.46443,256.716,-1.42449,258.141
1.62714,259.449,1.47243,257.976
1.78986,255.196,-2.59792,257.794
1.95257,256.367,-1.22822,257.596
2.11528,259.661,2.28152,257.38
2.278,259.756,2.60899,257.147
2.44071,255.038,-1.85987,256.898
2.60343,254.723,-1.90926,256.632
2.76614,255.912,-0.437894,256.35
2.92886,259.268,3.21703,256.051
3.09157,261.122,5.38663,255.736
3.25428,262.538,7.13398,255.404
3.417,256.502,1.44494,255.057
3.57971,261.084,6.39126,254.693
3.74243,255.868,1.55413,254.314
3.90514,257.924,4.00529,253.919
4.06785,260.62,7.11139,253.509
4.23057,261.746,8.66273,253.083
4.39328,255.141,2.49871,252.642
4.556,259.441,7.25511,252.186
4.71871,261.725,10.0094,251.715
4.88143,260.707,9.47755,251.23
5.04414,258.649,7.91959,250.73
5.20685,257.228,7.01224,250.215
5.36957,261.619,11.9317,249.687
5.53228,261.112,11.9671,249.145
5.695,257.126,8.53783,248.589
5.85771,261.726,13.7069,248.019
6.02043,259.925,12.4891,247.436
6.18314,256.902,10.0617,246.84
6.34585,260.215,13.9839,246.231
6.50857,262.892,17.2826,245.609
6.67128,264.44,19.4645,244.975
6.834,264.295,19.9666,244.329
6.99671,261.516,17.8451,243.67
7.15942,258.417,15.4168,243
7.32214,261.144,18.8262,242.318
7.48485,262.944,21.3186,241.625
7.64757,260.203,19.2825,240.92
7.81028,256.811,16.6056,240.205
7.973,259.518,20.0389,239.479
8.13571,259.365,20.6222,238.743
8.29842,258.036,20.0401,237.996
8.46114,264.293,27.0543,237.239
8.62385,262.289,25.8162,236.473
8.78657,260.7,25.0034,235.697
8.94928,262.1,27.1881,234.911
9.11199,260.578,26.4609,234.117
9.27471,260.794,27.4797,233.314
9.43742,261.703,29.2003,232.502
9.60014,262.892,31.2101,231.682
9.76285,262.995,32.1412,230.854
9.92557,262.882,32.8639,230.018
10.0883,259.09,29.9158,229.174
10.251,268.552,40.2285,228.323
10.4137,262.442,34.9768,227.465
10.5764,259.549,32.9488,226.6
10.7391,266.64,40.9121,225.728
10.9019,272.543,47.6934,224.85
