Time (ns),Water after lsq fit to Water
0.0000000,0.0000000
0.0000050,0.0048184
0.0000100,0.0092162
0.0000150,0.0131748
0.0000200,0.0169477
0.0000250,0.0205497
0.0000300,0.0238229
0.0000350,0.0267300
0.0000400,0.0294561
0.0000450,0.0321094
0.0000500,0.0346673
0.0000550,0.0371132
0.0000600,0.0395275
0.0000650,0.0419223
0.0000700,0.0442426
0.0000750,0.0464391
0.0000800,0.0485566
0.0000850,0.0506210
0.0000900,0.0525984
0.0000950,0.0544629
0.0001000,0.5372431
0.0001050,0.5373271
0.0001100,0.5374206
0.0001150,0.5375238
0.0001200,0.5376423
0.0001250,0.5377766
0.0001300,0.5379229
0.0001350,0.5380808
0.0001400,0.5382572
0.0001450,0.5384514
0.0001500,0.5386568
0.0001550,0.5388699
0.0001600,0.5390935
0.0001650,0.5393273
0.0001700,0.5395654
0.0001750,0.5397986
0.0001800,0.5400246
0.0001850,0.5402393
0.0001900,0.5404365
0.0001950,0.5406145
0.0002000,0.5906124
0.0002050,0.5906852
0.0002100,0.5907699
0.0002150,0.5908710
0.0002200,0.5909901
0.0002250,0.5911245
0.0002300,0.5912706
0.0002350,0.5914240
0.0002400,0.5915867
0.0002450,0.5917587
0.0002500,0.5919374
0.0002550,0.5921216
0.0002600,0.5923157
0.0002650,0.5925245
0.0002700,0.5927445
0.0002750,0.5929704
0.0002800,0.5932011
0.0002850,0.5934355
0.0002900,0.5936716
0.0002950,0.5939054
0.0003000,0.7230902
0.0003050,0.7232778
0.0003100,0.7234649
0.0003150,0.7236530
0.0003200,0.7238440
0.0003250,0.7240382
0.0003300,0.7242337
0.0003350,0.7244278
0.0003400,0.7246225
0.0003450,0.7248190
0.0003500,0.7250163
0.0003550,0.7252132
0.0003600,0.7254115
0.0003650,0.7256143
0.0003700,0.7258182
0.0003750,0.7260159
0.0003800,0.7262014
0.0003850,0.7263736
0.0003900,0.7265325
0.0003950,0.7266777
0.0004000,0.7615362
0.0004050,0.7616421
0.0004100,0.7617591
0.0004150,0.7618853
0.0004200,0.7620165
0.0004250,0.7621498
0.0004300,0.7622785
0.0004350,0.7623960
0.0004400,0.7625017
0.0004450,0.7625983
0.0004500,0.7626891
0.0004550,0.7627733
0.0004600,0.7628532
0.0004650,0.7629387
0.0004700,0.7630343
0.0004750,0.7631399
0.0004800,0.7632532
0.0004850,0.7633763
0.0004900,0.7635094
0.0004950,0.7636513
0.0005000,0.8336502
0.0005050,0.8336534
0.0005100,0.8336772
0.0005150,0.8337227
0.0005200,0.8337888
0.0005250,0.8338733
0.0005300,0.8339722
0.0005350,0.8340808
0.0005400,0.8341946
0.0005450,0.8343115
0.0005500,0.8344338
0.0005550,0.8345647
0.0005600,0.8347064
0.0005650,0.8348594
0.0005700,0.8350212
0.0005750,0.8351881
0.0005800,0.8353552
0.0005850,0.8355206
0.0005900,0.8356823
0.0005950,0.8358394
0.0006000,0.7964342
0.0006050,0.7965137
0.0006100,0.7965884
0.0006150,0.7966579
0.0006200,0.7967240
0.0006250,0.7967931
0.0006300,0.7968701
0.0006350,0.7969574
0.0006400,0.7970546
0.0006450,0.7971595
0.0006500,0.7972679
0.0006550,0.7973758
0.0006600,0.7974803
0.0006650,0.7975834
0.0006700,0.7976892
0.0006750,0.7978004
0.0006800,0.7979164
0.0006850,0.7980382
0.0006900,0.7981658
0.0006950,0.7982970
0.0007000,0.7608372
0.0007050,0.7608806
0.0007100,0.7609303
0.0007150,0.7609877
0.0007200,0.7610530
0.0007250,0.7611255
0.0007300,0.7612004
0.0007350,0.7612749
0.0007400,0.7613467
0.0007450,0.7614130
0.0007500,0.7614714
0.0007550,0.7615198
0.0007600,0.7615543
0.0007650,0.7615752
0.0007700,0.7615843
0.0007750,0.7615882
0.0007800,0.7615922
0.0007850,0.7615994
0.0007900,0.7616115
0.0007950,0.7616283
0.0008000,0.7617694
0.0008050,0.7617348
0.0008100,0.7617118
0.0008150,0.7617036
0.0008200,0.7617102
0.0008250,0.7617339
0.0008300,0.7617770
0.0008350,0.7618389
0.0008400,0.7619191
0.0008450,0.7620176
0.0008500,0.7621391
0.0008550,0.7622877
0.0008600,0.7624624
0.0008650,0.7626600
0.0008700,0.7628750
0.0008750,0.7631021
0.0008800,0.7633363
0.0008850,0.7635737
0.0008900,0.7638174
0.0008950,0.7640690
0.0009000,0.5971197
0.0009050,0.5972983
0.0009100,0.5974823
0.0009150,0.5976706
0.0009200,0.5978602
0.0009250,0.5980457
0.0009300,0.5982240
0.0009350,0.5983938
0.0009400,0.5985559
0.0009450,0.5987119
0.0009500,0.5988656
0.0009550,0.5990168
0.0009600,0.5991679
0.0009650,0.5993239
0.0009700,0.5994902
0.0009750,0.5996633
0.0009800,0.5998362
0.0009850,0.6000070
0.0009900,0.6001798
0.0009950,0.6003567
0.0010000,0.6876137
0.0010050,0.6877730
0.0010100,0.6879323
0.0010150,0.6880900
0.0010200,0.6882452
0.0010250,0.6884002
0.0010300,0.6885561
0.0010350,0.6887074
0.0010400,0.6888513
0.0010450,0.6889930
0.0010500,0.6891358
0.0010550,0.6892770
0.0010600,0.6894188
0.0010650,0.6895670
0.0010700,0.6897252
0.0010750,0.6898901
0.0010800,0.6900593
0.0010850,0.6902329
0.0010900,0.6904061
0.0010950,0.6905708
0.0011000,0.7643606
0.0011050,0.7644682
0.0011100,0.7645775
0.0011150,0.7646787
0.0011200,0.7647691
0.0011250,0.7648507
0.0011300,0.7649237
0.0011350,0.7649885
0.0011400,0.7650481
0.0011450,0.7651086
0.0011500,0.7651681
0.0011550,0.7652193
0.0011600,0.7652576
0.0011650,0.7652832
0.0011700,0.7652992
0.0011750,0.7653073
0.0011800,0.7653177
0.0011850,0.7653422
0.0011900,0.7653819
0.0011950,0.7654353
0.0012000,0.6443159
0.0012050,0.6443409
0.0012100,0.6443633
0.0012150,0.6443773
0.0012200,0.6443913
0.0012250,0.6444166
0.0012300,0.6444567
0.0012350,0.6445082
0.0012400,0.6445686
0.0012450,0.6446375
0.0012500,0.6447113
0.0012550,0.6447825
0.0012600,0.6448473
0.0012650,0.6449069
0.0012700,0.6449616
0.0012750,0.6450075
0.0012800,0.6450498
0.0012850,0.6450992
0.0012900,0.6451615
0.0012950,0.6452378
0.0013000,0.6870459
0.0013050,0.6870764
0.0013100,0.6871362
0.0013150,0.6872166
0.0013200,0.6873165
0.0013250,0.6874380
0.0013300,0.6875788
0.0013350,0.6877333
0.0013400,0.6879008
0.0013450,0.6880845
0.0013500,0.6882823
0.0013550,0.6884858
0.0013600,0.6886894
0.0013650,0.6888920
0.0013700,0.6890926
0.0013750,0.6892896
0.0013800,0.6894810
0.0013850,0.6896646
0.0013900,0.6898412
0.0013950,0.6900111
0.0014000,0.7661016
0.0014050,0.7660735
0.0014100,0.7660584
0.0014150,0.7660567
0.0014200,0.7660661
0.0014250,0.7660842
0.0014300,0.7661117
0.0014350,0.7661476
0.0014400,0.7661891
0.0014450,0.7662364
0.0014500,0.7662908
0.0014550,0.7663508
0.0014600,0.7664153
0.0014650,0.7664834
0.0014700,0.7665534
0.0014750,0.7666235
0.0014800,0.7666938
0.0014850,0.7667681
0.0014900,0.7668504
0.0014950,0.7669413
0.0015000,0.7979451
0.0015050,0.7979913
0.0015100,0.7980511
0.0015150,0.7981229
0.0015200,0.7982013
0.0015250,0.7982814
0.0015300,0.7983612
0.0015350,0.7984356
0.0015400,0.7984999
0.0015450,0.7985542
0.0015500,0.7986015
0.0015550,0.7986438
0.0015600,0.7986842
0.0015650,0.7987263
0.0015700,0.7987744
0.0015750,0.7988305
0.0015800,0.7988969
0.0015850,0.7989759
0.0015900,0.7990709
0.0015950,0.7991832
0.0016000,0.7997249
0.0016050,0.7998222
0.0016100,0.7999350
0.0016150,0.8000606
0.0016200,0.8001919
0.0016250,0.8003212
0.0016300,0.8004460
0.0016350,0.8005618
0.0016400,0.8006624
0.0016450,0.8007440
