E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,8.32576,0,8.32576
1.33426,8.44386,0.119125,8.32474
2.66851,9.63159,1.3099,8.32169
4.00277,9.84126,1.52466,8.31661
5.33703,11.1488,2.83926,8.3095
6.67128,11.4567,3.15628,8.30039
8.00554,12.0837,3.79448,8.28927
9.33979,12.3405,4.06437,8.27617
10.6741,13.3012,5.04005,8.26111
12.0083,14.1144,5.87025,8.24411
13.3426,14.8321,6.60691,8.22519
14.6768,15.2068,7.00237,8.20438
16.0111,15.5188,7.33705,8.18171
17.3453,16.6893,8.53205,8.15721
18.6796,17.0823,8.95143,8.13091
20.0138,17.8327,9.72987,8.10285
21.3481,18.1329,10.0599,8.07307
22.6824,18.1439,10.1023,8.04161
24.0166,18.8014,10.7929,8.00851
25.3509,19.2289,11.2551,7.97381
26.6851,18.8401,10.9025,7.93756
28.0194,18.36,10.4602,7.89981
29.3536,18.4948,10.6342,7.86059
30.6879,19.2257,11.4057,7.81997
32.0222,19.395,11.617,7.77799
33.3564,18.3393,10.6046,7.7347
34.6907,17.7396,10.0495,7.69015
36.0249,18.2084,10.5641,7.6444
37.3592,17.4934,9.89596,7.59749
38.6934,17.8344,10.2849,7.54948
40.0277,17.3386,9.83814,7.50042
41.3619,17.1258,9.67543,7.45036
42.6962,16.1705,8.77115,7.39936
44.0305,17.0895,9.74204,7.34746
45.3647,16.597,9.3023,7.29473
46.699,15.9659,8.72467,7.2412
48.0332,16.1051,8.91811,7.18694
49.3675,14.9835,7.85149,7.13199
50.7017,15.0133,7.93689,7.0764
52.036,14.8619,7.84166,7.02023
53.3703,14.7631,7.79954,6.96352
54.7045,14.2816,7.37526,6.90631
56.0388,14.3252,7.47652,6.84866
57.373,13.5037,6.71308,6.79061
58.7073,13.9174,7.18517,6.7322
60.0415,13.6948,7.02135,6.67348
61.3758,13.4319,6.81743,6.61449
62.71,13.0731,6.51778,6.55527
64.0443,13.5038,7.00789,6.49587
65.3786,12.8231,6.38676,6.43631
66.7128,12.9046,6.52793,6.37664
68.0471,12.3097,5.99279,6.3169
69.3813,12.4766,6.21953,6.25711
70.7156,12.2971,6.09976,6.19732
72.0498,12.2759,6.13831,6.13755
73.3841,12.1081,6.03031,6.07784
74.7184,11.971,5.95282,6.01822
76.0526,11.9427,5.98398,5.95871
77.3869,11.9354,6.03603,5.89934
78.7211,11.5914,5.75124,5.84015
80.0554,11.2477,5.46654,5.78114
81.3896,11.5176,5.7952,5.72236
82.7239,11.196,5.53222,5.66382
84.0582,11.0324,5.42683,5.60554
85.3924,10.7702,5.22267,5.54754
86.7267,10.9677,5.47785,5.48985
88.0609,10.7543,5.32183,5.43247
89.3952,10.7382,5.36273,5.37544
90.7294,11.0293,5.71053,5.31876
92.0637,10.3609,5.09848,5.26245
93.3979,10.7194,5.51286,5.20652
94.7322,10.3592,5.20825,5.15099
96.0665,10.2183,5.12245,5.09586
97.4007,10.0625,5.02133,5.04116
98.735,10.4109,5.42402,4.98689
100.069,10.2051,5.27208,4.93306
101.403,10.1429,5.26325,4.87969
102.738,9.7672,4.94044,4.82677
104.072,10.0883,5.31402,4.77431
105.406,10.246,5.52368,4.72233
106.741,9.87668,5.20585,4.67083
108.075,9.48845,4.86864,4.61981
109.409,10.1231,5.55382,4.56928
110.743,9.81516,5.29592,4.51924
112.078,9.75719,5.28748,4.46971
113.412,9.80188,5.38121,4.42067
114.746,9.74075,5.36862,4.37213
116.08,10.176,5.8519,4.3241
117.415,9.71498,5.43841,4.27658
118.749,9.62685,5.39728,4.22956
120.083,9.7717,5.58864,4.18305
121.417,9.52833,5.39128,4.13706
122.752,9.5688,5.47723,4.09157
124.086,9.12092,5.07434,4.04658
125.42,9.68847,5.68636,4.00211
126.754,9.59004,5.6319,3.95814
128.089,9.34196,5.42728,3.91468
129.423,9.4263,5.55457,3.87173
130.757,9.09092,5.26165,3.82927
132.091,9.36144,5.57413,3.78731
133.426,9.28918,5.54332,3.74585
134.76,9.50702,5.80213,3.70489
136.094,9.39893,5.73451,3.66442
137.428,9.27417,5.64973,3.62443
138.763,9.21293,5.62799,3.58494
140.097,9.30504,5.75912,3.54592
141.431,9.28826,5.78087,3.50738
142.765,9.03663,5.56731,3.46932
144.1,9.18809,5.75636,3.43173
145.434,8.97124,5.57663,3.39461
146.768,9.38233,6.02438,3.35795
148.102,9.12149,5.79974,3.32175
149.437,9.09645,5.81045,3.286
150.771,9.04393,5.79322,3.25071
152.105,9.10728,5.89142,3.21586
153.439,8.89067,5.70921,3.18145
154.774,9.15252,6.00503,3.14748
156.108,9.23605,6.1221,3.11395
157.442,8.8424,5.76156,3.08084
158.777,9.01445,5.96629,3.04816
160.111,8.80598,5.79008,3.01589
161.445,8.93916,5.95512,2.98404
162.779,8.96385,6.01125,2.9526
164.114,8.86931,5.94774,2.92156
165.448,8.56848,5.67755,2.89093
166.782,8.60854,5.74786,2.86069
168.116,8.79493,5.96409,2.83084
169.451,8.66923,5.86785,2.80137
170.785,8.69277,5.92048,2.77229
172.119,8.5955,5.85191,2.74359
173.453,8.58985,5.8746,2.71525
174.788,8.51154,5.82425,2.68728
176.122,8.54823,5.88855,2.65968
177.456,8.48577,5.85334,2.63243
178.79,8.39295,5.78742,2.60554
180.125,8.46703,5.88803,2.57899
181.459,8.39738,5.84459,2.55279
182.793,8.21999,5.69306,2.52693
184.127,8.20528,5.70388,2.50141
185.462,8.22509,5.74888,2.47621
186.796,8.19792,5.74658,2.45134
188.13,8.18627,5.75948,2.42679
189.464,7.85204,5.44948,2.40256
190.799,7.79534,5.41669,2.37864
192.133,8.0521,5.69706,2.35503
193.467,7.97573,5.644,2.33173
194.801,7.91038,5.60166,2.30872
196.136,7.95703,5.67102,2.28601
197.47,7.8686,5.605,2.2636
198.804,7.8009,5.55944,2.24147
200.138,7.71112,5.4915,2.21962
201.473,7.54684,5.34879,2.19805
202.807,7.69948,5.52271,2.17676
204.141,7.67487,5.51912,2.15575
205.475,7.53706,5.40207,2.135
206.81,7.52696,5.41245,2.11451
208.144,7.46119,5.36691,2.09429
209.478,7.4936,5.41928,2.07432
210.813,7.17862,5.12402,2.0546
212.147,7.56911,5.53397,2.03514
213.481,7.3618,5.34588,2.01592
214.815,7.25841,5.26147,1.99694
216.15,7.46026,5.48206,1.9782
217.484,7.15712,5.19742,1.9597
218.818,7.13236,5.19093,1.94143
220.152,7.11283,5.18944,1.92339
221.487,6.9962,5.09063,1.90557
222.821,7.06335,5.17537,1.88798
224.155,7.07973,5.20913,1.87061
225.489,6.93346,5.08002,1.85345
226.824,6.92712,5.09062,1.8365
228.158,7.00859,5.18883,1.81977
