Time (ns),Water after lsq fit to Water
0.0000000,0.0000000
0.0000820,0.0434732
0.0001640,0.4831861
0.0002460,0.4817076
0.0003280,0.6345620
0.0004100,0.6336515
0.0004920,0.6361097
0.0005740,0.6801251
0.0006560,0.6794384
0.0007380,0.7196511
0.0008200,0.8909483
0.0009020,0.8585024
0.0009840,0.8611781
0.0010660,0.7568188
0.0011480,0.7192616
0.0012300,0.5907350
0.0013120,0.7203403
0.0013940,0.7200657
0.0014760,0.7591607
0.0015580,0.7582388
0.0016400,0.7630681
0.0017220,0.6850905
0.0018040,0.7270264
0.0018860,0.7284464
0.0019680,0.7276188
0.0020500,0.7984240
0.0021320,0.8635937
0.0022140,0.8928598
0.0022960,0.8919005
0.0023780,0.8935970
0.0024600,0.8592219
0.0025420,0.8587191
0.0026240,0.8907694
0.0027060,0.9242650
0.0027880,0.9255456
0.0028700,0.8615144
0.0029520,0.8912909
0.0030340,0.9531081
0.0031160,0.9808026
0.0031980,0.9814395
0.0032800,1.0086966
0.0033620,0.8901855
0.0034440,0.9226753
0.0035260,0.9808156
0.0036080,1.0384179
0.0036900,1.0377380
0.0037720,1.1623705
0.0038540,1.2108551
0.0039360,1.1676906
0.0040180,1.0382502
0.0041000,0.9259587
0.0041820,0.9266094
0.0042640,0.9237363
0.0043460,0.9561026
0.0044280,0.9855382
0.0045100,0.9568296
0.0045920,0.9573306
0.0046740,1.0147070
0.0047560,0.9581484
0.0048380,0.9582705
0.0049200,0.9854309
0.0050020,0.9541753
0.0050840,0.9532158
0.0051660,0.9260859
0.0052480,0.8611810
0.0053300,0.8933985
0.0054120,1.0106531
0.0054940,1.0111452
0.0055760,0.9841693
0.0056580,0.9235885
0.0057400,1.0097768
0.0058220,1.0398924
0.0059040,0.9829352
0.0059860,0.9818725
0.0060680,0.9803241
0.0061500,0.9790350
0.0062320,1.0349486
0.0063140,1.0620452
0.0063960,1.0614429
0.0064780,1.0882648
0.0065600,1.0880227
0.0066420,1.0900403
0.0067240,1.0737591
0.0068060,1.0735004
0.0068880,1.0760220
0.0069700,0.9347536
0.0070520,0.9925680
0.0071340,1.0217661
0.0072160,1.0199251
0.0072980,1.0200307
0.0073800,0.9628553
0.0074620,0.9028147
0.0075440,0.9938814
0.0076260,0.9886483
0.0077080,1.0151024
0.0077900,1.0160872
0.0078720,1.0373134
0.0079540,1.0901349
0.0080360,1.1661009
0.0081180,1.0644286
0.0082000,1.1118233
0.0082820,1.1130588
0.0083640,1.1130997
0.0084460,1.0636585
0.0085280,1.0614673
0.0086100,1.2065836
0.0086920,1.2062278
0.0087740,1.1353554
0.0088560,1.2292194
0.0089380,1.1846346
0.0090200,1.1845818
0.0091020,1.2540397
0.0091840,1.2545613
0.0092660,1.2291449
0.0093480,1.1574937
0.0094300,1.1322236
0.0095120,1.2044866
0.0095940,1.2058340
0.0096760,1.1587402
0.0097580,1.1836307
0.0098400,1.2059214
0.0099220,1.2257911
