Time (ns),System after lsq fit to System
0.0000000,0.0000000
0.0000050,0.0026105
0.0000100,0.0050699
0.0000150,0.0073420
0.0000200,0.0093937
0.0000250,0.0112154
0.0000300,0.0128326
0.0000350,0.0142782
0.0000400,0.0156115
0.0000450,0.0168673
0.0000500,0.0180484
0.0000550,0.0191508
0.0000600,0.0201563
0.0000650,0.0210586
0.0000700,0.0218530
0.0000750,0.0225550
0.0000800,0.0232061
0.0000850,0.0238379
0.0000900,0.0244770
0.0000950,0.0251310
0.0001000,0.2925819
0.0001050,0.2926171
0.0001100,0.2926606
0.0001150,0.2927080
0.0001200,0.2927531
0.0001250,0.2927914
0.0001300,0.2928245
0.0001350,0.2928568
0.0001400,0.2928941
0.0001450,0.2929391
0.0001500,0.2929907
0.0001550,0.2930460
0.0001600,0.2931001
0.0001650,0.2931494
0.0001700,0.2931905
0.0001750,0.2932227
0.0001800,0.2932484
0.0001850,0.2932701
0.0001900,0.2932912
0.0001950,0.2933141
0.0002000,0.2835798
0.0002050,0.2836032
0.0002100,0.2836281
0.0002150,0.2836520
0.0002200,0.2836765
0.0002250,0.2837065
0.0002300,0.2837472
0.0002350,0.2837996
0.0002400,0.2838607
0.0002450,0.2839249
0.0002500,0.2839868
0.0002550,0.2840434
0.0002600,0.2840952
0.0002650,0.2841454
0.0002700,0.2841960
0.0002750,0.2842464
0.0002800,0.2842944
0.0002850,0.2843380
0.0002900,0.2843759
0.0002950,0.2844052
0.0003000,0.3067341
0.0003050,0.3067483
0.0003100,0.3067624
0.0003150,0.3067784
0.0003200,0.3067973
0.0003250,0.3068183
0.0003300,0.3068396
0.0003350,0.3068591
0.0003400,0.3068762
0.0003450,0.3068912
0.0003500,0.3069070
0.0003550,0.3069258
0.0003600,0.3069473
0.0003650,0.3069704
0.0003700,0.3069943
0.0003750,0.3070211
0.0003800,0.3070533
0.0003850,0.3070917
0.0003900,0.3071348
0.0003950,0.3071779
0.0004000,0.2996387
0.0004050,0.2996601
0.0004100,0.2996742
0.0004150,0.2996811
0.0004200,0.2996842
0.0004250,0.2996887
0.0004300,0.2996979
0.0004350,0.2997119
0.0004400,0.2997281
0.0004450,0.2997427
0.0004500,0.2997547
0.0004550,0.2997649
0.0004600,0.2997752
0.0004650,0.2997868
0.0004700,0.2997986
0.0004750,0.2998103
0.0004800,0.2998212
0.0004850,0.2998296
0.0004900,0.2998346
0.0004950,0.2998366
0.0005000,0.3061761
0.0005050,0.3061722
0.0005100,0.3061755
0.0005150,0.3061890
0.0005200,0.3062132
0.0005250,0.3062460
0.0005300,0.3062831
0.0005350,0.3063212
0.0005400,0.3063599
0.0005450,0.3063999
0.0005500,0.3064404
0.0005550,0.3064787
0.0005600,0.3065125
0.0005650,0.3065414
0.0005700,0.3065645
0.0005750,0.3065820
0.0005800,0.3065950
0.0005850,0.3066070
0.0005900,0.3066215
0.0005950,0.3066400
0.0006000,0.2999945
0.0006050,0.2999959
0.0006100,0.3000023
0.0006150,0.3000123
0.0006200,0.3000236
0.0006250,0.3000346
0.0006300,0.3000437
0.0006350,0.3000510
0.0006400,0.3000569
0.0006450,0.3000619
0.0006500,0.3000669
0.0006550,0.3000721
0.0006600,0.3000785
0.0006650,0.3000882
0.0006700,0.3001019
0.0006750,0.3001183
0.0006800,0.3001357
0.0006850,0.3001531
0.0006900,0.3001687
0.0006950,0.3001801
0.0007000,0.3116890
0.0007050,0.3116858
0.0007100,0.3116824
0.0007150,0.3116813
0.0007200,0.3116833
0.0007250,0.3116886
0.0007300,0.3116960
0.0007350,0.3117036
0.0007400,0.3117094
0.0007450,0.3117129
0.0007500,0.3117165
0.0007550,0.3117228
0.0007600,0.3117331
0.0007650,0.3117461
0.0007700,0.3117594
0.0007750,0.3117715
0.0007800,0.3117804
0.0007850,0.3117866
0.0007900,0.3117922
0.0007950,0.3117999
0.0008000,0.3299155
0.0008050,0.3299210
0.0008100,0.3299318
0.0008150,0.3299437
0.0008200,0.3299536
0.0008250,0.3299600
0.0008300,0.3299624
0.0008350,0.3299614
0.0008400,0.3299597
0.0008450,0.3299609
0.0008500,0.3299671
0.0008550,0.3299765
0.0008600,0.3299868
0.0008650,0.3299972
0.0008700,0.3300072
0.0008750,0.3300163
0.0008800,0.3300245
0.0008850,0.3300345
0.0008900,0.3300488
0.0008950,0.3300675
0.0009000,0.3229613
