E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,310.311,0,310.311
0.162714,310.883,0.578678,310.304
0.325428,312.516,2.2308,310.286
0.488143,307.448,-2.80597,310.254
0.650857,311.607,1.39681,310.21
0.813571,309.06,-1.09417,310.154
0.976285,308.571,-1.51387,310.085
1.139,309.436,-0.567515,310.004
1.30171,311.085,1.17442,309.91
1.46443,308.155,-1.64862,309.804
1.62714,312.122,2.437,309.685
1.78986,310.482,0.928221,309.554
1.95257,310.029,0.618235,309.411
2.11528,306.09,-3.16536,309.255
2.278,309.318,0.230645,309.087
2.44071,313.649,4.74177,308.907
2.60343,309.265,0.550621,308.714
2.76614,310.224,1.71388,308.51
2.92886,310.306,2.01308,308.293
3.09157,312.029,3.96478,308.065
3.25428,310.658,2.83415,307.824
3.417,307.214,-0.356745,307.571
3.57971,313.978,6.67108,307.307
3.74243,314.005,6.97456,307.03
3.90514,310.292,3.54964,306.742
4.06785,310.37,3.9278,306.442
4.23057,309.837,3.70553,306.131
4.39328,312.306,6.49749,305.808
4.556,310.546,5.07227,305.474
4.71871,312.356,7.22802,305.128
4.88143,314.423,9.65269,304.771
5.04414,313.438,9.03603,304.402
5.20685,309.868,5.84473,304.023
5.36957,313.986,10.3536,303.632
5.53228,312.716,9.48484,303.231
5.695,312.734,9.91586,302.818
5.85771,311.544,9.14837,302.395
6.02043,314.621,12.6596,301.961
6.18314,314.192,12.6749,301.517
6.34585,315.205,14.1431,301.062
6.50857,311.944,11.3468,300.597
6.67128,313.036,12.9152,300.121
6.834,312.817,13.1815,299.635
6.99671,312.453,13.3138,299.139
7.15942,315.228,16.5949,298.634
7.32214,314.432,16.3144,298.118
7.48485,314.376,16.7834,297.592
7.64757,316.486,19.4292,297.057
7.81028,312.289,15.7761,296.513
7.973,316.091,20.1326,295.959
8.13571,316.365,20.9699,295.395
8.29842,316.885,22.0626,294.823
8.46114,315.236,20.9947,294.241
8.62385,315.476,21.8257,293.651
8.78657,314.504,21.4528,293.051
8.94928,315.536,23.0923,292.443
9.11199,315.037,23.2106,291.827
9.27471,319.381,28.1797,291.202
9.43742,316.798,26.2299,290.568
9.60014,317.986,28.0587,289.927
9.76285,318.185,28.9081,289.277
9.92557,319.198,30.5786,288.62
10.0883,318.005,30.0505,287.954
10.251,317.603,30.3221,287.281
10.4137,321.649,35.0486,286.601
10.5764,324.291,38.3779,285.913
10.7391,317.38,32.1629,285.217
10.9019,319.793,35.2777,284.515
11.0646,320.939,37.1331,283.805
11.2273,318.511,35.4223,283.089
11.39,318.456,36.0901,282.366
11.5527,321.174,39.5383,281.636
11.7154,320.221,39.3216,280.9
11.8781,323.7,43.5433,280.157
12.0409,327.627,48.2187,279.408
12.2036,326.756,48.1026,278.653
12.3663,321.428,43.5358,277.892
12.529,321.074,43.9489,277.125
12.6917,321.168,44.8156,276.352
12.8544,321.572,45.9981,275.574
13.0171,321.705,46.9143,274.791
13.1798,325.28,51.2783,274.002
13.3426,326.283,53.0758,273.207
13.5053,322.95,50.5416,272.408
13.668,323.808,52.2044,271.604
13.8307,323.33,52.5348,270.795
13.9934,327.382,57.4006,269.981
14.1561,326.761,57.5982,269.163
14.3188,326.276,57.9354,268.34
14.4816,326.586,59.0728,267.513
14.6443,326.224,59.5416,266.682
14.807,331.43,65.5827,265.847
14.9697,328.993,63.9848,265.008
15.1324,345.777,81.6127,264.165
15.2951,330.709,67.3905,263.318
15.4578,330.071,67.6027,262.468
15.6206,337.052,75.4376,261.614
15.7833,329.41,68.653,260.757
15.946,330.555,70.6573,259.897
16.1087,329.126,70.092,259.034
16.2714,338.438,80.2698,258.168
16.4341,333.299,75.9998,257.299
16.5968,331.549,75.1222,256.427
16.7596,337.38,81.8271,255.553
16.9223,340.785,86.1094,254.676
17.085,336.088,82.2911,253.797
17.2477,338.779,85.864,252.915
17.4104,342.83,90.7984,252.031
17.5731,335.496,84.3502,251.146
17.7358,337.372,87.1143,250.258
17.8986,340.653,91.2848,249.368
18.0613,338.943,90.4658,248.477
18.224,340.79,93.2062,247.584
18.3867,341.977,95.2877,246.69
18.5494,345.548,99.7538,245.794
18.7121,346.04,101.144,244.897
18.8748,345.67,101.672,243.998
19.0376,348.017,104.918,243.099
19.2003,348.282,106.084,242.198
19.363,353.188,111.891,241.297
19.5257,350.83,110.435,240.394
19.6884,346.001,106.51,239.491
19.8511,350.392,111.804,238.587
20.0138,350.177,112.494,237.683
20.1766,355.001,118.222,236.778
20.3393,354.774,118.901,235.873
20.502,355.243,120.275,234.968
20.6647,355.441,121.379,234.062
20.8274,359.391,126.234,233.156
20.9901,359.248,126.997,232.251
21.1528,359.539,128.194,231.345
21.3156,360.732,130.293,230.439
21.4783,357.346,127.812,229.534
21.641,363.915,135.286,228.629
21.8037,360.281,132.558,227.724
21.9664,360.051,133.231,226.82
22.1291,368.652,142.736,225.916
22.2918,367.84,142.827,225.012
22.4546,363.336,139.226,224.11
22.6173,367.695,144.487,223.208
22.78,366.118,143.811,222.307
22.9427,366.249,144.843,221.407
23.1054,369.269,148.762,220.507
23.2681,371.5,151.891,219.609
23.4308,369.983,151.271,218.712
23.5936,373.971,156.155,217.816
23.7563,381.114,164.193,216.921
23.919,373.988,157.961,216.027
24.0817,375.566,160.431,215.135
24.2444,369.142,154.898,214.244
24.4071,371.506,158.151,213.354
24.5698,375,162.534,212.466
24.7326,380.968,169.389,211.58
24.8953,382.399,171.704,210.695
25.058,380.41,170.599,209.811
25.2207,385.922,176.992,208.93
25.3834,385.467,177.417,208.05
25.5461,384.631,177.459,207.172
25.7088,389.472,183.177,206.296
25.8716,392.399,186.978,205.421
26.0343,387.999,183.45,204.549
26.197,394.776,191.098,203.678
26.3597,391.14,188.331,202.81
26.5224,394.73,192.786,201.944
26.6851,395.111,194.031,201.079
26.8478,394.829,194.612,200.217
27.0106,400.391,201.033,199.357
27.1733,401.598,203.098,198.5
27.336,404.17,206.526,197.644
27.4987,410.724,213.933,196.791
27.6614,402.104,206.164,195.94
27.8241,403.389,208.298,195.092
27.9868,408.391,214.145,194.246
28.1496,414.855,221.453,193.402
28.3123,418.998,226.437,192.561
28.475,413.957,222.234,191.722
28.6377,417.4,226.513,190.886
28.8004,419.827,229.774,190.053
28.9631,422.219,232.997,189.222
29.1258,419.57,231.177,188.394
29.2886,428.443,240.875,187.568
29.4513,420.409,233.664,186.745
29.614,429.569,243.644,185.925
29.7767,425.767,240.66,185.107
29.9394,430.808,246.516,184.292
30.1021,422.135,238.655,183.48
30.2648,427.529,244.859,182.671
30.4276,428.59,246.726,181.864
30.5903,435.101,254.04,181.06
30.753,430.083,249.823,180.26
30.9157,425.622,246.161,179.462
31.0784,435.805,257.139,178.666
31.2411,437.294,259.419,177.874
31.4038,424.631,247.546,177.085
31.5666,430.449,254.15,176.298
31.7293,435.02,259.505,175.515
31.892,435.77,261.036,174.735
32.0547,433.96,260.003,173.957
32.2174,433.209,260.027,173.182
32.3801,434.197,261.786,172.411
32.5428,432.203,260.561,171.642
32.7056,439.633,268.756,170.877
32.8683,434,263.885,170.114
33.031,432.929,263.574,169.355
33.1937,444.567,275.969,168.599
33.3564,431.381,263.536,167.845
33.5191,434.05,266.955,167.095
33.6818,436.766,270.418,166.348
33.8446,438.71,273.106,165.604
34.0073,445.173,280.31,164.863
