Time (ps),Radius (nm)
7.5,1.56442
15.5,1.56552
23.5,1.56518
31.5,1.56523
39.5,1.5655
47.5,1.5654
55.5,1.56596
63.5,1.5654
71.5,1.5654
79.5,1.5657
87.5,1.56562
95.5,1.56469
103.5,1.56577
111.5,1.56546
119.5,1.56564
127.5,1.56521
135.5,1.56505
143.5,1.56542
151.5,1.56542
159.5,1.56523
167.5,1.56491
175.5,1.56535
183.5,1.5654
191.5,1.56524
199.5,1.56521
207.5,1.56625
215.5,1.56574
223.5,1.56628
231.5,1.56589
239.5,1.56525
247.5,1.56596
255.5,1.56501
263.5,1.56571
271.5,1.56498
279.5,1.56562
287.5,1.56595
295.5,1.56531
303.5,1.56508
311.5,1.56521
319.5,1.56537
327.5,1.56487
335.5,1.56543
343.5,1.56564
351.5,1.56562
359.5,1.56552
367.5,1.56509
375.5,1.56537
383.5,1.56506
391.5,1.56523
399.5,1.56486
407.5,1.56505
415.5,1.56496
423.5,1.56523
431.5,1.56474
439.5,1.56523
447.5,1.56455
455.5,1.56561
463.5,1.56526
471.5,1.56502
479.5,1.56559
487.5,1.56548
495.5,1.56575
503.5,1.56581
511.5,1.56458
519.5,1.56509
527.5,1.56503
535.5,1.56532
543.5,1.56537
551.5,1.56539
559.5,1.56541
567.5,1.56584
575.5,1.56485
583.5,1.56527
591.5,1.56498
599.5,1.56527
607.5,1.56479
615.5,1.56507
623.5,1.56484
631.5,1.56413
639.5,1.56521
647.5,1.56457
655.5,1.56462
663.5,1.56445
671.5,1.56474
679.5,1.5645
687.5,1.56478
695.5,1.56464
703.5,1.56487
711.5,1.56506
719.5,1.56513
727.5,1.56545
735.5,1.56499
743.5,1.56488
751.5,1.56508
759.5,1.56527
767.5,1.56468
775.5,1.565
783.5,1.56476
791.5,1.56471
799.5,1.56512
807.5,1.56469
815.5,1.5646
823.5,1.56562
831.5,1.56531
839.5,1.56527
847.5,1.56479
855.5,1.56472
863.5,1.56499
871.5,1.56502
879.5,1.5648
887.5,1.56496
895.5,1.56496
903.5,1.5649
911.5,1.56493
919.5,1.56523
927.5,1.5653
935.5,1.56528
943.5,1.56525
951.5,1.56536
959.5,1.56544
967.5,1.56475
975.5,1.56468
983.5,1.56509
991.5,1.56504
999.5,1.56523
1007.5,1.56546
1015.5,1.56504
1023.5,1.56452
1031.5,1.5646
1039.5,1.56455
1047.5,1.56553
1055.5,1.56502
1063.5,1.56501
1071.5,1.56489
1079.5,1.56488
1087.5,1.56476
1095.5,1.56511
1103.5,1.56454
1111.5,1.56433
1119.5,1.56438
1127.5,1.56492
1135.5,1.56466
1143.5,1.56482
1151.5,1.56502
1159.5,1.5655
1167.5,1.56482
1175.5,1.56491
1183.5,1.5655
1191.5,1.56465
1199.5,1.56482
1207.5,1.5645
1215.5,1.56497
1223.5,1.56468
1231.5,1.56438
1239.5,1.56504
1247.5,1.56508
1255.5,1.56479
1263.5,1.56413
1271.5,1.5647
1279.5,1.56484
1287.5,1.56511
1295.5,1.5647
1303.5,1.56495
1311.5,1.56487
