Time (ps),Radius (nm)
0,3.15387
4,3.15475
8,3.15444
12,3.15471
16,3.15477
20,3.15407
24,3.15402
28,3.1539
32,3.15426
36,3.15363
40,3.15453
44,3.15411
48,3.1541
52,3.15502
56,3.1544
60,3.15439
64,3.15442
68,3.15395
72,3.15403
76,3.15411
80,3.15432
84,3.1544
88,3.15467
92,3.15446
96,3.1548
100,3.15472
104,3.15446
108,3.15466
112,3.15451
116,3.1545
120,3.15482
124,3.15401
128,3.15489
132,3.15443
136,3.15466
140,3.15461
144,3.15384
148,3.15425
152,3.1545
156,3.15386
160,3.15459
164,3.15486
168,3.15457
172,3.15449
176,3.15486
180,3.1539
184,3.15469
188,3.15449
192,3.15468
196,3.15447
200,3.15489
204,3.1549
208,3.15456
212,3.15472
216,3.15464
220,3.15515
224,3.1548
228,3.15499
232,3.15496
236,3.15454
240,3.15522
244,3.15492
248,3.15498
252,3.15483
256,3.15466
260,3.15524
264,3.15489
268,3.15524
272,3.15449
276,3.15418
280,3.15546
284,3.15431
288,3.15448
292,3.1544
296,3.1539
300,3.15483
304,3.15436
308,3.15468
312,3.15528
316,3.1544
320,3.15531
324,3.15443
328,3.15458
332,3.15509
336,3.15397
340,3.15445
344,3.15445
348,3.15419
352,3.1547
356,3.15485
360,3.15496
364,3.15419
368,3.15437
372,3.15411
376,3.15402
380,3.15487
384,3.15376
388,3.15469
392,3.15402
396,3.15401
400,3.15442
404,3.15418
408,3.15468
412,3.15418
416,3.15493
420,3.15509
424,3.15459
428,3.15525
432,3.15446
436,3.15432
440,3.15465
444,3.15395
448,3.15494
452,3.15484
456,3.15474
460,3.15522
464,3.15406
468,3.15491
472,3.15478
476,3.15444
480,3.15479
484,3.15408
488,3.15443
492,3.15417
496,3.15444
500,3.15459
504,3.15406
508,3.15475
512,3.15403
516,3.15482
520,3.15482
524,3.15477
528,3.15494
532,3.15472
536,3.15438
540,3.15461
544,3.15474
548,3.15459
552,3.15464
556,3.15374
560,3.15442
564,3.15415
568,3.15468
572,3.15483
576,3.15409
580,3.15469
584,3.15442
588,3.15513
592,3.15491
596,3.15417
600,3.15545
604,3.15432
608,3.15461
612,3.15522
616,3.15471
620,3.15528
624,3.15439
628,3.15441
632,3.15515
636,3.15382
640,3.15466
644,3.1544
648,3.15459
652,3.15488
656,3.15412
660,3.15511
664,3.1542
668,3.15462
672,3.15434
676,3.15387
680,3.15509
684,3.15406
688,3.15448
692,3.15479
696,3.15369
700,3.15456
704,3.15442
708,3.15469
712,3.15445
716,3.1548
720,3.15431
724,3.15481
728,3.15458
732,3.15464
736,3.15408
740,3.15458
744,3.15534
748,3.15399
752,3.15471
756,3.15453
760,3.15426
764,3.15431
768,3.15457
772,3.15423
776,3.15484
780,3.155
784,3.15471
788,3.15458
792,3.15453
796,3.15433
800,3.15503
804,3.15473
808,3.1547
812,3.15399
816,3.15425
820,3.15408
824,3.15399
828,3.1543
832,3.1544
836,3.1543
840,3.15464
844,3.15409
848,3.15464
852,3.15465
856,3.15412
860,3.15458
864,3.15462
868,3.15463
872,3.15512
876,3.15446
880,3.15495
884,3.15469
888,3.15459
892,3.15514
896,3.15441
900,3.15463
904,3.15519
908,3.15429
912,3.15415
916,3.15535
920,3.1538
924,3.15456
928,3.15447
932,3.15403
936,3.15515
940,3.15455
944,3.15472
948,3.15515
952,3.15435
956,3.15496
960,3.15434
964,3.155
968,3.15509
972,3.15438
976,3.15481
980,3.15468
984,3.15455
988,3.15474
992,3.15448
996,3.15499
1000,3.15459
1004,3.15408
1008,3.15489
1012,3.15439
1016,3.15436
1020,3.15475
1024,3.15423
1028,3.15458
1032,3.15444
1036,3.15424
1040,3.15438
1044,3.15453
1048,3.15441
1052,3.15433
1056,3.15512
1060,3.15493
1064,3.15488
1068,3.15475
1072,3.15417
1076,3.15467
1080,3.15436
1084,3.15489
1088,3.15469
1092,3.15468
1096,3.15543
1100,3.15479
1104,3.15459
1108,3.15501
1112,3.15452
1116,3.1548
1120,3.15473
1124,3.15415
1128,3.1553
1132,3.15427
1136,3.15463
1140,3.15488
1144,3.15396
1148,3.15432
1152,3.1538
1156,3.15495
1160,3.1544
1164,3.15383
1168,3.15478
1172,3.15454
1176,3.15496
1180,3.15524
1184,3.15492
1188,3.1544
1192,3.15391
1196,3.15423
1200,3.15427
1204,3.15371
1208,3.15458
1212,3.15454
1216,3.15478
1220,3.15435
1224,3.15421
1228,3.15436
1232,3.15436
1236,3.15471
1240,3.15476
1244,3.1546
1248,3.15468
1252,3.15403
1256,3.15422
1260,3.15456
1264,3.15448
1268,3.15479
1272,3.15476
1276,3.15514
1280,3.15511
1284,3.15461
1288,3.1552
1292,3.15423
1296,3.15503
1300,3.15486
1304,3.15442
1308,3.1552
1312,3.15451
1316,3.15411
1320,3.1548
1324,3.15438
1328,3.15479
1332,3.15463
1336,3.15419
1340,3.15462
1344,3.15421
1348,3.1548
1352,3.15442
1356,3.15426
1360,3.15411
1364,3.15432
1368,3.15477
1372,3.15372
1376,3.15468
1380,3.15463
1384,3.15414
1388,3.15514
1392,3.15427
1396,3.15475
1400,3.15403
1404,3.15383
1408,3.15467
1412,3.15366
1416,3.15444
1420,3.15355
1424,3.15391
1428,3.15387
1432,3.15395
1436,3.15448
1440,3.15422
1444,3.15423
1448,3.15392
1452,3.15422
1456,3.15414
1460,3.15432
1464,3.1541
1468,3.15367
1472,3.15422
1476,3.15442
1480,3.1543
1484,3.1546
1488,3.15404
1492,3.155
1496,3.15454
1500,3.15441
1504,3.15494
1508,3.15412
1512,3.15435
1516,3.15494
1520,3.15448
1524,3.15455
1528,3.15394
1532,3.15397
1536,3.15356
1540,3.1539
1544,3.15441
1548,3.15453
1552,3.15476
1556,3.15429
1560,3.15422
1564,3.15443
1568,3.15443
1572,3.15414
1576,3.15391
1580,3.15384
1584,3.15428
1588,3.15423
1592,3.15421
1596,3.15458
1600,3.15471
1604,3.15461
1608,3.15466
1612,3.15437
1616,3.15427
1620,3.1548
1624,3.15397
1628,3.15432
1632,3.15464
1636,3.15444
1640,3.1553
1644,3.15461
1648,3.1548
1652,3.1547
1656,3.154
1660,3.15491
1664,3.15462
1668,3.15448
1672,3.15453
1676,3.15448
1680,3.15439
1684,3.15479
1688,3.15425
1692,3.15397
1696,3.15427
1700,3.15365
1704,3.15421
1708,3.15392
1712,3.15404
1716,3.15421
1720,3.15405
1724,3.15404
1728,3.15363
1732,3.15372
1736,3.15399
1740,3.15422
1744,3.15419
1748,3.15492
1752,3.15439
1756,3.15455
1760,3.15405
1764,3.1546
1768,3.15483
1772,3.15396
1776,3.15486
1780,3.15453
1784,3.15466
1788,3.15476
1792,3.15448
1796,3.1544
1800,3.15472
1804,3.15478
1808,3.15502
1812,3.15453
1816,3.15469
1820,3.15439
1824,3.15463
1828,3.15486
1832,3.15485
1836,3.15481
1840,3.15416
1844,3.15429
1848,3.15445
1852,3.15391
1856,3.15445
1860,3.15494
1864,3.15464
1868,3.15505
1872,3.15467
1876,3.1545
1880,3.15425
1884,3.15486
1888,3.15408
1892,3.1544
1896,3.15451
1900,3.15451
1904,3.15471
1908,3.1544
1912,3.15465
1916,3.15454
1920,3.15438
1924,3.15421
1928,3.15433
1932,3.15469
1936,3.1545
1940,3.15454
1944,3.15502
1948,3.15446
1952,3.15449
1956,3.15466
1960,3.1546
1964,3.155
1968,3.15467
1972,3.15451
1976,3.1549
1980,3.15472
1984,3.15481
1988,3.15496
1992,3.15464
1996,3.15502
2000,3.15377
2004,3.15468
2008,3.15409
2012,3.1541
2016,3.15429
2020,3.15361
2024,3.15445
2028,3.15412
2032,3.1541
2036,3.15521
2040,3.15422
2044,3.15429
2048,3.15427
2052,3.15354
2056,3.15506
2060,3.15431
2064,3.15438
2068,3.15494
2072,3.15395
2076,3.15524
2080,3.15477
2084,3.1545
2088,3.15467
2092,3.15415
2096,3.15451
2100,3.15435
2104,3.15406
2108,3.15525
2112,3.15466
2116,3.15466
2120,3.15444
2124,3.15443
2128,3.15454
2132,3.15475
2136,3.15489
2140,3.1546
2144,3.15413
2148,3.15446
2152,3.15463
2156,3.15463
2160,3.1545
2164,3.15443
2168,3.15464
2172,3.15455
2176,3.15488
2180,3.15419
2184,3.15439
2188,3.15452
2192,3.15437
2196,3.15408
2200,3.15447
2204,3.15457
2208,3.15466
2212,3.1542
2216,3.1543
2220,3.15413
2224,3.15435
2228,3.15452
2232,3.15494
