Time (ps),Temperature
0.000000,248.687088
1.000000,251.880112
2.000000,247.012924
3.000000,251.173767
4.000000,248.530014
5.000000,250.518219
6.000000,251.685272
7.000000,250.067993
8.000000,253.363007
9.000000,253.158936
10.000000,253.155319
