Time (ns),Water after lsq fit to Water
0.0000000,0.0000000
0.0000820,0.0312318
0.0001640,0.4806361
0.0002460,0.4178693
0.0003280,0.4826206
0.0004100,0.4827780
0.0004920,0.4835774
0.0005740,0.3429359
0.0006560,0.4191227
0.0007380,0.3424987
0.0008200,0.2458824
0.0009020,0.4187250
0.0009840,0.4180484
0.0010660,0.4175249
0.0011480,0.6787938
0.0012300,0.5873142
0.0013120,0.5345640
0.0013940,0.5355348
0.0014760,0.4176397
0.0015580,0.3439756
0.0016400,0.4817724
0.0017220,0.4837184
0.0018040,0.4832139
0.0018860,0.4835764
0.0019680,0.4195110
0.0020500,0.4195436
0.0021320,0.2457797
0.0022140,0.3433816
0.0022960,0.3440123
0.0023780,0.4828443
0.0024600,0.4828182
0.0025420,0.3440212
0.0026240,0.5890434
0.0027060,0.5376530
0.0027880,0.5388914
0.0028700,0.5909661
0.0029520,0.4837277
0.0030340,0.4821327
0.0031160,0.4829454
0.0031980,0.4838426
0.0032800,0.4836479
0.0033620,0.4196846
0.0034440,0.2475279
0.0035260,0.4182441
0.0036080,0.2462962
0.0036900,0.2456991
0.0037720,0.2467377
0.0038540,0.2467073
0.0039360,0.4191638
0.0040180,0.4190910
0.0041000,0.3426534
0.0041820,0.3429682
0.0042640,0.5886592
0.0043460,0.4820434
0.0044280,0.3424812
0.0045100,0.5879496
0.0045920,0.5888477
0.0046740,0.4833807
0.0047560,0.4195890
0.0048380,0.3432577
0.0049200,0.4184445
0.0050020,0.4185736
0.0050840,0.4183649
0.0051660,0.4180910
0.0052480,0.4180055
0.0053300,0.5374632
0.0054120,0.5369559
0.0054940,0.5378383
0.0055760,0.4186994
0.0056580,0.3436335
0.0057400,0.4196971
0.0058220,0.3449049
0.0059040,0.2471089
0.0059860,0.2470247
0.0060680,0.4819092
0.0061500,0.5383281
0.0062320,0.4190189
0.0063140,0.4186687
0.0063960,0.4189656
0.0064780,0.4835373
0.0065600,0.4822811
0.0066420,0.4185749
0.0067240,0.2468457
0.0068060,0.4198809
0.0068880,0.4201230
0.0069700,0.5890349
0.0070520,0.3444210
0.0071340,0.2482634
0.0072160,0.4202962
0.0072980,0.4202976
0.0073800,0.4830299
0.0074620,0.4202852
0.0075440,0.2458464
0.0076260,0.4174680
0.0077080,0.4188130
0.0077900,0.4192583
0.0078720,0.5394771
0.0079540,0.5393376
0.0080360,0.4178166
0.0081180,0.4813700
0.0082000,0.5884342
0.0082820,0.5889487
0.0083640,0.5883923
0.0084460,0.4819045
0.0085280,0.5376807
0.0086100,0.4827913
0.0086920,0.4830424
0.0087740,0.5906598
0.0088560,0.4189708
0.0089380,0.4198094
0.0090200,0.4831469
0.0091020,0.4831262
0.0091840,0.4832305
0.0092660,0.4169329
0.0093480,0.4171726
0.0094300,0.4187948
0.0095120,0.2475594
0.0095940,0.2468885
0.0096760,0.4177418
0.0097580,0.5380739
0.0098400,0.5891623
0.0099220,0.4820718
0.0100040,0.4823498
0.0100860,0.4843193
