Time (ps),Temperature
0.000000,152.311890
1.000000,149.974228
2.000000,151.416443
3.000000,153.875641
4.000000,154.619202
5.000000,153.519409
6.000000,154.262955
7.000000,155.653275
8.000000,155.591599
9.000000,158.220428
10.000000,158.547073
11.000000,160.993317
12.000000,160.845169
13.000000,158.779007
14.000000,160.560028
15.000000,163.346909
16.000000,165.330429
17.000000,163.826019
18.000000,164.392090
19.000000,168.455322
20.000000,167.486771
21.000000,172.643738
22.000000,173.000732
23.000000,173.876236
24.000000,169.108261
25.000000,174.353790
26.000000,176.842453
27.000000,177.297287
28.000000,175.516663
29.000000,178.740143
30.000000,181.403091
31.000000,180.092911
32.000000,179.673447
33.000000,185.092346
34.000000,180.789459
35.000000,183.420425
36.000000,183.725662
37.000000,185.228729
38.000000,187.377228
39.000000,190.440613
40.000000,189.728607
41.000000,189.734680
42.000000,192.378922
43.000000,193.460953
44.000000,193.310486
45.000000,190.483337
46.000000,194.120468
47.000000,195.016602
48.000000,196.452133
49.000000,199.497955
50.000000,197.004272
