,Energy Transfer (meV),IPR,PPR,1/N
0,0.04136006262249528,0.003091534312605994,0.09025222718866101,0.00027901785714285713
1,0.08272012524499056,0.0030724836789557124,0.09081182726988181,0.00027901785714285713
2,0.12408018786748584,0.003041146645126795,0.09174758395487502,0.00027901785714285713
3,0.16544025048998112,0.002998124876507342,0.09306412128766908,0.00027901785714285713
4,0.2068003131124764,0.002944223495214469,0.09476789299330429,0.00027901785714285713
5,0.24816037573497168,0.002880417250029302,0.09686716642875914,0.00027901785714285713
6,0.28952043835746694,0.002807811409371088,0.09937200775366654,0.00027901785714285713
7,0.33088050097996224,0.002727599978451896,0.10229427311449801,0.00027901785714285713
8,0.37224056360245755,0.002641023790010387,0.10564761218669665,0.00027901785714285713
9,0.4136006262249528,0.0025493307467443376,0.1094474922483798,0.00027901785714285713
10,0.4549606888474481,0.002453740061249088,0.11371125309859503,0.00027901785714285713
11,0.49632075146994337,0.0023554118160601296,0.11845820558443455,0.00027901785714285713
12,0.5376808140924386,0.002255422621490944,0.12370978923604693,0.00027901785714285713
13,0.5790408767149339,0.0021547476413538184,0.12948980743171923,0.00027901785714285713
14,0.6204009393374292,0.0020542488288344467,0.13582476145363956,0.00027901785714285713
15,0.6617610019599245,0.00195466889097931,0.14274430745304706,0.00027901785714285713
16,0.7031210645824197,0.0018566302875793685,0.15028186225844356,0.00027901785714285713
17,0.7444811272049151,0.0017606384620750199,0.1584753844432193,0.00027901785714285713
18,0.7858411898274104,0.0016670884824826443,0.16736835511414552,0.00027901785714285713
19,0.8272012524499056,0.0015762743179530004,0.17701097706470187,0.00027901785714285713
20,0.868561315072401,0.0014884000683160151,0.18746159925841688,0.00027901785714285713
21,0.9099213776948962,0.0014035925771401121,0.19878835332071187,0.00027901785714285713
22,0.9512814403173915,0.0013219149724522142,0.21107095611850582,0.00027901785714285713
23,0.9926415029398867,0.001243380774528183,0.22440258274761737,0.00027901785714285713
24,1.034001565562382,0.0011679682706077442,0.23889164129233761,0.00027901785714285713
25,1.0753616281848772,0.0010956348683982542,0.25466317766133423,0.00027901785714285713
26,1.1167216908073725,0.0010263310944037484,0.27185949900987244,0.00027901785714285713
27,1.1580817534298677,0.0009600137971629578,0.29063942410766747,0.00027901785714285713
28,1.1994418160523632,0.0008966579587349074,0.31117535334936725,0.00027901785714285713
29,1.2408018786748585,0.0008362663367834804,0.3336471227767455,0.00027901785714285713
30,1.2821619412973537,0.0007788760026846228,0.3582314208951629,0.00027901785714285713
31,1.323522003919849,0.0007245607783323888,0.38508551040401334,0.00027901785714285713
32,1.3648820665423442,0.0006734286884289745,0.4143242810070524,0.00027901785714285713
33,1.4062421291648395,0.0006256139089662958,0.44599049532622986,0.00027901785714285713
34,1.447602191787335,0.0005812633350562765,0.4800197093385278,0.00027901785714285713
35,1.4889622544098302,0.000540518759205083,0.5162038363907968,0.00027901785714285713
36,1.5303223170323255,0.0005034965879943591,0.5541603732694671,0.00027901785714285713
37,1.5716823796548207,0.0004702677869701227,0.593316967212521,0.00027901785714285713
38,1.613042442277316,0.0004408410648446525,0.6329216567907074,0.00027901785714285713
39,1.6544025048998112,0.00041515200392239617,0.6720860179083071,0.00027901785714285713
40,1.6957625675223067,0.0003930599052076197,0.709860897654967,0.00027901785714285713
41,1.737122630144802,0.0003743527467698303,0.7453340720761706,0.00027901785714285713
42,1.7784826927672972,0.00035875921066463753,0.7777301567420345,0.00027901785714285713
43,1.8198427553897925,0.00034596559976522034,0.8064901751278295,0.00027901785714285713
44,1.8612028180122877,0.00033563490620904435,0.8313135850330053,0.00027901785714285713
45,1.902562880634783,0.00032742537034038613,0.8521571094286148,0.00027901785714285713
46,1.9439229432572784,0.00032100645071432994,0.8691970411247615,0.00027901785714285713
47,1.9852830058797735,0.0003160709668282402,0.8827696512045711,0.00027901785714285713
48,2.0266430685022687,0.0003123430241567798,0.8933058706725105,0.00027901785714285713
49,2.068003131124764,0.00030958200454961706,0.9012728551479439,0.00027901785714285713
50,2.1093631937472592,0.00030758332380914725,0.9071293387673555,0.00027901785714285713
51,2.1507232563697545,0.0003061768293605794,0.9112964482830358,0.00027901785714285713
52,2.1920833189922497,0.0003052236935159925,0.9141421949545923,0.00027901785714285713
53,2.233443381614745,0.00030461252720693295,0.9159763050496982,0.00027901785714285713
54,2.2748034442372402,0.00030425526187547055,0.9170518709288819,0.00027901785714285713
55,2.3161635068597355,0.0003040831703105149,0.9175708634513963,0.00027901785714285713
56,2.357523569482231,0.00030404324668522383,0.9176913487959314,0.00027901785714285713
57,2.3988836321047264,0.00030409505169770227,0.9175350127703686,0.00027901785714285713
58,2.4402436947272217,0.00030420804998464596,0.9171941937662064,0.00027901785714285713
59,2.481603757349717,0.00030435941809850057,0.9167380424303411,0.00027901785714285713
60,2.522963819972212,0.00030453227490232843,0.9162176890194826,0.00027901785714285713
61,2.5643238825947074,0.0003047142752293588,0.9156704487600393,0.00027901785714285713
62,2.6056839452172027,0.0003048965063605014,0.9151231690826721,0.00027901785714285713
63,2.647044007839698,0.0003050726310786236,0.9145948496145115,0.00027901785714285713
64,2.6884040704621937,0.0003052382278957659,0.9140986666917009,0.00027901785714285713
65,2.7297641330846885,0.0003053902867121439,0.9136435220215601,0.00027901785714285713
66,2.771124195707184,0.0003055268256107347,0.9132352178408973,0.00027901785714285713
67,2.812484258329679,0.00030564660118771037,0.9128773428483198,0.00027901785714285713
68,2.8538443209521747,0.00030574889055751966,0.9125719365132622,0.00027901785714285713
69,2.89520438357467,0.00030583332792890396,0.9123199849812296,0.00027901785714285713
70,2.936564446197165,0.00030589978250023073,0.9121217898958351,0.00027901785714285713
71,2.9779245088196604,0.00030594826748672836,0.9119772418876685,0.00027901785714285713
72,3.019284571442156,0.0003059788724988132,0.9118860229277411,0.00027901785714285713
73,3.060644634064651,0.00030599171336137505,0.9118477558682712,0.00027901785714285713
74,3.1020046966871466,0.0003059868949082999,0.9118621149656588,0.00027901785714285713
75,3.1433647593096414,0.0003059644833958581,0.9119289077152877,0.00027901785714285713
76,3.184724821932137,0.00030592448602880483,0.912048135684653,0.00027901785714285713
77,3.226084884554632,0.00030586683574405086,0.9122200400187848,0.00027901785714285713
78,3.2674449471771276,0.000305791379897485,0.9124451357536516,0.00027901785714285713
79,3.3088050097996224,0.00030569787188665403,0.912724237891688,0.00027901785714285713
80,3.350165072422118,0.00030558596504591605,0.9130584812719822,0.00027901785714285713
81,3.3915251350446134,0.000305455208393477,0.9134493355354276,0.00027901785714285713
82,3.4328851976671086,0.0003053050440098588,0.9138986158834873,0.00027901785714285713
83,3.474245260289604,0.00030513480599820333,0.9144084898151542,0.00027901785714285713
84,3.5156053229120996,0.0003049437211294499,0.9149814795642665,0.00027901785714285713
85,3.5569653855345944,0.00030473091141769594,0.9156204595220936,0.00027901785714285713
86,3.59832544815709,0.00030449539900925967,0.9163286474958272,0.00027901785714285713
87,3.639685510779585,0.0003042361139065683,0.917109588208007,0.00027901785714285713
88,3.6810455734020806,0.0003039519051868557,0.9179671269746763,0.00027901785714285713
89,3.7224056360245754,0.00030364155651456555,0.9189053710092966,0.00027901785714285713
90,3.763765698647071,0.0003033038068812196,0.9199286352911706,0.00027901785714285713
91,3.805125761269566,0.0003029373776286368,0.921041369430807,0.00027901785714285713
92,3.8464858238920616,0.0003025410069078264,0.9222480614929137,0.00027901785714285713
93,3.887845886514557,0.00030211349277603706,0.9235531143579172,0.00027901785714285713
94,3.929205949137052,0.00030165374611169357,0.9249606899943652,0.00027901785714285713
95,3.970566011759547,0.00030116085439490294,0.9264745170930802,0.00027901785714285713
96,4.011926074382043,0.0003006341571162654,0.928097658028098,0.00027901785714285713
97,4.053286137004537,0.00030007333308734084,0.9298322322485244,0.00027901785714285713
98,4.094646199627033,0.0002994784991781404,0.9316790951890255,0.00027901785714285713
99,4.136006262249528,0.0002988503189495989,0.9336374748521298,0.00027901785714285713
100,4.177366324872024,0.00029819011824702745,0.9357045725831613,0.00027901785714285713
101,4.2187263874945184,0.00029750000307050644,0.9378751403801866,0.00027901785714285713
102,4.260086450117014,0.000296782972990489,0.9401410543582595,0.00027901785714285713
103,4.301446512739509,0.00029604302115943386,0.9424909124697527,0.00027901785714285713
104,4.342806575362005,0.00029528520981273566,0.9449096936477279,0.00027901785714285713
105,4.3841666379844995,0.00029451570839932994,0.9473785240838174,0.00027901785714285713
106,4.425526700606995,0.0002937417805878478,0.9498746027360339,0.00027901785714285713
107,4.46688676322949,0.00029297170688426537,0.95237134025737,0.00027901785714285713
108,4.508246825851986,0.0002922146319867537,0.9548387609676754,0.00027901785714285713
109,4.5496068884744805,0.0002914803306737268,0.9572442040872401,0.00027901785714285713
110,4.590966951096976,0.00029077889305753434,0.9595533369323677,0.00027901785714285713
111,4.632327013719471,0.00029012033907277625,0.9617314595543264,0.00027901785714285713
112,4.673687076341967,0.0002895141821826318,0.9637450401889004,0.00027901785714285713
113,4.715047138964462,0.00028896897201378014,0.9655633793428573,0.00027901785714285713
114,4.756407201586957,0.0002884918531424612,0.9671602650251422,0.00027901785714285713
115,4.797767264209453,0.00028808818071224734,0.9685154609711325,0.00027901785714285713
116,4.839127326831948,0.0002877612315885266,0.9696158707779937,0.00027901785714285713
117,4.880487389454443,0.0002875120418807217,0.9704562470416858,0.00027901785714285713
118,4.921847452076939,0.0002873393886291251,0.9710393638478548,0.00027901785714285713
119,4.963207514699434,0.00028723991717901764,0.9713756356814564,0.00027901785714285713
120,5.00456757732193,0.0002872083989855161,0.9714822342536298,0.00027901785714285713
121,5.045927639944424,0.0002872380902236098,0.9713818140402153,0.00027901785714285713
122,5.08728770256692,0.00028732115200726224,0.9711009968935554,0.00027901785714285713
123,5.128647765189415,0.0002874490895564794,0.9706687802468559,0.00027901785714285713
124,5.170007827811911,0.00028761317028616113,0.9701150224283815,0.00027901785714285713
125,5.211367890434405,0.00028780478834742576,0.969469127824373,0.00027901785714285713
126,5.252727953056901,0.0002880157537062778,0.9687590124927791,0.00027901785714285713
127,5.294088015679396,0.00028823849527074983,0.968010386262836,0.00027901785714285713
