time step,temperature,pressure,potential energy,kinetic energy,pair energy,lx,ly,lz,vol
0,9.9999999999999893419,-23048.428575118963636,-100065.09173211458256,14.48230664579998539,0,-100065.09173211458256,60.719999999999998863,61.390000000000000568,60.549999999999997158,225706.22844000000623
200,2.7014568860266475203e-102,137.81132285607239396,-100160.45110095273412,3.9123327013845894129e-102,0,-100160.45110095273412,59.209834458991821293,59.863170906414865158,59.044062524571138795,209280.997042950592
