Time (ps),Radius (nm)
0,6.28245
4,6.28123
8,6.28164
12,6.28538
16,6.28063
20,6.28073
24,6.28728
28,6.27765
32,6.28431
36,6.28273
40,6.28285
44,6.27963
48,6.2864
52,6.28058
56,6.28047
60,6.2861
64,6.27969
68,6.28285
72,6.28247
76,6.28401
80,6.27903
84,6.2857
88,6.28161
92,6.28088
96,6.28409
100,6.28203
104,6.28142
108,6.28245
112,6.28442
116,6.27916
120,6.28479
124,6.28205
128,6.28151
132,6.28282
136,6.28326
140,6.28143
144,6.28213
148,6.28421
152,6.27999
156,6.28378
160,6.28249
164,6.28217
168,6.28167
172,6.28394
176,6.28126
180,6.28193
184,6.28403
188,6.28062
192,6.28308
196,6.28266
200,6.28255
204,6.28125
208,6.28404
212,6.28148
216,6.28183
220,6.28375
224,6.28117
228,6.28254
232,6.28246
236,6.28292
240,6.28098
244,6.28392
248,6.28175
252,6.28189
256,6.28328
260,6.28192
264,6.28214
268,6.28245
272,6.28312
276,6.28111
280,6.28355
284,6.28209
288,6.282
292,6.28253
296,6.28266
300,6.28188
304,6.28235
308,6.2832
312,6.28126
316,6.2832
320,6.28236
324,6.28194
328,6.28251
332,6.28299
336,6.28171
340,6.28263
344,6.28284
348,6.28184
352,6.28262
356,6.28263
360,6.28207
364,6.28215
368,6.28304
372,6.28176
376,6.28229
380,6.28289
384,6.2822
388,6.28231
392,6.28263
396,6.28245
400,6.28186
404,6.283
408,6.28214
412,6.28224
416,6.28284
420,6.28218
424,6.28246
428,6.28245
432,6.2826
436,6.28194
440,6.28279
444,6.28238
448,6.28204
452,6.28264
456,6.28225
460,6.28219
464,6.28253
468,6.28263
472,6.28182
476,6.28292
480,6.28229
484,6.28202
488,6.28268
492,6.28241
496,6.28233
500,6.28235
504,6.28283
508,6.28168
512,6.28272
516,6.28234
520,6.28236
524,6.28237
528,6.28242
532,6.28234
536,6.28228
540,6.28289
544,6.28188
548,6.28281
552,6.28223
556,6.28245
560,6.28242
564,6.28259
568,6.28222
572,6.28227
576,6.28275
580,6.28195
584,6.28254
588,6.28242
592,6.28245
596,6.28218
600,6.28264
604,6.28223
608,6.28231
612,6.28254
616,6.2824
620,6.28251
624,6.28229
628,6.28242
632,6.28223
636,6.28259
640,6.28233
644,6.28233
648,6.28242
652,6.28225
656,6.28241
660,6.28261
664,6.28237
668,6.28246
672,6.28246
676,6.28244
680,6.28235
684,6.28249
688,6.28222
692,6.2823
696,6.2826
700,6.28226
704,6.28243
708,6.28227
712,6.28239
716,6.28245
720,6.28239
724,6.28234
728,6.28256
732,6.28232
736,6.28256
740,6.28229
744,6.28251
748,6.28256
752,6.28234
756,6.28243
760,6.28255
764,6.28221
768,6.28234
772,6.28264
776,6.28224
780,6.28249
784,6.28225
788,6.28249
792,6.28212
796,6.2827
800,6.28225
804,6.28242
808,6.28247
812,6.28238
816,6.28244
820,6.28212
824,6.28254
828,6.28224
832,6.28244
836,6.28233
840,6.28258
844,6.28232
848,6.28244
852,6.28256
856,6.28221
860,6.28258
864,6.28225
868,6.28264
872,6.28223
876,6.2823
880,6.28244
884,6.28235
888,6.28223
892,6.28237
896,6.28254
900,6.28238
904,6.28254
908,6.28237
912,6.28241
916,6.28236
920,6.28246
924,6.28241
928,6.28231
932,6.28246
936,6.28224
940,6.28243
944,6.28251
948,6.28232
952,6.28233
956,6.28252
960,6.28223
964,6.28232
968,6.28263
972,6.28223
976,6.28249
980,6.28231
984,6.28249
988,6.28225
992,6.28253
996,6.28221
1000,6.2824
1004,6.28258
1008,6.28229
1012,6.28259
1016,6.28231
1020,6.28258
1024,6.28212
1028,6.28257
1032,6.28238
1036,6.2822
1040,6.28264
1044,6.28207
1048,6.28285
1052,6.28197
1056,6.28276
1060,6.28221
1064,6.28253
1068,6.28222
1072,6.28246
1076,6.28254
1080,6.28227
1084,6.28247
1088,6.28217
1092,6.2827
1096,6.28201
1100,6.28294
1104,6.28196
1108,6.28277
1112,6.28226
1116,6.28245
1120,6.28236
1124,6.28238
1128,6.28245
1132,6.28214
1136,6.28283
1140,6.28214
1144,6.28272
1148,6.28214
1152,6.28271
1156,6.28218
1160,6.28227
1164,6.28256
1168,6.28229
1172,6.28232
1176,6.28227
1180,6.28264
1184,6.28202
1188,6.28278
1192,6.28235
1196,6.28229
1200,6.28266
1204,6.28223
1208,6.28244
1212,6.28247
1216,6.28242
1220,6.28201
1224,6.28263
1228,6.28228
1232,6.28227
1236,6.28247
1240,6.28234
1244,6.28239
1248,6.28253
1252,6.28251
1256,6.28228
1260,6.28269
1264,6.2823
1268,6.28241
1272,6.28258
1276,6.28223
1280,6.2825
1284,6.28228
1288,6.28258
1292,6.28212
1296,6.2827
1300,6.28224
1304,6.2826
1308,6.28231
1312,6.28228
1316,6.28248
1320,6.28224
1324,6.28242
1328,6.28235
1332,6.28259
1336,6.2822
1340,6.28256
1344,6.28235
1348,6.28255
1352,6.28224
1356,6.28265
1360,6.28216
1364,6.28236
1368,6.28253
1372,6.28239
1376,6.28232
1380,6.28244
1384,6.28242
1388,6.28227
1392,6.28256
1396,6.28234
1400,6.2824
1404,6.28237
1408,6.28241
1412,6.28226
1416,6.28246
1420,6.28245
1424,6.28236
1428,6.28241
1432,6.28247
1436,6.28223
1440,6.28238
1444,6.28234
1448,6.28237
1452,6.2823
1456,6.28266
1460,6.28231
1464,6.28246
1468,6.28246
1472,6.28242
1476,6.2824
1480,6.28257
1484,6.28232
1488,6.28232
1492,6.28254
1496,6.2823
1500,6.28239
1504,6.28251
1508,6.28228
1512,6.28227
1516,6.28264
1520,6.28222
1524,6.28236
1528,6.2826
1532,6.28226
1536,6.28231
1540,6.28246
1544,6.28251
1548,6.2823
1552,6.28255
1556,6.28247
1560,6.28244
1564,6.28238
1568,6.2825
1572,6.28231
1576,6.28227
1580,6.28263
1584,6.28204
1588,6.28267
1592,6.28215
1596,6.28268
1600,6.28208
1604,6.28261
1608,6.2823
1612,6.2824
1616,6.28253
1620,6.28228
1624,6.28261
1628,6.28224
1632,6.28262
1636,6.28217
1640,6.28264
1644,6.28215
1648,6.28252
1652,6.28228
1656,6.28253
1660,6.28233
1664,6.2824
1668,6.28263
1672,6.28227
1676,6.28241
1680,6.2824
1684,6.28242
1688,6.28239
1692,6.28248
1696,6.28228
1700,6.28249
1704,6.2824
1708,6.28238
1712,6.28227
1716,6.28257
1720,6.28226
1724,6.28257
1728,6.28243
1732,6.28234
1736,6.28255
1740,6.2823
1744,6.28253
1748,6.2823
1752,6.2825
1756,6.28247
1760,6.28226
1764,6.28253
1768,6.28245
1772,6.28219
1776,6.28257
1780,6.28251
1784,6.28224
1788,6.28252
1792,6.2823
1796,6.28239
1800,6.28238
1804,6.28247
1808,6.28218
1812,6.28256
1816,6.2825
1820,6.28221
1824,6.28249
1828,6.28251
