E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,278.957,0,278.957
0.162714,278.746,-0.205218,278.951
0.325428,279.759,0.824522,278.935
0.488143,278.188,-0.718999,278.907
0.650857,283.372,4.50421,278.868
0.813571,279.219,0.40115,278.818
0.976285,278.044,-0.713191,278.757
1.139,277.678,-1.00715,278.686
1.30171,277.271,-1.33166,278.603
1.46443,275.776,-2.73261,278.509
1.62714,276.455,-1.94845,278.404
1.78986,276.137,-2.15121,278.288
1.95257,278.047,-0.114331,278.161
2.11528,282.01,3.98615,278.023
2.278,282.228,4.35308,277.875
2.44071,279.482,1.76611,277.716
2.60343,278.441,0.896034,277.545
2.76614,281.002,3.63708,277.364
2.92886,278.437,1.2641,277.173
3.09157,277.869,0.898511,276.971
3.25428,280.846,4.08841,276.758
3.417,279.448,2.9141,276.534
3.57971,280.981,4.68091,276.3
3.74243,277.402,1.34574,276.056
3.90514,279.451,3.65004,275.801
4.06785,280.478,4.94247,275.536
4.23057,277.137,1.87611,275.26
4.39328,279.808,4.83345,274.975
4.556,280.836,6.15719,274.679
4.71871,280.241,5.86769,274.373
4.88143,279.305,5.24835,274.057
5.04414,277.36,3.62909,273.731
5.20685,280.592,7.19624,273.395
5.36957,276.096,3.04617,273.05
5.53228,277.741,5.04626,272.695
5.695,278.952,6.62178,272.33
5.85771,280.095,8.1398,271.955
6.02043,280.058,8.48698,271.571
6.18314,278.396,7.21835,271.178
6.34585,279.389,8.61405,270.775
6.50857,279.958,9.59423,270.364
6.67128,277.257,7.31434,269.943
6.834,280.899,11.3866,269.513
6.99671,277.075,8.00123,269.074
7.15942,279.127,10.5015,268.626
7.32214,280.485,12.3157,268.169
7.48485,278.103,10.3995,267.704
7.64757,280.831,13.6011,267.23
7.81028,282.876,16.1283,266.748
7.973,279.331,13.0734,266.257
8.13571,279.539,13.7808,265.758
8.29842,279.646,14.3945,265.251
8.46114,281.955,17.2188,264.736
8.62385,285.809,21.5953,264.213
8.78657,282.232,18.5497,263.683
8.94928,282.674,19.5296,263.144
9.11199,280.564,17.9667,262.598
9.27471,281.76,19.7158,262.044
9.43742,282.153,20.6704,261.483
9.60014,283.71,22.7952,260.914
9.76285,287.291,26.9526,260.339
9.92557,285.255,25.4988,259.756
10.0883,283.999,24.8329,259.166
10.251,284.708,26.1377,258.57
10.4137,286.332,28.3656,257.967
10.5764,288.734,31.3775,257.357
10.7391,281.719,24.9788,256.74
10.9019,282.303,26.1852,256.118
11.0646,282.92,27.4316,255.489
11.2273,283.657,28.8035,254.853
11.39,288.819,34.6067,254.212
11.5527,283.88,30.3155,253.565
11.7154,282.416,29.5045,252.912
11.8781,284.731,32.4784,252.253
12.0409,284.775,33.1863,251.589
12.2036,286.127,35.2083,250.919
12.3663,283.425,33.1814,250.244
12.529,284.692,35.1292,249.563
12.6917,284.75,35.8728,248.878
12.8544,284.573,36.3857,248.187
13.0171,285.322,37.8305,247.492
13.1798,289.426,42.6349,246.791
13.3426,288.192,42.1057,246.086
13.5053,286.091,40.7139,245.377
13.668,287.523,42.8597,244.663
13.8307,287.895,43.9505,243.945
13.9934,283.394,40.172,243.222
14.1561,290.36,47.8641,242.495
14.3188,291.283,49.5183,241.765
14.4816,287.801,46.7705,241.03
14.6443,287.373,47.0809,240.292
14.807,289.563,50.0129,239.55
14.9697,288.827,50.0223,238.805
15.1324,289.134,51.0781,238.056
15.2951,289.317,52.0136,237.303
15.4578,289.788,53.2406,236.548
15.6206,291.322,55.5328,235.789
15.7833,289.61,54.5827,235.028
15.946,287.85,53.5875,234.263
16.1087,291.651,58.1551,233.496
16.2714,292.084,59.3583,232.726
16.4341,291.795,59.8422,231.953
16.5968,293.321,62.1435,231.178
16.7596,292.461,62.0609,230.4
16.9223,290.49,60.8701,229.62
17.085,291.207,62.3688,228.838
17.2477,293.291,65.2374,228.054
17.4104,299.15,71.8819,227.268
17.5731,295.964,69.4843,226.48
17.7358,293.794,68.1044,225.69
17.8986,294.817,69.9185,224.898
18.0613,298.197,74.0916,224.105
18.224,300.129,76.8189,223.31
18.3867,299.493,76.9788,222.514
18.5494,300.183,78.4667,221.717
18.7121,296.534,75.616,220.918
18.8748,298.965,78.8471,220.118
19.0376,301.585,82.2679,219.317
19.2003,301.26,82.7446,218.515
19.363,301.754,84.0422,217.712
19.5257,300.491,83.5824,216.908
19.6884,302.086,85.982,216.104
19.8511,301.481,86.1819,215.299
20.0138,304.186,89.6933,214.493
20.1766,303.543,89.8565,213.687
20.3393,304.911,92.0312,212.88
20.502,306.586,94.513,212.073
20.6647,306.651,95.385,211.266
20.8274,308.276,97.8171,210.459
20.9901,303.033,93.3815,209.651
21.1528,307.49,98.6459,208.844
21.3156,307.756,99.72,208.036
21.4783,311.885,104.656,207.229
21.641,307.908,101.486,206.421
21.8037,311.681,106.066,205.614
21.9664,311.861,107.053,204.808
22.1291,311.738,107.736,204.001
22.2918,310.554,107.358,203.196
22.4546,312.928,110.538,202.39
22.6173,312.342,110.757,201.585
22.78,311.347,110.566,200.781
22.9427,318.364,118.386,199.978
23.1054,313.206,114.031,199.175
23.2681,314.097,115.724,198.373
23.4308,313.577,116.004,197.572
23.5936,319.183,122.411,196.772
23.7563,318.326,122.353,195.973
23.919,316.153,120.979,195.175
24.0817,317.895,123.517,194.378
24.2444,315.415,121.832,193.582
24.4071,314.69,121.903,192.787
24.5698,319.613,127.619,191.994
24.7326,321.067,129.865,191.202
24.8953,314.16,123.749,190.411
25.058,324.17,134.549,189.622
25.2207,324.452,135.618,188.834
25.3834,321.31,133.263,188.047
25.5461,320.338,133.076,187.263
25.7088,327.764,141.285,186.479
25.8716,326.553,140.855,185.698
26.0343,325.178,140.261,184.917
26.197,330.505,146.366,184.139
26.3597,327.483,144.121,183.362
26.5224,330.362,147.775,182.588
26.6851,332.525,150.71,181.815
26.8478,332.497,151.454,181.043
27.0106,326.887,146.613,180.274
27.1733,334.625,155.118,179.507
27.336,330.413,151.671,178.741
27.4987,333.969,155.991,177.978
27.6614,332.33,155.113,177.216
27.8241,336.298,159.841,176.457
27.9868,333.658,157.958,175.7
28.1496,343.532,168.587,174.945
28.3123,337.338,163.147,174.192
28.475,339.821,166.38,173.441
28.6377,340.114,167.422,172.692
28.8004,337.908,165.963,171.946
28.9631,343.012,171.81,171.201
29.1258,341.931,171.472,170.459
29.2886,342.999,173.279,169.72
29.4513,339.933,170.95,168.983
29.614,344.98,176.732,168.248
29.7767,345.389,177.874,167.515
29.9394,350.249,183.464,166.785
30.1021,348.517,182.46,166.057
30.2648,352.691,187.359,165.332
30.4276,352.074,187.465,164.609
30.5903,352.247,188.359,163.888
30.753,354.115,190.944,163.171
30.9157,353.563,191.108,162.455
31.0784,350.881,189.139,161.742
31.2411,355.263,194.231,161.032
31.4038,352.8,192.476,160.324
31.5666,349.723,190.105,159.619
31.7293,350.042,191.126,158.916
31.892,351.771,193.555,158.216
32.0547,352.799,195.281,157.518
32.2174,355.186,198.363,156.824
32.3801,352.095,195.964,156.131
32.5428,350.13,194.688,155.442
32.7056,349.355,194.6,154.755
32.8683,354.295,200.224,154.071
33.031,354.787,201.398,153.389
33.1937,355.935,203.225,152.71
33.3564,352.976,200.942,152.034
33.5191,350.195,198.834,151.36
33.6818,353.976,203.286,150.69
33.8446,355.493,205.472,150.021
34.0073,351.751,202.395,149.356
34.17,354.681,205.988,148.693
