Time (ns),non-Water after lsq fit to non-Water
0.0006400,0.4993114
0.0006450,0.4993592
0.0006500,0.4994077
0.0006550,0.4994528
0.0006600,0.4994913
0.0006650,0.4995234
0.0006700,0.4995486
0.0006750,0.4995671
0.0006800,0.4995810
0.0006850,0.4995917
0.0006900,0.4995976
0.0006950,0.4995966
0.0007000,0.4733655
0.0007050,0.4733531
0.0007100,0.4733558
0.0007150,0.4733687
0.0007200,0.4733839
0.0007250,0.4733973
0.0007300,0.4734104
0.0007350,0.4734271
0.0007400,0.4734525
0.0007450,0.4734881
0.0007500,0.4735303
0.0007550,0.4735721
0.0007600,0.4736084
0.0007650,0.4736404
0.0007700,0.4736727
0.0007750,0.4737083
0.0007800,0.4737461
0.0007850,0.4737834
0.0007900,0.4738189
0.0007950,0.4738535
0.0008000,0.4564897
0.0008050,0.4565403
0.0008100,0.4565893
0.0008150,0.4566380
0.0008200,0.4566912
0.0008250,0.4567539
0.0008300,0.4568274
0.0008350,0.4569062
0.0008400,0.4569817
0.0008450,0.4570472
0.0008500,0.4570982
0.0008550,0.4571313
0.0008600,0.4571460
0.0008650,0.4571488
0.0008700,0.4571505
0.0008750,0.4571612
0.0008800,0.4571842
0.0008850,0.4572155
0.0008900,0.4572482
0.0008950,0.4572771
0.0009000,0.4703397
0.0009050,0.4703206
0.0009100,0.4703194
0.0009150,0.4703432
0.0009200,0.4703904
0.0009250,0.4704520
0.0009300,0.4705163
0.0009350,0.4705757
0.0009400,0.4706282
0.0009450,0.4706742
0.0009500,0.4707148
0.0009550,0.4707519
0.0009600,0.4707882
0.0009650,0.4708271
0.0009700,0.4708727
0.0009750,0.4709268
0.0009800,0.4709851
0.0009850,0.4710385
0.0009900,0.4710815
0.0009950,0.4711178
0.0010000,0.4210605
0.0010050,0.4210835
0.0010100,0.4211221
0.0010150,0.4211677
0.0010200,0.4212107
0.0010250,0.4212436
0.0010300,0.4212642
0.0010350,0.4212735
0.0010400,0.4212744
0.0010450,0.4212732
0.0010500,0.4212786
0.0010550,0.4212951
0.0010600,0.4213234
0.0010650,0.4213605
0.0010700,0.4214000
0.0010750,0.4214373
0.0010800,0.4214708
0.0010850,0.4215009
0.0010900,0.4215301
0.0010950,0.4215602
0.0011000,0.4092908
0.0011050,0.4093155
0.0011100,0.4093425
0.0011150,0.4093688
0.0011200,0.4093923
0.0011250,0.4094121
0.0011300,0.4094287
0.0011350,0.4094425
0.0011400,0.4094555
0.0011450,0.4094718
0.0011500,0.4094947
0.0011550,0.4095248
0.0011600,0.4095589
0.0011650,0.4095943
0.0011700,0.4096312
0.0011750,0.4096712
0.0011800,0.4097134
0.0011850,0.4097574
0.0011900,0.4098048
0.0011950,0.4098560
0.0012000,0.4317697
0.0012050,0.4317807
0.0012100,0.4318042
0.0012150,0.4318395
0.0012200,0.4318817
0.0012250,0.4319231
0.0012300,0.4319585
0.0012350,0.4319882
0.0012400,0.4320182
0.0012450,0.4320534
0.0012500,0.4320933
0.0012550,0.4321317
0.0012600,0.4321612
0.0012650,0.4321784
0.0012700,0.4321849
0.0012750,0.4321863
0.0012800,0.4321879
0.0012850,0.4321934
0.0012900,0.4322046
0.0012950,0.4322201
0.0013000,0.4244322
0.0013050,0.4244372
0.0013100,0.4244526
0.0013150,0.4244749
0.0013200,0.4245000
0.0013250,0.4245260
0.0013300,0.4245535
0.0013350,0.4245862
0.0013400,0.4246275
0.0013450,0.4246767
0.0013500,0.4247292
0.0013550,0.4247784
0.0013600,0.4248214
0.0013650,0.4248580
0.0013700,0.4248887
0.0013750,0.4249142
0.0013800,0.4249357
0.0013850,0.4249553
0.0013900,0.4249740
0.0013950,0.4249894
0.0014000,0.4317283
0.0014050,0.4316978
0.0014100,0.4316769
0.0014150,0.4316734
0.0014200,0.4316935
0.0014250,0.4317367
0.0014300,0.4317962
0.0014350,0.4318607
0.0014400,0.4319189
0.0014450,0.4319640
0.0014500,0.4319961
0.0014550,0.4320211
0.0014600,0.4320482
0.0014650,0.4320850
0.0014700,0.4321341
0.0014750,0.4321931
0.0014800,0.4322534
0.0014850,0.4323056
0.0014900,0.4323427
0.0014950,0.4323631
0.0015000,0.4387797
0.0015050,0.4387629
0.0015100,0.4387671
0.0015150,0.4387926
0.0015200,0.4388354
0.0015250,0.4388888
0.0015300,0.4389432
0.0015350,0.4389899
0.0015400,0.4390269
0.0015450,0.4390584
0.0015500,0.4390907
0.0015550,0.4391285
0.0015600,0.4391748
0.0015650,0.4392277
0.0015700,0.4392798
0.0015750,0.4393243
0.0015800,0.4393570
0.0015850,0.4393776
0.0015900,0.4393887
0.0015950,0.4393946
0.0016000,0.4459017
0.0016050,0.4458940
0.0016100,0.4458877
0.0016150,0.4458826
0.0016200,0.4458805
0.0016250,0.4458837
0.0016300,0.4458937
0.0016350,0.4459112
0.0016400,0.4459364
0.0016450,0.4459676
0.0016500,0.4460022
0.0016550,0.4460363
0.0016600,0.4460666
0.0016650,0.4460941
0.0016700,0.4461217
0.0016750,0.4461506
0.0016800,0.4461802
0.0016850,0.4462111
0.0016900,0.4462448
0.0016950,0.4462828
0.0017000,0.4761135
0.0017050,0.4761396
0.0017100,0.4761743
0.0017150,0.4762119
0.0017200,0.4762490
0.0017250,0.4762840
0.0017300,0.4763170
0.0017350,0.4763508
0.0017400,0.4763876
0.0017450,0.4764281
0.0017500,0.4764703
0.0017550,0.4765081
0.0017600,0.4765362
0.0017650,0.4765546
0.0017700,0.4765683
0.0017750,0.4765838
0.0017800,0.4766080
0.0017850,0.4766453
0.0017900,0.4766930
0.0017950,0.4767418
0.0018000,0.4630068
0.0018050,0.4630062
0.0018100,0.4630170
0.0018150,0.4630428
0.0018200,0.4630828
0.0018250,0.4631319
0.0018300,0.4631818
0.0018350,0.4632252
0.0018400,0.4632602
0.0018450,0.4632893
0.0018500,0.4633152
0.0018550,0.4633391
0.0018600,0.4633619
0.0018650,0.4633849
0.0018700,0.4634085
0.0018750,0.4634324
0.0018800,0.4634560
0.0018850,0.4634795
0.0018900,0.4635034
0.0018950,0.4635264
0.0019000,0.4596429
0.0019050,0.4596352
0.0019100,0.4596280
0.0019150,0.4596187
0.0019200,0.4596100
0.0019250,0.4596090
0.0019300,0.4596195
0.0019350,0.4596388
0.0019400,0.4596620
0.0019450,0.4596857
0.0019500,0.4597111
0.0019550,0.4597440
0.0019600,0.4597910
0.0019650,0.4598544
0.0019700,0.4599308
0.0019750,0.4600124
0.0019800,0.4600909
0.0019850,0.4601621
0.0019900,0.4602274
0.0019950,0.4602892
0.0020000,0.4459226
0.0020050,0.4459474
0.0020100,0.4459815
0.0020150,0.4460210
0.0020200,0.4460651
0.0020250,0.4461134
0.0020300,0.4461647
0.0020350,0.4462189
0.0020400,0.4462784
0.0020450,0.4463455
0.0020500,0.4464192
0.0020550,0.4464964
0.0020600,0.4465741
0.0020650,0.4466467
0.0020700,0.4467074
0.0020750,0.4467512
0.0020800,0.4467787
0.0020850,0.4467953
0.0020900,0.4468088
0.0020950,0.4468252
0.0021000,0.4425669
0.0021050,0.4425756
0.0021100,0.4425995
0.0021150,0.4426383
0.0021200,0.4426893
0.0021250,0.4427465
0.0021300,0.4428059
0.0021350,0.4428681
0.0021400,0.4429344
0.0021450,0.4430034
0.0021500,0.4430706
0.0021550,0.4431300
0.0021600,0.4431774
0.0021650,0.4432114
0.0021700,0.4432348
0.0021750,0.4432532
0.0021800,0.4432703
0.0021850,0.4432859
0.0021900,0.4432979
0.0021950,0.4433083
0.0022000,0.4318617
0.0022050,0.4318608
0.0022100,0.4318795
0.0022150,0.4319171
0.0022200,0.4319681
0.0022250,0.4320246
0.0022300,0.4320785
0.0022350,0.4321233
0.0022400,0.4321579
0.0022450,0.4321870
0.0022500,0.4322171
0.0022550,0.4322506
0.0022600,0.4322853
0.0022650,0.4323164
0.0022700,0.4323382
0.0022750,0.4323494
0.0022800,0.4323543
0.0022850,0.4323592
0.0022900,0.4323685
0.0022950,0.4323814
0.0023000,0.4388056
0.0023050,0.4387955
0.0023100,0.4387986
0.0023150,0.4388195
0.0023200,0.4388571
0.0023250,0.4389037
0.0023300,0.4389509
0.0023350,0.4389922
0.0023400,0.4390230
0.0023450,0.4390421
0.0023500,0.4390549
0.0023550,0.4390655
0.0023600,0.4390753
0.0023650,0.4390844
0.0023700,0.4390919
0.0023750,0.4390968
0.0023800,0.4390979
0.0023850,0.4390926
0.0023900,0.4390780
0.0023950,0.4390536
0.0024000,0.4559711
0.0024050,0.4559337
0.0024100,0.4559102
0.0024150,0.4559039
0.0024200,0.4559142
0.0024250,0.4559366
0.0024300,0.4559649
0.0024350,0.4559965
0.0024400,0.4560321
0.0024450,0.4560724
0.0024500,0.4561179
0.0024550,0.4561681
0.0024600,0.4562244
0.0024650,0.4562889
0.0024700,0.4563600
0.0024750,0.4564326
0.0024800,0.4565005
0.0024850,0.4565599
0.0024900,0.4566116
0.0024950,0.4566584
0.0025000,0.4313741
0.0025050,0.4313814
0.0025100,0.4314067
0.0025150,0.4314520
0.0025200,0.4315118
0.0025250,0.4315744
0.0025300,0.4316283
0.0025350,0.4316690
0.0025400,0.4316980
0.0025450,0.4317207
0.0025500,0.4317456
0.0025550,0.4317802
0.0025600,0.4318276
0.0025650,0.4318844
0.0025700,0.4319424
0.0025750,0.4319934
0.0025800,0.4320319
0.0025850,0.4320577
0.0025900,0.4320746
0.0025950,0.4320862
0.0026000,0.4527818
0.0026050,0.4527894
0.0026100,0.4528170
0.0026150,0.4528600
0.0026200,0.4529090
0.0026250,0.4529557
0.0026300,0.4529935
0.0026350,0.4530194
0.0026400,0.4530336
0.0026450,0.4530418
0.0026500,0.4530528
0.0026550,0.4530717
0.0026600,0.4530983
0.0026650,0.4531265
0.0026700,0.4531500
0.0026750,0.4531671
0.0026800,0.4531793
0.0026850,0.4531907
0.0026900,0.4532076
0.0026950,0.4532388
0.0027000,0.4662868
0.0027050,0.4663164
0.0027100,0.4663689
0.0027150,0.4664387
0.0027200,0.4665193
0.0027250,0.4666023
0.0027300,0.4666805
0.0027350,0.4667520
0.0027400,0.4668174
0.0027450,0.4668785
0.0027500,0.4669373
0.0027550,0.4669950
0.0027600,0.4670507
0.0027650,0.4671007
0.0027700,0.4671415
0.0027750,0.4671730
0.0027800,0.4671974
0.0027850,0.4672167
0.0027900,0.4672318
0.0027950,0.4672469
0.0028000,0.3930495
0.0028050,0.3930538
0.0028100,0.3930865
0.0028150,0.3931395
0.0028200,0.3932011
0.0028250,0.3932642
0.0028300,0.3933267
0.0028350,0.3933892
0.0028400,0.3934523
0.0028450,0.3935169
0.0028500,0.3935853
0.0028550,0.3936591
0.0028600,0.3937380
0.0028650,0.3938166
0.0028700,0.3938865
0.0028750,0.3939425
0.0028800,0.3939841
0.0028850,0.3940139
0.0028900,0.3940362
0.0028950,0.3940575
0.0029000,0.3973738
0.0029050,0.3973777
0.0029100,0.3973901
0.0029150,0.3974052
0.0029200,0.3974210
0.0029250,0.3974378
0.0029300,0.3974529
0.0029350,0.3974644
0.0029400,0.3974741
0.0029450,0.3974873
0.0029500,0.3975075
0.0029550,0.3975351
0.0029600,0.3975681
0.0029650,0.3976027
0.0029700,0.3976354
0.0029750,0.3976658
0.0029800,0.3976966
0.0029850,0.3977305
0.0029900,0.3977665
0.0029950,0.3978008
0.0030000,0.4168388
0.0030050,0.4168246
0.0030100,0.4168394
0.0030150,0.4168822
0.0030200,0.4169455
0.0030250,0.4170147
0.0030300,0.4170780
0.0030350,0.4171336
0.0030400,0.4171848
0.0030450,0.4172372
0.0030500,0.4172936
0.0030550,0.4173519
0.0030600,0.4174063
0.0030650,0.4174514
0.0030700,0.4174866
0.0030750,0.4175139
0.0030800,0.4175349
0.0030850,0.4175497
0.0030900,0.4175602
0.0030950,0.4175715
0.0031000,0.4319044
0.0031050,0.4319122
0.0031100,0.4319211
0.0031150,0.4319270
0.0031200,0.4319292
0.0031250,0.4319272
0.0031300,0.4319216
0.0031350,0.4319172
0.0031400,0.4319192
0.0031450,0.4319308
0.0031500,0.4319512
0.0031550,0.4319765
0.0031600,0.4320018
0.0031650,0.4320247
0.0031700,0.4320464
0.0031750,0.4320682
0.0031800,0.4320910
0.0031850,0.4321154
0.0031900,0.4321409
0.0031950,0.4321663
0.0032000,0.4564181
0.0032050,0.4564184
0.0032100,0.4564306
0.0032150,0.4564556
0.0032200,0.4564920
0.0032250,0.4565377
0.0032300,0.4565913
0.0032350,0.4566519
0.0032400,0.4567163
0.0032450,0.4567813
0.0032500,0.4568439
0.0032550,0.4569006
0.0032600,0.4569487
0.0032650,0.4569872
0.0032700,0.4570181
0.0032750,0.4570416
0.0032800,0.4570558
0.0032850,0.4570597
0.0032900,0.4570542
0.0032950,0.4570437
0.0033000,0.4632415
0.0033050,0.4632178
0.0033100,0.4632060
0.0033150,0.4632065
0.0033200,0.4632206
0.0033250,0.4632491
0.0033300,0.4632914
0.0033350,0.4633449
0.0033400,0.4634054
0.0033450,0.4634691
0.0033500,0.4635314
0.0033550,0.4635890
0.0033600,0.4636417
0.0033650,0.4636917
0.0033700,0.4637413
0.0033750,0.4637895
0.0033800,0.4638348
0.0033850,0.4638749
0.0033900,0.4639092
0.0033950,0.4639404
0.0034000,0.4631013
0.0034050,0.4631046
0.0034100,0.4631101
0.0034150,0.4631224
0.0034200,0.4631453
0.0034250,0.4631758
0.0034300,0.4632072
0.0034350,0.4632366
0.0034400,0.4632668
0.0034450,0.4633016
0.0034500,0.4633405
0.0034550,0.4633810
0.0034600,0.4634195
0.0034650,0.4634546
0.0034700,0.4634879
0.0034750,0.4635222
0.0034800,0.4635615
0.0034850,0.4636066
0.0034900,0.4636556
0.0034950,0.4637062
0.0035000,0.4315417
0.0035050,0.4316086
0.0035100,0.4316790
0.0035150,0.4317478
0.0035200,0.4318130
0.0035250,0.4318737
0.0035300,0.4319308
0.0035350,0.4319849
0.0035400,0.4320351
0.0035450,0.4320792
0.0035500,0.4321143
0.0035550,0.4321360
0.0035600,0.4321393
0.0035650,0.4321242
0.0035700,0.4320968
0.0035750,0.4320645
0.0035800,0.4320324
0.0035850,0.4320018
0.0035900,0.4319728
0.0035950,0.4319473
0.0036000,0.4763378
0.0036050,0.4763269
0.0036100,0.4763317
0.0036150,0.4763484
0.0036200,0.4763755
0.0036250,0.4764124
0.0036300,0.4764597
0.0036350,0.4765175
0.0036400,0.4765851
0.0036450,0.4766597
0.0036500,0.4767349
0.0036550,0.4768035
0.0036600,0.4768615
0.0036650,0.4769108
0.0036700,0.4769564
0.0036750,0.4770013
0.0036800,0.4770469
0.0036850,0.4770930
0.0036900,0.4771388
0.0036950,0.4771835
0.0037000,0.4461051
0.0037050,0.4461071
0.0037100,0.4461125
0.0037150,0.4461235
0.0037200,0.4461429
0.0037250,0.4461722
0.0037300,0.4462122
0.0037350,0.4462623
0.0037400,0.4463210
0.0037450,0.4463865
0.0037500,0.4464555
0.0037550,0.4465222
0.0037600,0.4465790
0.0037650,0.4466214
0.0037700,0.4466503
0.0037750,0.4466709
0.0037800,0.4466909
0.0037850,0.4467146
0.0037900,0.4467410
0.0037950,0.4467659
0.0038000,0.4351648
0.0038050,0.4351385
0.0038100,0.4351155
0.0038150,0.4350962
0.0038200,0.4350792
0.0038250,0.4350615
0.0038300,0.4350449
0.0038350,0.4350364
0.0038400,0.4350435
0.0038450,0.4350688
0.0038500,0.4351093
0.0038550,0.4351601
0.0038600,0.4352162
0.0038650,0.4352731
0.0038700,0.4353295
0.0038750,0.4353862
0.0038800,0.4354440
0.0038850,0.4355023
0.0038900,0.4355598
0.0038950,0.4356160
0.0039000,0.4423812
0.0039050,0.4423915
0.0039100,0.4424151
0.0039150,0.4424509
0.0039200,0.4424960
0.0039250,0.4425476
0.0039300,0.4426038
0.0039350,0.4426639
0.0039400,0.4427256
0.0039450,0.4427872
0.0039500,0.4428489
0.0039550,0.4429109
0.0039600,0.4429748
0.0039650,0.4430417
0.0039700,0.4431086
0.0039750,0.4431696
0.0039800,0.4432198
0.0039850,0.4432580
0.0039900,0.4432842
0.0039950,0.4433003
0.0040000,0.4277946
0.0040050,0.4277819
0.0040100,0.4277876
0.0040150,0.4278097
0.0040200,0.4278443
0.0040250,0.4278876
0.0040300,0.4279363
0.0040350,0.4279873
0.0040400,0.4280364
0.0040450,0.4280806
0.0040500,0.4281191
0.0040550,0.4281518
0.0040600,0.4281815
0.0040650,0.4282101
0.0040700,0.4282388
0.0040750,0.4282677
0.0040800,0.4282973
0.0040850,0.4283307
0.0040900,0.4283695
0.0040950,0.4284126
0.0041000,0.4319106
0.0041050,0.4318996
0.0041100,0.4318980
0.0041150,0.4319081
0.0041200,0.4319305
0.0041250,0.4319621
0.0041300,0.4319978
0.0041350,0.4320340
0.0041400,0.4320677
0.0041450,0.4320977
0.0041500,0.4321233
0.0041550,0.4321441
0.0041600,0.4321607
0.0041650,0.4321720
0.0041700,0.4321800
0.0041750,0.4321875
0.0041800,0.4321958
0.0041850,0.4322035
0.0041900,0.4322071
0.0041950,0.4322055
0.0042000,0.4495069
0.0042050,0.4495107
0.0042100,0.4495242
0.0042150,0.4495456
0.0042200,0.4495742
0.0042250,0.4496098
0.0042300,0.4496528
0.0042350,0.4497030
0.0042400,0.4497553
0.0042450,0.4498034
0.0042500,0.4498408
0.0042550,0.4498637
0.0042600,0.4498732
0.0042650,0.4498748
0.0042700,0.4498765
0.0042750,0.4498843
0.0042800,0.4498995
0.0042850,0.4499188
0.0042900,0.4499338
0.0042950,0.4499375
0.0043000,0.4796855
0.0043050,0.4796607
0.0043100,0.4796461
0.0043150,0.4796510
0.0043200,0.4796805
0.0043250,0.4797341
0.0043300,0.4798069
0.0043350,0.4798922
0.0043400,0.4799815
0.0043450,0.4800674
0.0043500,0.4801425
0.0043550,0.4802035
0.0043600,0.4802549
0.0043650,0.4803051
0.0043700,0.4803620
0.0043750,0.4804249
0.0043800,0.4804847
0.0043850,0.4805323
0.0043900,0.4805631
0.0043950,0.4805778
0.0044000,0.4461969
0.0044050,0.4462080
0.0044100,0.4462282
0.0044150,0.4462542
0.0044200,0.4462836
0.0044250,0.4463144
0.0044300,0.4463460
0.0044350,0.4463800
0.0044400,0.4464190
0.0044450,0.4464653
0.0044500,0.4465160
0.0044550,0.4465664
0.0044600,0.4466130
0.0044650,0.4466514
0.0044700,0.4466803
0.0044750,0.4467002
0.0044800,0.4467135
0.0044850,0.4467236
0.0044900,0.4467343
0.0044950,0.4467504
0.0045000,0.4170293
0.0045050,0.4170282
0.0045100,0.4170342
0.0045150,0.4170429
0.0045200,0.4170544
0.0045250,0.4170693
0.0045300,0.4170876
0.0045350,0.4171120
0.0045400,0.4171458
0.0045450,0.4171907
0.0045500,0.4172435
0.0045550,0.4172984
0.0045600,0.4173469
0.0045650,0.4173832
0.0045700,0.4174065
0.0045750,0.4174181
0.0045800,0.4174221
0.0045850,0.4174224
0.0045900,0.4174200
0.0045950,0.4174168
0.0046000,0.4562371
0.0046050,0.4562515
0.0046100,0.4562780
0.0046150,0.4563074
0.0046200,0.4563333
0.0046250,0.4563555
0.0046300,0.4563815
0.0046350,0.4564208
0.0046400,0.4564747
0.0046450,0.4565361
0.0046500,0.4565965
0.0046550,0.4566511
0.0046600,0.4566956
0.0046650,0.4567269
0.0046700,0.4567488
0.0046750,0.4567678
0.0046800,0.4567874
0.0046850,0.4568069
0.0046900,0.4568246
0.0046950,0.4568416
0.0047000,0.4129655
0.0047050,0.4129664
0.0047100,0.4129800
0.0047150,0.4130021
0.0047200,0.4130308
0.0047250,0.4130645
0.0047300,0.4131032
0.0047350,0.4131468
0.0047400,0.4131952
0.0047450,0.4132493
0.0047500,0.4133081
0.0047550,0.4133698
0.0047600,0.4134278
0.0047650,0.4134750
0.0047700,0.4135092
0.0047750,0.4135322
0.0047800,0.4135516
0.0047850,0.4135763
0.0047900,0.4136124
0.0047950,0.4136607
0.0048000,0.4353001
0.0048050,0.4353054
0.0048100,0.4353244
0.0048150,0.4353572
0.0048200,0.4354025
0.0048250,0.4354583
0.0048300,0.4355236
0.0048350,0.4355968
0.0048400,0.4356746
0.0048450,0.4357539
0.0048500,0.4358304
0.0048550,0.4359011
0.0048600,0.4359649
0.0048650,0.4360205
0.0048700,0.4360659
0.0048750,0.4360984
0.0048800,0.4361189
0.0048850,0.4361306
0.0048900,0.4361403
0.0048950,0.4361524
0.0049000,0.4460573
0.0049050,0.4460629
0.0049100,0.4460786
0.0049150,0.4461040
0.0049200,0.4461402
0.0049250,0.4461887
0.0049300,0.4462482
0.0049350,0.4463115
0.0049400,0.4463715
0.0049450,0.4464238
0.0049500,0.4464687
0.0049550,0.4465109
0.0049600,0.4465532
0.0049650,0.4465954
0.0049700,0.4466357
0.0049750,0.4466732
0.0049800,0.4467090
0.0049850,0.4467427
0.0049900,0.4467742
0.0049950,0.4468018
0.0050000,0.4598202
0.0050050,0.4598156
0.0050100,0.4598248
0.0050150,0.4598463
0.0050200,0.4598781
0.0050250,0.4599178
0.0050300,0.4599607
0.0050350,0.4600018
0.0050400,0.4600402
0.0050450,0.4600772
0.0050500,0.4601148
0.0050550,0.4601567
0.0050600,0.4602061
0.0050650,0.4602637
0.0050700,0.4603270
0.0050750,0.4603931
0.0050800,0.4604584
0.0050850,0.4605203
0.0050900,0.4605760
0.0050950,0.4606201
0.0051000,0.4388557
0.0051050,0.4388442
0.0051100,0.4388387
0.0051150,0.4388454
0.0051200,0.4388669
0.0051250,0.4389019
0.0051300,0.4389474
0.0051350,0.4390010
0.0051400,0.4390601
0.0051450,0.4391197
0.0051500,0.4391782
0.0051550,0.4392389
0.0051600,0.4393053
0.0051650,0.4393767
0.0051700,0.4394477
0.0051750,0.4395101
0.0051800,0.4395560
0.0051850,0.4395812
0.0051900,0.4395864
0.0051950,0.4395777
0.0052000,0.4588870
0.0052050,0.4588654
0.0052100,0.4588587
0.0052150,0.4588668
0.0052200,0.4588879
0.0052250,0.4589199
0.0052300,0.4589617
0.0052350,0.4590128
0.0052400,0.4590732
0.0052450,0.4591405
0.0052500,0.4592084
0.0052550,0.4592703
0.0052600,0.4593195
0.0052650,0.4593504
0.0052700,0.4593643
0.0052750,0.4593729
0.0052800,0.4593888
0.0052850,0.4594187
0.0052900,0.4594632
0.0052950,0.4595174
0.0053000,0.4628154
0.0053050,0.4628353
0.0053100,0.4628549
0.0053150,0.4628727
0.0053200,0.4628933
0.0053250,0.4629232
0.0053300,0.4629648
0.0053350,0.4630181
0.0053400,0.4630828
0.0053450,0.4631558
0.0053500,0.4632302
0.0053550,0.4632968
0.0053600,0.4633511
0.0053650,0.4633957
0.0053700,0.4634384
0.0053750,0.4634903
0.0053800,0.4635574
0.0053850,0.4636361
0.0053900,0.4637160
0.0053950,0.4637880
0.0054000,0.4478448
0.0054050,0.4478496
0.0054100,0.4478650
0.0054150,0.4478941
0.0054200,0.4479375
0.0054250,0.4479939
0.0054300,0.4480609
0.0054350,0.4481354
0.0054400,0.4482126
0.0054450,0.4482871
0.0054500,0.4483550
0.0054550,0.4484142
0.0054600,0.4484640
0.0054650,0.4485061
0.0054700,0.4485433
0.0054750,0.4485757
0.0054800,0.4486010
0.0054850,0.4486203
0.0054900,0.4486392
0.0054950,0.4486644
0.0055000,0.4169566
0.0055050,0.4169747
0.0055100,0.4170060
0.0055150,0.4170462
0.0055200,0.4170926
0.0055250,0.4171436
0.0055300,0.4171985
0.0055350,0.4172560
0.0055400,0.4173131
0.0055450,0.4173672
0.0055500,0.4174170
0.0055550,0.4174620
0.0055600,0.4175016
0.0055650,0.4175334
0.0055700,0.4175560
0.0055750,0.4175711
0.0055800,0.4175809
0.0055850,0.4175852
0.0055900,0.4175856
0.0055950,0.4175896
0.0056000,0.4530346
0.0056050,0.4530315
0.0056100,0.4530509
0.0056150,0.4530831
0.0056200,0.4531175
0.0056250,0.4531470
0.0056300,0.4531692
0.0056350,0.4531858
0.0056400,0.4532022
0.0056450,0.4532247
0.0056500,0.4532562
0.0056550,0.4532959
0.0056600,0.4533392
0.0056650,0.4533782
0.0056700,0.4534057
0.0056750,0.4534204
0.0056800,0.4534269
0.0056850,0.4534329
0.0056900,0.4534475
0.0056950,0.4534741
0.0057000,0.4696495
0.0057050,0.4696548
0.0057100,0.4696654
0.0057150,0.4696815
0.0057200,0.4697032
0.0057250,0.4697316
0.0057300,0.4697664
0.0057350,0.4698056
0.0057400,0.4698485
0.0057450,0.4698954
0.0057500,0.4699473
0.0057550,0.4700028
0.0057600,0.4700584
0.0057650,0.4701098
0.0057700,0.4701530
0.0057750,0.4701885
0.0057800,0.4702192
0.0057850,0.4702488
0.0057900,0.4702795
0.0057950,0.4703100
0.0058000,0.4527860
0.0058050,0.4527946
0.0058100,0.4528230
