Time (ps),Temperature
0.000000,301.630127
1.000000,300.480347
2.000000,298.063751
3.000000,298.399384
4.000000,295.977570
5.000000,297.869110
6.000000,295.088593
7.000000,292.141937
8.000000,290.932159
9.000000,290.475586
10.000000,288.984680
11.000000,290.629120
12.000000,292.189606
13.000000,291.190704
14.000000,286.764435
15.000000,284.059143
16.000000,282.983124
17.000000,284.845978
18.000000,281.102234
19.000000,283.119476
20.000000,285.819885
21.000000,280.734375
22.000000,280.815704
23.000000,275.749664
24.000000,272.247772
25.000000,272.702637
26.000000,274.240601
27.000000,271.738739
28.000000,273.195831
29.000000,272.734924
30.000000,270.424622
31.000000,264.859161
32.000000,265.836121
33.000000,268.730103
34.000000,265.352142
35.000000,264.571442
36.000000,264.557648
37.000000,263.615845
38.000000,261.512238
39.000000,264.053802
40.000000,263.864960
41.000000,260.736298
42.000000,258.374573
43.000000,255.967422
44.000000,253.621170
45.000000,257.687042
46.000000,254.708450
47.000000,254.819000
48.000000,249.714233
49.000000,249.711060
50.000000,251.830429
