E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,14.0804,0,14.0804
1.33426,14.5513,0.471669,14.0796
2.66851,15.3001,1.22284,14.0773
4.00277,15.8824,1.80906,14.0733
5.33703,16.4973,2.42953,14.0678
6.67128,17.3547,3.29401,14.0607
8.00554,18.5493,4.49729,14.052
9.33979,20.3947,6.35293,14.0417
10.6741,23.2,9.17005,14.0299
12.0083,22.1545,8.13789,14.0166
13.3426,26.8835,12.8818,14.0017
14.6768,29.8657,15.8804,13.9853
16.0111,32.7376,18.7703,13.9673
17.3453,34.7872,20.8393,13.9479
18.6796,38.1819,24.2549,13.9269
20.0138,46.4835,32.579,13.9045
21.3481,48.8223,34.9417,13.8806
22.6824,55.6495,41.7943,13.8552
24.0166,59.9023,46.0738,13.8285
25.3509,69.5,55.6998,13.8003
26.6851,76.0289,62.2582,13.7706
28.0194,79.3993,65.6597,13.7397
29.3536,89.4388,75.7314,13.7073
30.6879,97.6096,83.9359,13.6736
32.0222,95.9385,82.2998,13.6386
33.3564,101.251,87.6483,13.6023
34.6907,106.353,92.788,13.5647
36.0249,100.469,86.9432,13.5259
37.3592,96.0301,82.5443,13.4858
38.6934,96.1445,82.7,13.4445
40.0277,89.7685,76.3664,13.4021
41.3619,86.7428,73.3843,13.3584
42.6962,88.1956,74.8819,13.3137
44.0305,83.2811,70.0132,13.2678
45.3647,80.6971,67.4762,13.2209
46.699,77.4529,64.28,13.1729
48.0332,82.2861,69.1623,13.1239
49.3675,80.1172,67.0434,13.0738
50.7017,78.5766,65.5537,13.0228
52.036,79.1925,66.2216,12.9709
53.3703,79.488,66.57,12.918
54.7045,71.507,58.6428,12.8642
56.0388,78.3111,65.5015,12.8096
57.373,72.1175,59.3634,12.7541
58.7073,73.9378,61.2399,12.6978
60.0415,69.551,56.9102,12.6408
61.3758,74.6871,62.1042,12.583
62.71,75.3617,62.8373,12.5244
64.0443,75.231,62.7658,12.4652
65.3786,74.6904,62.2851,12.4053
66.7128,74.4426,62.0979,12.3447
68.0471,72.9042,60.6207,12.2835
69.3813,74.7075,62.4857,12.2218
70.7156,72.3498,60.1903,12.1595
72.0498,74.6022,62.5056,12.0966
73.3841,79.4859,67.4527,12.0332
74.7184,74.2434,62.274,11.9694
