Time (ps),Radius (nm)
0,1.58655
4,1.58678
8,1.58616
12,1.58635
16,1.58687
20,1.58624
24,1.58617
28,1.58685
32,1.58659
36,1.58621
40,1.5869
44,1.58596
48,1.58731
52,1.58639
56,1.58689
60,1.58728
64,1.58686
68,1.58588
72,1.58663
76,1.58625
80,1.58689
84,1.58662
88,1.58636
92,1.58539
96,1.58705
100,1.58697
104,1.58782
108,1.58636
112,1.58608
116,1.58716
120,1.5865
124,1.58659
128,1.5858
132,1.58628
136,1.58663
140,1.58618
144,1.58634
148,1.58672
152,1.58748
156,1.58664
160,1.58591
164,1.58641
168,1.58791
172,1.58616
176,1.58626
180,1.58662
184,1.58618
188,1.58751
192,1.58647
196,1.58698
200,1.58639
204,1.58779
208,1.58741
212,1.58718
216,1.5874
220,1.58651
224,1.58553
228,1.58625
232,1.58635
236,1.5869
240,1.58686
244,1.5864
248,1.5865
252,1.58679
256,1.58591
260,1.58603
264,1.58638
268,1.5865
272,1.58599
276,1.58669
280,1.58656
284,1.58546
288,1.58608
292,1.5863
296,1.58649
300,1.58645
304,1.58665
308,1.58663
312,1.58614
316,1.58578
320,1.58641
324,1.58708
328,1.58745
332,1.58653
336,1.5856
340,1.58575
344,1.58618
348,1.58657
352,1.58572
356,1.58629
360,1.58696
364,1.58589
368,1.58565
372,1.58629
376,1.5874
380,1.58634
384,1.58701
388,1.58658
392,1.58692
396,1.5865
400,1.58611
404,1.58655
408,1.58602
412,1.58642
416,1.58779
420,1.58646
424,1.5857
428,1.58539
432,1.58593
436,1.5863
440,1.58619
444,1.58628
448,1.58629
452,1.58617
456,1.58748
460,1.58639
464,1.58681
468,1.58557
472,1.58648
476,1.58657
480,1.58632
484,1.58656
488,1.58621
492,1.58621
496,1.58647
500,1.58546
504,1.58714
508,1.58605
512,1.58688
516,1.58548
520,1.58601
524,1.58626
528,1.58611
532,1.58722
536,1.58606
540,1.5867
544,1.58656
548,1.587
552,1.58757
556,1.58619
560,1.58577
564,1.58645
568,1.58682
572,1.58652
576,1.5867
580,1.58687
584,1.58633
588,1.58628
592,1.58595
596,1.58604
600,1.58604
604,1.58679
608,1.58681
612,1.58726
616,1.58682
620,1.58637
624,1.5863
628,1.58617
632,1.5859
636,1.58649
640,1.58563
644,1.58618
648,1.58582
652,1.58599
656,1.58602
660,1.58631
664,1.58692
668,1.58641
672,1.58692
676,1.587
680,1.58566
684,1.58677
688,1.58654
692,1.58587
696,1.58752
700,1.58708
704,1.58624
708,1.58649
712,1.58616
716,1.58652
720,1.58576
724,1.58667
728,1.58616
732,1.58631
736,1.58549
740,1.58622
744,1.58476
748,1.58533
752,1.58638
756,1.58643
760,1.58648
764,1.58591
768,1.58536
772,1.58756
776,1.58629
780,1.58708
784,1.58667
788,1.58614
792,1.58704
796,1.58654
800,1.58685
804,1.58641
808,1.58689
812,1.58588
816,1.58668
820,1.58608
824,1.58596
828,1.58713
832,1.58662
836,1.58706
840,1.58656
844,1.58655
848,1.58614
852,1.58563
856,1.58722
860,1.58688
864,1.58603
868,1.58603
872,1.58666
876,1.58668
880,1.5863
884,1.58572
888,1.58654
892,1.58669
896,1.58636
900,1.58661
904,1.58663
908,1.58654
912,1.58598
916,1.58599
920,1.58634
924,1.58686
928,1.58636
932,1.58554
936,1.58552
940,1.58702
944,1.58678
948,1.58764
952,1.58589
956,1.58659
960,1.58662
964,1.58593
968,1.58633
972,1.58619
976,1.58658
980,1.58612
984,1.58678
988,1.58697
992,1.58574
996,1.5867
1000,1.58674
1004,1.58668
1008,1.58655
1012,1.58631
1016,1.58537
1020,1.58635
1024,1.58621
1028,1.58631
1032,1.58591
1036,1.58625
1040,1.58649
1044,1.58606
1048,1.58666
1052,1.5866
1056,1.58602
1060,1.58599
1064,1.58649
1068,1.58631
1072,1.58672
1076,1.58639
1080,1.58612
1084,1.58632
1088,1.58617
1092,1.58655
1096,1.58676
1100,1.58661
1104,1.58592
1108,1.58639
1112,1.58612
1116,1.58651
1120,1.58599
1124,1.58717
1128,1.58727
1132,1.58585
1136,1.5864
1140,1.58711
1144,1.58664
1148,1.5863
1152,1.58597
1156,1.58669
1160,1.58638
1164,1.58619
1168,1.58676
1172,1.58603
1176,1.58784
1180,1.58623
1184,1.58607
1188,1.58669
1192,1.58633
1196,1.58588
1200,1.58589
1204,1.58668
1208,1.58712
1212,1.58571
1216,1.58646
1220,1.58564
1224,1.58593
1228,1.58723
1232,1.58662
