E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,9.94691,0,9.94691
1.33426,10.0135,0.0670866,9.94641
2.66851,10.1448,0.199865,9.94492
4.00277,10.3418,0.39935,9.94243
5.33703,10.5955,0.656597,9.93894
6.67128,10.9416,1.00717,9.93446
8.00554,11.6145,1.6855,9.929
9.33979,13.8515,3.92894,9.92254
10.6741,14.292,4.37691,9.91511
12.0083,14.7768,4.87009,9.90669
13.3426,14.9971,5.09979,9.89731
14.6768,18.3241,8.43719,9.88695
16.0111,19.0945,9.21884,9.87564
17.3453,22.0652,12.2018,9.86337
18.6796,29.3263,19.4761,9.85015
20.0138,34.0415,24.2055,9.836
21.3481,39.6322,29.8113,9.82091
22.6824,40.2707,30.4658,9.8049
24.0166,47.1348,37.3469,9.78797
25.3509,51.1644,41.3943,9.77015
26.6851,53.8642,44.1128,9.75143
28.0194,59.9081,50.1763,9.73182
29.3536,68.4583,58.7469,9.71135
30.6879,71.4632,61.7732,9.69001
32.0222,80.8533,71.1854,9.66783
33.3564,81.1712,71.5264,9.64481
34.6907,79.5039,69.8829,9.62096
36.0249,76.8909,67.2946,9.59631
37.3592,80.8062,71.2354,9.57086
38.6934,76.7637,67.2191,9.54462
40.0277,77.8682,68.3506,9.51762
41.3619,75.786,66.2962,9.48986
42.6962,69.4405,59.9792,9.46136
44.0305,68.593,59.1609,9.43213
45.3647,67.2787,57.8765,9.40219
46.699,66.0715,56.6999,9.37156
48.0332,65.524,56.1837,9.34025
49.3675,68.6459,59.3376,9.30827
50.7017,65.9754,56.6998,9.27564
52.036,63.5759,54.3335,9.24238
53.3703,61.9646,52.7561,9.20851
54.7045,63.3387,54.1647,9.17403
56.0388,59.7001,50.5611,9.13897
57.373,60.3836,51.2802,9.10334
58.7073,60.0551,50.9879,9.06716
60.0415,59.3836,50.3531,9.03044
61.3758,57.5948,48.6016,8.9932
62.71,61.8618,52.9063,8.95547
64.0443,60.5049,51.5876,8.91724
65.3786,60.8723,51.9938,8.87855
66.7128,62.1958,53.3564,8.8394
68.0471,62.939,54.1392,8.79982
69.3813,64.8475,56.0877,8.75981
70.7156,62.7862,54.0668,8.71941
72.0498,64.0051,55.3265,8.67861
73.3841,63.8239,55.1864,8.63744
74.7184,64.1055,55.5096,8.59592
76.0526,63.2974,54.7434,8.55405
77.3869,64.7959,56.284,8.51187
78.7211,64.65,56.1806,8.46937
80.0554,65.6896,57.263,8.42658
81.3896,66.5652,58.1817,8.38351
82.7239,65.8945,57.5543,8.34018
84.0582,64.6631,56.3665,8.2966
85.3924,60.8304,52.5777,8.25279
86.7267,61.7,53.4913,8.20875
