Time (ps),Temperature
0.000000,101.058319
2.000000,100.181198
4.000000,101.859673
6.000000,100.143211
8.000000,98.687202
10.000000,99.347290
12.000000,99.866890
14.000000,101.293465
16.000000,100.505020
18.000000,100.543015
20.000000,100.084991
22.000000,98.729652
24.000000,98.998665
26.000000,100.963242
28.000000,100.043251
30.000000,100.690361
32.000000,98.682602
34.000000,100.524208
36.000000,100.772285
38.000000,100.361580
40.000000,100.217873
42.000000,100.015854
44.000000,99.067238
46.000000,99.983177
48.000000,100.975098
50.000000,100.724098
