E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,275.823,0,275.823
0.162714,271.511,-4.30555,275.816
0.325428,271.527,-4.26926,275.796
0.488143,273.125,-2.63794,275.763
0.650857,272.869,-2.84793,275.717
0.813571,271.485,-4.1726,275.658
0.976285,270.971,-4.6145,275.585
1.139,273.181,-2.31832,275.5
1.30171,271.852,-3.54863,275.401
1.46443,275.764,0.474965,275.289
1.62714,274.208,-0.956279,275.164
1.78986,277.298,2.27129,275.026
1.95257,271.984,-2.89126,274.876
2.11528,274.664,-0.0476113,274.712
2.278,272.081,-2.45391,274.535
2.44071,272.388,-1.95714,274.346
2.60343,277.07,2.92697,274.143
2.76614,271.76,-2.16822,273.928
2.92886,274.609,0.908137,273.701
3.09157,272.881,-0.579863,273.46
3.25428,272.792,-0.415792,273.208
3.417,273.592,0.649686,272.942
3.57971,270.84,-1.82493,272.665
3.74243,277.433,5.05865,272.375
3.90514,274.911,2.83821,272.073
4.06785,273.072,1.3138,271.758
4.23057,273.577,2.1456,271.432
4.39328,274.772,3.67829,271.093
4.556,275.851,5.10775,270.743
4.71871,273.066,2.68495,270.381
4.88143,273.473,3.46557,270.008
5.04414,273.266,3.6433,269.622
5.20685,273.808,4.58238,269.225
5.36957,272.275,3.45773,268.817
5.53228,274.336,5.93784,268.398
5.695,271.933,3.96568,267.967
5.85771,275.632,8.10597,267.526
6.02043,273.941,6.86752,267.073
6.18314,274.259,7.6489,266.61
6.34585,275.167,9.03145,266.136
6.50857,275.753,10.1017,265.651
6.67128,270.147,4.99103,265.156
6.834,276.961,12.3096,264.651
6.99671,273.848,9.71209,264.135
7.15942,277.045,13.4354,263.61
7.32214,275.91,12.8359,263.074
7.48485,275.445,12.9157,262.529
7.64757,276.676,14.7014,261.974
7.81028,274.492,13.0818,261.41
7.973,275.411,14.575,260.836
8.13571,273.977,13.7242,260.253
8.29842,277.763,18.1024,259.661
8.46114,273.479,14.4191,259.06
8.62385,275.957,17.5077,258.45
8.78657,276.908,19.0774,257.831
8.94928,278.716,21.5122,257.204
9.11199,278.06,21.4918,256.568
9.27471,274.669,18.7441,255.925
9.43742,279.233,23.96,255.273
9.60014,277.725,23.1123,254.613
9.76285,279.851,25.9058,253.946
9.92557,280.403,27.1324,253.27
10.0883,275.884,23.2965,252.588
10.251,273.92,22.0227,251.898
10.4137,277.548,26.3477,251.2
10.5764,280.73,30.234,250.496
10.7391,277.641,27.8562,249.785
10.9019,277.691,28.6242,249.067
11.0646,279.496,31.1532,248.343
11.2273,279.542,31.9307,247.612
11.39,278.689,31.8149,246.875
11.5527,278.048,31.9173,246.131
11.7154,279.617,34.2349,245.382
11.8781,282.123,37.4966,244.627
12.0409,279.114,35.2482,243.866
12.2036,279.132,36.0325,243.1
12.3663,280.507,38.179,242.328
12.529,281.042,39.4909,241.551
12.6917,281.804,41.0356,240.769
12.8544,282.162,42.1802,239.982
13.0171,279.721,40.5307,239.19
13.1798,280.54,42.1468,238.393
13.3426,282.8,45.208,237.592
13.5053,281.53,44.7434,236.787
13.668,278.556,42.5786,235.977
13.8307,279.793,44.6291,235.164
13.9934,280.089,45.7425,234.346
14.1561,283.516,49.9912,233.525
14.3188,283.084,50.3848,232.7
14.4816,283.407,51.5359,231.871
14.6443,285.5,54.4611,231.039
14.807,279.629,49.4248,230.204
14.9697,288.093,58.7271,229.366
15.1324,287.931,59.4066,228.524
15.2951,285.274,57.5944,227.68
15.4578,283.832,56.9991,226.833
15.6206,286.07,60.086,225.984
15.7833,285.025,59.8932,225.132
15.946,283.378,59.0999,224.278
16.1087,285.517,62.0958,223.421
16.2714,289.099,66.5361,222.563
16.4341,286.337,64.6349,221.702
16.5968,283.408,62.5685,220.84
16.7596,286.87,66.8945,219.976
16.9223,291.464,72.3538,219.11
17.085,293.407,75.1642,218.243
17.2477,291.235,73.8606,217.375
17.4104,290.158,73.6532,216.505
17.5731,290.695,75.0613,215.634
17.7358,292.356,77.5939,214.762
17.8986,287.971,74.0819,213.889
18.0613,291.843,78.8276,213.016
18.224,293.792,81.6509,212.142
18.3867,297.879,86.6125,211.267
18.5494,294.591,84.2,210.391
18.7121,291.253,81.7377,209.515
18.8748,295.712,87.0722,208.639
19.0376,297.093,89.3301,207.763
19.2003,297.231,90.3441,206.887
19.363,298.128,92.1181,206.01
19.5257,295.769,90.6346,205.134
19.6884,299.164,94.9062,204.258
19.8511,300.036,96.6535,203.382
20.0138,303.358,100.851,202.507
20.1766,304.061,102.429,201.632
20.3393,295.84,95.083,200.757
20.502,307.505,107.621,199.883
20.6647,301.518,102.508,199.01
20.8274,309.391,111.253,198.138
20.9901,302.202,104.936,197.266
21.1528,307.179,110.783,196.396
21.3156,306.084,110.558,195.526
21.4783,298.411,103.753,194.658
21.641,306.292,112.501,193.79
21.8037,310.844,117.92,192.924
21.9664,310.882,118.823,192.06
22.1291,307.353,116.157,191.196
22.2918,310.511,120.176,190.334
22.4546,306.897,117.423,189.474
22.6173,312.072,123.457,188.615
22.78,311.225,123.467,187.758
22.9427,311.686,124.784,186.902
23.1054,314.712,128.664,186.048
23.2681,312.971,127.775,185.196
23.4308,312.548,128.202,184.346
23.5936,316.237,132.739,183.498
23.7563,315.82,133.168,182.652
23.919,315.581,133.774,181.808
24.0817,318.088,137.123,180.966
24.2444,318.613,138.487,180.126
24.4071,315.549,136.261,179.288
24.5698,317.224,138.772,178.453
24.7326,320.32,142.701,177.619
24.8953,317.805,141.017,176.788
25.058,325.988,150.028,175.96
25.2207,322.618,147.484,175.134
25.3834,329.541,155.231,174.31
25.5461,323.865,150.376,173.489
25.7088,322.844,150.174,172.67
25.8716,327.043,155.189,171.854
26.0343,325.853,154.812,171.04
26.197,324.451,154.221,170.229
26.3597,335.098,165.677,169.421
26.5224,322.462,153.847,168.616
26.6851,326.407,158.594,167.813
26.8478,332.31,165.297,167.013
27.0106,328.936,162.72,166.216
27.1733,332.917,167.496,165.421
27.336,335.128,170.498,164.63
27.4987,331.97,168.129,163.841
27.6614,340.834,177.779,163.056
27.8241,339.417,177.144,162.273
27.9868,337.859,176.366,161.493
28.1496,344.839,184.123,160.716
28.3123,341.789,181.847,159.942
28.475,344.134,184.963,159.171
28.6377,349.961,191.558,158.403
28.8004,347.651,190.012,157.639
28.9631,341.365,184.488,156.877
29.1258,346.807,190.688,156.118
29.2886,354.971,199.608,155.363
29.4513,348.774,194.164,154.611
29.614,352.668,198.807,153.861
29.7767,356.585,203.47,153.115
29.9394,348.016,195.643,152.373
30.1021,360.876,209.243,151.633
30.2648,354.624,203.727,150.896
30.4276,359.714,209.551,150.163
30.5903,364.34,214.907,149.433
30.753,366.857,218.151,148.706
30.9157,361.537,213.555,147.983
31.0784,364.395,217.133,147.262
31.2411,368.699,222.153,146.545
31.4038,364.623,218.792,145.831
31.5666,366.77,221.649,145.121
31.7293,357.566,213.153,144.413
31.892,362.365,218.655,143.709
32.0547,367.361,224.353,143.009
32.2174,363.318,221.007,142.311
32.3801,363.237,221.62,141.617
