Time (ns),non-Water after lsq fit to non-Water
0.0000000,0.0000000
0.0000050,0.0027943
0.0000100,0.0054530
0.0000150,0.0079313
0.0000200,0.0101707
0.0000250,0.0121448
0.0000300,0.0138880
0.0000350,0.0154409
0.0000400,0.0168591
0.0000450,0.0181732
0.0000500,0.0193911
0.0000550,0.0205127
0.0000600,0.0215164
0.0000650,0.0223943
0.0000700,0.0231469
0.0000750,0.0237978
0.0000800,0.0243938
0.0000850,0.0249711
0.0000900,0.0255649
0.0000950,0.0261829
0.0001000,0.2321521
0.0001050,0.2322179
0.0001100,0.2322970
0.0001150,0.2323906
0.0001200,0.2324937
0.0001250,0.2325998
0.0001300,0.2327050
0.0001350,0.2328068
0.0001400,0.2329040
0.0001450,0.2329948
0.0001500,0.2330807
0.0001550,0.2331656
0.0001600,0.2332526
0.0001650,0.2333426
0.0001700,0.2334335
0.0001750,0.2335229
0.0001800,0.2336080
0.0001850,0.2336855
0.0001900,0.2337548
0.0001950,0.2338163
0.0002000,0.2766004
0.0002050,0.2766444
0.0002100,0.2766959
0.0002150,0.2767558
0.0002200,0.2768216
0.0002250,0.2768893
0.0002300,0.2769554
0.0002350,0.2770188
0.0002400,0.2770823
0.0002450,0.2771488
0.0002500,0.2772200
0.0002550,0.2772949
0.0002600,0.2773707
0.0002650,0.2774439
0.0002700,0.2775100
0.0002750,0.2775672
0.0002800,0.2776165
0.0002850,0.2776621
0.0002900,0.2777107
0.0002950,0.2777667
0.0003000,0.2474832
0.0003050,0.2475568
0.0003100,0.2476340
0.0003150,0.2477122
0.0003200,0.2477888
0.0003250,0.2478600
0.0003300,0.2479214
0.0003350,0.2479699
0.0003400,0.2480067
0.0003450,0.2480358
0.0003500,0.2480635
0.0003550,0.2480933
0.0003600,0.2481243
0.0003650,0.2481540
0.0003700,0.2481800
0.0003750,0.2482034
0.0003800,0.2482266
0.0003850,0.2482525
0.0003900,0.2482839
0.0003950,0.2483227
0.0004000,0.2350611
0.0004050,0.2351098
0.0004100,0.2351633
0.0004150,0.2352163
0.0004200,0.2352645
0.0004250,0.2353091
0.0004300,0.2353532
0.0004350,0.2353993
0.0004400,0.2354481
0.0004450,0.2354992
0.0004500,0.2355521
0.0004550,0.2356020
0.0004600,0.2356424
0.0004650,0.2356703
0.0004700,0.2356879
0.0004750,0.2357013
0.0004800,0.2357133
0.0004850,0.2357247
0.0004900,0.2357374
0.0004950,0.2357506
0.0005000,0.2141135
0.0005050,0.2141156
0.0005100,0.2141200
0.0005150,0.2141244
0.0005200,0.2141265
0.0005250,0.2141279
0.0005300,0.2141323
0.0005350,0.2141441
0.0005400,0.2141644
0.0005450,0.2141897
0.0005500,0.2142141
0.0005550,0.2142302
0.0005600,0.2142345
0.0005650,0.2142289
0.0005700,0.2142192
0.0005750,0.2142131
0.0005800,0.2142140
0.0005850,0.2142194
0.0005900,0.2142225
0.0005950,0.2142179
0.0006000,0.2212465
0.0006050,0.2212048
0.0006100,0.2211608
0.0006150,0.2211193
0.0006200,0.2210852
0.0006250,0.2210612
0.0006300,0.2210473
0.0006350,0.2210434
0.0006400,0.2210487
0.0006450,0.2210601
0.0006500,0.2210737
0.0006550,0.2210861
0.0006600,0.2210975
0.0006650,0.2211099
0.0006700,0.2211244
0.0006750,0.2211417
0.0006800,0.2211602
0.0006850,0.2211775
0.0006900,0.2211906
0.0006950,0.2211968
0.0007000,0.2473095
0.0007050,0.2473389
0.0007100,0.2473789
0.0007150,0.2474244
0.0007200,0.2474709
0.0007250,0.2475173
0.0007300,0.2475644
0.0007350,0.2476139
0.0007400,0.2476662
0.0007450,0.2477185
0.0007500,0.2477663
0.0007550,0.2478055
0.0007600,0.2478354
0.0007650,0.2478579
0.0007700,0.2478756
0.0007750,0.2478897
0.0007800,0.2478989
0.0007850,0.2479022
0.0007900,0.2479021
0.0007950,0.2479035
0.0008000,0.1901192
0.0008050,0.1901050
0.0008100,0.1900988
0.0008150,0.1900958
0.0008200,0.1900918
0.0008250,0.1900840
0.0008300,0.1900715
0.0008350,0.1900572
0.0008400,0.1900458
0.0008450,0.1900408
0.0008500,0.1900431
0.0008550,0.1900507
0.0008600,0.1900621
0.0008650,0.1900734
0.0008700,0.1900803
0.0008750,0.1900817
0.0008800,0.1900802
0.0008850,0.1900818
0.0008900,0.1900898
0.0008950,0.1901033
0.0009000,0.2057147
0.0009050,0.2057171
0.0009100,0.2057217
0.0009150,0.2057294
0.0009200,0.2057410
0.0009250,0.2057570
0.0009300,0.2057781
0.0009350,0.2058048
0.0009400,0.2058365
0.0009450,0.2058719
0.0009500,0.2059094
0.0009550,0.2059464
0.0009600,0.2059798
0.0009650,0.2060050
0.0009700,0.2060194
0.0009750,0.2060250
0.0009800,0.2060254
0.0009850,0.2060243
0.0009900,0.2060218
0.0009950,0.2060168
0.0010000,0.2205062
0.0010050,0.2204950
0.0010100,0.2204869
0.0010150,0.2204805
0.0010200,0.2204767
0.0010250,0.2204785
0.0010300,0.2204884
0.0010350,0.2205068
0.0010400,0.2205316
0.0010450,0.2205605
0.0010500,0.2205913
0.0010550,0.2206208
0.0010600,0.2206453
0.0010650,0.2206631
0.0010700,0.2206774
0.0010750,0.2206922
0.0010800,0.2207089
0.0010850,0.2207273
0.0010900,0.2207445
0.0010950,0.2207572
0.0011000,0.2050118
0.0011050,0.2050174
0.0011100,0.2050236
0.0011150,0.2050305
0.0011200,0.2050393
0.0011250,0.2050514
0.0011300,0.2050675
0.0011350,0.2050871
0.0011400,0.2051079
0.0011450,0.2051277
0.0011500,0.2051456
0.0011550,0.2051620
0.0011600,0.2051792
0.0011650,0.2051990
0.0011700,0.2052235
0.0011750,0.2052529
0.0011800,0.2052856
0.0011850,0.2053189
0.0011900,0.2053498
0.0011950,0.2053763
0.0012000,0.2054306
0.0012050,0.2054173
0.0012100,0.2054104
0.0012150,0.2054127
0.0012200,0.2054251
0.0012250,0.2054445
0.0012300,0.2054660
0.0012350,0.2054859
0.0012400,0.2055024
0.0012450,0.2055162
0.0012500,0.2055295
0.0012550,0.2055461
0.0012600,0.2055699
0.0012650,0.2056011
0.0012700,0.2056351
0.0012750,0.2056650
0.0012800,0.2056847
0.0012850,0.2056924
0.0012900,0.2056909
0.0012950,0.2056864
0.0013000,0.2201996
0.0013050,0.2201965
0.0013100,0.2202107
0.0013150,0.2202425
0.0013200,0.2202855
0.0013250,0.2203281
0.0013300,0.2203584
0.0013350,0.2203716
0.0013400,0.2203706
0.0013450,0.2203640
0.0013500,0.2203615
0.0013550,0.2203693
0.0013600,0.2203886
0.0013650,0.2204170
0.0013700,0.2204498
0.0013750,0.2204811
0.0013800,0.2205036
0.0013850,0.2205131
0.0013900,0.2205140
0.0013950,0.2205179
0.0014000,0.1974316
0.0014050,0.1974428
0.0014100,0.1974577
0.0014150,0.1974751
0.0014200,0.1974962
0.0014250,0.1975213
0.0014300,0.1975499
0.0014350,0.1975816
0.0014400,0.1976169
0.0014450,0.1976573
0.0014500,0.1977024
0.0014550,0.1977490
0.0014600,0.1977929
0.0014650,0.1978308
0.0014700,0.1978624
0.0014750,0.1978902
0.0014800,0.1979170
0.0014850,0.1979432
0.0014900,0.1979685
0.0014950,0.1979945
0.0015000,0.2409549
0.0015050,0.2409635
0.0015100,0.2409735
0.0015150,0.2409850
0.0015200,0.2409995
0.0015250,0.2410178
0.0015300,0.2410401
0.0015350,0.2410657
0.0015400,0.2410944
0.0015450,0.2411264
0.0015500,0.2411593
0.0015550,0.2411898
0.0015600,0.2412158
0.0015650,0.2412365
0.0015700,0.2412542
0.0015750,0.2412715
0.0015800,0.2412890
0.0015850,0.2413048
0.0015900,0.2413164
0.0015950,0.2413218
0.0016000,0.1899908
0.0016050,0.1899777
0.0016100,0.1899709
0.0016150,0.1899677
0.0016200,0.1899656
0.0016250,0.1899632
0.0016300,0.1899612
0.0016350,0.1899610
0.0016400,0.1899621
0.0016450,0.1899625
0.0016500,0.1899611
0.0016550,0.1899595
