Time (ns),non-Water after lsq fit to non-Water
0.0000000,0.0000000
0.0000050,0.0025050
0.0000100,0.0048836
0.0000150,0.0070916
0.0000200,0.0090755
0.0000250,0.0108218
0.0000300,0.0123712
0.0000350,0.0137641
0.0000400,0.0150527
0.0000450,0.0162606
0.0000500,0.0173904
0.0000550,0.0184405
0.0000600,0.0193866
0.0000650,0.0202179
0.0000700,0.0209345
0.0000750,0.0215575
0.0000800,0.0221287
0.0000850,0.0226799
0.0000900,0.0232457
0.0000950,0.0238368
0.0001000,0.2893744
0.0001050,0.2894059
0.0001100,0.2894455
0.0001150,0.2894890
0.0001200,0.2895294
0.0001250,0.2895622
0.0001300,0.2895890
0.0001350,0.2896149
0.0001400,0.2896457
0.0001450,0.2896838
0.0001500,0.2897284
0.0001550,0.2897764
0.0001600,0.2898227
0.0001650,0.2898632
0.0001700,0.2898946
0.0001750,0.2899166
0.0001800,0.2899313
0.0001850,0.2899414
0.0001900,0.2899507
0.0001950,0.2899620
0.0002000,0.2669396
0.0002050,0.2669545
0.0002100,0.2669706
0.0002150,0.2669858
0.0002200,0.2670010
0.0002250,0.2670214
0.0002300,0.2670523
0.0002350,0.2670952
0.0002400,0.2671471
0.0002450,0.2672015
0.0002500,0.2672527
0.0002550,0.2672975
0.0002600,0.2673365
0.0002650,0.2673736
0.0002700,0.2674114
0.0002750,0.2674496
0.0002800,0.2674862
0.0002850,0.2675185
0.0002900,0.2675455
0.0002950,0.2675649
0.0003000,0.2926077
0.0003050,0.2926162
0.0003100,0.2926263
0.0003150,0.2926398
0.0003200,0.2926574
0.0003250,0.2926780
0.0003300,0.2926993
0.0003350,0.2927186
0.0003400,0.2927346
0.0003450,0.2927476
0.0003500,0.2927605
0.0003550,0.2927756
0.0003600,0.2927922
0.0003650,0.2928088
0.0003700,0.2928248
0.0003750,0.2928430
0.0003800,0.2928666
0.0003850,0.2928971
0.0003900,0.2929335
0.0003950,0.2929709
0.0004000,0.2965011
0.0004050,0.2965182
0.0004100,0.2965281
0.0004150,0.2965309
0.0004200,0.2965299
0.0004250,0.2965307
0.0004300,0.2965364
0.0004350,0.2965475
0.0004400,0.2965613
0.0004450,0.2965735
0.0004500,0.2965832
0.0004550,0.2965915
0.0004600,0.2966008
0.0004650,0.2966124
0.0004700,0.2966255
0.0004750,0.2966398
0.0004800,0.2966546
0.0004850,0.2966670
0.0004900,0.2966753
0.0004950,0.2966797
0.0005000,0.2978962
0.0005050,0.2978913
0.0005100,0.2978927
0.0005150,0.2979042
0.0005200,0.2979263
0.0005250,0.2979572
0.0005300,0.2979920
0.0005350,0.2980271
0.0005400,0.2980620
0.0005450,0.2980965
0.0005500,0.2981299
0.0005550,0.2981593
0.0005600,0.2981826
0.0005650,0.2981997
0.0005700,0.2982101
0.0005750,0.2982145
0.0005800,0.2982145
0.0005850,0.2982141
0.0005900,0.2982169
0.0005950,0.2982252
0.0006000,0.2967843
0.0006050,0.2967853
0.0006100,0.2967919
0.0006150,0.2968027
0.0006200,0.2968154
0.0006250,0.2968282
0.0006300,0.2968394
0.0006350,0.2968488
0.0006400,0.2968565
0.0006450,0.2968627
0.0006500,0.2968681
0.0006550,0.2968728
0.0006600,0.2968778
0.0006650,0.2968849
0.0006700,0.2968951
0.0006750,0.2969075
0.0006800,0.2969203
0.0006850,0.2969322
0.0006900,0.2969415
0.0006950,0.2969457
0.0007000,0.3147862
0.0007050,0.3147761
0.0007100,0.3147655
0.0007150,0.3147569
0.0007200,0.3147514
0.0007250,0.3147488
0.0007300,0.3147484
0.0007350,0.3147485
0.0007400,0.3147471
0.0007450,0.3147437
0.0007500,0.3147412
0.0007550,0.3147426
0.0007600,0.3147493
0.0007650,0.3147597
0.0007700,0.3147710
0.0007750,0.3147813
0.0007800,0.3147882
0.0007850,0.3147917
0.0007900,0.3147941
0.0007950,0.3147984
0.0008000,0.3233845
0.0008050,0.3233893
0.0008100,0.3233994
0.0008150,0.3234104
0.0008200,0.3234183
0.0008250,0.3234216
0.0008300,0.3234201
0.0008350,0.3234152
0.0008400,0.3234097
0.0008450,0.3234080
0.0008500,0.3234123
0.0008550,0.3234205
0.0008600,0.3234300
0.0008650,0.3234396
0.0008700,0.3234485
0.0008750,0.3234555
0.0008800,0.3234602
0.0008850,0.3234652
0.0008900,0.3234734
0.0008950,0.3234852
0.0009000,0.3157723
0.0009050,0.3157861
0.0009100,0.3158003
0.0009150,0.3158110
0.0009200,0.3158154
0.0009250,0.3158145
0.0009300,0.3158127
0.0009350,0.3158153
0.0009400,0.3158262
0.0009450,0.3158463
0.0009500,0.3158713
0.0009550,0.3158923
0.0009600,0.3159012
0.0009650,0.3158946
0.0009700,0.3158762
0.0009750,0.3158542
0.0009800,0.3158373
0.0009850,0.3158313
0.0009900,0.3158376
0.0009950,0.3158526
0.0010000,0.2910299
0.0010050,0.2910456
0.0010100,0.2910602
0.0010150,0.2910696
0.0010200,0.2910747
0.0010250,0.2910791
0.0010300,0.2910869
0.0010350,0.2911003
0.0010400,0.2911187
0.0010450,0.2911392
0.0010500,0.2911576
0.0010550,0.2911696
0.0010600,0.2911722
0.0010650,0.2911649
0.0010700,0.2911528
0.0010750,0.2911459
0.0010800,0.2911535
0.0010850,0.2911771
0.0010900,0.2912100
0.0010950,0.2912430
0.0011000,0.2801444
0.0011050,0.2801466
0.0011100,0.2801409
0.0011150,0.2801319
0.0011200,0.2801251
0.0011250,0.2801234
0.0011300,0.2801267
0.0011350,0.2801325
0.0011400,0.2801367
0.0011450,0.2801368
0.0011500,0.2801323
0.0011550,0.2801260
0.0011600,0.2801226
0.0011650,0.2801252
0.0011700,0.2801348
0.0011750,0.2801501
0.0011800,0.2801672
0.0011850,0.2801809
0.0011900,0.2801869
0.0011950,0.2801853
0.0012000,0.3105544
0.0012050,0.3105488
0.0012100,0.3105534
0.0012150,0.3105697
0.0012200,0.3105960
0.0012250,0.3106279
0.0012300,0.3106597
0.0012350,0.3106856
0.0012400,0.3107018
0.0012450,0.3107085
0.0012500,0.3107088
0.0012550,0.3107073
0.0012600,0.3107071
0.0012650,0.3107097
0.0012700,0.3107159
0.0012750,0.3107255
0.0012800,0.3107372
0.0012850,0.3107502
0.0012900,0.3107645
0.0012950,0.3107810
0.0013000,0.3040557
0.0013050,0.3040822
0.0013100,0.3041093
0.0013150,0.3041332
0.0013200,0.3041502
0.0013250,0.3041577
0.0013300,0.3041562
0.0013350,0.3041487
0.0013400,0.3041385
0.0013450,0.3041292
0.0013500,0.3041244
0.0013550,0.3041286
0.0013600,0.3041447
0.0013650,0.3041720
0.0013700,0.3042073
0.0013750,0.3042468
0.0013800,0.3042886
0.0013850,0.3043311
0.0013900,0.3043717
0.0013950,0.3044082
0.0014000,0.2949647
0.0014050,0.2949841
0.0014100,0.2950001
0.0014150,0.2950106
0.0014200,0.2950140
0.0014250,0.2950095
0.0014300,0.2949999
0.0014350,0.2949899
0.0014400,0.2949837
0.0014450,0.2949842
0.0014500,0.2949937
0.0014550,0.2950136
0.0014600,0.2950423
0.0014650,0.2950743
0.0014700,0.2951038
0.0014750,0.2951270
0.0014800,0.2951436
0.0014850,0.2951562
0.0014900,0.2951697
0.0014950,0.2951883
0.0015000,0.3305870
0.0015050,0.3305893
0.0015100,0.3306006
0.0015150,0.3306203
0.0015200,0.3306477
0.0015250,0.3306814
0.0015300,0.3307205
0.0015350,0.3307641
0.0015400,0.3308113
0.0015450,0.3308603
0.0015500,0.3309070
0.0015550,0.3309458
0.0015600,0.3309715
0.0015650,0.3309824
0.0015700,0.3309820
0.0015750,0.3309760
0.0015800,0.3309696
0.0015850,0.3309674
0.0015900,0.3309729
0.0015950,0.3309862
0.0016000,0.3340302
0.0016050,0.3340329
0.0016100,0.3340420
0.0016150,0.3340544
0.0016200,0.3340679
0.0016250,0.3340815
0.0016300,0.3340963
0.0016350,0.3341131
0.0016400,0.3341313
0.0016450,0.3341491
0.0016500,0.3341642
0.0016550,0.3341752
0.0016600,0.3341817
0.0016650,0.3341857
0.0016700,0.3341898
0.0016750,0.3341958
0.0016800,0.3342050
0.0016850,0.3342177
0.0016900,0.3342338
0.0016950,0.3342521
0.0017000,0.3291408
0.0017050,0.3291696
0.0017100,0.3291985
0.0017150,0.3292266
0.0017200,0.3292531
0.0017250,0.3292768
0.0017300,0.3292968
0.0017350,0.3293126
0.0017400,0.3293239
0.0017450,0.3293291
0.0017500,0.3293261
0.0017550,0.3293151
0.0017600,0.3292990
0.0017650,0.3292832
0.0017700,0.3292731
0.0017750,0.3292716
0.0017800,0.3292795
0.0017850,0.3292949
0.0017900,0.3293150
0.0017950,0.3293352
0.0018000,0.2962513
0.0018050,0.2962479
0.0018100,0.2962437
0.0018150,0.2962409
0.0018200,0.2962430
0.0018250,0.2962530
0.0018300,0.2962719
0.0018350,0.2962975
0.0018400,0.2963266
0.0018450,0.2963567
0.0018500,0.2963873
0.0018550,0.2964200
0.0018600,0.2964558
0.0018650,0.2964944
0.0018700,0.2965334
0.0018750,0.2965692
0.0018800,0.2965991
0.0018850,0.2966218
0.0018900,0.2966373
0.0018950,0.2966456
