Time (ps),Radius (nm)
0,1.56567
1,1.56567
2,1.56623
3,1.56531
4,1.56611
5,1.56625
6,1.56567
7,1.56581
8,1.56608
9,1.56596
10,1.5657
11,1.56592
12,1.56596
13,1.5659
14,1.5663
15,1.56535
16,1.56567
17,1.56584
18,1.56587
19,1.56584
20,1.56588
21,1.56594
22,1.56585
23,1.56597
24,1.56598
25,1.56599
26,1.56602
27,1.56589
28,1.56571
29,1.56592
30,1.56622
31,1.56567
32,1.5657
33,1.56577
34,1.56577
35,1.5657
36,1.56623
37,1.5655
38,1.56585
39,1.56595
40,1.56607
41,1.56544
42,1.56597
43,1.56573
44,1.56584
45,1.5657
46,1.56642
47,1.56603
48,1.56566
49,1.56636
50,1.56531
51,1.56619
52,1.5659
53,1.56603
54,1.56564
55,1.56569
56,1.56625
57,1.56553
58,1.56597
59,1.56609
60,1.56616
61,1.56587
62,1.56571
63,1.56637
64,1.56579
65,1.56575
66,1.56627
67,1.56569
68,1.56605
69,1.56534
70,1.56595
71,1.56614
72,1.56583
73,1.56599
74,1.56592
75,1.56588
76,1.56584
77,1.56581
78,1.56608
79,1.56607
80,1.56568
81,1.56627
82,1.56585
83,1.56586
84,1.5661
85,1.5658
86,1.56614
87,1.56596
88,1.56573
89,1.56606
90,1.56592
91,1.56547
92,1.56643
93,1.56594
94,1.56576
95,1.56614
96,1.56521
97,1.56662
98,1.56607
99,1.56598
100,1.56581
101,1.56576
102,1.56576
103,1.56572
104,1.56599
105,1.56628
106,1.56567
107,1.56589
108,1.56601
109,1.56587
110,1.56608
111,1.56581
112,1.56585
113,1.56608
114,1.5658
115,1.56588
116,1.56564
117,1.56624
118,1.56579
119,1.56591
120,1.56561
121,1.56607
122,1.56596
123,1.5661
124,1.56595
125,1.56571
126,1.56604
127,1.56562
128,1.56597
129,1.56557
130,1.56659
131,1.56516
132,1.56569
133,1.56658
134,1.56533
135,1.56598
136,1.56603
137,1.56567
138,1.56606
139,1.56602
140,1.56578
141,1.56598
142,1.56579
143,1.56638
144,1.56562
145,1.56538
146,1.56636
147,1.56571
148,1.5659
149,1.56621
150,1.56527
151,1.56647
152,1.56563
153,1.56541
154,1.56644
155,1.56614
156,1.56606
157,1.56599
158,1.56541
159,1.56587
160,1.56615
161,1.56504
162,1.5656
163,1.56516
164,1.56555
165,1.56498
166,1.56526
167,1.5653
168,1.56532
169,1.56573
170,1.56521
171,1.56515
172,1.56542
173,1.56493
174,1.56548
175,1.56522
176,1.56536
177,1.56503
178,1.56526
179,1.56505
180,1.56502
181,1.56498
182,1.56508
183,1.56555
184,1.56461
185,1.5651
186,1.56481
187,1.56468
188,1.56558
189,1.56464
190,1.56503
191,1.56485
192,1.56508
193,1.56498
194,1.56468
195,1.5653
196,1.56467
197,1.56534
198,1.56529
199,1.56489
200,1.56488
201,1.56535
202,1.56476
203,1.56487
204,1.5656
205,1.56444
206,1.56556
207,1.56459
208,1.56509
209,1.56551
210,1.56449
211,1.56554
212,1.56517
213,1.5649
214,1.56572
215,1.56493
216,1.56467
217,1.56587
218,1.56457
219,1.56532
220,1.56505
221,1.56468
222,1.5652
223,1.5651
224,1.56499
225,1.56503
226,1.565
227,1.56493
228,1.56516
229,1.56557
230,1.56515
231,1.56507
232,1.56521
233,1.56518
234,1.56481
235,1.56467
236,1.56522
237,1.56526
238,1.56532
239,1.5646
240,1.56544
241,1.56485
242,1.56511
243,1.56504
244,1.56482
245,1.56514
246,1.5653
247,1.56478
248,1.56497
249,1.56514
250,1.56496
251,1.56503
252,1.565
253,1.56577
254,1.56449
255,1.56496
256,1.56505
257,1.56495
258,1.56513
259,1.56501
260,1.56515
261,1.56555
262,1.5645
263,1.56506
264,1.56507
265,1.56535
266,1.56496
267,1.56483
268,1.56533
269,1.56493
270,1.56466
271,1.56536
272,1.5649
273,1.56503
274,1.56521
275,1.5653
276,1.5645
277,1.56532
278,1.56465
279,1.5656
280,1.56476
281,1.56469
282,1.56532
283,1.56476
284,1.56552
285,1.56551
286,1.56502
287,1.56508
288,1.56522
289,1.56483
290,1.56554
291,1.56453
292,1.56472
293,1.56556
294,1.56443
295,1.56493
296,1.56503
297,1.56443
298,1.56528
299,1.5652
300,1.5649
301,1.56539
302,1.5649
303,1.56458
304,1.56521
305,1.5649
306,1.5651
307,1.56452
308,1.56513
309,1.56516
310,1.56458
311,1.5649
312,1.5656
313,1.56464
314,1.56486
315,1.56529
316,1.56503
317,1.56484
318,1.56473
319,1.56461
320,1.5651
321,1.56501
322,1.56472
323,1.56501
324,1.56526
325,1.56497
326,1.56507
327,1.56483
328,1.5653
329,1.56477
330,1.56513
331,1.56526
332,1.5646
333,1.56539
334,1.56488
335,1.5645
336,1.5654
337,1.56547
338,1.56432
339,1.56507
340,1.56499
341,1.56526
342,1.56488
343,1.56502
344,1.5654
345,1.56468
346,1.56537
347,1.56507
348,1.56463
349,1.56513
350,1.56509
351,1.56506
352,1.56534
353,1.56478
354,1.56538
355,1.56557
356,1.56484
357,1.56505
358,1.56528
359,1.56462
360,1.56507
361,1.56542
362,1.56469
363,1.56533
364,1.56505
365,1.56511
366,1.56529
367,1.56509
368,1.56483
369,1.56537
370,1.56509
371,1.56528
372,1.56487
373,1.56534
374,1.56481
375,1.56532
376,1.565
377,1.56544
378,1.5649
379,1.56502
380,1.56556
381,1.56484
382,1.56535
383,1.56535
384,1.56523
385,1.56508
386,1.56522
387,1.56569
388,1.56481
389,1.56513
390,1.56506
391,1.56517
392,1.56536
393,1.56534
394,1.56494
395,1.5654
396,1.56479
397,1.56524
398,1.56523
399,1.56519
400,1.56521
401,1.56544
402,1.56479
403,1.56513
404,1.56553
405,1.56519
406,1.56522
407,1.56504
408,1.56493
409,1.56569
410,1.56447
411,1.56532
412,1.56509
413,1.56515
414,1.56524
415,1.56488
416,1.56512
417,1.56531
418,1.56522
419,1.56501
420,1.56552
421,1.56517
422,1.56511
423,1.56529
424,1.56484
425,1.56531
426,1.56506
427,1.56511
