Time (ps),Radius (nm)
0,0.805065
4,0.806311
8,0.807492
12,0.806674
16,0.806794
20,0.806022
24,0.80653
28,0.805984
32,0.805931
36,0.806709
40,0.807192
44,0.806585
48,0.804979
52,0.806648
56,0.806692
60,0.805615
64,0.806
68,0.806457
72,0.805858
76,0.806967
80,0.80627
84,0.80591
88,0.805905
92,0.806941
96,0.805434
100,0.806489
104,0.805791
108,0.807043
112,0.807519
116,0.806521
120,0.80617
124,0.806539
128,0.806523
132,0.808993
136,0.806249
140,0.806149
144,0.806017
148,0.805002
152,0.806087
156,0.807056
160,0.806652
164,0.806548
168,0.80698
172,0.805594
176,0.806002
180,0.805237
184,0.806007
188,0.805645
192,0.806351
196,0.806719
200,0.80583
204,0.805929
208,0.805096
212,0.805823
216,0.805567
220,0.80596
224,0.806155
228,0.806384
232,0.806678
236,0.805586
240,0.806693
244,0.804964
248,0.806606
252,0.805562
256,0.80594
260,0.80689
264,0.806008
268,0.8052
272,0.806096
276,0.806527
280,0.806329
284,0.805779
288,0.806183
292,0.805043
296,0.805939
300,0.805982
304,0.806103
308,0.807068
312,0.807285
316,0.805442
320,0.805752
324,0.806345
328,0.806107
332,0.805459
336,0.806653
340,0.805925
344,0.805576
348,0.805901
352,0.805817
356,0.804322
360,0.804844
364,0.805903
368,0.806603
372,0.805967
376,0.807033
380,0.806008
384,0.805708
388,0.806288
392,0.805875
396,0.806778
400,0.805646
404,0.80679
408,0.806048
412,0.80721
416,0.805396
420,0.806913
424,0.805402
428,0.805417
432,0.806053
436,0.806226
440,0.806847
444,0.805963
448,0.805216
452,0.806075
456,0.806346
460,0.806026
464,0.805506
468,0.80608
472,0.807174
476,0.806161
480,0.80605
484,0.805989
488,0.806096
492,0.805396
496,0.806313
500,0.804977
504,0.806181
508,0.805981
512,0.806851
516,0.805292
520,0.806889
524,0.805163
528,0.807754
532,0.805479
536,0.806247
540,0.805204
544,0.80603
548,0.806344
552,0.80608
556,0.806885
560,0.807769
564,0.807307
568,0.80596
572,0.806521
576,0.805935
580,0.806152
584,0.805956
588,0.806227
592,0.807275
596,0.806356
600,0.806924
604,0.806153
608,0.806535
612,0.80657
616,0.806388
620,0.806116
624,0.807168
628,0.805614
632,0.806484
636,0.805397
640,0.806259
644,0.806887
648,0.806682
652,0.806291
656,0.805359
660,0.806296
664,0.805812
668,0.805398
672,0.804675
676,0.805645
680,0.806051
684,0.805744
688,0.805993
692,0.806737
696,0.806838
700,0.804582
704,0.805623
708,0.804407
712,0.806101
716,0.804804
720,0.806371
724,0.806183
728,0.8057
732,0.805871
736,0.805499
740,0.806609
744,0.806461
748,0.807787
752,0.806317
756,0.805527
760,0.805463
764,0.806319
768,0.80468
772,0.805121
776,0.806018
780,0.806626
784,0.806429
788,0.806648
792,0.807568
796,0.806191
800,0.806358
804,0.806192
808,0.805444
812,0.805434
816,0.806158
820,0.805726
824,0.805922
828,0.806936
832,0.806892
836,0.806639
840,0.807195
844,0.806876
848,0.805313
852,0.806432
856,0.806677
860,0.805913
864,0.807291
868,0.807422
872,0.806529
876,0.805813
880,0.806909
884,0.806403
888,0.807001
892,0.805539
896,0.806323
900,0.806708
904,0.805882
908,0.806095
912,0.806125
916,0.806453
920,0.808035
924,0.805795
928,0.805424
932,0.805152
936,0.805702
940,0.806012
944,0.80633
948,0.806437
952,0.805915
956,0.805511
960,0.806354
964,0.806171
968,0.806249
972,0.805988
976,0.805545
980,0.806339
984,0.806784
988,0.80663
992,0.807146
996,0.805146
1000,0.806458
1004,0.805236
1008,0.80534
1012,0.806082
1016,0.806925
1020,0.806299
1024,0.805073
1028,0.806183
1032,0.805916
1036,0.805507
1040,0.806509
1044,0.804926
1048,0.805814
1052,0.806158
1056,0.806549
1060,0.805735
1064,0.806832
1068,0.806516
1072,0.804861
1076,0.806402
1080,0.806415
1084,0.806837
1088,0.805197
1092,0.807588
1096,0.805392
1100,0.805849
1104,0.806576
1108,0.806514
1112,0.806802
1116,0.804257
1120,0.805693
1124,0.806132
1128,0.807075
1132,0.805225
1136,0.805355
1140,0.805343
1144,0.805105
1148,0.806056
1152,0.80757
1156,0.805201
1160,0.806452
1164,0.807152
1168,0.80608
1172,0.807343
1176,0.8071
1180,0.807409
1184,0.805162
1188,0.805935
1192,0.805422
1196,0.805818
1200,0.805086
1204,0.807718
1208,0.806111
1212,0.806084
1216,0.805915
1220,0.80614
1224,0.80678
1228,0.805167
1232,0.804438
1236,0.806201
1240,0.80689
1244,0.80661
1248,0.806276
1252,0.806041
1256,0.806275
1260,0.80587
1264,0.805803
1268,0.808008
1272,0.807043
1276,0.806103
1280,0.805971
1284,0.806106
1288,0.80607
1292,0.806192
1296,0.805489
1300,0.805994
1304,0.805257
1308,0.805177
1312,0.80608
1316,0.806963
1320,0.806748
1324,0.806163
