E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,30.3148,0,30.3148
1.33426,32.1456,1.8335,30.3121
2.66851,32.1816,1.87764,30.304
4.00277,32.4292,2.13876,30.2905
5.33703,31.9246,1.65293,30.2716
6.67128,32.8877,2.64029,30.2474
8.00554,34.2418,4.02392,30.2179
9.33979,34.9192,4.73611,30.1831
10.6741,36.8745,6.73157,30.143
12.0083,39.9565,9.85887,30.0977
13.3426,40.0568,10.0096,30.0472
14.6768,41.3579,11.3663,29.9916
16.0111,44.0392,14.1083,29.9309
17.3453,46.9294,17.0641,29.8653
18.6796,51.6202,21.8255,29.7947
20.0138,56.6884,26.9691,29.7193
21.3481,60.6785,31.0394,29.639
22.6824,62.6961,33.1419,29.5541
24.0166,69.722,40.2574,29.4646
25.3509,72.4034,43.0329,29.3705
26.6851,75.3829,46.1109,29.272
28.0194,81.0078,51.8386,29.1692
29.3536,87.093,58.0309,29.0621
30.6879,92.0652,63.1143,28.9509
32.0222,96.4998,67.6642,28.8356
33.3564,101.761,73.0448,28.7164
34.6907,101.121,72.5273,28.5934
36.0249,97.8265,69.3599,28.4667
37.3592,96.146,67.8097,28.3363
38.6934,93.1667,64.9641,28.2025
40.0277,90.3835,62.3181,28.0653
41.3619,90.825,62.9001,27.9249
42.6962,83.0562,55.2749,27.7813
44.0305,83.9292,56.2945,27.6347
45.3647,80.1921,52.7069,27.4852
46.699,80.4268,53.0939,27.3329
48.0332,79.7472,52.5692,27.178
49.3675,81.637,54.6164,27.0205
50.7017,81.8302,54.9696,26.8606
52.036,76.8622,50.1638,26.6984
53.3703,80.1713,53.6374,26.534
54.7045,76.9284,50.5608,26.3675
56.0388,76.4579,50.2588,26.1991
57.373,74.6982,48.6694,26.0288
58.7073,73.457,47.6002,25.8568
60.0415,73.4201,47.737,25.6832
61.3758,76.2559,50.7479,25.508
62.71,72.803,47.4715,25.3315
64.0443,74.247,49.0933,25.1537
65.3786,74.7576,49.7829,24.9747
66.7128,75.5052,50.7106,24.7946
68.0471,76.4707,51.8572,24.6135
69.3813,76.7973,52.3657,24.4315
70.7156,74.8972,50.6484,24.2488
72.0498,74.1302,50.0649,24.0654
73.3841,76.5747,52.6933,23.8813
74.7184,78.1467,54.4499,23.6968
76.0526,74.2326,50.7208,23.5119
77.3869,75.9018,52.5752,23.3266
78.7211,76.9002,53.7592,23.141
80.0554,76.7412,53.7859,22.9553
81.3896,78.8143,56.0448,22.7695
82.7239,75.007,52.4233,22.5837
84.0582,76.9665,54.5685,22.398
85.3924,76.8149,54.6025,22.2124
86.7267,76.3245,54.2975,22.027
88.0609,72.8452,51.0034,21.8418
89.3952,74.6572,53.0002,21.657
90.7294,75.0425,53.5699,21.4726
92.0637,74.4357,53.1471,21.2886
93.3979,73.9705,52.8653,21.1051
94.7322,73.2197,52.2975,20.9222
96.0665,73.2587,52.5187,20.7399
97.4007,72.1359,51.5776,20.5583
98.735,73.562,53.1845,20.3774
100.069,71.8583,51.6611,20.1973
101.403,73.7742,53.7563,20.0179
102.738,74.8462,55.0068,19.8394
104.072,72.016,52.3542,19.6618
105.406,73.4822,53.9971,19.4851
106.741,72.3354,53.0261,19.3094
108.075,74.1582,55.0236,19.1346
109.409,75.3865,56.4256,18.9609
110.743,72.7984,54.0102,18.7882
112.078,73.3793,54.7627,18.6166
113.412,74.0852,55.6391,18.4461
114.746,73.9647,55.6879,18.2768
116.08,75.2859,57.1773,18.1086
117.415,74.1666,56.225,17.9415
118.749,72.438,54.6623,17.7757
120.083,71.6491,54.038,17.6111
121.417,71.6672,54.2195,17.4477
122.752,72.3643,55.0787,17.2856
124.086,72.7126,55.5879,17.1247
125.42,72.9751,56.01,16.9651
126.754,72.6356,55.8288,16.8068
128.089,70.2935,53.6437,16.6498
129.423,71.453,54.9589,16.4941
130.757,70.9263,54.5866,16.3397
132.091,72.6357,56.4491,16.1866
133.426,71.7567,55.7218,16.0349
134.76,69.8035,53.919,15.8845
136.094,71.4973,55.7619,15.7354
137.428,70.8742,55.2865,15.5877
138.763,70.6731,55.2318,15.4414
140.097,68.822,53.5257,15.2963
141.431,70.379,55.2263,15.1527
142.765,70.0552,55.0449,15.0104
144.1,72.0225,57.1531,14.8694
145.434,71.8696,57.1398,14.7298
146.768,72.6402,58.0487,14.5915
148.102,72.7167,58.2621,14.4546
149.437,72.0796,57.7606,14.319
150.771,73.2535,59.0688,14.1847
152.105,71.4634,57.4116,14.0518
153.439,71.9542,58.034,13.9202
154.774,73.3576,59.5676,13.79
156.108,72.9653,59.3043,13.661
157.442,72.3431,58.8097,13.5334
158.777,73.6505,60.2434,13.407
160.111,71.9619,58.6799,13.282
161.445,72.3491,59.1908,13.1583
162.779,71.362,58.3262,13.0358
164.114,73.6195,60.7048,12.9147
165.448,73.5407,60.7459,12.7948
166.782,72.9831,60.3069,12.6761
168.116,72.1221,59.5633,12.5588
169.451,75.4189,62.9763,12.4426
170.785,74.2031,61.8754,12.3277
172.119,74.6298,62.4158,12.214
173.453,75.106,63.0044,12.1016
174.788,73.3587,61.3684,11.9903
176.122,75.8161,63.9358,11.8803
177.456,78.0427,66.2713,11.7714
178.79,77.2002,65.5365,11.6637
180.125,75.52,63.9628,11.5572
181.459,76.9126,65.4607,11.4518
182.793,78.1196,66.772,11.3476
184.127,76.345,65.1005,11.2445
185.462,76.8638,65.7212,11.1426
186.796,75.9487,64.907,11.0417
188.13,77.6812,66.7392,10.942
189.464,76.8827,66.0394,10.8433
190.799,77.8853,67.1395,10.7458
192.133,77.1798,66.5304,10.6493
193.467,77.336,66.7821,10.5539
194.801,75.7972,65.3377,10.4595
196.136,76.4305,66.0643,10.3662
197.47,77.0004,66.7265,10.2739
198.804,77.9811,67.7985,10.1826
200.138,77.5585,67.4662,10.0924
201.473,75.6917,65.6887,10.0031
202.807,79.3087,69.3939,9.91481
204.141,79.7639,69.9364,9.8275
205.475,78.2756,68.5345,9.74117
206.81,80.254,70.5982,9.65579
208.144,82.2114,72.6401,9.57135
209.478,81.113,71.6251,9.48785
210.813,80.5825,71.1772,9.40527
212.147,81.105,71.7814,9.32361
213.481,80.2118,70.9689,9.24286
214.815,82.8379,73.6749,9.16299
216.15,81.9079,72.8239,9.08401
217.484,82.2746,73.2687,9.0059
218.818,81.6862,72.7576,8.92866
220.152,82.1851,73.3328,8.85227
221.487,83.6078,74.8311,8.77672
222.821,82.6207,73.9187,8.70201
224.155,82.0917,73.4636,8.62812
225.489,84.9018,76.3467,8.55504
226.824,81.8231,73.3403,8.48277
228.158,85.7362,77.3249,8.4113
229.492,84.4629,76.1223,8.34061
230.826,83.733,75.4623,8.27069
232.161,85.5891,77.3875,8.20155
233.495,86.7293,78.5961,8.13316
234.829,84.8448,76.7793,8.06552
236.163,85.4381,77.4395,7.99862
237.498,85.3662,77.4337,7.93245
238.832,86.6134,78.7464,7.867
240.166,87.3914,79.5891,7.80227
241.5,86.721,78.9828,7.73824
242.835,86.9435,79.2686,7.67491
244.169,88.4078,80.7956,7.61226
245.503,86.6532,79.1029,7.5503
246.837,88.575,81.086,7.489
248.172,88.3047,80.8763,7.42837
249.506,87.506,80.1376,7.3684
250.84,88.1079,80.7988,7.30907
252.174,86.6352,79.3848,7.25038
253.509,89.8993,82.707,7.19232
254.843,88.8943,81.7594,7.13488
256.177,87.2874,80.2094,7.07806
257.511,89.7318,82.71,7.02185
258.846,90.5352,83.5689,6.96624
260.18,90.5104,83.5991,6.91122
261.514,89.4372,82.5804,6.85679
262.849,89.2529,82.45,6.80293
264.183,90.7058,83.9562,6.74965
265.517,89.7179,83.021,6.69693
266.851,90.2141,83.5694,6.64478
268.186,90.0209,83.4277,6.59317
269.52,89.2537,82.7116,6.5421
270.854,91.7806,85.289,6.49157
272.188,92.2282,85.7866,6.44158
273.523,88.8109,82.4188,6.39211
274.857,90.2077,83.8645,6.34315
276.191,91.0727,84.778,6.29471
277.525,89.874,83.6272,6.24677
278.86,88.6539,82.4546,6.19933
280.194,89.2511,83.0987,6.15238
281.528,88.2178,82.1118,6.10592
282.862,88.7709,82.7109,6.05994
284.197,88.0875,82.0731,6.01444
285.531,86.3364,80.367,5.9694
286.865,84.7523,78.8275,5.92483
288.199,82.9158,77.0351,5.88072
289.534,85.3651,79.528,5.83705
290.868,84.8571,79.0633,5.79384
292.202,81.9738,76.2227,5.75106
293.536,81.8802,76.1715,5.70872
294.871,80.5639,74.8971,5.66681
296.205,79.9092,74.2838,5.62532
297.539,79.0383,73.454,5.58426
298.873,76.2622,70.7186,5.54361
300.208,77.9891,72.4858,5.50337
301.542,78.1665,72.7029,5.46353
302.876,77.2303,71.8062,5.42409
304.21,76.2263,70.8412,5.38505
305.545,75.0231,69.6767,5.3464
306.879,74.5116,69.2034,5.30813
308.213,74.8963,69.626,5.27025
309.547,71.7923,66.5595,5.23274
310.882,73.8909,68.6953,5.1956
312.216,71.0859,65.927,5.15883
313.55,71.8625,66.7401,5.12242
314.885,70.8738,65.7874,5.08637
316.219,69.9209,64.8702,5.05067
317.553,69.2642,64.2489,5.01533
318.887,71.0016,66.0212,4.98033
320.222,70.099,65.1533,4.94567
321.556,68.448,63.5367,4.91134
322.89,66.9587,62.0813,4.87736
324.224,65.4386,60.5949,4.8437
325.559,65.9812,61.1709,4.81036
326.893,66.4232,61.6459,4.77735
328.227,65.9357,61.191,4.74465
329.561,64.6527,59.9404,4.71227
330.896,63.5024,58.8222,4.6802
332.23,63.9938,59.3454,4.64844
333.564,61.5466,56.9296,4.61698
334.898,60.6744,56.0886,4.58582
336.233,60.5515,55.9966,4.55495
337.567,60.7475,56.2231,4.52438
338.901,59.0653,54.5712,4.4941
340.235,58.7878,54.3237,4.4641
341.57,57.5682,53.1338,4.43438
342.904,58.3189,53.9139,4.40494
344.238,57.8129,53.4371,4.37578
345.572,55.3566,51.0097,4.34689
346.907,56.297,51.9788,4.31827
348.241,56.9478,52.6578,4.28992
349.575,57.5683,53.3064,4.26183
350.909,55.9066,51.6726,4.234
352.244,55.3054,51.0989,4.20643
353.578,55.3886,51.2095,4.17911
354.912,55.6226,51.4706,4.15204
356.246,55.5719,51.4467,4.12522
357.581,55.5048,51.4061,4.09865
358.915,56.7034,52.631,4.07232
360.249,56.5558,52.5095,4.04623
361.583,54.6337,50.6133,4.02038
362.918,56.4455,52.4508,3.99476
364.252,55.9276,51.9582,3.96937
365.586,56.5886,52.6444,3.94421
366.921,57.0723,53.153,3.91928
368.255,57.2498,53.3552,3.89457
369.589,57.2156,53.3455,3.87009
370.923,57.5984,53.7526,3.84582
372.258,58.023,54.2012,3.82177
373.592,58.1788,54.3809,3.79794
374.926,59.9035,56.1292,3.77431
376.26,60.0041,56.2532,3.7509
377.595,60.8669,57.1392,3.72769
378.929,61.2009,57.4963,3.70469
380.263,62.5806,58.8988,3.68189
381.597,62.3199,58.6606,3.65929
382.932,63.7774,60.1405,3.63689
384.266,63.0284,59.4137,3.61468
385.6,62.5314,58.9387,3.59267
386.934,64.9775,61.4066,3.57085
388.269,65.7134,62.1641,3.54922
389.603,64.3562,60.8284,3.52777
390.937,65.1997,61.6932,3.50651
392.271,65.6556,62.1701,3.48544
393.606,65.4342,61.9696,3.46454
394.94,64.786,61.3421,3.44383
396.274,65.5962,62.1729,3.42329
397.608,65.244,61.8411,3.40293
398.943,65.5533,62.1706,3.38274
400.277,66.2387,62.876,3.36273
401.611,64.8688,61.526,3.34288
402.945,65.7016,62.3784,3.3232
404.28,65.3374,62.0337,3.30369
405.614,65.3161,62.0317,3.28434
406.948,64.7949,61.5298,3.26515
408.282,64.8206,61.5744,3.24613
409.617,63.692,60.4648,3.22726
410.951,64.4761,61.2676,3.20856
412.285,65.965,62.775,3.19
413.619,62.9155,59.7439,3.17161
414.954,65.9855,62.8321,3.15336
416.288,63.8457,60.7105,3.13527
417.622,63.1012,59.9839,3.11732
418.957,64.5333,61.4338,3.09952
420.291,65.8004,62.7185,3.08187
421.625,63.8281,60.7637,3.06437
422.959,63.896,60.849,3.04701
424.294,62.2851,59.2553,3.02978
425.628,62.3272,59.3144,3.0127
426.962,62.779,59.7832,2.99576
428.296,61.932,58.9531,2.97896
429.631,61.7867,58.8244,2.96229
430.965,61.3581,58.4123,2.94575
432.299,59.6789,56.7496,2.92935
433.633,60.0473,57.1343,2.91308
434.968,60.0699,57.173,2.89694
436.302,60.968,58.0871,2.88093
437.636,60.1729,57.3079,2.86505
438.97,58.2173,55.368,2.8493
440.305,58.9522,56.1186,2.83366
441.639,55.8633,53.0452,2.81816
442.973,56.6338,53.8311,2.80277
444.307,55.3847,52.5972,2.78751
445.642,55.4956,52.7232,2.77237
446.976,55.469,52.7116,2.75735
448.31,56.8286,54.0862,2.74244
449.644,55.4774,52.7498,2.72765
450.979,56.8403,54.1274,2.71298
452.313,54.1374,51.439,2.69842
453.647,55.1228,52.4388,2.68397
454.981,55.7069,53.0372,2.66964
456.316,55.8576,53.2022,2.65541
457.65,55.9923,53.351,2.6413
458.984,54.7146,52.0873,2.62729
460.318,56.2924,53.679,2.6134
461.653,55.435,52.8354,2.59961
462.987,54.9416,52.3557,2.58592
464.321,53.8574,51.2851,2.57234
465.655,52.1774,49.6185,2.55886
466.99,49.0151,46.4696,2.54549
468.324,49.2888,46.7566,2.53221
469.658,46.3285,43.8094,2.51904
470.993,45.0752,42.5692,2.50597
472.327,44.2923,41.7993,2.49299
473.661,41.7222,39.2421,2.48011
474.995,38.0293,35.562,2.46733
476.33,37.707,35.2524,2.45465
477.664,36.0691,33.627,2.44205
478.998,34.7208,32.2912,2.42956
480.332,32.5755,30.1583,2.41715
481.667,31.8276,29.4228,2.40484
483.001,31.2222,28.8296,2.39262
484.335,30.5312,28.1508,2.38049
485.669,28.8972,26.5288,2.36845
487.004,28.1275,25.771,2.3565
488.338,28.3131,25.9685,2.34463
489.672,27.2369,24.9041,2.33285
491.006,26.4881,24.167,2.32116
492.341,26.2044,23.8948,2.30956
493.675,25.6511,23.353,2.29803
495.009,25.0768,22.7902,2.28659
496.343,24.8324,22.5572,2.27524
497.678,24.422,22.1581,2.26397
499.012,24.1988,21.946,2.25277
500.346,23.4799,21.2382,2.24166
501.68,23.6744,21.4437,2.23063
503.015,23.287,21.0673,2.21968
504.349,22.9436,20.7348,2.2088
505.683,22.8187,20.6207,2.19801
507.017,22.6832,20.4959,2.18729
508.352,22.3535,20.1769,2.17664
509.686,22.2439,20.0779,2.16608
511.02,22.1606,20.005,2.15558
512.354,22.0306,19.8855,2.14516
513.689,21.8196,19.6848,2.13482
515.023,21.6316,19.507,2.12455
516.357,21.5207,19.4063,2.11435
517.691,21.5233,19.4191,2.10422
519.026,21.429,19.3349,2.09416
520.36,21.2419,19.1577,2.08417
521.694,21.1911,19.1169,2.07425
523.029,20.9181,18.8537,2.0644
524.363,20.9344,18.8798,2.05462
525.697,20.7357,18.6908,2.04491
527.031,20.7365,18.7013,2.03526
528.366,20.6748,18.6492,2.02568
529.7,20.4052,18.389,2.01617
531.034,20.5029,18.4962,2.00672
532.368,20.3993,18.402,1.99733
533.703,20.34,18.352,1.98801
535.037,20.3415,18.3628,1.97876
536.371,20.2661,18.2966,1.96956
537.705,20.2455,18.2851,1.96043
539.04,20.1491,18.1977,1.95136
