Time (ps),Radius (nm)
3.5,1.56596
7.5,1.56443
11.5,1.56595
15.5,1.56559
19.5,1.56555
23.5,1.5652
27.5,1.56575
31.5,1.56528
35.5,1.56569
39.5,1.56558
43.5,1.5651
47.5,1.56546
51.5,1.56537
55.5,1.56601
59.5,1.56511
63.5,1.56545
67.5,1.56551
71.5,1.56549
75.5,1.56523
79.5,1.56581
83.5,1.5649
87.5,1.56566
91.5,1.566
95.5,1.56477
99.5,1.56554
103.5,1.56578
107.5,1.56535
111.5,1.56554
115.5,1.56546
119.5,1.56567
123.5,1.5664
127.5,1.56532
131.5,1.56603
135.5,1.56515
139.5,1.56575
143.5,1.56543
147.5,1.56565
151.5,1.56552
155.5,1.56541
159.5,1.5653
163.5,1.56578
167.5,1.56491
171.5,1.56563
175.5,1.56538
179.5,1.56556
183.5,1.5655
187.5,1.56564
191.5,1.5653
195.5,1.56519
199.5,1.56516
203.5,1.56532
207.5,1.56628
211.5,1.56539
215.5,1.56573
219.5,1.56539
223.5,1.56637
227.5,1.56545
231.5,1.56598
235.5,1.56538
239.5,1.56528
243.5,1.56528
247.5,1.56602
251.5,1.56574
255.5,1.5651
259.5,1.56539
263.5,1.56572
267.5,1.5652
271.5,1.56505
275.5,1.56581
279.5,1.56574
283.5,1.56557
287.5,1.56598
291.5,1.56528
295.5,1.56527
299.5,1.56556
303.5,1.56515
307.5,1.56466
311.5,1.56529
315.5,1.56575
319.5,1.56541
323.5,1.56531
327.5,1.56494
331.5,1.56572
335.5,1.56547
339.5,1.56543
343.5,1.56561
347.5,1.56553
351.5,1.56566
355.5,1.56497
359.5,1.56556
363.5,1.56548
367.5,1.56509
371.5,1.56564
375.5,1.56539
379.5,1.56546
383.5,1.56519
387.5,1.5654
391.5,1.56525
395.5,1.56529
399.5,1.56496
403.5,1.56513
407.5,1.56508
411.5,1.56516
415.5,1.56503
419.5,1.56565
423.5,1.56527
427.5,1.5653
431.5,1.5648
435.5,1.56523
439.5,1.56531
443.5,1.56523
447.5,1.56463
451.5,1.56496
455.5,1.56564
459.5,1.5654
463.5,1.56531
467.5,1.56484
471.5,1.56513
475.5,1.56475
479.5,1.56567
483.5,1.56505
487.5,1.56556
491.5,1.5652
495.5,1.56574
499.5,1.56519
503.5,1.56588
507.5,1.56535
511.5,1.56458
515.5,1.56554
519.5,1.5651
523.5,1.56487
527.5,1.56508
531.5,1.56466
535.5,1.56537
539.5,1.56525
543.5,1.56545
547.5,1.56486
551.5,1.56542
555.5,1.5653
559.5,1.56542
563.5,1.56524
567.5,1.56589
571.5,1.56502
575.5,1.56487
