E (cm\S-1\N),DoS(v),DoS(v)[Solid],DoS(v)[Diff]
0,9.8949,0,9.8949
1.33426,9.9113,0.0171881,9.89411
2.66851,9.95571,0.0639637,9.89174
4.00277,10.0046,0.116794,9.8878
5.33703,10.0903,0.208044,9.8823
6.67128,10.2202,0.344955,9.87522
8.00554,10.4403,0.573706,9.86659
9.33979,10.9392,1.08276,9.85641
10.6741,16.996,7.15135,9.84469
12.0083,10.9668,1.13541,9.83143
13.3426,12.5908,2.77411,9.81667
14.6768,13.8755,4.07513,9.80039
16.0111,17.5829,7.80031,9.78263
17.3453,20.2302,10.4668,9.7634
18.6796,21.2313,11.4886,9.74272
20.0138,28.1364,18.4158,9.7206
21.3481,31.9244,22.2273,9.69706
22.6824,41.3759,31.7037,9.67214
24.0166,43.0093,33.3634,9.64584
25.3509,55.2216,45.6034,9.61819
26.6851,48.7747,39.1854,9.58922
28.0194,66.5167,56.9577,9.55895
29.3536,81.5015,71.9741,9.52741
30.6879,76.8488,67.3541,9.49463
32.0222,77.779,68.3184,9.46063
33.3564,77.6382,68.2128,9.42544
34.6907,82.7461,73.357,9.38909
36.0249,85.9225,76.5709,9.35161
37.3592,80.0313,70.7182,9.31303
38.6934,79.8587,70.5853,9.27338
40.0277,74.3714,65.1387,9.2327
41.3619,73.5463,64.3553,9.19101
42.6962,70.8239,61.6756,9.14834
44.0305,64.8757,55.771,9.10474
45.3647,64.8795,55.8193,9.06023
46.699,63.1142,54.0994,9.01484
48.0332,69.9397,60.9711,8.96861
49.3675,66.0262,57.1047,8.92156
50.7017,67.983,59.1092,8.87374
52.036,57.5007,48.6755,8.82518
53.3703,62.3177,53.5418,8.7759
54.7045,62.9288,54.2028,8.72594
56.0388,60.2297,51.5544,8.67534
57.373,59.103,50.4788,8.62412
58.7073,61.8629,53.2906,8.57232
60.0415,59.5173,50.9974,8.51997
61.3758,58.2346,49.7675,8.46709
62.71,61.1368,52.7231,8.41374
64.0443,59.5256,51.1657,8.35992
65.3786,58.2299,49.9243,8.30567
66.7128,66.1422,57.8912,8.25103
68.0471,63.7472,55.5512,8.19602
69.3813,62.626,54.4853,8.14067
70.7156,61.7133,53.6283,8.08501
72.0498,64.9201,56.8911,8.02907
73.3841,63.2451,55.2723,7.97288
74.7184,64.1881,56.2717,7.91645
76.0526,67.4734,59.6136,7.85982
77.3869,66.3028,58.4998,7.80302
78.7211,64.1364,56.3904,7.74606
80.0554,67.0852,59.3962,7.68898
81.3896,65.6418,58.01,7.63179
82.7239,61.7738,54.1993,7.57453
84.0582,66.5614,59.0442,7.51721
85.3924,62.5601,55.1003,7.45985
86.7267,63.1069,55.7044,7.40248
88.0609,62.765,55.4199,7.34511
89.3952,63.3669,56.0791,7.28777
90.7294,61.3467,54.1162,7.23048
92.0637,63.0997,55.9265,7.17325
93.3979,60.8865,53.7704,7.1161
94.7322,63.3864,56.3274,7.05906
96.0665,61.6164,54.6142,7.00213
97.4007,60.9807,54.0354,6.94534
98.735,60.5025,53.6138,6.88869
100.069,58.4331,51.6009,6.83221
101.403,61.1757,54.3998,6.77591
102.738,60.8209,54.1011,6.71981
104.072,61.2938,54.6299,6.6639
105.406,59.455,52.8468,6.60822
106.741,59.1285,52.5758,6.55277
108.075,60.0942,53.5966,6.49756
109.409,62.3375,55.8949,6.44261
110.743,61.8057,55.4178,6.38792
112.078,61.893,55.5595,6.3335
113.412,61.7153,55.4359,6.27937
114.746,62.1077,55.8822,6.22553
116.08,62.8853,56.7133,6.17199
117.415,62.2058,56.087,6.11877
118.749,62.7352,56.6693,6.06586
120.083,63.4459,57.4326,6.01327
121.417,60.8361,54.875,5.96102
122.752,61.4117,55.5026,5.9091
124.086,61.8499,55.9924,5.85753
125.42,60.8738,55.0675,5.80631
126.754,60.1464,54.391,5.75544
128.089,61.2823,55.5773,5.70493
129.423,60.1013,54.4466,5.65478
130.757,59.559,53.954,5.60501
132.091,60.1793,54.6237,5.5556
133.426,58.9284,53.4219,5.50657
134.76,57.5864,52.1285,5.45792
136.094,62.2521,56.8425,5.40964
137.428,60.6892,55.3274,5.36176
138.763,59.0359,53.7217,5.31425
140.097,59.6797,54.4126,5.26714
141.431,59.4321,54.2117,5.22041
142.765,59.6724,54.4983,5.17407
144.1,61.7336,56.6055,5.12813
145.434,60.2173,55.1348,5.08257
146.768,59.6135,54.5761,5.03742
148.102,61.1161,56.1235,4.99265
149.437,62.7752,57.8269,4.94828
150.771,66.5091,61.6048,4.9043
152.105,63.3001,58.4394,4.86072
153.439,64.2407,59.4232,4.81753
154.774,63.9837,59.2089,4.77474
156.108,63.9338,59.2014,4.73234
157.442,64.6249,59.9345,4.69033
158.777,60.4883,55.8396,4.64871
160.111,62.2625,57.655,4.60748
161.445,60.978,56.4114,4.56664
162.779,61.178,56.6518,4.52619
164.114,62.9506,58.4645,4.48612
165.448,61.8421,57.3956,4.44644
166.782,63.727,59.3198,4.40714
168.116,62.1627,57.7945,4.36822
169.451,61.6514,57.3217,4.32969
170.785,65.0332,60.7416,4.29152
172.119,61.8208,57.5671,4.25374
173.453,64.5783,60.3619,4.21633
174.788,66.1582,61.9789,4.17929
176.122,68.843,64.7004,4.14261
177.456,66.0218,61.9155,4.10631
178.79,67.0176,62.9473,4.07037
180.125,69.0671,65.0324,4.03479
181.459,68.0644,64.0649,3.99956
182.793,68.3246,64.3599,3.9647
184.127,66.9396,63.0095,3.93019
185.462,66.1472,62.2512,3.89603
186.796,66.4849,62.6227,3.86222
188.13,66.8719,63.0432,3.82875
189.464,64.2098,60.4142,3.79563
190.799,64.6752,60.9124,3.76284
192.133,65.7437,62.0133,3.7304
193.467,66.6382,62.9399,3.69829
194.801,65.7213,62.0547,3.66651
196.136,66.754,63.119,3.63505
197.47,69.3671,65.7632,3.60393
198.804,67.2877,63.7146,3.57313
200.138,69.3602,65.8175,3.54264
201.473,70.4843,66.9718,3.51248
202.807,66.9425,63.4599,3.48263
204.141,69.4344,65.9813,3.45309
205.475,70.7613,67.3374,3.42385
206.81,69.9509,66.556,3.39493
