Fe3O4 bulk
448 atoms

3 atom types

0 16.794000 xlo xhi
0 16.794000 ylo yhi
0 16.794000 zlo zhi

Masses

1  55.845000
2  55.845000
3  15.999400

Atoms

1       1 1  1.530    4.1985    4.1985    4.1985
2       1 1  1.530    4.1985    4.1985   12.5955
3       1 1  1.530    4.1985   12.5955    4.1985
4       1 1  1.530    4.1985   12.5955   12.5955
5       1 1  1.530   12.5955    4.1985    4.1985
6       1 1  1.530   12.5955    4.1985   12.5955
7       1 1  1.530   12.5955   12.5955    4.1985
8       1 1  1.530   12.5955   12.5955   12.5955
9       1 1  1.530    4.1985    0.0000    0.0000
10      1 1  1.530    4.1985    0.0000    8.3970
11      1 1  1.530    4.1985    8.3970    0.0000
12      1 1  1.530    4.1985    8.3970    8.3970
13      1 1  1.530   12.5955    0.0000    0.0000
14      1 1  1.530   12.5955    0.0000    8.3970
15      1 1  1.530   12.5955    8.3970    0.0000
16      1 1  1.530   12.5955    8.3970    8.3970
17      1 1  1.530    0.0000    4.1985    0.0000
18      1 1  1.530    0.0000    4.1985    8.3970
19      1 1  1.530    0.0000   12.5955    0.0000
20      1 1  1.530    0.0000   12.5955    8.3970
21      1 1  1.530    8.3970    4.1985    0.0000
22      1 1  1.530    8.3970    4.1985    8.3970
23      1 1  1.530    8.3970   12.5955    0.0000
24      1 1  1.530    8.3970   12.5955    8.3970
25      1 1  1.530    0.0000    0.0000    4.1985
26      1 1  1.530    0.0000    0.0000   12.5955
27      1 1  1.530    0.0000    8.3970    4.1985
28      1 1  1.530    0.0000    8.3970   12.5955
29      1 1  1.530    8.3970    0.0000    4.1985
30      1 1  1.530    8.3970    0.0000   12.5955
31      1 1  1.530    8.3970    8.3970    4.1985
32      1 1  1.530    8.3970    8.3970   12.5955
33      1 1  1.530    2.0993    0.0000    6.2978
34      1 1  1.530    2.0993    0.0000   14.6948
35      1 1  1.530    2.0993    8.3970    6.2978
36      1 1  1.530    2.0993    8.3970   14.6948
37      1 1  1.530   10.4962    0.0000    6.2978
38      1 1  1.530   10.4962    0.0000   14.6948
39      1 1  1.530   10.4962    8.3970    6.2978
40      1 1  1.530   10.4962    8.3970   14.6948
41      1 1  1.530    2.0993    4.1985    2.0993
42      1 1  1.530    2.0993    4.1985   10.4962
43      1 1  1.530    2.0993   12.5955    2.0993
44      1 1  1.530    2.0993   12.5955   10.4962
45      1 1  1.530   10.4962    4.1985    2.0993
46      1 1  1.530   10.4962    4.1985   10.4962
47      1 1  1.530   10.4963   12.5955    2.0993
48      1 1  1.530   10.4963   12.5955   10.4963
49      1 1  1.530    6.2978    0.0000    2.0993
50      1 1  1.530    6.2978    0.0000   10.4962
51      1 1  1.530    6.2978    8.3970    2.0993
52      1 1  1.530    6.2978    8.3970   10.4962
53      1 1  1.530   14.6948    0.0000    2.0993
54      1 1  1.530   14.6948    0.0000   10.4962
55      1 1  1.530   14.6948    8.3970    2.0993
56      1 1  1.530   14.6948    8.3970   10.4963
57      1 1  1.530    6.2978    4.1985    6.2978
58      1 1  1.530    6.2978    4.1985   14.6948
59      1 1  1.530    6.2978   12.5955    6.2978
60      1 1  1.530    6.2978   12.5955   14.6948
61      1 1  1.530   14.6948    4.1985    6.2978
62      1 1  1.530   14.6948    4.1985   14.6948
63      1 1  1.530   14.6948   12.5955    6.2978
64      1 1  1.530   14.6948   12.5955   14.6948
65      1 2  2.295    1.0496    1.0496    1.0496
66      1 2  2.295    1.0496    1.0496    9.4466
67      1 2  2.295    1.0496    9.4466    1.0496
68      1 2  2.295    1.0496    9.4466    9.4466
69      1 2  2.295    9.4466    1.0496    1.0496
70      1 2  2.295    9.4466    1.0496    9.4466
71      1 2  2.295    9.4466    9.4466    1.0496
72      1 2  2.295    9.4466    9.4466    9.4466
73      1 2  2.295    1.0496    5.2481    5.2481
74      1 2  2.295    1.0496    5.2481   13.6451
75      1 2  2.295    1.0496   13.6451    5.2481
76      1 2  2.295    1.0496   13.6451   13.6451
77      1 2  2.295    9.4466    5.2481    5.2481
78      1 2  2.295    9.4466    5.2481   13.6451
79      1 2  2.295    9.4466   13.6451    5.2481
80      1 2  2.295    9.4466   13.6451   13.6451
81      1 2  2.295    5.2481    1.0496    5.2481
82      1 2  2.295    5.2481    1.0496   13.6451
83      1 2  2.295    5.2481    9.4466    5.2481
84      1 2  2.295    5.2481    9.4466   13.6451
85      1 2  2.295   13.6451    1.0496    5.2481
86      1 2  2.295   13.6451    1.0496   13.6451
87      1 2  2.295   13.6451    9.4466    5.2481
88      1 2  2.295   13.6451    9.4466   13.6451
89      1 2  2.295    5.2481    5.2481    1.0496
90      1 2  2.295    5.2481    5.2481    9.4466
91      1 2  2.295    5.2481   13.6451    1.0496
92      1 2  2.295    5.2481   13.6451    9.4466
93      1 2  2.295   13.6451    5.2481    1.0496
94      1 2  2.295   13.6451    5.2481    9.4466
95      1 2  2.295   13.6451   13.6451    1.0496
96      1 2  2.295   13.6451   13.6451    9.4466
97      1 2  2.295    7.3474    3.1489    3.1489
98      1 2  2.295    7.3474    3.1489   11.5459
99      1 2  2.295    7.3474   11.5459    3.1489
100     1 2  2.295    7.3474   11.5459   11.5459
101     1 2  2.295   15.7444    3.1489    3.1489
102     1 2  2.295   15.7444    3.1489   11.5459
103     1 2  2.295   15.7444   11.5459    3.1489
104     1 2  2.295   15.7444   11.5459   11.5459
105     1 2  2.295    7.3474    7.3474    7.3474
106     1 2  2.295    7.3474    7.3474   15.7444
107     1 2  2.295    7.3474   15.7444    7.3474
108     1 2  2.295    7.3474   15.7444   15.7444
109     1 2  2.295   15.7444    7.3474    7.3474
110     1 2  2.295   15.7444    7.3474   15.7444
111     1 2  2.295   15.7444   15.7444    7.3474
112     1 2  2.295   15.7444   15.7444   15.7444
113     1 2  2.295    3.1489    3.1489    7.3474
114     1 2  2.295    3.1489    3.1489   15.7444
115     1 2  2.295    3.1489   11.5459    7.3474
116     1 2  2.295    3.1489   11.5459   15.7444
117     1 2  2.295   11.5459    3.1489    7.3474
118     1 2  2.295   11.5459    3.1489   15.7444
119     1 2  2.295   11.5459   11.5459    7.3474
120     1 2  2.295   11.5459   11.5459   15.7444
121     1 2  2.295    3.1489    7.3474    3.1489
122     1 2  2.295    3.1489    7.3474   11.5459
123     1 2  2.295    3.1489   15.7444    3.1489
124     1 2  2.295    3.1489   15.7444   11.5459
125     1 2  2.295   11.5459    7.3474    3.1489
126     1 2  2.295   11.5459    7.3474   11.5459
127     1 2  2.295   11.5459   15.7444    3.1489
128     1 2  2.295   11.5459   15.7444   11.5459
129     1 2  2.295    0.0000    2.0993    6.2978
130     1 2  2.295    0.0000    2.0993   14.6948
131     1 2  2.295    0.0000   10.4962    6.2978
132     1 2  2.295    0.0000   10.4962   14.6948
133     1 2  2.295    8.3970    2.0993    6.2978
134     1 2  2.295    8.3970    2.0993   14.6948
135     1 2  2.295    8.3970   10.4962    6.2978
136     1 2  2.295    8.3970   10.4962   14.6948
137     1 2  2.295    0.0000    6.2978    2.0993
138     1 2  2.295    0.0000    6.2978   10.4962
139     1 2  2.295    0.0000   14.6948    2.0993
140     1 2  2.295    0.0000   14.6948   10.4962
141     1 2  2.295    8.3970    6.2978    2.0993
142     1 2  2.295    8.3970    6.2978   10.4962
143     1 2  2.295    8.3970   14.6948    2.0993
144     1 2  2.295    8.3970   14.6948   10.4963
145     1 2  2.295    4.1985    2.0993    2.0993
146     1 2  2.295    4.1985    2.0993   10.4962
147     1 2  2.295    4.1985   10.4962    2.0993
148     1 2  2.295    4.1985   10.4962   10.4962
149     1 2  2.295   12.5955    2.0993    2.0993
150     1 2  2.295   12.5955    2.0993   10.4962
151     1 2  2.295   12.5955   10.4962    2.0993
152     1 2  2.295   12.5955   10.4962   10.4963
153     1 2  2.295    4.1985    6.2978    6.2978
154     1 2  2.295    4.1985    6.2978   14.6948
155     1 2  2.295    4.1985   14.6948    6.2978
156     1 2  2.295    4.1985   14.6948   14.6948
157     1 2  2.295   12.5955    6.2978    6.2978
158     1 2  2.295   12.5955    6.2978   14.6948
159     1 2  2.295   12.5955   14.6948    6.2978
160     1 2  2.295   12.5955   14.6948   14.6948
161     1 2  2.295    2.0993    6.2978    0.0000
162     1 2  2.295    2.0993    6.2978    8.3970
163     1 2  2.295    2.0993   14.6948    0.0000
164     1 2  2.295    2.0993   14.6948    8.3970
165     1 2  2.295   10.4962    6.2978    0.0000
166     1 2  2.295   10.4962    6.2978    8.3970
167     1 2  2.295   10.4963   14.6948    0.0000
