LAMMPS data file via write_data, version 2 Aug 2023, timestep = 700000, units = metal

11664 atoms
2 atom types

-0.41224440137601565 59.23504440137636 xlo xhi
-0.3570141233075711 51.29905312330588 ylo yhi
-0.3405248588519721 48.929724858852545 zlo zhi

Masses

1 28.0855
2 15.9994

Atoms # full/kk

11144 1 2 0 2.438023356872936 1.2447198234651413 2.8147158999367368 1 0 1
6436 1 2 0 3.25680049001746 3.898369280856151 3.0448641644999497 0 0 0
574 1 1 0 3.1335370878689175 5.2950152096039735 3.846137056231703 0 1 0
3277 1 1 0 2.0477627823219398 2.720090366773452 3.1205070231367955 1 0 1
10632 1 2 0 2.845336130613924 5.029397703526554 5.397106778259195 1 0 1
10595 1 2 0 1.7447858615559184 2.7606227279041025 4.748678885778978 0 0 1
7149 1 2 0 0.7712509407374244 3.23861594401959 2.3334655617692404 1 0 1
1525 1 1 0 0.1527431491931667 3.977140023906776 1.0422463636466024 0 0 0
7382 1 2 0 1.221949354459949 0.3690823219932112 0.5871506334183655 1 0 0
8975 1 2 0 4.9358612943174895 0.2910698007274642 4.751220026855607 1 0 1
6893 1 2 0 1.3198544778864167 4.637841929508383 0.1492911285215869 0 1 1
8187 1 2 0 5.4768988254968205 1.054506178454781 2.206438267577042 0 1 1
5814 1 2 0 12.790247122619096 25.404717677268348 9.759780335784106 0 1 0
1628 1 1 0 5.637709575417195 0.7567199540516713 0.5498067450942209 0 1 0
5729 1 2 0 1.940669620246939 6.1119584185591 3.210311752677907 0 0 1
2080 1 1 0 10.36710000560728 8.362211135925769 24.21963614389587 0 0 -1
3264 1 1 0 -0.29626274388605717 23.814842534721937 13.187262343786333 1 0 1
8829 1 2 0 6.155449384138986 3.591465801453845 0.7614089844183393 1 0 1
9298 1 2 0 6.569204174437009 2.369720192189962 4.284710281080695 0 0 0
1197 1 1 0 6.876025086467153 4.849803617389407 1.3940273855710326 0 1 1
6950 1 2 0 6.748601767604772 4.775194264286185 2.959773323986082 0 0 0
3066 1 1 0 9.838523844048423 2.7814975294618027 3.4966091404527577 0 1 1
222 1 1 0 7.1435268330926736 3.8652249154095637 4.225216271053285 0 1 1
10065 1 2 0 8.733765178645719 3.7333237908557555 4.1662558202751105 1 0 1
4582 1 2 0 8.947130062652894 1.6439677039480898 2.7328986607032824 1 0 0
9096 1 2 0 10.829557260295585 3.7496033578062513 2.724246843539472 1 0 0
6104 1 2 0 10.734326406232645 1.8974031754993501 4.546340142974494 0 0 1
1185 1 1 0 6.061986876259391 0.8889147904826256 3.7199482951377174 1 1 1
4693 1 2 0 8.462193934072788 4.683459695669018 1.0883745847646933 1 0 0
376 1 1 0 10.578746952926606 0.4431706004833396 5.213873703621982 0 0 0
2277 1 1 0 8.676527686241423 0.10578438199102501 0.12135297263260993 0 1 1
10965 1 2 0 7.220142377366882 0.7816479719991928 0.13036788969707241 0 0 1
1398 1 1 0 9.66051976260091 4.9388631181138045 0.010117710735452526 1 0 1
1025 1 1 0 8.721334779648162 -0.05221426400137094 2.957919823616731 1 0 0
6843 1 2 0 7.313609845699592 -0.1295330022134243 3.6693353544040774 0 0 1
7306 1 2 0 9.911049388652502 1.1131621956265931 0.033857321467738996 0 1 0
5565 1 2 0 6.575588248692121 4.514166479613478 5.5610298777388545 0 0 1
4432 1 2 0 6.23101189512228 6.071775360373265 0.6068498139972892 0 0 0
6247 1 2 0 10.469011672439848 6.226780869945809 0.46102458790646195 1 0 0
1817 1 1 0 -0.2991916535900846 21.983920882154962 10.65231871212593 0 0 0
4088 1 2 0 17.166187052738216 0.20095554906889893 2.358744910290223 0 0 0
6967 1 2 0 12.095050286358674 5.319654796136714 4.371782266818586 0 0 0
1735 1 1 0 12.187977782222255 4.510202147003839 2.9862324734910235 0 1 0
839 1 1 0 13.899505773372484 2.3254213680692573 1.9835632190903427 0 0 1
7778 1 2 0 13.398454790697508 3.448070235098376 2.9837850296323336 0 0 0
5580 1 2 0 16.382420809189913 4.804182237031874 2.5038131165913646 0 1 1
4255 1 2 0 15.500656819280156 2.506498540506172 1.9137573816751454 0 0 1
10997 1 2 0 13.435835223549452 0.8675911680520717 2.455260463213515 0 2 0
1594 1 1 0 16.70327554162167 3.5613444200537656 1.5817338501834055 0 0 0
6049 1 2 0 13.267310633427737 2.6645383521977837 0.5434597966078242 0 0 0
6271 1 2 0 12.450298231618254 5.62165008849295 1.890517308802444 0 1 0
3456 1 1 0 17.147188317295626 5.7220440097245495 3.6303168110473734 1 1 1
8364 1 2 0 16.857346803200873 3.8888775668946876 -0.004216910162057745 0 0 1
7469 1 2 0 17.403883981571635 1.0825132073706598 4.765804111898318 0 1 0
7257 1 2 0 17.296023712075836 5.004063019630707 5.048716083794823 1 0 1
5153 1 2 0 18.147239777815596 2.971105780790898 2.0326376629273306 1 1 1
6517 1 2 0 20.046423256376485 3.6526083501576507 3.7009622983602797 0 0 0
2146 1 1 0 19.57241871287453 2.540934002036354 2.6588983845062573 0 1 0
4583 1 2 0 22.53195391955231 3.6814456225125394 3.2030641476473227 0 0 0
7875 1 2 0 22.995624290471575 3.711814713327174 0.5606026791480887 0 0 1
205 1 1 0 21.44079914035956 3.9565960847737207 4.3994468970364045 0 0 0
55 1 1 0 22.408707431038774 2.8844157012298304 1.8082734512110632 0 0 0
4260 1 2 0 20.75375186823704 2.652496433732939 1.5764182453840212 0 0 1
4905 1 2 0 21.818895915569247 5.349677630453802 5.133352640820371 0 1 0
7194 1 2 0 19.442209561225575 1.0569650432878719 3.2364430300707014 0 0 1
11294 1 2 0 23.138032738334555 1.468020155761952 1.7797664255615246 0 1 1
4861 1 2 0 20.170726081766635 5.708602581544772 0.9058957836330186 0 0 0
1966 1 1 0 18.079488155117062 0.17658443557869033 3.628285530085943 0 0 0
6055 1 2 0 21.532662617023163 2.789889239344109 5.531523189458399 0 1 1
2097 1 1 0 23.279841698210557 0.01829968528729614 1.0129616434636624 0 0 1
6156 1 2 0 18.629505061395573 6.048919421291665 3.144285325776895 1 1 1
353 1 1 0 17.554438428193873 2.2995886673655885 5.699658961867778 0 0 0
5313 1 2 0 28.143983793170012 -0.22617804557762428 3.7897403198633146 0 0 1
3037 1 1 0 25.022564931728954 -0.14380296558108294 3.275749655390045 0 0 0
3836 1 1 0 26.664825984446978 2.4875558710911188 2.4582169267897225 0 0 0
3582 1 1 0 25.909738839053112 4.990244099496161 0.8101321456309067 0 1 1
5922 1 2 0 26.081493370085447 3.506192016386891 1.3847313672079011 0 1 1
3699 1 1 0 27.532973670750657 3.3885750186245427 5.24710496495502 0 1 1
11018 1 2 0 28.19713474033613 2.1923028162497493 2.002668372469371 -1 0 1
9174 1 2 0 25.942133242787126 1.0006745873507077 2.59164378126455 0 0 0
8595 1 2 0 26.60605783944791 3.138894352286459 3.94510388334892 0 1 1
6232 1 2 0 24.37181584115699 0.5451796584705884 4.6235398274654 0 1 0
2095 1 1 0 28.933008209567763 1.3407156166010705 0.7854712558658147 0 1 0
9465 1 2 0 28.54540490404398 4.560014722503133 4.923156448639231 0 0 1
877 1 1 0 28.00910682340198 0.4677331848880443 5.257196438351714 0 0 0
