time step,temperature,pressure,potential energy,kinetic energy,coulomb energy,pair energy,lx,ly,lz,vol
300000,5009.4862800355349464,-1560.2215021343840817,-91504.772094511747127,7552.1065021664580854,0,-91504.772094511747127,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
300500,5036.5184660333634383,-339.07349731524209346,-91387.590590354666347,7592.8591734444644317,0,-91387.590590354666347,65.891748327775260918,57.063927815264825938,54.428339654826416449,204652.84147032661713
301000,4965.5335526715070955,2585.9611680033590346,-91434.826116299518617,7485.845081422239673,0,-91434.826116299518617,65.602786805299928119,56.813679796682855283,54.189649738537852386,201972.17937504744623
301500,4947.8523345024423179,876.46037212392445781,-91515.8255712606624,7459.1895652203120335,0,-91515.8255712606624,65.609317974497741943,56.819335955111014869,54.195044658303437757,202032.50817530768109
302000,4956.6305389147810274,-111.78034777302022462,-91329.914295911323279,7472.4232444668195967,0,-91329.914295911323279,65.756784630256916557,56.947045824904478195,54.316856044874931797,203397.86634716708795
302500,5092.085432174093512,1550.3091236712589307,-91454.614646967675071,7676.6297684393057352,0,-91454.614646967675071,65.530113835510789499,56.750743158827475554,54.129619929285993862,201301.70491752171074
303000,4968.9945987938663166,-244.40069342202110647,-91238.840762974374229,7491.0628198217109457,0,-91238.840762974374229,66.021279715463293769,57.176105287322037896,54.535336032126956241,205862.14824652194511
303500,4981.4654346199185966,1970.5718667713736068,-91500.580845841614064,7509.8633664375829539,0,-91500.580845841614064,65.621515937562634235,56.829899700974479515,54.205120500782477677,202145.21365759617765
304000,4944.6383010580902919,663.85397418543516324,-91417.436047377559589,7454.3442135182813217,0,-91417.436047377559589,65.622523613667723907,56.83077237407835014,54.205952868092431629,202154.52615335086011
304500,4963.1389864081247651,2445.5853824486871417,-91227.340894679276971,7482.2351265413108194,0,-91227.340894679276971,65.876023575045365988,57.05030977996510444,54.415350590121384755,204506.3581481029687
305000,5010.4992117349938781,1985.5039741180610235,-91401.711799630487803,7553.6335585642809747,0,-91401.711799630487803,65.738526012633272444,56.931233398242362398,54.301773940258520668,203228.48157022896339
305500,4983.2898435971637809,-1076.0607981559114705,-91434.074305047775852,7512.6137743895069434,0,-91434.074305047775852,65.869937555640035498,57.045039132564646422,54.410323375944365409,204449.68283830513246
306000,5031.3901972237827067,211.88119045547037445,-91354.495450660237111,7585.1279950248253954,0,-91354.495450660237111,65.765466106527654233,56.954564203879492368,54.324027175573000648,203478.43720678196405
306500,4985.3465232293428926,1221.1574498711677279,-91300.456969358987408,7515.7143445387764586,0,-91300.456969358987408,65.639942638628156146,56.84585769216719342,54.220341446800063068,202315.55026543338317
307000,4958.8050547307311717,-3728.0160904588851736,-91266.286601857369533,7475.7014598595133066,0,-91266.286601857369533,65.802385999949706274,56.986537769411874876,54.35452399118656075,203821.32021893074852
307500,4967.1313550428421877,1812.950893515451753,-91387.077068768907338,7488.2538660766313114,0,-91387.077068768907338,65.866888724791223808,57.042398767604453269,54.407804960434333452,204421.29491178243188
308000,5014.5480357914111664,1227.2540022555820087,-91431.330970677125151,7559.73740809561059,0,-91431.330970677125151,65.679539887000814247,56.880149915096190227,54.253049828934933885,202681.91131590132136
308500,4964.2999034701351775,2206.5587344502841916,-91443.082259673101362,7483.9852799108139152,0,-91443.082259673101362,65.634619952235894402,56.841248110546544581,54.215944766029586788,202266.3374753157259
309000,4995.6136635789061984,1241.284613851535596,-91349.487975242867833,7531.1926856416575902,0,-91349.487975242867833,65.647627161635824677,56.852512684292420886,54.226689067541506972,202386.61433657759335
309500,4982.5662478272488443,2169.4873422004479835,-91435.711376245613792,7511.522909575545782,0,-91435.711376245613792,65.564051906100857536,56.780134390044146642,54.157653679796567303,201614.62961135603837
310000,4917.7387595225018231,2551.6747450466318696,-91422.133393071810133,7413.7915118678492945,0,-91422.133393071810133,65.505673290579835566,56.729577026086019487,54.109431388010584385,201076.5524645470432
310500,4991.902922773654609,3501.6760400831117295,-91250.811665136410738,7525.59851725858789,0,-91250.811665136410738,65.866496228615744712,57.042058855946542906,54.407480748136549664,204417.64053703466197
311000,4997.0603332140444763,291.64031400116715531,-91341.712084788101492,7533.3736284663855258,0,-91341.712084788101492,65.613884614269110784,56.823290781154057072,54.198816824422934246,202074.69763561128639
311500,4962.5247303935539094,4403.4783456357108662,-91445.768438530765707,7481.309098086033373,0,-91445.768438530765707,65.778973529337974924,56.966261975145251029,54.335184666689301025,203603.83891017944552
312000,4994.626751885779413,1112.8734930595442165,-91547.214728084625676,7529.7048559924514848,0,-91547.214728084625676,65.651767611903963484,56.85609841939885456,54.230109189775873801,202424.91082651118631
312500,5075.7037854856826016,4943.9813104746745012,-91434.043180154854781,7651.9334356107701751,0,-91434.043180154854781,65.708090753486430913,56.904875690713808467,54.276633605325251608,202946.34343853520113
313000,4975.8780169775318427,1979.8119100103454002,-91416.601590839534765,7501.4399931117477536,0,-91416.601590839534765,65.588866754756580235,56.80162467931982917,54.178151405921539663,201843.63911470136372
313500,4958.16507578310393,1063.282011579295613,-91486.806235172058223,7474.7366525117249694,0,-91486.806235172058223,65.67631384161128949,56.877356077842279092,54.250385029492761646,202652.04681331152096
314000,5064.964649943585755,-226.10387803082988967,-91346.981501508620568,7635.7435329298623401,0,-91346.981501508620568,65.690208998653815797,56.889389636801759309,54.261862799414565472,202780.69948805915192
