time step,temperature,pressure,potential energy,kinetic energy,coulomb energy,pair energy,lx,ly,lz,vol
250000,5039.6198431623015495,-1062.9173506373440432,-91509.100861868282664,7597.5346888709600535,0,-91509.100861868282664,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
250500,5033.2917561971498799,2605.5637603161731022,-91588.44101519061951,7587.9947113075404559,0,-91588.44101519061951,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
251000,4946.2993284166932426,1598.0356836046785247,-91448.794163645230583,7456.848313702201267,0,-91448.794163645230583,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
251500,4979.1331873434182853,-3824.466984631305877,-91538.225461051624734,7506.3473612352709097,0,-91538.225461051624734,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
252000,5014.3579439284721957,2004.0752040471177224,-91390.260328988631954,7559.4508330031039804,0,-91390.260328988631954,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
252500,5027.3284844988693294,4446.4410126841657984,-91388.765408204460982,7579.004715038611721,0,-91388.765408204460982,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
253000,4969.8551630822812513,2338.3992465086380435,-91362.972048390787677,7492.3601730421341927,0,-91362.972048390787677,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
253500,4954.4609248422329983,2816.4806854177950299,-91386.193001202074811,7469.1524187516597522,0,-91386.193001202074811,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
254000,5076.0808718473645058,3348.0253504386382701,-91483.815283525269479,7652.5019163300976288,0,-91483.815283525269479,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
254500,5053.1878438632202233,3434.882743998832666,-91496.678742566757137,7617.9892785407973861,0,-91496.678742566757137,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
255000,4990.9061127127697546,2680.3264092194622208,-91565.96437544649234,7524.0957652154820607,0,-91565.96437544649234,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
255500,5006.8859579052068511,-2039.2061700373546955,-91361.891610503196716,7548.1863577503645502,0,-91361.891610503196716,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
256000,5076.0722393593323432,-3559.3789555393714181,-91439.079826781526208,7652.4889023271935002,0,-91439.079826781526208,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
256500,5005.4436182180470496,-466.96582605336027427,-91414.074776098568691,7546.0119425866496385,0,-91414.074776098568691,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
257000,5046.9642113150830482,-2077.6111618563900265,-91476.644826067829854,7608.6067723901769568,0,-91476.644826067829854,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
257500,4985.9711132985048607,-2604.1864664035961141,-91462.736586059356341,7516.6559522124625801,0,-91462.736586059356341,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
258000,4954.6108233409868262,727.17784090592397206,-91323.214615389093524,7469.3783998930030066,0,-91323.214615389093524,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
258500,4997.8411787015502341,2170.9665725454228777,-91431.208261469975696,7534.5508007259204533,0,-91431.208261469975696,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
259000,5016.3348349828493156,2835.6893524590936977,-91373.038827215117635,7562.4311169985576271,0,-91373.038827215117635,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
259500,5017.9019141185672197,-2224.6389097506953476,-91291.947992500368855,7564.7935844989542602,0,-91291.947992500368855,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
260000,5041.6697940910207762,-880.46238755159322409,-91491.030302994855447,7600.6251150888347183,0,-91491.030302994855447,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
260500,5055.2220408629300437,2942.960713403788759,-91460.526509375951719,7621.0559547485800067,0,-91460.526509375951719,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
261000,5047.707070316689169,1218.9254351049703473,-91406.855236483039334,7609.7266777023405666,0,-91406.855236483039334,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
261500,4941.1005617149512545,102.37167472371051247,-91454.267359113378916,7449.0108554047419602,0,-91454.267359113378916,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
262000,4938.2162672500699045,-37.537828159949675921,-91396.781955157232005,7444.6626053517966284,0,-91396.781955157232005,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
262500,5028.5262394033134115,1736.3456735268071043,-91306.498920670856023,7580.8104037053126376,0,-91306.498920670856023,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
263000,4985.2670924229923912,34.22993971459925433,-91380.238735108985566,7515.5945977472738377,0,-91380.238735108985566,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
263500,5012.1453650605544681,1243.3576432441668658,-91458.814029603381641,7556.1152352350154615,0,-91458.814029603381641,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
264000,4984.4352545233041383,-1179.913911020376645,-91377.222488158469787,7514.340551312208845,0,-91377.222488158469787,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
264500,4999.4245043601531506,-1843.1428025779432573,-91307.801672115747351,7536.9377608517588669,0,-91307.801672115747351,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
265000,4999.5070291065585479,1510.7719170898121774,-91454.766142517226399,7537.0621719468454103,0,-91454.766142517226399,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
265500,4937.9916812081237367,947.82795117923808448,-91349.809645944886142,7444.3240281778389544,0,-91349.809645944886142,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
266000,4951.7999638626042724,-257.62831736841889096,-91442.974345143564278,7465.1408575669620404,0,-91442.974345143564278,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
266500,5026.2944000178749775,2009.6815532886739675,-91590.014313128602225,7577.4457695308001348,0,-91590.014313128602225,65.735693926050615232,56.928780739321844351,54.299434561286552992,203202.21679542880156
