Time (ps),Radius (nm)
0,0.805456
4,0.804796
8,0.804301
12,0.805278
16,0.805453
20,0.80426
24,0.805468
28,0.804589
32,0.80513
36,0.806159
40,0.805385
44,0.806799
48,0.805521
52,0.805946
56,0.806643
60,0.805305
64,0.807004
68,0.805692
72,0.808078
76,0.808049
80,0.80636
84,0.80576
88,0.80655
92,0.806068
96,0.80619
100,0.806156
104,0.805779
108,0.805277
112,0.805253
116,0.805303
120,0.806753
124,0.80559
128,0.805169
132,0.805356
136,0.807547
140,0.805278
144,0.804881
148,0.805692
152,0.805891
156,0.80655
160,0.805673
164,0.807072
168,0.806991
172,0.80522
176,0.806001
180,0.806765
184,0.805936
188,0.805952
192,0.805954
196,0.806951
200,0.805926
204,0.80692
208,0.806769
212,0.805253
216,0.806074
220,0.806021
224,0.806629
228,0.807122
232,0.805861
236,0.806128
240,0.806414
244,0.806457
248,0.807127
252,0.806206
256,0.806531
260,0.80735
264,0.805767
268,0.805372
272,0.806961
276,0.805808
280,0.806275
284,0.806591
288,0.806747
292,0.806161
296,0.806015
300,0.806506
304,0.807086
308,0.805758
312,0.806753
316,0.80812
320,0.804914
324,0.807016
328,0.806755
332,0.805735
336,0.806476
340,0.806769
344,0.80612
348,0.805876
352,0.805947
356,0.807048
360,0.804386
364,0.806446
368,0.80741
372,0.80589
376,0.806311
380,0.807413
384,0.806245
388,0.805832
392,0.806475
396,0.806596
400,0.806852
404,0.806414
408,0.806628
412,0.807521
416,0.806314
420,0.807198
424,0.806588
428,0.806329
432,0.806126
436,0.806
440,0.807289
444,0.807794
448,0.805966
452,0.806361
456,0.805568
460,0.805644
464,0.806063
468,0.805729
472,0.80692
476,0.80667
480,0.805475
484,0.805915
488,0.806757
492,0.80677
496,0.804879
500,0.806466
504,0.805427
508,0.80613
512,0.805964
516,0.805679
520,0.806179
524,0.80644
528,0.806175
532,0.806546
536,0.806953
540,0.80581
544,0.808281
548,0.806192
552,0.806969
556,0.806381
560,0.806943
564,0.807668
568,0.80603
572,0.805005
576,0.808145
580,0.806355
584,0.807803
588,0.805175
592,0.804202
596,0.807496
600,0.806572
604,0.805693
608,0.805873
612,0.806545
616,0.80544
620,0.806311
624,0.807677
628,0.807844
632,0.808161
636,0.805201
640,0.806868
644,0.805309
648,0.806367
652,0.804656
656,0.80698
660,0.803684
664,0.806171
668,0.807304
672,0.807105
676,0.807195
680,0.806099
684,0.80616
688,0.807668
692,0.8063
696,0.807108
700,0.806189
704,0.805764
708,0.806784
712,0.805517
716,0.80761
720,0.807226
724,0.806185
728,0.806314
732,0.805593
736,0.806607
740,0.807599
744,0.805192
748,0.806668
752,0.806824
756,0.807459
760,0.805981
764,0.807714
768,0.807136
772,0.807439
776,0.806834
780,0.806895
784,0.806163
788,0.804479
792,0.806403
796,0.806137
800,0.807458
804,0.806543
808,0.807052
812,0.807609
816,0.806602
820,0.806969
824,0.80672
828,0.806182
832,0.807681
836,0.805203
840,0.807143
844,0.808132
848,0.806356
852,0.805362
856,0.808412
860,0.80747
864,0.807273
868,0.806185
872,0.806524
876,0.806879
880,0.806308
884,0.806777
888,0.806856
892,0.805086
896,0.806277
900,0.806479
904,0.807697
908,0.805323
912,0.806303
916,0.806297
920,0.804886
924,0.806437
928,0.805383
932,0.807259
936,0.80565
940,0.808247
944,0.80631
948,0.807508
952,0.807681
956,0.805688
960,0.805411
964,0.804996
968,0.805919
972,0.806741
976,0.808513
980,0.805214
984,0.806461
988,0.804692
992,0.805944
996,0.806393
1000,0.805034
1004,0.805532
1008,0.804891
1012,0.808816
1016,0.804856
1020,0.806034
1024,0.806692
1028,0.80521
1032,0.807441
1036,0.807997
1040,0.805959
1044,0.806537
1048,0.807873
1052,0.806792
1056,0.807241
1060,0.807091
1064,0.80695
1068,0.808481
1072,0.807927
1076,0.8096
1080,0.809105
1084,0.808151
1088,0.806556
1092,0.807895
1096,0.809338
1100,0.807691
1104,0.808251
1108,0.807725
1112,0.807754
1116,0.808337
1120,0.808075
1124,0.808683
1128,0.807781
1132,0.806918
1136,0.807931
1140,0.806707
1144,0.808028
1148,0.806375
1152,0.807958
1156,0.80748
1160,0.806841
1164,0.808507
1168,0.808039
1172,0.806961
1176,0.807614
1180,0.807191
1184,0.807694
1188,0.805167
1192,0.807284
1196,0.808428
1200,0.807431
1204,0.808752
1208,0.807319
1212,0.807223
1216,0.80852
1220,0.807951
1224,0.808942
1228,0.807512
1232,0.806567
1236,0.807837
1240,0.806952
1244,0.80847
1248,0.807743
1252,0.808402
1256,0.808148
1260,0.809025
1264,0.807788
1268,0.810625
1272,0.807557
1276,0.809275
1280,0.807296
1284,0.807535
1288,0.808726
1292,0.808064
1296,0.807407
1300,0.808593
1304,0.808472
1308,0.808415
1312,0.807122
1316,0.806915
1320,0.807645
1324,0.808008
1328,0.805594
1332,0.808816
1336,0.807562
1340,0.807237
1344,0.807431
1348,0.808397
1352,0.809229
1356,0.808923
1360,0.809396
1364,0.808784
1368,0.808007
1372,0.807384
1376,0.807177
1380,0.808249
1384,0.807342
1388,0.806782
1392,0.809644
1396,0.807078
1400,0.808492
1404,0.808403
1408,0.809575
1412,0.807433
1416,0.808192
1420,0.807506
1424,0.808109
1428,0.808521
1432,0.809531
1436,0.80801
1440,0.808256
1444,0.807088
1448,0.809471
1452,0.80747
1456,0.807973
1460,0.809181
1464,0.808042
1468,0.806601
1472,0.807192
1476,0.808676
1480,0.809919
1484,0.807269
1488,0.808477
1492,0.807887
1496,0.808921
1500,0.808984
1504,0.808034
1508,0.808607
1512,0.80768
1516,0.80998
1520,0.808704
1524,0.809868
1528,0.81011
1532,0.808359
1536,0.808376
1540,0.808517
1544,0.808812
1548,0.807738
1552,0.808453
1556,0.808487
1560,0.811093
1564,0.807835
1568,0.809641
1572,0.808465
1576,0.80936
1580,0.80797
1584,0.808191
1588,0.806745
1592,0.807778
1596,0.809029
1600,0.808141
1604,0.808633
1608,0.808285
1612,0.807959
1616,0.808529
1620,0.809686
1624,0.807864
1628,0.808597
1632,0.808554
1636,0.809258
1640,0.808993
1644,0.808781
1648,0.809572
1652,0.810179
1656,0.809917
1660,0.810676
1664,0.808631
1668,0.807627
1672,0.807577
1676,0.8103
1680,0.809374
1684,0.806735
1688,0.808543
1692,0.808737
1696,0.810225
1700,0.807764
1704,0.807675
1708,0.808763
1712,0.808129
1716,0.808965
1720,0.808817
1724,0.810676
1728,0.806923
1732,0.807838
1736,0.807865
1740,0.809008
1744,0.809135
1748,0.809887
1752,0.808266
1756,0.809193
1760,0.807761
1764,0.808453
1768,0.809
1772,0.810019
1776,0.807773
1780,0.80766
1784,0.808294
1788,0.806485
1792,0.807343
1796,0.809272
1800,0.809079
1804,0.810088
1808,0.809151
1812,0.810687
1816,0.810031
1820,0.807847
1824,0.807826
1828,0.807411
1832,0.809507
1836,0.808808
1840,0.809242
1844,0.808371
1848,0.80965
1852,0.806797
1856,0.808474
1860,0.810876
1864,0.807958
1868,0.810152
1872,0.810495
1876,0.80949
1880,0.808747
1884,0.808733
1888,0.80992
1892,0.808476
1896,0.808561
1900,0.807648
1904,0.80965
1908,0.809195
1912,0.808118
1916,0.807
1920,0.808765
1924,0.810679
1928,0.810033
1932,0.809798
1936,0.808046
1940,0.809909
1944,0.807208
1948,0.80974
1952,0.808585
1956,0.808854
1960,0.808825
1964,0.807766
1968,0.808552
1972,0.808537
1976,0.809116
1980,0.809654
1984,0.810269
1988,0.810355
1992,0.809778
1996,0.807737
2000,0.808683
2004,0.807806
2008,0.809359
2012,0.808226
2016,0.809509
2020,0.807312
2024,0.807642
2028,0.807604
2032,0.808958
2036,0.808674
2040,0.808811
2044,0.807868
2048,0.808289
2052,0.808394
2056,0.809534
2060,0.810072
2064,0.806726
2068,0.807481
2072,0.80734
2076,0.808258
2080,0.807965
2084,0.809063
2088,0.808818
2092,0.808878
2096,0.807589
2100,0.807598
2104,0.806622
2108,0.808061
2112,0.807083
2116,0.806774
2120,0.808024
2124,0.806465
2128,0.807874
2132,0.80721
2136,0.808866
2140,0.807551
2144,0.808421
2148,0.808652
2152,0.808023
2156,0.808053
2160,0.808002
2164,0.808638
2168,0.806699
2172,0.807956
2176,0.80937
2180,0.806746
2184,0.807353
2188,0.809655
2192,0.80758
2196,0.806542
2200,0.808546
2204,0.808262
2208,0.809105
2212,0.807785
2216,0.807948
2220,0.808174
2224,0.808956
2228,0.808845
2232,0.807004
2236,0.807775
2240,0.808843
2244,0.808721
2248,0.807372
2252,0.808581
2256,0.807506
2260,0.806237
2264,0.807215
2268,0.808962
2272,0.808612
2276,0.80799
2280,0.808979
2284,0.807003
2288,0.808036
2292,0.808127
2296,0.808564
2300,0.808496
2304,0.805894
2308,0.807931
2312,0.808906
2316,0.807658
2320,0.808204
2324,0.807537
2328,0.807498
2332,0.807685
2336,0.809108
2340,0.807888
2344,0.808912
2348,0.807591
2352,0.80697
2356,0.807532
2360,0.807413
2364,0.808735
2368,0.807863
2372,0.806726
2376,0.808859
2380,0.807541
2384,0.808673
2388,0.807703
2392,0.807402
2396,0.807281
2400,0.807822
2404,0.80745
2408,0.808667
2412,0.807219
2416,0.807605
2420,0.807583
2424,0.806923
2428,0.807453
2432,0.80733
2436,0.806372
2440,0.808978
2444,0.807269
2448,0.808809
2452,0.809894
2456,0.810053
2460,0.809628
2464,0.808598
2468,0.809472
2472,0.808117
2476,0.806883
2480,0.808242
2484,0.80614
2488,0.808016
2492,0.808663
2496,0.808133
2500,0.805537
